Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/11 - 02:43:21.3986831,62.37519,0,0,User missed, , , 
2018/07/11 - 02:43:21.7450033,62.72456,1,0,User hit user's target,2.704063,3.224143,2.937909
2018/07/11 - 02:43:22.7031858,63.68156,1,1,Peer hit peer's target,0.7947873,6.283199,-4.876752
2018/07/11 - 02:43:22.8128918,63.79158,0,1,User missed, , , 
2018/07/11 - 02:43:23.1679416,64.14594,1,1,User hit user's target,3.516796,5.80547,4.24361
2018/07/11 - 02:43:23.9683363,64.94739,2,1,User hit user's target,1.013902,4.770317,5.028663
2018/07/11 - 02:43:24.8768834,65.85542,2,2,Peer hit peer's target,-3.057534,8.150922,2.454396
2018/07/11 - 02:43:25.0087373,65.98713,3,2,User hit user's target,2.004778,5.114768,4.791212
2018/07/11 - 02:43:25.1887276,66.16714,3,3,Peer hit peer's target,-4.095006,3.029284,-2.258939
2018/07/11 - 02:43:25.5018901,66.48099,3,4,Peer hit peer's target,1.547407,7.111265,4.082963
2018/07/11 - 02:43:25.8459686,66.82492,3,5,Peer hit peer's target,-4.490396,4.606193,2.73023
2018/07/11 - 02:43:26.2309376,67.20933,3,6,Peer hit peer's target,-0.8619848,5.784945,-4.985504
2018/07/11 - 02:43:26.9390136,67.91737,3,7,Peer hit peer's target,3.716482,7.822747,1.010194
2018/07/11 - 02:43:28.9417360,69.92117,3,6,Peer missed, , , 
2018/07/11 - 02:43:28.9646747,69.94351,4,6,User hit user's target,0.7607562,3.58842,4.14569
2018/07/11 - 02:43:31.3435070,72.32216,5,6,User hit user's target,-0.2299481,3.348015,4.633974
2018/07/11 - 02:43:31.3445043,72.32216,6,5,Peer hit user's target,-4.570604,6.183446,2.440946
2018/07/11 - 02:43:31.6616573,72.6396,6,6,Peer hit peer's target,-2.419256,3.661053,4.291319
2018/07/11 - 02:43:32.0725562,73.05112,7,6,User hit user's target,0.5670003,5.576607,4.660359
2018/07/11 - 02:43:32.3178997,73.29731,7,7,Peer hit peer's target,1.667915,5.732199,4.945182
2018/07/11 - 02:43:32.5635197,73.54282,8,7,User hit user's target,2.728308,7.297442,2.776422
2018/07/11 - 02:43:33.6384738,74.61057,8,8,Peer hit peer's target,2.645547,7.714139,3.552819
2018/07/11 - 02:43:34.1861266,75.16534,8,9,Peer hit peer's target,-0.124087,4.485974,6.041893
2018/07/11 - 02:43:36.8538847,77.83288,8,10,Peer hit peer's target,-2.539624,3.057527,-3.666788
2018/07/11 - 02:43:37.1560751,78.1349,8,11,Peer hit peer's target,1.259193,8.217241,-3.467681
2018/07/11 - 02:43:37.6972364,78.67562,8,12,Peer hit peer's target,-2.998432,2.965999,3.532117
2018/07/11 - 02:43:38.7417846,79.72083,9,12,User hit user's target,1.450794,3.967194,4.95998
2018/07/11 - 02:43:38.9412493,79.92004,9,13,Peer hit peer's target,-0.4737426,8.79716,-3.241509
