Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 11:04:17.3210232,44.99165,0,0,User missed, , , 
2018/07/10 - 11:04:24.5664563,49.87026,1,0,User hit user's target,-1.496845,3.318941,4.698676
2018/07/10 - 11:04:27.6000209,52.90353,2,0,User hit user's target,-1.656448,4.098041,5.081242
2018/07/10 - 11:04:28.1884684,53.49209,3,0,User hit user's target,-0.3686926,4.823005,5.389503
2018/07/10 - 11:04:29.3208306,54.62502,2,0,User missed, , , 
2018/07/10 - 11:04:29.6659063,54.96937,3,0,User hit user's target,-3.80454,4.822519,2.377841
2018/07/10 - 11:04:31.0551462,56.35896,4,0,User hit user's target,-2.892972,4.877869,3.470767
2018/07/10 - 11:04:32.6221819,57.92563,4,1,Peer hit peer's target,5.644134,6.191275,-1.873157
2018/07/10 - 11:04:33.6222713,58.92585,4,0,Peer missed, , , 
2018/07/10 - 11:04:34.9757213,60.28058,5,0,User hit user's target,-5.234619,6.468336,-1.627367
2018/07/10 - 11:04:35.9538100,61.25885,6,0,User hit user's target,-2.387972,4.476034,3.310034
2018/07/10 - 11:04:38.2000049,63.50364,7,0,User hit user's target,2.958157,4.895538,2.771548
2018/07/10 - 11:04:38.5994964,63.90289,8,0,User hit user's target,3.869939,5.122571,2.89582
2018/07/10 - 11:04:40.0996449,65.40301,8,1,Peer hit peer's target,-5.606498,4.698455,-1.092962
2018/07/10 - 11:04:40.1784352,65.48141,9,1,User hit user's target,1.303266,3.170343,3.852987
2018/07/10 - 11:04:42.2311486,67.5359,10,1,User hit user's target,2.065134,3.822236,4.920802
2018/07/10 - 11:04:43.1098678,68.41445,10,2,Peer hit peer's target,3.958479,5.993146,-2.675542
2018/07/10 - 11:04:43.4207198,68.72455,10,3,Peer hit peer's target,4.064126,5.471266,2.188705
2018/07/10 - 11:04:43.7208987,69.02486,10,4,Peer hit peer's target,-3.298157,5.193345,-3.300564
2018/07/10 - 11:04:44.0759587,69.38058,11,4,User hit user's target,1.020159,3.276196,4.051941
2018/07/10 - 11:04:46.1439339,71.44777,11,5,Peer hit peer's target,3.143436,2.651617,-3.782373
2018/07/10 - 11:04:47.6326185,72.93694,12,5,User hit user's target,-1.883067,5.088293,4.091615
2018/07/10 - 11:04:48.6110221,73.91525,13,5,User hit user's target,-0.6549631,5.571999,4.588328
2018/07/10 - 11:04:48.9457779,74.24879,14,5,User hit user's target,-0.4876629,5.832397,4.67653
2018/07/10 - 11:04:49.4883261,74.79326,13,5,User missed, , , 
2018/07/10 - 11:04:49.8004900,75.1044,14,5,User hit user's target,-4.533744,6.362264,1.561936
2018/07/10 - 11:04:50.6107081,75.91493,15,5,User hit user's target,2.919373,6.401679,4.751315
2018/07/10 - 11:04:50.7224151,76.02595,15,6,Peer hit peer's target,2.321105,6.045767,-5.021523
2018/07/10 - 11:04:51.0315875,76.33635,15,7,Peer hit peer's target,0.7858292,7.274516,4.755832
2018/07/10 - 11:04:51.7004040,77.00435,15,8,Peer hit peer's target,-3.481554,6.159584,-4.090123
2018/07/10 - 11:04:52.2780779,77.58151,15,9,Peer hit peer's target,4.813564,4.795641,2.449859
2018/07/10 - 11:04:52.6111871,77.91529,15,10,Peer hit peer's target,-0.2292992,2.970209,4.596548
2018/07/10 - 11:04:53.0775226,78.38137,16,10,User hit user's target,-1.319932,4.740327,4.189321
2018/07/10 - 11:04:53.4337138,78.73769,16,11,Peer hit peer's target,3.487792,6.546448,-2.037031
2018/07/10 - 11:04:53.7448807,79.04903,16,12,Peer hit peer's target,-1.462515,6.228398,-5.104366
2018/07/10 - 11:04:54.2784582,79.58224,16,13,Peer hit peer's target,-1.484521,4.814328,-5.193813
2018/07/10 - 11:04:54.3442961,79.64846,17,13,User hit user's target,-3.426467,7.227501,1.630213
2018/07/10 - 11:04:54.9773310,80.28151,18,13,User hit user's target,-0.1011876,5.957668,4.906385
2018/07/10 - 11:04:56.0589424,81.3626,19,13,User hit user's target,-3.052664,8.110748,-1.455526
2018/07/10 - 11:04:56.7451253,82.04909,20,13,User hit user's target,-4.484488,3.371018,2.016966
2018/07/10 - 11:04:56.8328956,82.13709,20,14,Peer hit peer's target,-4.261106,6.061448,-0.4566853
2018/07/10 - 11:04:57.1451001,82.44839,21,14,User hit user's target,-4.404926,3.195852,1.671429
2018/07/10 - 11:04:57.8806787,83.18137,22,14,User hit user's target,-4.015737,3.819785,2.037153
2018/07/10 - 11:04:59.5326920,84.83779,23,14,User hit user's target,0.2069341,7.277739,4.327829
2018/07/10 - 11:04:59.7780361,85.08237,23,13,Peer missed, , , 
2018/07/10 - 11:05:00.3006436,85.60479,23,14,Peer hit peer's target,-3.200959,5.365282,-2.840338
2018/07/10 - 11:05:01.0339060,86.33798,23,15,Peer hit peer's target,2.777009,4.138391,4.17779
2018/07/10 - 11:05:01.3341028,86.63812,23,16,Peer hit peer's target,2.924425,2.346637,3.734515
2018/07/10 - 11:05:01.6451135,86.94899,23,17,Peer hit peer's target,4.892353,6.562992,-0.2038095
2018/07/10 - 11:05:02.1884070,87.49258,23,18,Peer hit peer's target,2.616299,3.082546,-4.747714
2018/07/10 - 11:05:03.4784136,88.78239,23,19,Peer hit peer's target,-3.484803,5.356543,-3.815944
2018/07/10 - 11:05:03.7122334,89.0163,24,19,User hit user's target,-0.8466547,6.345177,4.407143
2018/07/10 - 11:05:04.5910154,89.89388,25,19,User hit user's target,0.2042059,5.839502,4.038628
