Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:53:27.6129426,0,0.01677751,-0.007022437,-0.1069261,347.5834,344.1974,353.3097,0.0500665,-0.3799355,0.03644783,340.9807,339.804,349.3828
2018/07/02 - 10:53:27.6199064,0.007440194,0.01694623,-0.00704491,-0.1068855,347.7068,344.4119,353.3306,0.05087513,-0.3813187,0.03685051,341.3021,339.9675,349.4223
2018/07/02 - 10:53:27.6318738,0.01855028,0.01702109,-0.007148509,-0.1067667,347.739,344.6363,353.3498,0.05158859,-0.3826722,0.03716976,341.6258,340.1087,349.5003
2018/07/02 - 10:53:27.6428627,0.02979292,0.01710445,-0.007195781,-0.1067602,347.8497,344.8302,353.4017,0.05221235,-0.3840562,0.03738894,341.9715,340.1929,349.6482
2018/07/02 - 10:53:27.6548110,0.04122813,0.01717276,-0.007304077,-0.1066969,347.9065,344.9933,353.4697,0.05280286,-0.3854242,0.03753939,342.2917,340.2669,349.8291
2018/07/02 - 10:53:27.6657817,0.0516291,0.01716288,-0.007364504,-0.1066562,348.0122,345.2124,353.5122,0.05334886,-0.3866684,0.03744944,342.519,340.3256,350.0845
2018/07/02 - 10:53:27.6757549,0.06301054,0.01719796,-0.007479643,-0.1065953,348.0448,345.3714,353.5548,0.0540617,-0.3876767,0.03724964,342.6056,340.4193,350.2228
2018/07/02 - 10:53:27.6877229,0.07407569,0.01722728,-0.007537683,-0.1066089,348.1481,345.5617,353.6187,0.05491615,-0.3885083,0.03700143,342.6776,340.5417,350.2135
2018/07/02 - 10:53:27.6976963,0.08505038,0.01727103,-0.007595441,-0.1065826,348.2406,345.7223,353.6454,0.05570472,-0.3893677,0.0368294,342.8098,340.64,350.2025
2018/07/02 - 10:53:27.7116591,0.0962953,0.01738582,-0.007634956,-0.1064802,348.3626,345.8979,353.7386,0.05638567,-0.3901475,0.03660141,342.9006,340.7193,350.2028
2018/07/02 - 10:53:27.7206350,0.1089858,0.01751967,-0.007740156,-0.1063132,348.4463,346.0651,353.8148,0.05692227,-0.390984,0.03644728,343.0355,340.7372,350.305
2018/07/02 - 10:53:27.7316054,0.1183391,0.01759914,-0.007754316,-0.1062117,348.6097,346.3374,353.8169,0.05740897,-0.3918033,0.03629262,343.1836,340.709,350.3915
2018/07/02 - 10:53:27.7415797,0.1294492,0.01783957,-0.007893005,-0.1059935,348.6696,346.5361,353.8727,0.05793666,-0.3926194,0.0361646,343.3154,340.7462,350.4581
2018/07/02 - 10:53:27.7535471,0.140499,0.01804294,-0.00797225,-0.105765,348.7775,346.7653,353.8948,0.05840462,-0.3933932,0.03610787,343.4773,340.858,350.5324
2018/07/02 - 10:53:27.7645175,0.1514219,0.01828905,-0.008121863,-0.105591,348.8499,347.0133,353.9684,0.05888336,-0.3940875,0.03604762,343.6457,340.9395,350.628
2018/07/02 - 10:53:27.7754888,0.162538,0.01847194,-0.008236509,-0.1053983,348.9829,347.2895,354.0555,0.0593658,-0.3947789,0.03594665,343.7305,341.0121,350.7454
2018/07/02 - 10:53:27.7874557,0.1736057,0.01871757,-0.008394105,-0.1051686,349.0913,347.4691,354.1454,0.05976995,-0.3953683,0.03584202,343.7315,341.1124,350.8947
2018/07/02 - 10:53:27.7974294,0.1848964,0.01891674,-0.008535243,-0.1049993,349.2125,347.6618,354.2173,0.06017113,-0.3959562,0.03574361,343.8047,341.1904,351.0287
2018/07/02 - 10:53:27.8093976,0.1963384,0.01901029,-0.008675058,-0.1047802,349.3632,347.9182,354.2549,0.0605654,-0.3965195,0.03565058,343.8824,341.2377,351.1339
2018/07/02 - 10:53:27.8203686,0.207436,0.01919262,-0.008930407,-0.1045416,349.51,348.0881,354.3401,0.06095665,-0.3970839,0.03559592,343.9513,341.2871,351.2303
