Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
0.2110296,0.01136762,-0.05145214,-0.2400073,13.8763,9.346141,359.1146,0.09820672,-0.3767112,0.03248518,2.606802,359.6757,349.4492
0.2220504,0.01101639,-0.05144199,-0.2403722,13.82896,9.210969,359.0556,0.09730765,-0.3763256,0.03230522,2.833117,359.2823,348.8251
0.2330925,0.01065355,-0.05144732,-0.2407334,13.7864,9.073002,359.0364,0.09636335,-0.3758684,0.03219017,3.110209,358.7515,348.0981
0.2454456,0.01026068,-0.05140825,-0.2411528,13.77433,8.885464,359.0523,0.0955199,-0.3753041,0.03207692,3.255079,357.9718,347.053
0.2553161,0.009789594,-0.05138295,-0.2415973,13.80822,8.692353,359.0862,0.09456243,-0.3746824,0.0317817,3.155755,357.048,345.8577
0.2666444,0.009261995,-0.05135033,-0.2420776,13.84753,8.384184,359.1078,0.09308562,-0.3740088,0.03106675,2.890902,356.2689,344.8607
0.2778313,0.008680013,-0.05132219,-0.2426363,13.89285,7.996333,359.201,0.09131747,-0.3733862,0.03024261,2.591012,355.6086,344.3206
0.2888925,0.007944405,-0.05122707,-0.2431971,13.97101,7.617676,359.1902,0.08947989,-0.3728134,0.02964249,2.414872,354.8857,343.8852
0.2999634,0.007227571,-0.05113382,-0.2437827,13.97919,7.120253,359.1574,0.08739191,-0.3720643,0.02925225,2.213975,354.0571,343.4984
0.3112336,0.006434799,-0.05092129,-0.244405,14.02201,6.579508,359.1081,0.08511057,-0.371262,0.02891946,2.014534,353.3376,343.2333
0.3227033,0.005695571,-0.05080148,-0.2450198,13.96683,5.954938,359.007,0.08243879,-0.3705109,0.02866086,2.099776,352.9065,343.3128
0.3335779,0.004876918,-0.05062548,-0.2456289,13.91717,5.326183,358.9253,0.07960723,-0.3697702,0.02828462,2.033252,352.5499,343.6894
0.3447742,0.004005481,-0.05047169,-0.2462251,13.87835,4.765529,358.9131,0.0771185,-0.3690489,0.0281752,1.828382,352.1962,343.7567
0.3557042,0.003177363,-0.05031129,-0.2468294,13.82972,4.066689,358.9422,0.07472132,-0.3682981,0.02847303,1.594295,351.942,343.6347
0.3669227,0.002277981,-0.0501072,-0.247438,13.78006,3.293688,358.8773,0.07209127,-0.3674987,0.02892805,1.434925,351.7101,343.7921
0.3779267,0.001316383,-0.04991965,-0.2480896,13.76784,2.571023,358.8794,0.06933809,-0.3666802,0.02929677,1.201805,351.5793,344.1537
0.3887689,0.000341218,-0.04981175,-0.2487483,13.74159,1.826221,358.8987,0.06644136,-0.3658769,0.02960648,0.6754748,351.6452,344.6235
0.4004558,-0.0005878285,-0.04978702,-0.2494307,13.71746,1.00268,358.8895,0.06343082,-0.3652132,0.02983302,0.02493168,351.6446,344.9716
0.411482,-0.001595378,-0.04970262,-0.2501453,13.81644,0.2408084,358.8803,0.06016283,-0.3647285,0.0302173,359.5085,351.4576,345.1396
0.4234597,-0.002572617,-0.04978478,-0.2508478,13.84033,359.4169,358.8265,0.05679195,-0.3643475,0.03085408,359.3478,351.0237,345.1783
0.4348321,-0.003483954,-0.04981115,-0.251592,14.00789,358.5706,358.7708,0.05302924,-0.3640026,0.03197651,359.7588,350.4151,345.1877
0.4451096,-0.00440041,-0.04995814,-0.2523313,14.13252,357.8014,358.7882,0.04920148,-0.3635513,0.03337127,0.4037142,350.0347,345.1782
0.4557416,-0.005294128,-0.05011908,-0.2531007,14.30953,357.0214,358.7485,0.04531413,-0.3629352,0.03474474,0.9598437,349.9383,345.0869
0.4668107,-0.006175634,-0.0503145,-0.2538646,14.50444,356.3106,358.7141,0.04128399,-0.3621053,0.03582849,1.132785,349.8601,345.163
0.4781242,-0.006923717,-0.05041171,-0.2546303,14.68871,355.5109,358.6046,0.03713635,-0.3611415,0.03670398,1.054284,349.5953,345.5428
0.4893669,-0.007642284,-0.05050666,-0.2553009,14.76558,354.8256,358.5693,0.03287733,-0.3600471,0.03742738,0.7656597,349.3818,346.0967
0.50044,-0.008314103,-0.05050195,-0.2559654,14.82927,354.076,358.4344,0.0284595,-0.3589381,0.03806528,0.398014,349.1891,346.7084
0.5117575,-0.008961614,-0.05044546,-0.2566742,14.94172,353.3847,358.3422,0.02401981,-0.3579801,0.03868556,0.07778137,348.8353,347.2053
0.5227265,-0.009591553,-0.05055716,-0.2573558,14.94019,352.6406,358.2494,0.01953895,-0.3570636,0.03927722,359.864,348.2865,347.6335
0.5336913,-0.01024919,-0.05057975,-0.2581267,15.01969,351.9278,358.0918,0.01510176,-0.3560108,0.03977824,359.7906,347.6347,347.7795
0.5448745,-0.01079383,-0.05055316,-0.2588668,15.02158,351.1739,357.9939,0.01074772,-0.3548739,0.04019826,359.6348,347.013,347.8027
0.5558225,-0.01138113,-0.05039434,-0.2596226,15.0423,350.4515,357.9187,0.006155953,-0.353724,0.04045154,359.4188,346.2892,347.9394
0.5670853,-0.01198926,-0.05022271,-0.2603673,14.91232,349.714,357.8141,0.001334857,-0.3525455,0.04055067,359.126,345.6872,348.4004
0.5778592,-0.01262069,-0.05000932,-0.2611237,14.79719,348.969,357.7751,-0.003735875,-0.3515034,0.04044235,358.6971,345.1998,349.2959
0.5893579,-0.01328409,-0.04972926,-0.261905,14.67099,348.1318,357.6922,-0.009249031,-0.350647,0.04005197,358.144,344.755,350.9662
0.6003978,-0.01404392,-0.04950668,-0.2627076,14.50894,347.2688,357.5793,-0.01471256,-0.3498076,0.03960907,357.5446,344.4085,352.7936
0.612754,-0.01485489,-0.04925974,-0.2635271,14.36788,346.373,357.4183,-0.02019878,-0.3489888,0.0390085,356.8362,344.1472,354.7137
0.6225389,-0.01562132,-0.04909346,-0.2643428,14.19198,345.428,357.2425,-0.02598268,-0.3483192,0.03787149,355.8222,343.882,357.2269
0.6334297,-0.01644278,-0.0488906,-0.2651334,14.08096,344.5868,357.1306,-0.03156212,-0.3475388,0.03690431,355.1239,343.3958,359.1552
0.6445373,-0.0171556,-0.04871649,-0.2659008,13.96554,343.6817,357.0156,-0.03703755,-0.3468521,0.03598839,354.7485,342.7999,0.5695373
0.662135,-0.01775734,-0.04860535,-0.2666027,13.91029,342.8523,356.954,-0.04260005,-0.3463646,0.03472831,354.9957,341.7025,1.254048
0.6669325,-0.01852371,-0.04834904,-0.2674083,13.9254,342.0591,356.8075,-0.04804211,-0.3458268,0.03349992,354.8932,340.7359,2.286755
0.6791377,-0.01912633,-0.04838522,-0.2681149,13.85325,341.312,356.7634,-0.05355256,-0.3454261,0.03205763,354.8299,339.6238,3.338387
0.6901002,-0.01976573,-0.04830518,-0.2688726,13.99904,340.6446,356.6777,-0.05937105,-0.3457561,0.02984807,354.945,338.2141,4.824617
0.7009011,-0.020307,-0.0483713,-0.2696105,14.08027,339.9662,356.6402,-0.06491042,-0.3461943,0.02790385,354.7969,337.3394,6.729416
0.7119008,-0.02072165,-0.04845311,-0.2703082,14.29659,339.3117,356.5736,-0.07035512,-0.3467511,0.02592929,354.3867,336.6432,8.981004
0.7229353,-0.02114506,-0.04861934,-0.2709595,14.49255,338.7142,356.5313,-0.07557702,-0.347475,0.02389722,353.7129,336.0882,11.5044
0.7339293,-0.02154263,-0.04879982,-0.2715786,14.80315,338.213,356.4408,-0.08039366,-0.3481821,0.02182882,352.7677,335.6531,13.99424
0.7453438,-0.02188403,-0.04917666,-0.2721026,15.01626,337.7159,356.4366,-0.08472352,-0.348617,0.01982814,351.8913,335.2684,15.72686
0.7563407,-0.02218812,-0.04952293,-0.2725985,15.37512,337.2693,356.3536,-0.08871455,-0.3490147,0.01792947,351.3357,334.7893,17.07137
0.7668404,-0.02250826,-0.04997455,-0.2730532,15.65773,336.8679,356.3148,-0.09243572,-0.3494642,0.01605008,351.163,334.211,18.07745
0.7781826,-0.02276155,-0.05038138,-0.2734361,16.02584,336.4707,356.2408,-0.09588539,-0.3500414,0.01406477,351.3826,333.295,18.57874
0.7893459,-0.02293288,-0.0509519,-0.273776,16.27656,336.0523,356.2761,-0.09925517,-0.350897,0.01215376,351.7807,332.1533,19.11302
0.8002976,-0.02314433,-0.05146323,-0.2741045,16.5752,335.7269,356.2834,-0.1025705,-0.3518332,0.0104548,352.1316,331.245,19.7605
0.8117394,-0.02333712,-0.05192025,-0.2744451,16.89482,335.4181,356.3423,-0.1058162,-0.3528093,0.008953677,352.3424,330.5622,20.45455
0.822424,-0.02343335,-0.05242715,-0.2747072,17.17216,335.0844,356.427,-0.1086758,-0.3539064,0.007878702,352.3466,330.2717,21.13332
0.8336465,-0.0235911,-0.05287049,-0.2750216,17.45623,334.7468,356.4995,-0.1113443,-0.3546279,0.006823405,352.1967,329.9858,21.69916
0.8450575,-0.02377254,-0.05326774,-0.2753126,17.69122,334.3912,356.4977,-0.1137486,-0.3550701,0.005963797,351.8716,329.8847,21.96717
0.8558394,-0.02395926,-0.05371369,-0.2756395,17.86032,333.9724,356.425,-0.1158483,-0.3552312,0.00517379,351.2219,330.0707,21.67054
0.8667777,-0.02411905,-0.05417241,-0.2759703,18.07967,333.5677,356.3947,-0.1177539,-0.3554319,0.004285741,351.3293,329.658,21.29253
0.8782153,-0.02426968,-0.05463239,-0.2762699,18.32862,333.196,356.3671,-0.1197207,-0.3558918,0.003451966,351.8687,328.9295,20.72018
0.8889923,-0.02448251,-0.05504482,-0.2766284,18.62787,332.8629,356.3092,-0.1214996,-0.3566471,0.002804963,352.2566,328.2037,19.9656
0.9003175,-0.02449591,-0.05557676,-0.2769451,18.89689,332.4305,356.3212,-0.1235236,-0.3576311,0.002286319,352.7336,327.6523,19.77597
0.9114851,-0.0246005,-0.05606958,-0.2773452,19.20691,332.0334,356.2852,-0.1254515,-0.3587338,0.002031893,353.1866,327.2166,19.64753
0.9222305,-0.02460042,-0.05657107,-0.2777143,19.54738,331.6051,356.3549,-0.1273701,-0.359796,0.001754196,353.3847,326.8159,19.60004
0.9338328,-0.02462533,-0.05701108,-0.2780588,19.88089,331.1883,356.2924,-0.1293114,-0.3609165,0.001509379,353.4821,326.4622,19.65855
0.9451204,-0.02461188,-0.05753276,-0.2783553,20.13292,330.8527,356.3584,-0.1311597,-0.3619702,0.001243848,353.6302,325.9851,19.50204
0.9564493,-0.02463176,-0.05786424,-0.2786808,20.46402,330.4986,356.2489,-0.1329729,-0.3628725,0.0009167611,353.8074,325.3935,19.16573
0.9664797,-0.02459229,-0.05827781,-0.2789314,20.66023,330.1432,356.1725,-0.1347135,-0.363562,0.0005364582,354.0473,324.6272,18.38329
0.9779456,-0.02447365,-0.05865005,-0.279083,20.82491,329.8625,356.1288,-0.1363478,-0.3640852,4.179647E-05,354.3014,323.6959,17.27175
0.9887753,-0.0242898,-0.05902898,-0.2793053,21.00783,329.6047,356.0829,-0.1377424,-0.3643113,-0.0006787826,354.592,322.4876,15.68118
1.000201,-0.0240024,-0.05934718,-0.2795048,21.256,329.4489,355.9705,-0.1388837,-0.3649875,-0.001219215,355.1273,321.0877,14.15324
1.011539,-0.02356678,-0.05969747,-0.2796428,21.53522,329.4191,355.9806,-0.1399839,-0.3661126,-0.001085926,356.2608,320.0009,12.8032
1.022476,-0.02308835,-0.06003669,-0.2797483,21.7955,329.4041,355.8939,-0.1410732,-0.3671113,-0.0007228456,357.1188,319.3776,11.71125
1.033482,-0.02247958,-0.06042039,-0.2796681,22.02339,329.6392,355.8951,-0.1417471,-0.3678694,-0.000207789,357.487,318.9656,10.63231
1.044854,-0.02163474,-0.06069533,-0.2794932,22.31906,329.939,355.9537,-0.1421206,-0.3683502,0.0003257955,357.6448,318.4786,9.358635
1.055805,-0.02084266,-0.06098225,-0.2793005,22.53935,330.3543,356.0016,-0.1418173,-0.3683341,0.001169413,357.7764,317.9133,7.256742
1.067187,-0.01991674,-0.06125978,-0.2789097,22.65886,330.8689,356.0645,-0.1408393,-0.3679788,0.002273281,357.978,317.0477,4.315185
1.07809,-0.01897202,-0.06145544,-0.2785673,22.83406,331.3835,356.1086,-0.1395355,-0.3676446,0.003303296,358.0588,316.1367,1.555725
1.089068,-0.0179454,-0.06167615,-0.2781944,22.98951,332.0246,356.1102,-0.137557,-0.3674869,0.004265536,357.9286,315.297,359.3131
1.100436,-0.01694479,-0.06182876,-0.2778879,23.1886,332.6948,356.0054,-0.135393,-0.3678415,0.005161365,357.7855,314.6073,357.8261
1.111693,-0.01582322,-0.06197984,-0.2774343,23.31965,333.4466,355.9305,-0.1327678,-0.3690311,0.006431659,357.8458,314.2859,357.3222
1.122351,-0.01466212,-0.0621062,-0.2769626,23.45762,334.2643,356.0165,-0.1301183,-0.3704855,0.008120681,358.1395,314.5364,357.2077
1.133904,-0.01354307,-0.06217095,-0.2763578,23.50499,335.2401,356.0878,-0.1270433,-0.3721349,0.01015161,358.3132,315.373,357.5682
1.144817,-0.01227493,-0.06219295,-0.2756949,23.459,336.1863,356.1997,-0.123404,-0.3738126,0.01273253,358.2948,316.9281,358.3076
1.155954,-0.01102087,-0.06212993,-0.2750632,23.4316,337.254,356.4232,-0.1191617,-0.3750625,0.01564253,358.2176,318.624,358.4046
1.166612,-0.009838298,-0.0620589,-0.2744033,23.34085,338.4301,356.5933,-0.1141578,-0.376072,0.01879931,358.2264,319.8512,357.6371
1.178223,-0.008504677,-0.0619466,-0.273733,23.24232,339.6665,356.7918,-0.1089275,-0.3771397,0.02202551,358.5334,320.7944,356.6257
1.189209,-0.007167142,-0.06185634,-0.2731409,23.17115,341.0593,356.9655,-0.1030855,-0.3782867,0.02566439,359.223,321.7045,355.5273
1.200426,-0.005755886,-0.06176583,-0.2726405,23.11441,342.4396,357.0998,-0.09692163,-0.379368,0.02923922,359.6348,322.655,354.7384
1.211437,-0.004275486,-0.06166803,-0.2721802,23.09656,343.9802,357.3588,-0.08961775,-0.3805149,0.0331937,359.8795,323.7734,354.3923
1.222676,-0.002779341,-0.0615265,-0.2717425,23.10826,345.5056,357.5212,-0.08232712,-0.3815668,0.03737216,0.1824336,325.2225,354.4383
1.234008,-0.001171742,-0.06154994,-0.2714278,23.05299,347.1097,357.7959,-0.07468448,-0.3823914,0.04217772,0.4573937,327.2856,354.4597
1.245231,0.0004621632,-0.06150813,-0.2711198,23.05478,348.7812,358.1176,-0.06662542,-0.383101,0.04714004,0.6548828,329.6267,354.3498
1.255991,0.002264309,-0.06143651,-0.2708572,23.04602,350.5968,358.4832,-0.05768951,-0.3835749,0.05231503,0.8445826,332.1944,354.0856
1.267167,0.004168074,-0.06139364,-0.2706574,23.00755,352.4974,358.9353,-0.04847548,-0.3840826,0.05733133,1.152448,334.5758,353.6759
1.278369,0.00615682,-0.0613771,-0.2706159,22.90549,354.3888,359.1914,-0.03857929,-0.3844767,0.06218368,1.623785,336.879,353.2142
1.289206,0.008068074,-0.06131037,-0.2706741,22.92323,356.4753,359.6093,-0.02819791,-0.384641,0.06676044,2.117814,339.1645,352.6859
1.300937,0.01004443,-0.06121543,-0.270926,22.94696,358.6086,359.9528,-0.01759901,-0.3846763,0.07105619,2.519998,341.4182,352.069
1.312114,0.01193851,-0.06114084,-0.2712641,22.86905,0.754312,0.2043868,-0.006359182,-0.3844625,0.07479832,2.842713,343.547,351.4607
1.322482,0.01384347,-0.06103122,-0.2716567,22.79566,2.870006,0.5185055,0.005075261,-0.3842115,0.07819688,3.017107,345.6255,351.0465
1.333491,0.01569999,-0.06084679,-0.2721768,22.71543,4.882649,0.7652593,0.01695851,-0.3836974,0.08117443,3.024076,347.8464,350.8594
1.345045,0.01738783,-0.06071076,-0.2728442,22.55053,6.837219,1.11812,0.02894808,-0.3832703,0.08395027,2.909226,350.2161,350.8301
1.356297,0.0189752,-0.06054218,-0.2736467,22.39495,8.649726,1.368583,0.04133666,-0.3828952,0.086256,2.815022,352.7477,351.0895
1.367851,0.02045048,-0.0603555,-0.274623,22.27284,10.3757,1.594326,0.05370412,-0.382504,0.08806041,2.74304,355.28,351.4716
1.379011,0.02179964,-0.0601566,-0.275639,22.16578,12.17845,1.828271,0.06625294,-0.3818168,0.0892777,2.56328,357.6249,351.6609
1.389642,0.02311728,-0.05991451,-0.2767998,22.03801,13.86477,1.960941,0.0789033,-0.3809288,0.09019231,2.467156,359.7766,351.417
1.400863,0.0242881,-0.05964221,-0.2780775,21.85971,15.53835,2.097167,0.09162311,-0.3798626,0.09037865,2.454131,1.582757,350.8426
1.412112,0.02530507,-0.05927758,-0.2794026,21.69637,17.19819,2.271685,0.1042257,-0.3788116,0.09023795,2.457302,3.230532,350.2259
1.422792,0.02634722,-0.05903882,-0.2807865,21.40793,18.78089,2.42257,0.1166658,-0.3778333,0.08962907,2.374586,4.832793,349.7545
1.433717,0.02725287,-0.05864099,-0.2822999,21.19475,20.35969,2.463792,0.1287529,-0.3768897,0.08846526,2.226794,6.461877,349.6761
1.4454,0.02808001,-0.05823138,-0.2838245,20.913,21.91115,2.549075,0.1406637,-0.3759962,0.08714365,2.082979,8.103554,349.6508
1.456601,0.02885817,-0.05773712,-0.2853627,20.65506,23.47062,2.699693,0.1523407,-0.3752129,0.08522391,1.871722,9.716811,349.6365
1.467568,0.02963504,-0.05726378,-0.2869429,20.33636,25.00363,2.7293,0.1636359,-0.37464,0.08311865,1.780489,11.39614,349.8947
1.478499,0.03028873,-0.05684004,-0.2885331,19.97543,26.57741,2.813663,0.1748053,-0.3739421,0.08089056,1.709331,13.14678,350.1303
1.489525,0.03099282,-0.05632751,-0.2902102,19.71528,28.06903,2.870828,0.1857894,-0.372977,0.07795875,1.378297,14.95356,350.1008
1.500687,0.03156218,-0.05588618,-0.2919298,19.46741,29.52452,3.002293,0.1962496,-0.3720106,0.07453075,0.9220366,16.71131,350.0244
1.511552,0.03206358,-0.05548642,-0.293662,19.25054,30.88989,3.143113,0.2062545,-0.3710177,0.07091992,0.4876822,18.22312,350.0433
1.523015,0.03225453,-0.05515073,-0.2953463,19.05636,32.18966,3.167468,0.2155364,-0.3698187,0.06680448,359.8518,19.42997,350.0727
1.533973,0.03250895,-0.05478926,-0.2970906,18.92257,33.3975,3.27555,0.2245318,-0.3684887,0.06252704,359.1128,20.65098,350.0287
1.545096,0.03257573,-0.05451673,-0.2987054,18.6974,34.49776,3.328061,0.2330239,-0.3670691,0.05799723,358.2929,21.80973,349.9555
1.556553,0.03261423,-0.05417778,-0.3002616,18.48074,35.54953,3.394862,0.240599,-0.3656927,0.05321424,357.2606,22.82835,350.1761
1.567448,0.03249433,-0.05379564,-0.3017619,18.24926,36.46507,3.354864,0.2475093,-0.3649758,0.04845527,356.3591,23.79555,351.031
1.578466,0.03233508,-0.05336781,-0.3032094,18.06608,37.4112,3.354958,0.2543203,-0.3644908,0.04411288,355.8167,24.97232,352.1482
1.589841,0.03209891,-0.05295271,-0.3045819,17.83285,38.21037,3.331829,0.260577,-0.3640955,0.03994184,355.2904,26.4057,353.3968
1.600664,0.03186468,-0.0525712,-0.305911,17.58273,39.00026,3.378084,0.2666149,-0.3635815,0.03561539,354.6012,27.902,354.3578
1.612039,0.03149223,-0.05220388,-0.3070769,17.34384,39.66634,3.33939,0.272779,-0.3628747,0.03116712,353.8709,29.44547,354.9347
1.622821,0.03110196,-0.05184259,-0.3082858,17.14552,40.23249,3.388412,0.278469,-0.3622611,0.02677386,353.1815,31.02271,355.4017
1.634099,0.03072435,-0.05152398,-0.3095291,16.93075,40.76229,3.427155,0.2838624,-0.3618262,0.02249895,352.6196,32.36388,356.0086
1.645292,0.03018819,-0.05117718,-0.3105566,16.76193,41.24596,3.36816,0.2886555,-0.3617459,0.01838876,352.5368,33.35767,356.4303
1.656032,0.02966281,-0.05086051,-0.3115864,16.58564,41.69346,3.383687,0.2934513,-0.3617127,0.01452706,352.7447,34.12709,356.4238
1.667966,0.02906858,-0.05051615,-0.3125477,16.3658,42.00626,3.316424,0.2980559,-0.3616836,0.0107788,353.2784,34.64013,355.7477
1.678478,0.02847175,-0.05008575,-0.3134703,16.18338,42.34405,3.315732,0.3025819,-0.3616489,0.00709712,353.7297,35.30025,355.0206
1.689385,0.02786818,-0.04967151,-0.3143336,15.93687,42.56625,3.259692,0.3065307,-0.3618128,0.003676262,354.1436,35.98214,354.5238
1.700536,0.02723057,-0.0492916,-0.3151999,15.6687,42.80519,3.210261,0.3101644,-0.3619984,0.0004257408,354.3915,36.62608,354.3818
1.711832,0.02653605,-0.04881135,-0.3160751,15.44031,42.99752,3.221947,0.3134069,-0.3621704,-0.002672878,354.402,37.36412,354.3546
1.722818,0.02581039,-0.04822532,-0.3169103,15.23444,43.11007,3.105289,0.3165635,-0.3622293,-0.005819702,354.278,38.28359,354.3505
1.733938,0.02511411,-0.04776804,-0.3177174,14.92595,43.24859,3.061386,0.3191689,-0.3624866,-0.008705572,354.0558,39.20727,354.6525
1.745241,0.02440492,-0.04725875,-0.3184808,14.61605,43.33662,3.00092,0.3216334,-0.3628115,-0.01133478,354.1083,39.94047,354.9547
1.756272,0.02366974,-0.04672183,-0.3191856,14.29752,43.41486,2.884336,0.3236118,-0.3631271,-0.01365323,354.158,40.34921,355.0635
1.767209,0.02292437,-0.04612963,-0.3198724,13.97974,43.49245,2.776881,0.3254049,-0.3634549,-0.0158893,354.1801,40.59875,355.0935
1.778393,0.0222353,-0.04562508,-0.3205416,13.60945,43.54593,2.691136,0.3268421,-0.3638053,-0.01778623,354.3226,40.684,355.0054
1.789635,0.02150242,-0.04501372,-0.3211843,13.30794,43.59942,2.567128,0.3281594,-0.3640932,-0.01949252,354.4033,40.76674,354.7698
1.800449,0.02079756,-0.04446344,-0.3219045,12.97129,43.70173,2.603671,0.3294029,-0.3644005,-0.02110646,354.4747,40.91526,354.5883
1.811428,0.02008585,-0.04385639,-0.322638,12.60618,43.71387,2.524772,0.3303759,-0.3647515,-0.02234679,354.5843,41.05493,354.5304
1.82333,0.0193531,-0.04328412,-0.3233266,12.23088,43.78247,2.49137,0.3311232,-0.3650867,-0.02337319,354.6172,41.18311,354.5725
1.834252,0.01861595,-0.04259542,-0.324106,11.91144,43.80338,2.454102,0.3317372,-0.3654564,-0.02430666,354.6048,41.26106,354.6676
1.8455,0.01784875,-0.04187489,-0.324815,11.55402,43.81424,2.347492,0.3322262,-0.365883,-0.02495101,354.7208,41.27389,354.8
1.856319,0.01709591,-0.04110309,-0.3254716,11.0822,43.7984,2.230632,0.3325704,-0.3662417,-0.02528252,354.9983,41.2481,354.8712
1.867382,0.01638161,-0.04016246,-0.3261492,10.53213,43.72051,2.11148,0.3329009,-0.3664232,-0.02569404,355.0625,41.21416,354.7901
1.87848,0.0156965,-0.03893063,-0.3268477,9.723559,43.558,1.805768,0.333033,-0.3664247,-0.02593487,354.969,41.21663,354.6888
1.889495,0.01496954,-0.03748854,-0.3275418,8.813013,43.47232,1.507978,0.3327762,-0.3662229,-0.02567339,354.8385,41.21206,354.7012
1.900579,0.01423917,-0.03567746,-0.3283699,7.699125,43.34683,1.072993,0.3329967,-0.3661294,-0.02593324,354.7058,41.22698,354.6556
1.911921,0.01345606,-0.03369773,-0.3291632,6.451371,43.23547,0.5559828,0.3330335,-0.3659129,-0.02588224,354.6482,41.14927,354.5024
1.922799,0.012726,-0.03179378,-0.3301078,5.203192,43.05241,0.1731283,0.3329116,-0.3654714,-0.02555157,354.5838,40.91298,354.2605
1.933999,0.0118876,-0.02976555,-0.3312745,3.927382,42.79762,359.8789,0.3327092,-0.3648329,-0.025188,354.312,40.72797,354.0586
1.945422,0.01093787,-0.0278599,-0.33228,2.722845,42.62566,359.5859,0.332304,-0.3639642,-0.02459401,353.8404,40.53959,353.9666
1.956315,0.009969953,-0.02615118,-0.3334935,1.554521,42.29435,359.2794,0.3319193,-0.3631662,-0.02386087,353.4563,40.26326,353.9357
1.967482,0.008966317,-0.02452202,-0.3345614,0.4062226,42.02134,359.0212,0.3315801,-0.362305,-0.02270583,353.1888,39.95997,353.962
1.979103,0.007887524,-0.02289054,-0.335706,359.3356,41.71733,358.7436,0.3312913,-0.3614137,-0.02146604,352.9474,39.74608,354.015
1.989917,0.006891872,-0.02134454,-0.3368139,358.1274,41.38313,358.5045,0.3309494,-0.3602269,-0.01965511,352.7383,39.52864,354.1604
2.000615,0.005920798,-0.01972617,-0.3379568,357.0325,41.02689,358.3372,0.330639,-0.3587664,-0.01788453,352.4494,39.29607,354.2429
2.011744,0.004943183,-0.01818907,-0.3390161,355.9467,40.67857,358.0823,0.3303078,-0.3571422,-0.01603803,352.1638,39.04881,354.3451
2.023015,0.004032345,-0.0168713,-0.340142,354.7874,40.33022,357.9472,0.3299034,-0.3550376,-0.01408438,351.8203,38.77656,354.4803
2.034305,0.003049757,-0.01543121,-0.3413656,353.8174,39.95748,357.7768,0.329489,-0.3526452,-0.0122161,351.3391,38.5338,354.6104
