Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.9983969,0,-1,Peer missed,0.02589313,0.01226514,-0.02946182,11.72683,1.27188,358.1306,-0.0008923748,-0.5764313,0.3203378,22.41522,352.3994,347.5518
5.176543,0,0,Peer hit peer's target,0.01096588,0.01200498,-0.03599429,14.46438,351.9825,358.0597,0.02232508,-0.5607783,0.3245192,12.34445,5.783705,352.7878
5.421568,0,1,Peer hit peer's target,0.01478856,0.01250429,-0.03755059,14.35134,354.3959,358.0707,0.000195031,-0.5539432,0.3100677,6.794321,353.649,354.8598
5.832901,0,2,Peer hit peer's target,0.02068821,0.01762271,-0.0410425,10.64802,357.1197,357.5141,-0.02383997,-0.5508533,0.2878501,0.7413052,342.7079,2.396322
8.246484,0,3,Peer hit peer's target,0.01360988,-0.007158855,-0.04075211,30.79123,349.057,358.2538,-0.03556488,-0.5643375,0.2883291,5.685516,343.8762,6.180282
14.73312,1,3,User hit user's target,0.04662587,0.01036371,-0.05276117,15.16341,4.700651,355.3096,0.002537744,-0.5697005,0.3224768,16.46004,11.49633,357.138
17.58941,0,3,User missed,0.008993391,0.03052556,-0.09074156,2.661196,348.162,3.024065,0.01290785,-0.5262184,0.2223343,349.4475,328.9514,9.936194
17.88931,0,4,Peer hit peer's target,0.00134695,0.03035993,-0.08880078,2.284263,339.6736,2.387164,-0.01103176,-0.5341697,0.2059814,351.4788,318.7613,12.2654
18.24472,-1,4,User missed,-0.01311174,0.02170098,-0.08869638,5.780797,316.7624,359.0676,-0.04686223,-0.5190392,0.1380837,351.7544,290.1122,2.865024
18.54544,-2,4,User missed,-0.02546206,0.01511179,-0.08255784,8.216647,307.0809,356.7543,-0.04003892,-0.5185214,0.1302428,350.8937,284.1295,3.881708
20.78982,-2,5,Peer hit peer's target,0.07511646,0.007285208,-0.05712706,4.689952,33.13586,1.894672,0.02574174,-0.5866802,0.2889831,8.509689,354.7614,10.55177
20.95604,-2,4,Peer missed,0.07127153,0.009130104,-0.05711503,3.543448,30.16898,1.885333,0.025693,-0.5867981,0.2878681,8.431124,354.4388,10.80485
21.67907,-2,3,Peer missed,0.05792554,0.01621147,-0.07750289,359.2413,23.3447,1.507039,0.02270053,-0.5890204,0.2855172,8.708938,353.8011,11.60303
24.91198,-2,2,Peer missed,-0.1226476,-0.2805641,0.3051462,15.96572,120.4129,109.7389,0.02962151,-0.5689428,0.2824958,1.230073,355.8567,5.989397
25.15631,-2,3,Peer hit peer's target,-0.2168656,-0.3249017,0.2600401,3.043852,126.2033,96.49796,0.03449972,-0.5667272,0.2854574,1.265189,356.111,5.320502
27.66333,-2,4,Peer hit peer's target,-0.5521615,-0.5229026,0.4953131,25.58388,73.1009,73.68242,0.1986118,-0.3908314,0.4959956,358.6761,9.48327,356.3894
41.14447,-2,3,Peer missed,-0.6773235,-0.7695377,0.5694352,80.12148,28.77735,32.53878,0.3426745,-0.5883759,0.9062999,29.58755,224.9285,53.27175
42.9313,-2,2,Peer missed,-0.6758236,-0.7695066,0.5662353,79.77786,28.35224,31.04005,0.2644364,-0.4499773,0.9184917,339.4204,244.5951,30.81406
42.99746,-3,2,User missed,-0.6761362,-0.7694591,0.5671442,79.80758,28.28723,31.15999,0.2660087,-0.4493036,0.9162963,336.1918,242.1541,32.63741
43.34217,-4,2,User missed,-0.6778499,-0.7697781,0.5697694,79.85584,28.5253,31.92631,0.2642736,-0.4528401,0.9172913,336.5324,241.0087,34.59194
44.37316,-4,1,Peer missed,-0.6797917,-0.7706258,0.5716954,80.20068,29.99298,34.57249,0.2979438,-0.5594622,0.9219201,17.48414,228.7711,58.35608
44.90598,-3,0,Peer hit user's target,-0.6825366,-0.7696591,0.5757498,80.13516,29.23097,34.75081,0.3101987,-0.56699,0.9196056,18.67987,226.7037,58.22462
46.35955,-3,1,Peer hit peer's target,-0.6822672,-0.770354,0.5748468,80.25045,27.46671,33.12096,0.3100157,-0.5667217,0.9198362,20.15187,224.5801,57.04868
48.74463,-3,2,Peer hit peer's target,-0.6869424,-0.7668104,0.5786087,76.96014,26.25349,36.4296,0.3103381,-0.5670614,0.9197282,21.65424,223.1071,59.70247
76.71872,-3,1,Peer missed,-0.7065637,-0.7647479,0.5883992,75.78146,34.43709,51.24341,0.4266534,-0.5681531,0.957118,40.57708,235.4571,86.0213
81.38936,-3,2,Peer hit peer's target,-0.7046936,-0.764404,0.5853192,76.18987,34.07479,49.8401,0.4271604,-0.56879,0.9572497,38.00872,236.2622,88.90924
83.35362,-3,3,Peer hit peer's target,-0.7050865,-0.7646326,0.5846924,76.03685,34.22407,50.0915,0.4271545,-0.5688198,0.9572225,37.83542,236.498,89.01667
86.0722,-3,2,Peer missed,-0.7062434,-0.7653453,0.5846271,75.97672,33.51066,49.96072,0.257321,-0.410688,0.9594775,345.7204,310.0872,5.414317
87.56976,-3,1,Peer missed,-0.705034,-0.7685964,0.5831735,77.05492,31.64278,47.87041,0.2281439,-0.3022988,0.8008054,313.0393,252.448,347.427
95.85922,-3,2,Peer hit peer's target,-0.7016691,-0.7747939,0.5785721,75.12936,31.40182,46.04062,0.2803316,-0.4522486,0.960523,327.488,279.164,20.51808
97.47932,-3,3,Peer hit peer's target,-0.7003806,-0.7740857,0.5778022,75.55939,32.10467,45.67074,0.212806,-0.4153574,0.9240503,331.3792,334.746,313.6188
