Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.004577558,0,0,0,0,0,0,0.2225193,-0.3552082,-0.3075043,327.7619,64.21808,6.862936
0.01348549,0,0,0,0,0,0,0.2222343,-0.3553624,-0.3071468,327.0367,66.1491,7.00203
0.02082813,0,0,0,0,0,0,0.2221372,-0.3554125,-0.3070113,326.8052,66.96425,6.946476
0.02513063,0,0,0,0,0,0,0.2219909,-0.3554883,-0.3067966,326.4598,68.33247,6.762576
0.02970022,0,0,0,0,0,0,0.2219616,-0.3554973,-0.306743,326.4256,68.82036,6.561264
0.03763451,0,0,0,0,0,0,0.2219498,-0.3554972,-0.3067159,326.4316,69.11468,6.408311
0.04217395,0,0,0,0,0,0,0.221972,-0.3554622,-0.3067167,326.6059,69.37435,6.117654
0.04625487,0,0,0,0,0,0,0.2219956,-0.3554315,-0.3067263,326.7546,69.44138,5.974685
0.05142663,0,0,0,0,0,0,0.2220326,-0.3553825,-0.3067398,326.9906,69.49821,5.804405
0.05579938,0,0,0,0,0,0,0.2220579,-0.3553446,-0.3067422,327.1739,69.58336,5.67254
0.05982569,0,0,0,0,0,0,0.2220794,-0.3553064,-0.3067351,327.3599,69.73592,5.52176
0.06382867,0,0,0,0,0,0,0.2220971,-0.3552695,-0.3067209,327.5417,69.93736,5.360783
0.06876121,0,0,0,0,0,0,0.2221128,-0.3552287,-0.306696,327.7448,70.23695,5.154365
0.07280061,0,0,0,0,0,0,0.222123,-0.3551948,-0.3066684,327.9157,70.54369,4.961931
0.08047263,0,0,0,0,0,0,0.2221315,-0.3551613,-0.3066371,328.0865,70.87986,4.760744
0.08741051,0,0,0,0,0,0,0.2221455,-0.3551059,-0.3065843,328.3711,71.44421,4.42717
0.09151134,0,0,0,0,0,0,0.2221615,-0.3550621,-0.3065532,328.5951,71.79676,4.201573
0.09850809,0,0,0,0,0,0,0.2221687,-0.3550445,-0.3065425,328.6845,71.9213,4.11916
0.10255,0,0,0,0,0,0,0.2221824,-0.3550214,-0.3065379,328.797,71.95638,4.086546
0.1113007,0,0,0,0,0,0,0.2221882,-0.3550116,-0.3065358,328.8409,71.92458,4.117569
0.1151472,0,0,0,0,0,0,0.2221907,-0.3549961,-0.306517,328.9019,71.82545,4.288561
0.1223388,0,0,0,0,0,0,0.2221902,-0.3549905,-0.3065069,328.9231,71.79446,4.361929
0.1293219,0,0,0,0,0,0,0.2221839,-0.3549775,-0.3064712,328.9699,71.74425,4.570858
0.1362541,0,0,0,0,0,0,0.2221799,-0.3549616,-0.3064361,329.0358,71.76443,4.707475
0.1406499,0,0,0,0,0,0,0.2221809,-0.3549509,-0.3064208,329.0779,71.6908,4.841242
0.1448039,0,0,0,0,0,0,0.2221872,-0.3549457,-0.3064273,329.0972,71.56104,4.927125
0.1503005,0,0,0,0,0,0,0.2222016,-0.3549337,-0.306442,329.1479,71.36832,5.025914
0.1583232,0,0,0,0,0,0,0.2222156,-0.3549204,-0.3064535,329.208,71.23432,5.083083
0.1626161,0,0,0,0,0,0,0.222251,-0.3548832,-0.3064762,329.3858,71.08376,5.07704
0.1784437,0,0,0,0,0,0,0.2223466,-0.3547774,-0.3065252,329.9151,71.07017,4.741354
0.1833071,0,0,0,0,0,0,0.2223858,-0.3547353,-0.3065461,330.1289,71.08042,4.585605
0.1873977,0,0,0,0,0,0,0.2224114,-0.354708,-0.3065596,330.2677,71.08224,4.48891
0.1931338,0,0,0,0,0,0,0.2224609,-0.3546596,-0.306592,330.5141,71.03813,4.319557
0.2002551,0,0,0,0,0,0,0.2224914,-0.3546304,-0.3066125,330.6629,70.99245,4.229786
0.2052824,0,0,0,0,0,0,0.2225597,-0.3545683,-0.3066618,330.979,70.84612,4.054964
0.2097339,0,0,0,0,0,0,0.2225959,-0.3545385,-0.3066923,331.131,70.73479,3.974376
0.2144164,0,0,0,0,0,0,0.2226335,-0.3545079,-0.3067237,331.2873,70.62048,3.890344
0.2223137,0,0,0,0,0,0,0.2226571,-0.3544903,-0.3067458,331.3776,70.53413,3.840627
0.2268802,0,0,0,0,0,0,0.2227112,-0.3544512,-0.3067971,331.578,70.31737,3.740111
0.2316583,0,0,0,0,0,0,0.2227344,-0.3544355,-0.3068205,331.6578,70.20306,3.710559
0.2360814,0,0,0,0,0,0,0.2227553,-0.3544211,-0.3068409,331.7305,70.09591,3.690386
0.2401541,0,0,0,0,0,0,0.2227702,-0.3544115,-0.3068564,331.7779,70.00222,3.687452
0.2442831,0,0,0,0,0,0,0.2227834,-0.3544034,-0.3068706,331.8172,69.90491,3.69594
0.2527993,0,0,0,0,0,0,0.2228014,-0.3543943,-0.3068931,331.858,69.72314,3.739324
0.2571058,0,0,0,0,0,0,0.2228076,-0.3543922,-0.3069024,331.8656,69.63742,3.769008
0.2620884,0,0,0,0,0,0,0.2228149,-0.3543907,-0.3069147,331.871,69.53723,3.796983
0.2700116,0,0,0,0,0,0,0.222818,-0.3543921,-0.3069235,331.8627,69.48152,3.805999
