Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 02:08:28.6368029,0,0.002447497,-0.002686115,0.008165415,1.440332,3.552355,4.194096,0.1240831,-0.3780932,0.1067922,2.162688,359.5476,359.5998
2018/06/28 - 02:08:28.6457771,0.01188889,0.002414785,-0.002694881,0.00801242,1.445875,3.592472,4.084023,0.1243052,-0.3779661,0.1071571,2.147344,359.5775,359.5526
2018/06/28 - 02:08:28.6577744,0.02239596,0.002470333,-0.00272903,0.007938147,1.441196,3.62289,4.043614,0.1244418,-0.3778768,0.107499,2.103611,359.574,359.5187
2018/06/28 - 02:08:28.6677191,0.03354132,0.002527367,-0.002721908,0.007844267,1.482455,3.690186,3.944344,0.1246385,-0.3778588,0.1076394,2.067346,359.6307,359.4856
2018/06/28 - 02:08:28.6797067,0.04503028,0.002579089,-0.002766192,0.007845971,1.458077,3.749534,3.952865,0.1248243,-0.3778916,0.1077483,2.032814,359.7266,359.4572
2018/06/28 - 02:08:28.6906771,0.05571939,0.002677917,-0.002788821,0.007830361,1.434487,3.796468,3.941903,0.1249204,-0.3779371,0.1078954,2.031395,359.8388,359.4169
2018/06/28 - 02:08:28.7006309,0.06706927,0.002753574,-0.002726483,0.007777285,1.479096,3.851612,3.895173,0.1249528,-0.3779684,0.1080655,2.020784,359.8964,359.3684
2018/06/28 - 02:08:28.7135964,0.07779223,0.002860839,-0.002733702,0.007687742,1.468382,3.8863,3.874005,0.1249188,-0.3779575,0.10837,2.026084,359.9495,359.3181
2018/06/28 - 02:08:28.7245848,0.0896413,0.002977927,-0.002740475,0.00757656,1.486193,3.905712,3.82267,0.1248094,-0.3778775,0.1087384,2.034233,359.9803,359.2832
2018/06/28 - 02:08:28.7365354,0.1009707,0.003086231,-0.002792704,0.007517032,1.47671,3.956485,3.825614,0.1246229,-0.3777562,0.1091678,2.014651,359.9893,359.2186
2018/06/28 - 02:08:28.7465080,0.1127421,0.003190675,-0.002839832,0.007486994,1.46352,3.976962,3.8325,0.1243754,-0.3776694,0.1094636,1.981365,-0.005142184,359.1165
2018/06/28 - 02:08:28.7574790,0.1231715,0.00326576,-0.002823493,0.007462699,1.479682,3.964729,3.83488,0.124089,-0.3776107,0.1096592,1.948524,359.9877,358.9603
2018/06/28 - 02:08:28.7674522,0.1336928,0.003397241,-0.002827222,0.007520781,1.474678,3.983108,3.812805,0.1237799,-0.3775776,0.1098102,1.906375,-0.0002300743,358.8165
2018/06/28 - 02:08:28.7804174,0.14429,0.003584456,-0.002806167,0.007609966,1.473489,4.021066,3.785336,0.1233268,-0.3776222,0.1099092,1.906439,359.9474,358.6819
2018/06/28 - 02:08:28.7913881,0.1569196,0.003720506,-0.002814296,0.007728066,1.450361,4.027978,3.784142,0.122878,-0.3777221,0.109922,1.923793,359.8878,358.5743
2018/06/28 - 02:08:28.8003637,0.166969,0.003914043,-0.002767156,0.007832139,1.44888,4.02771,3.71103,0.1222704,-0.3779227,0.109847,1.980805,359.7891,358.5085
2018/06/28 - 02:08:28.8133287,0.1775916,0.004057538,-0.002739748,0.007968658,1.437433,4.035635,3.693879,0.1215073,-0.3781563,0.10979,2.082764,359.6472,358.5176
2018/06/28 - 02:08:28.8233027,0.1894469,0.004238649,-0.002698118,0.008059398,1.427575,4.020663,3.646405,0.1207583,-0.378332,0.1097808,2.134204,359.496,358.5079
2018/06/28 - 02:08:28.8352715,0.2005596,0.004429106,-0.002668219,0.008176226,1.402514,4.028983,3.584733,0.1198677,-0.3784845,0.1097678,2.159985,359.2846,358.5417
2018/06/28 - 02:08:28.8452441,0.2112979,0.004654396,-0.002634657,0.008207824,1.399917,3.996011,3.530964,0.1190614,-0.3786671,0.1096913,2.182768,359.0878,358.5549
2018/06/28 - 02:08:28.8582224,0.2224717,0.004810695,-0.002609018,0.008223117,1.414401,3.986827,3.518602,0.1182993,-0.3788804,0.1095644,2.213073,358.8736,358.584
2018/06/28 - 02:08:28.8671892,0.2345995,0.004992042,-0.00263644,0.008296996,1.36791,3.970768,3.497144,0.1175987,-0.3790521,0.1094821,2.23806,358.6932,358.6006
2018/06/28 - 02:08:28.8791532,0.2444828,0.005200353,-0.002629917,0.008355988,1.360375,3.941231,3.466815,0.1169854,-0.3792113,0.1094313,2.243443,358.5165,358.609
2018/06/28 - 02:08:28.8911223,0.25565,0.005391326,-0.00263382,0.00848487,1.340349,3.935189,3.400826,0.1165325,-0.3795628,0.1088153,2.266428,358.3803,358.6207
2018/06/28 - 02:08:28.9010941,0.2670813,0.005607585,-0.002629207,0.008606669,1.348219,3.906004,3.359767,0.1162029,-0.3799676,0.1080912,2.296471,358.2849,358.6208
2018/06/28 - 02:08:28.9130626,0.2784903,0.005663086,-0.002644577,0.008704443,1.350783,3.909477,3.385292,0.1159726,-0.3802207,0.1078791,2.324454,358.2294,358.5988
2018/06/28 - 02:08:28.9230355,0.2892386,0.005959996,-0.002668643,0.008929023,1.345594,3.87659,3.320468,0.1157639,-0.3804345,0.1078561,2.333767,358.1715,358.5795
2018/06/28 - 02:08:28.9360220,0.3003629,0.006168734,-0.002707946,0.009102311,1.334173,3.854822,3.323593,0.115706,-0.3806308,0.1078493,2.332778,358.1783,358.5496
2018/06/28 - 02:08:28.9459981,0.3118638,0.006364929,-0.002704493,0.009252854,1.361426,3.841484,3.283515,0.1158569,-0.3806195,0.1078798,2.317332,358.2325,358.5544
2018/06/28 - 02:08:28.9579620,0.3226331,0.006688863,-0.002739047,0.009498398,1.355555,3.808311,3.209682,0.1159017,-0.3806638,0.1079232,2.312294,358.2456,358.5606
2018/06/28 - 02:08:28.9679497,0.3341975,0.007039107,-0.002767002,0.009725367,1.365493,3.746416,3.123505,0.115859,-0.3806892,0.1080605,2.307589,358.2369,358.559
2018/06/28 - 02:08:28.9809013,0.3449921,0.00720197,-0.002852446,0.009878174,1.379975,3.750389,3.131128,0.1157807,-0.3807359,0.1083738,2.30339,358.2076,358.5571
2018/06/28 - 02:08:28.9918726,0.357201,0.007593679,-0.002973431,0.01007698,1.404534,3.687617,3.044564,0.1157449,-0.3807322,0.1086713,2.312126,358.1873,358.5572
2018/06/28 - 02:08:29.0018446,0.3673852,0.007795233,-0.003084067,0.01011522,1.404205,3.659324,3.03887,0.1157586,-0.3807445,0.108899,2.32528,358.1745,358.554
2018/06/28 - 02:08:29.0138137,0.3785954,0.008117169,-0.003228375,0.01019306,1.41234,3.623323,2.9711,0.1158464,-0.3808003,0.1089435,2.323805,358.1721,358.5356
2018/06/28 - 02:08:29.0238102,0.3902631,0.008404084,-0.003347591,0.01019148,1.437423,3.574824,2.932973,0.115982,-0.3808045,0.1090671,2.3089,358.1754,358.501
2018/06/28 - 02:08:29.0357676,0.4003648,0.008850109,-0.00341467,0.01017688,1.557942,3.526182,2.764141,0.1161748,-0.3807775,0.109205,2.273348,358.1983,358.4573
2018/06/28 - 02:08:29.0467247,0.4121504,0.009222113,-0.003584268,0.01012279,1.546022,3.457523,2.720111,0.1163257,-0.3807581,0.1092439,2.240744,358.2185,358.4297
2018/06/28 - 02:08:29.0586927,0.4233732,0.009544842,-0.003651767,0.01007466,1.556247,3.381879,2.606846,0.1164754,-0.3807153,0.1093447,2.192218,358.2354,358.4194
2018/06/28 - 02:08:29.0686658,0.4341001,0.009808097,-0.00371205,0.01005168,1.55977,3.387317,2.525294,0.1165779,-0.3806676,0.1094679,2.154186,358.2454,358.4228
2018/06/28 - 02:08:29.0806338,0.4449269,0.01012452,-0.003744332,0.01001099,1.578084,3.358753,2.467658,0.1166626,-0.3806111,0.1096487,2.14991,358.2428,358.4242
2018/06/28 - 02:08:29.0916045,0.4560011,0.01039717,-0.003774506,0.01002855,1.578311,3.345683,2.442722,0.1167341,-0.3805746,0.1097756,2.1446,358.2378,358.416
2018/06/28 - 02:08:29.1005810,0.4673749,0.01067805,-0.003754213,0.01006411,1.594098,3.287658,2.397044,0.116916,-0.3805124,0.1099655,2.13484,358.2337,358.3911
2018/06/28 - 02:08:29.1125717,0.4779988,0.01102469,-0.003764738,0.01013662,1.582401,3.258943,2.280138,0.1170564,-0.3805165,0.1100415,2.131296,358.2322,358.3656
2018/06/28 - 02:08:29.1235404,0.4884823,0.01110442,-0.003761128,0.01017261,1.569747,3.280877,2.306475,0.1172291,-0.3805891,0.110076,2.134125,358.2412,358.3264
2018/06/28 - 02:08:29.1344904,0.4999346,0.01147536,-0.003777283,0.01019518,1.569481,3.266246,2.208621,0.1173611,-0.3806772,0.1100856,2.146172,358.2597,358.2964
2018/06/28 - 02:08:29.1454796,0.5111709,0.01158022,-0.003778214,0.01018368,1.570028,3.250873,2.240133,0.1175116,-0.3808248,0.1100434,2.163392,358.2939,358.2583
2018/06/28 - 02:08:29.1574470,0.5221137,0.01187334,-0.00377712,0.01015649,1.590665,3.258915,2.164179,0.1176281,-0.3810124,0.1099681,2.195881,358.3019,358.2238
2018/06/28 - 02:08:29.1683989,0.5332028,0.01217821,-0.003833573,0.01016444,1.544814,3.232188,2.11723,0.1176877,-0.3811879,0.1099595,2.235653,358.2876,358.1925
2018/06/28 - 02:08:29.1803674,0.5447714,0.01235777,-0.003857306,0.01019981,1.532419,3.246953,2.094136,0.1177058,-0.3814605,0.1101034,2.351797,358.2676,358.1723
2018/06/28 - 02:08:29.1933321,0.5564879,0.01261739,-0.003865096,0.01033671,1.519969,3.254449,2.052778,0.1177165,-0.3817337,0.1102173,2.476505,358.258,358.1564
2018/06/28 - 02:08:29.2033053,0.5691181,0.01284112,-0.003906713,0.01047357,1.488637,3.271906,2.03115,0.117701,-0.3819618,0.1103494,2.570448,358.2799,358.1679
2018/06/28 - 02:08:29.2142760,0.579541,0.01301538,-0.003871601,0.0105763,1.509584,3.283111,2.001877,0.1177078,-0.3820225,0.1104405,2.582706,358.3138,358.1678
2018/06/28 - 02:08:29.2242500,0.5897693,0.01348389,-0.003884132,0.01067872,1.477376,3.282257,1.910622,0.1177545,-0.3820741,0.1105048,2.59066,358.354,358.1532
2018/06/28 - 02:08:29.2352201,0.6007156,0.01361449,-0.003881099,0.01077844,1.476191,3.29347,1.906307,0.1178897,-0.3821834,0.1106322,2.640966,358.4111,358.0851
2018/06/28 - 02:08:29.2461914,0.611451,0.01386887,-0.003959076,0.01088567,1.425725,3.31373,1.886461,0.1180404,-0.3822887,0.1107867,2.700033,358.4606,357.9919
2018/06/28 - 02:08:29.2571621,0.6227522,0.01411492,-0.003970015,0.0109149,1.455489,3.314256,1.807655,0.1181854,-0.3823527,0.1109435,2.787824,358.5029,357.9276
2018/06/28 - 02:08:29.2681337,0.6334888,0.01441398,-0.004023559,0.01101028,1.432939,3.333133,1.744242,0.1183146,-0.3824136,0.1110512,2.844055,358.5282,357.9026
2018/06/28 - 02:08:29.2801011,0.644515,0.01458904,-0.00406584,0.01110894,1.40171,3.356439,1.721914,0.1184835,-0.3825298,0.1110557,2.896873,358.5822,357.8835
2018/06/28 - 02:08:29.2920696,0.6557233,0.01500369,-0.004041597,0.011232,1.379462,3.354032,1.601602,0.1186424,-0.3826285,0.111031,2.932403,358.6472,357.8795
2018/06/28 - 02:08:29.3010441,0.6667503,0.01521235,-0.004044983,0.01144573,1.292877,3.373233,1.571398,0.1188639,-0.3827145,0.1110158,2.995418,358.7122,357.8641
2018/06/28 - 02:08:29.3190201,0.6783746,0.01541185,-0.003976995,0.01162806,1.222892,3.308842,1.513492,0.1190628,-0.3827959,0.1109853,3.05152,358.7041,357.8331
2018/06/28 - 02:08:29.3259773,0.6890845,0.01552993,-0.003925446,0.01175522,1.121202,3.091437,1.44528,0.1192431,-0.3828191,0.1110077,3.052229,358.7072,357.7933
