Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/11 - 02:47:34.3647587,19.99876,0,0,User missed, , , 
2018/07/11 - 02:47:49.0208631,20.61872,0,1,Peer hit peer's target,-4.534674,2.80147,-0.9856117
2018/07/11 - 02:47:50.1872311,21.7866,0,2,Peer hit peer's target,-1.448787,7.226501,-3.767735
2018/07/11 - 02:47:50.5762568,22.17606,1,2,User hit user's target,2.628493,6.157902,4.772332
2018/07/11 - 02:47:52.1101642,23.70946,2,2,User hit user's target,-0.5732382,6.450856,4.860804
2018/07/11 - 02:47:52.1111609,23.70946,2,3,Peer hit peer's target,3.264867,7.231435,-2.859326
2018/07/11 - 02:47:52.4163440,24.01433,2,4,Peer hit peer's target,3.064767,2.082168,-2.519737
2018/07/11 - 02:47:52.5868890,24.18644,3,4,User hit user's target,-1.384984,5.399518,4.599414
2018/07/11 - 02:47:53.0313326,24.63041,3,5,Peer hit peer's target,3.412114,8.521673,1.40189
2018/07/11 - 02:47:53.9866818,25.58611,4,5,User hit user's target,-3.365865,3.694723,3.327962
2018/07/11 - 02:47:55.9318669,27.53143,4,6,Peer hit peer's target,0.4747116,9.575023,2.144632
2018/07/11 - 02:47:56.2430364,27.84278,4,7,Peer hit peer's target,2.148499,8.508053,-3.574911
2018/07/11 - 02:47:56.7417228,28.34171,4,8,Peer hit peer's target,0.1238439,1.061555,3.126375
2018/07/11 - 02:47:57.5201355,29.12026,4,9,Peer hit peer's target,-1.32566,5.851861,4.713581
2018/07/11 - 02:47:58.3648864,29.96528,5,9,User hit user's target,0.3039514,3.614795,4.038226
2018/07/11 - 02:47:59.4641305,31.06482,6,9,User hit user's target,2.953176,5.567429,5.439015
2018/07/11 - 02:48:00.2821557,31.88206,6,10,Peer hit peer's target,3.224064,7.524751,0.5366543
2018/07/11 - 02:48:00.6770986,32.27583,7,10,User hit user's target,0.08418033,3.350923,4.592155
2018/07/11 - 02:48:01.3968138,32.99744,8,10,User hit user's target,1.742714,3.623393,4.89474
2018/07/11 - 02:48:01.4875710,33.08683,8,11,Peer hit peer's target,1.633117,7.944834,2.592957
2018/07/11 - 02:48:04.3430551,35.94301,8,10,Peer missed, , , 
2018/07/11 - 02:48:04.6532236,36.25362,8,11,Peer hit peer's target,-3.975323,2.0443,-2.446678
2018/07/11 - 02:48:04.9643902,36.5628,9,11,User hit user's target,-0.8809642,3.374508,4.190241
2018/07/11 - 02:48:04.9643902,36.5628,9,12,Peer hit peer's target,-5.587088,5.950481,-0.6541914
2018/07/11 - 02:48:05.2645884,36.86494,9,13,Peer hit peer's target,-0.6401128,3.384387,4.800109
2018/07/11 - 02:48:05.4636933,37.06433,8,13,User missed, , , 
2018/07/11 - 02:48:05.8540187,37.45381,9,13,User hit user's target,-1.229522,3.56733,4.565014
2018/07/11 - 02:48:06.2418727,37.84238,8,13,User missed, , , 
2018/07/11 - 02:48:06.5540369,38.15334,9,13,User hit user's target,0.8095993,6.526376,4.644004
2018/07/11 - 02:48:06.9318951,38.53173,9,14,Peer hit peer's target,0.4309486,6.853197,-4.26484
2018/07/11 - 02:48:07.6529875,39.25315,8,14,User missed, , , 
2018/07/11 - 02:48:07.9976152,39.59706,9,14,User hit user's target,-3.493145,3.295313,3.097236
