Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 03:59:58.456677,156.3097,1.135745,0.2872025,-0.6587296,9.9862,32.84172,5.844364,1.423263,-0.200628,-0.3484721,14.01062,39.47852,8.088479
2018/06/21 - 03:59:58.466651,156.3199,1.137366,0.2875769,-0.6592342,9.781598,33.28504,5.788169,1.431704,-0.1983966,-0.3506639,14.776,40.75932,7.519823
2018/06/21 - 03:59:58.477643,156.3316,1.138798,0.2880369,-0.6597884,9.590286,33.78584,5.65661,1.439891,-0.1962817,-0.3526356,15.56202,42.30725,7.328903
2018/06/21 - 03:59:58.488592,156.342,1.140066,0.2885479,-0.6604509,9.367929,34.36253,5.443698,1.447847,-0.194528,-0.3545339,16.36893,43.65838,7.146366
2018/06/21 - 03:59:58.499563,156.3536,1.141532,0.2889934,-0.6612436,9.150381,34.93344,5.262244,1.455572,-0.1931046,-0.3560446,17.51729,44.57537,6.779197
2018/06/21 - 03:59:58.511532,156.365,1.142885,0.2894689,-0.6621855,8.973605,35.54934,5.069975,1.462866,-0.1913658,-0.3574596,18.24061,45.16793,6.170965
2018/06/21 - 03:59:58.526491,156.3756,1.144058,0.2899933,-0.6631687,8.838655,36.17944,4.978076,1.469843,-0.1887896,-0.3587386,18.10126,45.5469,5.624745
2018/06/21 - 03:59:58.533471,156.3874,1.145103,0.2904763,-0.6642399,8.658484,36.72973,4.932016,1.476579,-0.1853963,-0.3601153,16.86896,46.70904,5.746447
2018/06/21 - 03:59:58.544443,156.3982,1.145936,0.2909465,-0.6652341,8.481316,37.28642,4.87347,1.482734,-0.1825047,-0.3612762,15.79282,47.74208,6.466139
2018/06/21 - 03:59:58.555414,156.4091,1.146511,0.2912995,-0.666308,8.238187,37.7216,4.831427,1.48863,-0.1796024,-0.3622256,15.11832,48.62074,7.263052
2018/06/21 - 03:59:58.567381,156.4202,1.147007,0.2916895,-0.6672956,8.04341,38.14808,4.69424,1.494401,-0.1765273,-0.3634876,14.47034,49.41764,7.232938
2018/06/21 - 03:59:58.577356,156.4321,1.147699,0.2919965,-0.6683294,7.837689,38.51379,4.566539,1.500302,-0.1738325,-0.3645737,14.36162,50.23259,7.091675
2018/06/21 - 03:59:58.590319,156.4438,1.148262,0.2923467,-0.6692501,7.6316,38.9163,4.36262,1.506029,-0.1710614,-0.365716,14.12929,51.36839,7.088594
2018/06/21 - 03:59:58.599296,156.4537,1.148778,0.2926563,-0.6701581,7.388363,39.26289,4.164553,1.511478,-0.1683103,-0.3668466,13.81741,52.38412,7.164821
2018/06/21 - 03:59:58.611263,156.4647,1.149274,0.2930679,-0.6710765,7.259972,39.60716,4.031029,1.516889,-0.165417,-0.3680812,13.47162,53.20934,7.152244
2018/06/21 - 03:59:58.622260,156.4762,1.149726,0.2934307,-0.6719414,7.043959,39.91216,3.904827,1.522218,-0.1621136,-0.3696326,12.90608,54.37678,6.996774
2018/06/21 - 03:59:58.633205,156.4868,1.150295,0.2938865,-0.6727445,6.875165,40.18878,3.731972,1.526898,-0.1586633,-0.371245,12.21871,55.50162,7.052439
2018/06/21 - 03:59:58.643179,156.4979,1.150864,0.2943605,-0.6736032,6.673759,40.45405,3.592473,1.530392,-0.1548173,-0.3728468,11.37564,56.19101,7.14571
2018/06/21 - 03:59:58.656163,156.5093,1.150887,0.2949257,-0.6744156,6.411752,40.71902,3.474679,1.533047,-0.1508978,-0.3743377,10.4933,56.26979,6.949491
2018/06/21 - 03:59:58.667115,156.5207,1.150991,0.2954903,-0.6751158,6.204826,41.04165,3.421468,1.535322,-0.1472326,-0.3756953,9.803178,56.23826,6.811229
2018/06/21 - 03:59:58.677115,156.5314,1.151198,0.2959718,-0.6758811,5.989585,41.28003,3.323349,1.537034,-0.1439149,-0.3770659,9.537315,56.13418,6.489486
2018/06/21 - 03:59:58.689056,156.5425,1.151241,0.2964495,-0.6766378,5.777645,41.4566,3.210899,1.538417,-0.1407122,-0.3782627,9.285837,55.95374,6.179002
2018/06/21 - 03:59:58.699032,156.5535,1.150985,0.2968636,-0.6773114,5.567102,41.67338,3.152314,1.538631,-0.1376772,-0.3791294,8.880897,55.47994,6.073677
2018/06/21 - 03:59:58.710997,156.5647,1.150949,0.2973354,-0.6780128,5.426664,41.81345,3.01648,1.538338,-0.1345784,-0.379841,8.21534,55.04979,6.238029
2018/06/21 - 03:59:58.721996,156.5763,1.150914,0.2977287,-0.678588,5.210665,41.9501,2.976664,1.537026,-0.1315766,-0.3802685,7.315033,54.54542,6.591182
2018/06/21 - 03:59:58.734934,156.588,1.151,0.298134,-0.6791866,4.995417,42.08023,2.992224,1.535776,-0.1287109,-0.380643,6.473316,54.20673,6.785338
2018/06/21 - 03:59:58.745904,156.5997,1.150899,0.2985057,-0.6797101,4.771208,42.1782,2.989808,1.533034,-0.1261591,-0.3807442,5.342016,53.59673,7.472867
2018/06/21 - 03:59:58.755878,156.6094,1.150683,0.2988917,-0.6801834,4.575855,42.22297,3.00431,1.529221,-0.1237928,-0.380401,4.147422,52.78471,8.437315
2018/06/21 - 03:59:58.766848,156.6203,1.150449,0.2993206,-0.6805754,4.427424,42.23436,2.975977,1.52542,-0.1216028,-0.3800448,3.390826,51.83058,8.809839
2018/06/21 - 03:59:58.776823,156.6314,1.15017,0.2996852,-0.6809614,4.232927,42.10403,2.998495,1.521333,-0.1198374,-0.3797099,3.316655,50.76688,8.423584
2018/06/21 - 03:59:58.789786,156.6432,1.149641,0.300086,-0.681261,4.021088,41.90728,2.943617,1.51711,-0.1182042,-0.3794096,3.330153,49.94348,8.020132
2018/06/21 - 03:59:58.799782,156.6537,1.149136,0.3005705,-0.6815358,3.850246,41.68123,2.898442,1.51201,-0.1168752,-0.3788882,3.36759,49.1662,7.660214
2018/06/21 - 03:59:58.810736,156.6645,1.148626,0.3010047,-0.6817906,3.605285,41.33731,2.792176,1.506654,-0.1156707,-0.3782156,3.324888,48.30737,7.419408
2018/06/21 - 03:59:58.821703,156.6763,1.148085,0.301421,-0.6819689,3.331867,40.90284,2.71715,1.500399,-0.1147117,-0.3771605,3.133804,47.53326,7.35565
2018/06/21 - 03:59:58.833669,156.6871,1.147467,0.3018325,-0.6821179,3.117499,40.53802,2.674869,1.493672,-0.1138889,-0.3758633,2.899914,46.62759,7.348796
2018/06/21 - 03:59:58.844640,156.6983,1.146758,0.3022719,-0.6824083,2.889188,40.0106,2.578735,1.486025,-0.1134005,-0.3741389,2.680694,45.35633,7.501307
2018/06/21 - 03:59:58.856608,156.7096,1.146016,0.3027797,-0.6826237,2.672616,39.54145,2.481845,1.477823,-0.1129471,-0.3722759,2.273689,44.08332,7.8377
2018/06/21 - 03:59:58.866582,156.7201,1.145219,0.3033055,-0.6828821,2.393875,38.95234,2.398818,1.46954,-0.1124191,-0.37041,1.835935,42.85028,8.195794
2018/06/21 - 03:59:58.877552,156.7321,1.144217,0.3038516,-0.6831107,2.070538,38.33038,2.253024,1.461157,-0.1118931,-0.3684824,1.572797,41.64086,8.122075
2018/06/21 - 03:59:58.890518,156.7442,1.143031,0.3044835,-0.6833529,1.781613,37.62775,2.137879,1.452914,-0.1114332,-0.3665554,1.418934,40.51759,7.830614
2018/06/21 - 03:59:58.901488,156.7555,1.142003,0.3051133,-0.6835341,1.482418,36.85772,1.963139,1.444374,-0.111112,-0.3644208,1.310522,39.41721,7.507349
2018/06/21 - 03:59:58.913456,156.7663,1.140967,0.3057147,-0.6837481,1.131951,35.97914,1.872366,1.435848,-0.1108136,-0.3621475,1.330174,38.24669,7.123698
2018/06/21 - 03:59:58.922432,156.7762,1.139664,0.3064319,-0.6839479,0.7472569,35.09001,1.776882,1.427211,-0.1105261,-0.3596647,1.374594,37.06681,6.680519
2018/06/21 - 03:59:58.934423,156.7875,1.138403,0.3071903,-0.6842434,0.3539015,34.1689,1.63468,1.418541,-0.1103908,-0.3569895,1.25203,35.90165,6.385086
2018/06/21 - 03:59:58.944397,156.7982,1.137293,0.3079529,-0.6846782,359.9448,33.30077,1.5964,1.409643,-0.1102766,-0.3541825,1.096161,34.7259,6.292224
2018/06/21 - 03:59:58.956342,156.8098,1.136108,0.3087431,-0.6850911,359.5296,32.41291,1.609767,1.400531,-0.1100704,-0.3514156,0.9473194,33.50226,6.259008
2018/06/21 - 03:59:58.969307,156.8221,1.134647,0.3095205,-0.6855094,359.1148,31.54358,1.597793,1.391981,-0.109745,-0.3488371,0.76944,32.28365,6.19691
2018/06/21 - 03:59:58.979280,156.8329,1.133354,0.3102123,-0.6859024,358.6982,30.64091,1.661954,1.383667,-0.1092946,-0.3463106,0.5333259,31.16935,6.050194
2018/06/21 - 03:59:58.992246,156.845,1.130782,0.3115849,-0.6865515,357.9385,28.74265,1.693755,1.366595,-0.1081615,-0.3411909,359.9003,29.1741,5.921197
2018/06/21 - 03:59:59.002219,156.856,1.129341,0.3120814,-0.6870191,357.5914,27.68622,1.755654,1.358412,-0.107402,-0.338684,359.5893,28.37129,5.974085
2018/06/21 - 03:59:59.015185,156.8684,1.127781,0.3126608,-0.6874724,357.3187,26.59733,1.82842,1.350268,-0.1064498,-0.336171,359.5279,27.19495,5.647124
2018/06/21 - 03:59:59.027172,156.8799,1.126128,0.3132814,-0.6879266,357.0757,25.51268,1.89236,1.341936,-0.1053278,-0.3337734,359.4445,25.75502,5.214691
2018/06/21 - 03:59:59.037126,156.8913,1.124677,0.3137552,-0.6883734,356.6635,24.40206,1.922766,1.333749,-0.1041866,-0.3314793,359.2866,24.40742,5.022983
2018/06/21 - 03:59:59.050093,156.9035,1.123116,0.3144085,-0.6888176,356.3744,23.40689,1.872808,1.325872,-0.1028863,-0.329354,359.1485,23.15545,4.907966
2018/06/21 - 03:59:59.062078,156.9155,1.121555,0.3149513,-0.6892825,356.0134,22.28029,1.849266,1.318536,-0.1013676,-0.3274692,358.9928,22.01898,4.636217
2018/06/21 - 03:59:59.074026,156.927,1.119893,0.3155265,-0.689746,355.7303,21.178,1.821125,1.311114,-0.09978557,-0.3256139,358.7158,20.95242,4.484396
2018/06/21 - 03:59:59.084000,156.9384,1.118209,0.3159661,-0.690164,355.4015,20.04781,1.775642,1.303672,-0.09812544,-0.3239577,358.3477,19.9313,4.549652
2018/06/21 - 03:59:59.097054,156.9502,1.116224,0.3165123,-0.6906275,355.1716,18.86144,1.786455,1.296276,-0.0963689,-0.3224754,357.9273,18.99173,4.755969
2018/06/21 - 03:59:59.108025,156.9618,1.114375,0.3169673,-0.6911188,354.9106,17.70356,1.718884,1.28868,-0.09454279,-0.3211739,357.3216,18.00721,4.978511
2018/06/21 - 03:59:59.118995,156.9727,1.112736,0.317407,-0.6916522,354.6392,16.64615,1.684699,1.280843,-0.09277304,-0.319947,356.7648,16.83911,5.249441
2018/06/21 - 03:59:59.130976,156.9845,1.111278,0.3178677,-0.6921908,354.3682,15.73401,1.684539,1.27323,-0.09088229,-0.3190772,356.2688,15.56605,5.493146
2018/06/21 - 03:59:59.141934,156.9963,1.110092,0.3182562,-0.6927964,354.0422,14.87151,1.719475,1.265875,-0.08887341,-0.3184068,355.7742,14.28614,5.563239
2018/06/21 - 03:59:59.153922,157.0071,1.108604,0.3188078,-0.6933426,353.7871,14.10328,1.698189,1.258638,-0.08686832,-0.3178489,355.2279,13.02012,5.706546
2018/06/21 - 03:59:59.164873,157.0193,1.107154,0.3193055,-0.6940021,353.5687,13.30078,1.765196,1.251781,-0.08486792,-0.3175836,354.5957,11.78326,5.874917
2018/06/21 - 03:59:59.175843,157.0298,1.105701,0.3197436,-0.6946808,353.3572,12.51804,1.752273,1.24549,-0.08298665,-0.3173598,354.2215,10.83785,5.936569
2018/06/21 - 03:59:59.187811,157.041,1.104221,0.3201309,-0.6954184,353.1624,11.71891,1.80256,1.239268,-0.08104677,-0.3170961,353.9527,10.11706,5.856254
2018/06/21 - 03:59:59.198782,157.0531,1.102682,0.320525,-0.6960888,352.9816,10.988,1.774166,1.233057,-0.07920936,-0.3170807,353.6217,9.279387,5.621242
2018/06/21 - 03:59:59.210750,157.0638,1.101462,0.320873,-0.6967205,352.7878,10.26898,1.793148,1.226731,-0.07764915,-0.317158,353.3599,8.117002,5.583466
2018/06/21 - 03:59:59.220869,157.0751,1.100221,0.32122,-0.697454,352.6001,9.586398,1.798504,1.220469,-0.07623159,-0.3172434,353.0785,6.898513,5.851769
2018/06/21 - 03:59:59.231840,157.0855,1.098882,0.3216608,-0.6981478,352.5044,8.945954,1.765504,1.214605,-0.07480644,-0.3174868,352.7639,5.812904,6.165339
2018/06/21 - 03:59:59.243830,157.0976,1.09767,0.3219365,-0.6987488,352.3003,8.325047,1.843492,1.209442,-0.07330046,-0.3179888,352.4646,5.047688,6.244123
2018/06/21 - 03:59:59.254777,157.1086,1.096438,0.322258,-0.6993327,352.1411,7.722527,1.852282,1.204204,-0.0716712,-0.3184845,352.2536,4.226177,6.125443
2018/06/21 - 03:59:59.264751,157.1194,1.095489,0.3225834,-0.7000616,352.0273,7.073958,1.959492,1.199276,-0.0700381,-0.3192317,352.0099,3.266123,5.899153
2018/06/21 - 03:59:59.277737,157.131,1.09455,0.3229069,-0.7007748,351.8808,6.453445,1.947646,1.194284,-0.0683741,-0.3199628,351.7198,2.287246,5.68876
2018/06/21 - 03:59:59.288686,157.142,1.093622,0.3232203,-0.7014495,351.7394,5.803939,2.005853,1.190171,-0.06689824,-0.3209444,351.3202,1.543078,5.368734
2018/06/21 - 03:59:59.298660,157.1531,1.092597,0.323554,-0.7020445,351.5898,5.253533,1.996499,1.18584,-0.06561156,-0.321742,351.0183,0.9708999,5.334376
2018/06/21 - 03:59:59.310629,157.1641,1.091681,0.3238858,-0.7026652,351.4601,4.612796,1.974701,1.181337,-0.06428838,-0.3225654,350.728,0.3269356,5.233597
2018/06/21 - 03:59:59.320843,157.1753,1.090874,0.3240988,-0.7032676,351.2775,3.996093,2.003398,1.17711,-0.06314205,-0.3235901,350.3968,359.518,5.035037
2018/06/21 - 03:59:59.333827,157.187,1.090099,0.3243344,-0.7039247,351.1478,3.383589,1.958182,1.1727,-0.06212797,-0.3245881,350.1704,358.6037,4.972573
2018/06/21 - 03:59:59.343799,157.1975,1.08936,0.3246032,-0.7045156,351.0649,2.754787,1.995255,1.168501,-0.06134623,-0.3255102,350.1212,357.7607,5.02567
2018/06/21 - 03:59:59.355749,157.2096,1.088576,0.3248439,-0.7050954,350.9877,2.204774,1.944103,1.164531,-0.06054427,-0.3264222,350.0789,357.073,4.933828
2018/06/21 - 03:59:59.366737,157.2199,1.087929,0.3250059,-0.7056302,350.87,1.580741,1.957307,1.160938,-0.05987418,-0.3274426,350.011,356.4432,4.752134
2018/06/21 - 03:59:59.376694,157.2311,1.087327,0.3251481,-0.7061681,350.793,0.9814891,1.943217,1.15729,-0.05929985,-0.3283773,350.0506,355.7343,4.717103
2018/06/21 - 03:59:59.389676,157.243,1.086755,0.3252918,-0.7066443,350.6898,0.4293167,1.891355,1.153701,-0.05855367,-0.3292605,349.9413,355.1255,4.674336
2018/06/21 - 03:59:59.399631,157.2536,1.086184,0.3254128,-0.7070807,350.5833,359.9064,1.912956,1.150478,-0.05775332,-0.3300329,349.6806,354.7525,4.583865
2018/06/21 - 03:59:59.411600,157.2644,1.085608,0.3256291,-0.7075504,350.5691,359.4977,1.80811,1.147466,-0.05688486,-0.330679,349.4596,354.4378,4.513546
2018/06/21 - 03:59:59.421802,157.2755,1.085181,0.3257135,-0.7079042,350.4421,359.1097,1.832174,1.145085,-0.05600238,-0.331103,349.2834,354.273,4.425236
2018/06/21 - 03:59:59.433769,157.2871,1.084853,0.3258694,-0.7082703,350.4281,358.8083,1.807577,1.14274,-0.0550436,-0.3313971,349.1759,354.1071,4.376082
2018/06/21 - 03:59:59.443743,157.2978,1.084456,0.3260364,-0.7085813,350.4118,358.5193,1.801311,1.140911,-0.05394724,-0.3315808,349.0439,353.9564,4.32832
2018/06/21 - 03:59:59.455710,157.3092,1.084268,0.326133,-0.7088023,350.3478,358.2794,1.762298,1.139441,-0.05277095,-0.3317531,348.9232,353.7697,4.234854
2018/06/21 - 03:59:59.466681,157.3202,1.084254,0.3261591,-0.7089926,350.2649,358.1179,1.695504,1.137931,-0.0515394,-0.3319663,348.8505,353.5353,4.20268
2018/06/21 - 03:59:59.476655,157.3313,1.084273,0.3262394,-0.7091759,350.281,357.9142,1.661616,1.136669,-0.05034295,-0.332219,348.8941,353.2408,4.198969
2018/06/21 - 03:59:59.489620,157.3428,1.084371,0.3262416,-0.7092407,350.251,357.7483,1.650652,1.13538,-0.04909548,-0.3324792,349.0806,352.8052,4.111635
2018/06/21 - 03:59:59.498596,157.3529,1.084412,0.3263088,-0.7093799,350.2637,357.609,1.585902,1.134019,-0.04790001,-0.332791,349.2314,352.3183,3.915759
2018/06/21 - 03:59:59.511579,157.3651,1.084503,0.326285,-0.7094052,350.2353,357.4016,1.565098,1.132566,-0.04677204,-0.3331334,349.28,351.9032,3.875064
2018/06/21 - 03:59:59.522919,157.3773,1.084397,0.3262638,-0.709345,350.2809,357.2782,1.566433,1.131781,-0.04584822,-0.3336294,349.1429,351.6677,4.030965
2018/06/21 - 03:59:59.532893,157.3868,1.084236,0.3262327,-0.7093751,350.3324,357.1086,1.505286,1.130892,-0.04493011,-0.3340557,348.7734,351.6528,4.140151
2018/06/21 - 03:59:59.543884,157.3977,1.084093,0.3262326,-0.7094127,350.4604,357.0306,1.475532,1.130051,-0.04444448,-0.3344027,348.3066,351.7863,4.500961
2018/06/21 - 03:59:59.555831,157.4091,1.08409,0.3261082,-0.7093309,350.4745,356.9464,1.554577,1.129255,-0.04441283,-0.3346018,348.0723,351.7192,5.046981
2018/06/21 - 03:59:59.566802,157.4203,1.084012,0.3260565,-0.7092658,350.5289,356.8474,1.588288,1.128386,-0.04489075,-0.3346109,347.9329,351.5306,5.676278
2018/06/21 - 03:59:59.576776,157.4314,1.083863,0.3259329,-0.7091575,350.6097,356.7453,1.653168,1.127928,-0.04621078,-0.3342037,348.1511,351.3774,6.145624
2018/06/21 - 03:59:59.589763,157.4435,1.083722,0.3256972,-0.7089844,350.6534,356.6309,1.656636,1.127405,-0.0479279,-0.3335437,348.6524,351.2204,6.226509
2018/06/21 - 03:59:59.599713,157.4537,1.083599,0.3255301,-0.7088858,350.8109,356.5732,1.643465,1.126842,-0.05061898,-0.332361,349.9241,351.0277,5.656951
2018/06/21 - 03:59:59.611701,157.4648,1.083468,0.325339,-0.7086991,350.9994,356.551,1.646365,1.126224,-0.0542873,-0.3311173,351.5794,350.6405,4.681317
2018/06/21 - 03:59:59.621656,157.476,1.083349,0.3251011,-0.7084913,351.1797,356.5449,1.752819,1.125156,-0.05865061,-0.3299166,353.402,350.2124,3.843145
2018/06/21 - 03:59:59.633624,157.4868,1.083268,0.3248104,-0.7083156,351.3249,356.5155,1.830108,1.123517,-0.06422883,-0.3289033,355.5171,349.9201,3.351668
2018/06/21 - 03:59:59.644594,157.4986,1.083196,0.3245097,-0.7081782,351.6052,356.5004,1.899848,1.12139,-0.06965314,-0.3285677,357.0899,349.2407,3.50382
2018/06/21 - 03:59:59.655565,157.5094,1.083047,0.3241305,-0.7080534,351.8885,356.5106,1.921271,1.119453,-0.07481899,-0.3291803,357.8418,348.298,4.169343
2018/06/21 - 03:59:59.667532,157.5214,1.082864,0.323707,-0.7078707,352.1765,356.4725,1.926606,1.118079,-0.07928865,-0.3300067,358.0251,347.8261,4.741329
2018/06/21 - 03:59:59.677506,157.5315,1.082523,0.323413,-0.7076526,352.407,356.4842,1.909997,1.117263,-0.08316676,-0.3308689,357.9153,347.739,5.19199
2018/06/21 - 03:59:59.689474,157.543,1.08225,0.3232252,-0.7073706,352.4842,356.4153,1.808074,1.116599,-0.08688524,-0.3314979,358.0563,347.5944,5.396059
2018/06/21 - 03:59:59.699448,157.5541,1.082009,0.3231864,-0.707003,352.4411,356.2935,1.782687,1.116244,-0.09043937,-0.3318666,358.319,347.5497,5.588462
2018/06/21 - 03:59:59.711416,157.565,1.081616,0.3232826,-0.7065708,352.3541,356.1166,1.700475,1.116091,-0.09378421,-0.3320373,358.6789,347.5533,5.694722
2018/06/21 - 03:59:59.722386,157.5763,1.081206,0.3234045,-0.7060986,352.1936,355.9496,1.621547,1.116017,-0.09684822,-0.3321672,359.0405,347.6635,5.379709
2018/06/21 - 03:59:59.734379,157.5874,1.080859,0.3234607,-0.705644,352.0763,355.7993,1.528709,1.116154,-0.09965479,-0.331727,359.7024,347.7856,4.799229
2018/06/21 - 03:59:59.744353,157.5986,1.080593,0.323517,-0.7052363,352.0552,355.675,1.480046,1.116504,-0.1023355,-0.33102,0.4634066,347.9996,4.317449
2018/06/21 - 03:59:59.756295,157.6097,1.080469,0.3235383,-0.7047994,352.0664,355.5289,1.486557,1.117252,-0.1044429,-0.3301197,0.8929968,348.6787,3.820372
2018/06/21 - 03:59:59.767266,157.6206,1.080434,0.323553,-0.7044086,352.0923,355.4416,1.49508,1.118141,-0.1062764,-0.3292923,1.030722,349.4494,3.493102
2018/06/21 - 03:59:59.777241,157.632,1.080411,0.3236722,-0.7040241,352.1503,355.3182,1.470619,1.119167,-0.107636,-0.3285545,0.8123571,350.4496,3.51229
2018/06/21 - 03:59:59.789207,157.643,1.08037,0.3237652,-0.7035345,352.1322,355.1717,1.46473,1.119849,-0.108903,-0.3280761,0.4247706,351.1967,3.775366
2018/06/21 - 03:59:59.800178,157.6542,1.080314,0.323884,-0.7030892,352.1656,355.034,1.455942,1.120477,-0.1099453,-0.3275832,359.9934,351.8189,4.173788
2018/06/21 - 03:59:59.811149,157.6647,1.080297,0.3239757,-0.7026542,352.242,354.8786,1.429485,1.121139,-0.1108715,-0.3271746,359.6694,352.5332,4.4496
2018/06/21 - 03:59:59.823135,157.6768,1.080196,0.3240103,-0.7020898,352.3058,354.7338,1.367116,1.121635,-0.1117833,-0.326862,359.5703,353.1254,4.458926
2018/06/21 - 03:59:59.835085,157.689,1.080076,0.3240547,-0.7015482,352.4137,354.5147,1.339996,1.121783,-0.1126839,-0.3267198,359.7497,353.1886,4.368485
2018/06/21 - 03:59:59.845058,157.6995,1.079879,0.3240128,-0.7009366,352.4611,354.3339,1.377936,1.121694,-0.1137687,-0.3266939,0.03996738,353.0465,4.32945
2018/06/21 - 03:59:59.857026,157.7101,1.079666,0.323998,-0.7003437,352.5042,354.1165,1.353635,1.121234,-0.1149454,-0.3267435,0.6013077,352.6922,4.180365
2018/06/21 - 03:59:59.867000,157.7205,1.079486,0.3240047,-0.6998016,352.6029,353.9056,1.362096,1.120728,-0.1161196,-0.3269362,0.9826995,352.2726,4.08055
2018/06/21 - 03:59:59.876973,157.7315,1.079282,0.3239674,-0.699243,352.6623,353.6871,1.398803,1.120205,-0.1171099,-0.327065,1.144816,351.9545,3.994292
2018/06/21 - 03:59:59.888943,157.7428,1.078999,0.3239351,-0.6986796,352.7194,353.423,1.341598,1.119706,-0.118119,-0.3275501,1.114659,351.8457,4.054051
2018/06/21 - 03:59:59.899911,157.7537,1.078711,0.3238858,-0.698163,352.7914,353.2252,1.301762,1.118927,-0.1191781,-0.3281982,0.9796032,351.7666,4.306852
2018/06/21 - 03:59:59.911879,157.7649,1.078494,0.3238661,-0.6976838,352.9146,352.9379,1.329869,1.117869,-0.1203639,-0.3288929,0.9278519,351.3322,4.516806
2018/06/21 - 03:59:59.921854,157.7758,1.078129,0.3238071,-0.6971456,352.9636,352.6544,1.270509,1.116534,-0.1217833,-0.3296824,0.9184796,350.8798,4.612689
2018/06/21 - 03:59:59.933844,157.7876,1.077729,0.3237173,-0.696584,353.0105,352.3229,1.289245,1.115144,-0.1231889,-0.3304656,0.9083278,350.517,4.869451
2018/06/21 - 03:59:59.944791,157.7984,1.077289,0.3236478,-0.6960412,353.0585,351.9328,1.276973,1.11386,-0.1246152,-0.3312267,1.114267,350.165,5.008564
2018/06/21 - 03:59:59.956778,157.8101,1.076828,0.323624,-0.6955042,353.1091,351.5125,1.281783,1.112509,-0.1259308,-0.332148,1.327985,349.7453,4.920391
2018/06/21 - 03:59:59.967730,157.8208,1.076289,0.3235974,-0.6949872,353.1064,351.0412,1.213239,1.110873,-0.1271763,-0.333216,1.507785,349.2512,4.843615
2018/06/21 - 03:59:59.978720,157.8326,1.075712,0.3235869,-0.6945038,353.1535,350.571,1.228306,1.109064,-0.128343,-0.3344814,1.707647,348.7351,4.730569
2018/06/21 - 03:59:59.990669,157.8442,1.07508,0.3235076,-0.6939784,353.178,349.9824,1.245503,1.107244,-0.1293012,-0.3358384,1.836438,348.2808,4.566714
2018/06/21 - 04:00:00.001658,157.8551,1.074256,0.3233877,-0.6934593,353.2089,349.4468,1.246287,1.105343,-0.1299072,-0.3374104,1.912499,347.791,4.276865
2018/06/21 - 04:00:00.012610,157.8663,1.073546,0.3233103,-0.6930432,353.2672,348.8268,1.219412,1.103161,-0.1302015,-0.339136,1.857441,347.1679,3.974365
2018/06/21 - 04:00:00.022584,157.8761,1.072781,0.3232515,-0.6926567,353.3008,348.2664,1.109812,1.100872,-0.1302601,-0.3409522,1.636366,346.5245,3.773622
2018/06/21 - 04:00:00.033554,157.8869,1.072049,0.3232235,-0.6922892,353.3153,347.7038,0.9091829,1.098475,-0.1298353,-0.3428577,1.191721,345.9308,3.583907
2018/06/21 - 04:00:00.044525,157.8986,1.071291,0.3231889,-0.6918086,353.2093,347.207,0.7580406,1.09594,-0.1292327,-0.3447314,0.7008475,345.4442,3.408566
2018/06/21 - 04:00:00.056494,157.9093,1.070628,0.3232369,-0.6914063,353.1722,346.6859,0.6622803,1.09321,-0.1282769,-0.3467309,0.2214078,344.991,3.367262
2018/06/21 - 04:00:00.067474,157.9209,1.069986,0.3233024,-0.6910065,353.1604,346.1534,0.5838106,1.090245,-0.1271389,-0.3487738,359.7246,344.4647,3.384695
2018/06/21 - 04:00:00.077436,157.9313,1.069287,0.3233172,-0.6905965,353.0887,345.6494,0.4841188,1.086994,-0.1256178,-0.3509235,359.2286,343.8126,3.402703
2018/06/21 - 04:00:00.089415,157.9427,1.068701,0.3233989,-0.6902816,353.1019,345.0421,0.3708576,1.083699,-0.1239229,-0.3530902,358.7881,343.0037,3.386647
2018/06/21 - 04:00:00.100376,157.9542,1.068142,0.3233454,-0.6899391,353.0663,344.4731,0.3500955,1.080403,-0.1217439,-0.3553728,358.2309,342.0508,3.279673
2018/06/21 - 04:00:00.112344,157.9654,1.06758,0.3233116,-0.6896541,353.021,343.826,0.2427015,1.077128,-0.1193975,-0.3576139,357.6672,341.1905,3.141966
2018/06/21 - 04:00:00.122318,157.9764,1.066957,0.3232559,-0.6894086,353.0693,343.2925,0.06509502,1.073825,-0.1166499,-0.3598832,357.1155,340.3522,2.942974
2018/06/21 - 04:00:00.134309,157.9874,1.066305,0.3232722,-0.6892062,353.1437,342.7217,359.8001,1.070667,-0.1136269,-0.362264,356.453,339.511,2.716167
2018/06/21 - 04:00:00.146253,158.0001,1.065809,0.3232517,-0.6889865,353.1942,342.2216,359.6979,1.067474,-0.1104837,-0.3647458,355.6267,338.6919,2.496912
2018/06/21 - 04:00:00.156226,158.0102,1.065384,0.3232709,-0.6888417,353.2164,341.6277,359.5139,1.064243,-0.1072196,-0.3673927,354.7014,337.8283,2.371619
2018/06/21 - 04:00:00.168194,158.0216,1.064781,0.323325,-0.688697,353.2117,341.0631,359.325,1.060786,-0.1040612,-0.3700682,353.852,336.8747,2.384218
