Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 04:00:07.012514,164.8659,1.033189,0.3155561,-0.6682483,1.148221,322.916,2.457086,0.8816129,-0.04148394,-0.2991053,354.7909,326.8878,359.9555
2018/06/21 - 04:00:07.022488,164.8771,1.031231,0.3154324,-0.6699128,1.331325,320.845,2.716691,0.875983,-0.04610629,-0.306252,355.3721,325.8039,359.8735
2018/06/21 - 04:00:07.034475,164.8875,1.029391,0.3152748,-0.6717597,1.54728,318.6857,2.935369,0.8695043,-0.05146619,-0.3150701,356.1171,324.3259,359.9786
2018/06/21 - 04:00:07.044432,164.899,1.027485,0.3150695,-0.6738888,1.84659,316.35,3.088278,0.8631139,-0.05683241,-0.3241564,356.8725,322.802,359.9142
2018/06/21 - 04:00:07.057412,164.9105,1.02544,0.3147224,-0.6759679,2.078866,314.0514,3.276555,0.8564427,-0.06259115,-0.3344381,357.721,321.0066,359.7761
2018/06/21 - 04:00:07.068366,164.9216,1.023754,0.3143127,-0.6783035,2.409952,311.6589,3.346525,0.8497849,-0.06861342,-0.3456356,358.5292,319.0678,359.8022
2018/06/21 - 04:00:07.078358,164.9326,1.022066,0.3139295,-0.6806234,2.781403,309.2661,3.349542,0.8432119,-0.07469101,-0.3573517,359.2632,317.0645,359.9691
2018/06/21 - 04:00:07.091304,164.944,1.020494,0.3134255,-0.6831309,3.123456,306.9571,3.314676,0.8370821,-0.08096285,-0.3700369,359.8451,314.9277,0.1871416
2018/06/21 - 04:00:07.100280,164.9543,1.019068,0.3129866,-0.6855088,3.506086,304.6353,3.220901,0.8311328,-0.08727948,-0.3829202,0.4480337,312.8202,0.4167668
2018/06/21 - 04:00:07.112247,164.9655,1.017836,0.312438,-0.6880157,3.828388,302.4603,3.020356,0.8254876,-0.09358948,-0.3963708,1.021969,310.4885,0.8235515
2018/06/21 - 04:00:07.122221,164.9768,1.016686,0.3119527,-0.6903807,4.108998,300.4148,2.903694,0.8199403,-0.0997946,-0.4095504,1.592443,308.2312,1.084446
2018/06/21 - 04:00:07.134189,164.9882,1.01587,0.311571,-0.6926799,4.315241,298.4351,2.839158,0.8152858,-0.1058779,-0.422792,2.221489,306.2405,1.107105
2018/06/21 - 04:00:07.147154,165.0009,1.015293,0.3112144,-0.6949655,4.444281,296.5685,2.91356,0.8106663,-0.1119538,-0.435731,2.948336,304.5168,0.8693886
2018/06/21 - 04:00:07.157147,165.0111,1.014248,0.310928,-0.6970665,4.612045,294.6411,2.971645,0.8063045,-0.1180617,-0.4486549,3.792022,302.921,0.4623436
2018/06/21 - 04:00:07.169096,165.0223,1.013369,0.3106628,-0.6991258,4.85435,292.7144,3.064797,0.8023722,-0.1242677,-0.4620486,4.759882,301.2749,0.0231186
2018/06/21 - 04:00:07.178072,165.0322,1.012447,0.3103649,-0.7012528,5.101324,290.925,3.118618,0.7986431,-0.130286,-0.4758019,5.694179,299.3597,359.6862
2018/06/21 - 04:00:07.190064,165.0431,1.011795,0.3100008,-0.703238,5.330159,289.0503,3.133453,0.7955012,-0.1359056,-0.4904399,6.604174,296.886,359.5763
2018/06/21 - 04:00:07.200013,165.0545,1.01117,0.3096785,-0.7052268,5.581303,287.3621,3.1236,0.7923374,-0.1412184,-0.50464,7.374743,294.3551,359.5097
2018/06/21 - 04:00:07.212005,165.0658,1.010706,0.3093224,-0.7071573,5.748597,285.7098,3.060728,0.790098,-0.145623,-0.5184873,7.977136,291.8623,359.4206
2018/06/21 - 04:00:07.222974,165.0769,1.010311,0.3090103,-0.7090977,5.914054,284.0949,3.021401,0.7883275,-0.1495549,-0.5316135,8.377928,289.7392,359.1382
2018/06/21 - 04:00:07.233922,165.0878,1.009937,0.308742,-0.7109431,6.111872,282.5135,3.004998,0.7872052,-0.1527022,-0.543687,8.567563,288.0466,358.7316
2018/06/21 - 04:00:07.244893,165.0989,1.009664,0.308452,-0.7127244,6.241578,281.0039,2.999961,0.7858839,-0.1556923,-0.5552142,8.743096,286.7935,358.3657
2018/06/21 - 04:00:07.256861,165.1104,1.009277,0.308175,-0.7145348,6.361986,279.4899,2.921968,0.784826,-0.1584912,-0.5662712,9.025729,285.8246,358.1678
2018/06/21 - 04:00:07.267832,165.1214,1.009053,0.3078922,-0.7162369,6.472138,278.044,3.002076,0.7839392,-0.1611948,-0.5773351,9.451593,284.4895,357.9808
2018/06/21 - 04:00:07.278814,165.1325,1.008836,0.3075947,-0.7179738,6.58733,276.576,2.900427,0.7832064,-0.1638187,-0.5885841,9.890707,282.8409,357.6004
2018/06/21 - 04:00:07.290789,165.1436,1.008852,0.3073016,-0.7195793,6.80771,275.1855,2.874247,0.782883,-0.1660678,-0.5996242,10.40857,280.8871,357.178
2018/06/21 - 04:00:07.299760,165.1544,1.00885,0.3069252,-0.7210932,7.020441,273.8857,2.852871,0.7826237,-0.1680096,-0.6103615,10.85254,278.8889,356.8187
2018/06/21 - 04:00:07.311782,165.1655,1.008977,0.3065348,-0.7224829,7.215288,272.606,2.716116,0.782672,-0.1695738,-0.6205747,11.13576,277.0982,356.4579
2018/06/21 - 04:00:07.322719,165.1768,1.009179,0.3062271,-0.7237707,7.459537,271.502,2.74588,0.7831163,-0.1706768,-0.6301436,11.26304,275.5391,356.2334
2018/06/21 - 04:00:07.334687,165.188,1.00933,0.3059001,-0.7249194,7.598809,270.4059,2.733327,0.7835825,-0.1717118,-0.6392421,11.30553,274.2193,356.1136
2018/06/21 - 04:00:07.344661,165.1991,1.0095,0.3056124,-0.7259982,7.748953,269.4283,2.766003,0.7842619,-0.1725121,-0.6476477,11.24293,273.2378,356.281
2018/06/21 - 04:00:07.357626,165.211,1.009845,0.3053707,-0.7269674,7.876071,268.4518,2.724806,0.7850078,-0.1732966,-0.6559924,11.21057,272.0997,356.4633
2018/06/21 - 04:00:07.367599,165.2208,1.010181,0.305128,-0.7279682,8.002612,267.5306,2.673718,0.7861606,-0.1738056,-0.6636544,11.27055,270.7581,356.4174
2018/06/21 - 04:00:07.378570,165.2323,1.010683,0.3049423,-0.7289017,8.160036,266.6878,2.614781,0.7872244,-0.1743932,-0.6713157,11.4066,269.3112,356.2181
2018/06/21 - 04:00:07.390543,165.2435,1.011002,0.3046977,-0.7297664,8.224087,265.756,2.598043,0.7885922,-0.1749173,-0.6784958,11.56659,267.872,356.0023
2018/06/21 - 04:00:07.400516,165.2545,1.011357,0.3045757,-0.730664,8.37364,264.8217,2.527084,0.7900379,-0.175511,-0.6857073,11.74045,266.4882,355.9401
2018/06/21 - 04:00:07.412484,165.2658,1.011652,0.3043331,-0.7315883,8.459409,263.9881,2.51953,0.7918631,-0.1761032,-0.6925812,11.89647,265.1805,355.9489
2018/06/21 - 04:00:07.422457,165.2771,1.012064,0.3041799,-0.7323846,8.651972,263.0592,2.408736,0.7936845,-0.1766943,-0.6994979,12.07915,263.8888,355.9755
2018/06/21 - 04:00:07.439444,165.2877,1.01238,0.3039204,-0.7332089,8.817363,262.1841,2.337437,0.7961712,-0.1771988,-0.7059097,12.22671,262.6407,356.0018
2018/06/21 - 04:00:07.447392,165.3006,1.01284,0.3035319,-0.7340208,9.017197,261.3012,2.296929,0.7987928,-0.1776515,-0.7123232,12.35075,261.403,356.023
2018/06/21 - 04:00:07.457366,165.3114,1.013279,0.3032216,-0.7349105,9.269231,260.3464,2.193639,0.8015642,-0.1781235,-0.7188321,12.49144,260.0478,356.0717
2018/06/21 - 04:00:07.469339,165.3223,1.013552,0.3029163,-0.7357596,9.535456,259.3809,2.104462,0.8046488,-0.1786374,-0.7252716,12.62699,258.5873,356.0641
2018/06/21 - 04:00:07.478309,165.3326,1.013805,0.3025951,-0.7366755,9.789065,258.3859,2.031603,0.8081467,-0.1792634,-0.731576,12.78626,257.0396,356.0626
2018/06/21 - 04:00:07.490277,165.3434,1.014061,0.3023192,-0.7376164,10.04425,257.3542,1.928734,0.8118073,-0.179991,-0.7377557,12.92667,255.6104,356.1522
2018/06/21 - 04:00:07.500272,165.3542,1.014338,0.3020201,-0.7386245,10.22765,256.2942,1.864749,0.8156218,-0.1808269,-0.7438374,13.03655,254.2354,356.3094
2018/06/21 - 04:00:07.512218,165.3654,1.014598,0.3017662,-0.7396475,10.37624,255.2291,1.806716,0.8197866,-0.1817608,-0.749829,13.15137,252.7888,356.5107
2018/06/21 - 04:00:07.522214,165.3764,1.014876,0.3014745,-0.740693,10.42958,254.0857,1.749468,0.8239552,-0.1826572,-0.7557479,13.25467,251.1566,356.6658
2018/06/21 - 04:00:07.534181,165.3876,1.015234,0.3012722,-0.7418129,10.56572,252.9633,1.647509,0.8281162,-0.1835449,-0.7613541,13.33179,249.4872,356.758
2018/06/21 - 04:00:07.544132,165.3985,1.015746,0.3010127,-0.742869,10.71413,251.8185,1.594809,0.8321864,-0.184476,-0.7665079,13.41457,247.9351,356.8495
2018/06/21 - 04:00:07.557098,165.4103,1.016294,0.3006303,-0.7438362,10.82057,250.7136,1.547366,0.835871,-0.1853773,-0.7712244,13.5984,246.6255,356.8594
2018/06/21 - 04:00:07.567071,165.421,1.01694,0.3003158,-0.7448355,11.01516,249.6795,1.414302,0.8391978,-0.1860751,-0.7754248,13.69138,245.5633,356.6158
2018/06/21 - 04:00:07.578041,165.4322,1.017732,0.2999218,-0.7456865,11.2262,248.7125,1.373408,0.841579,-0.1865496,-0.7784922,13.66512,245.1669,356.4265
2018/06/21 - 04:00:07.590010,165.4431,1.018577,0.2996326,-0.7465627,11.46386,247.7872,1.256457,0.8439993,-0.1871033,-0.7815257,13.58935,244.6243,356.5172
2018/06/21 - 04:00:07.599983,165.4543,1.019287,0.2993589,-0.7472345,11.57601,246.9429,1.261284,0.8461866,-0.1876417,-0.7844791,13.55112,243.9539,356.6676
2018/06/21 - 04:00:07.611951,165.4654,1.019982,0.2992339,-0.7479132,11.66868,246.1563,1.191711,0.8477492,-0.1879927,-0.7868962,13.47609,243.2575,356.8131
2018/06/21 - 04:00:07.621925,165.4765,1.0207,0.2991348,-0.7484635,11.67715,245.4351,1.221678,0.8488539,-0.1882104,-0.7889819,13.46473,242.6329,356.7562
2018/06/21 - 04:00:07.633892,165.4877,1.021411,0.2991389,-0.7489824,11.70137,244.7195,1.217757,0.8491688,-0.1883173,-0.7904327,13.56263,242.2134,356.5395
2018/06/21 - 04:00:07.644863,165.4989,1.02216,0.2991615,-0.749368,11.67933,244.0558,1.229419,0.8492516,-0.1884979,-0.7918097,13.83684,241.8592,356.182
2018/06/21 - 04:00:07.656832,165.5101,1.022847,0.2991212,-0.7497047,11.62449,243.396,1.277271,0.8488663,-0.1884639,-0.7928339,14.13723,241.5309,355.6879
2018/06/21 - 04:00:07.667802,165.5213,1.023546,0.2992307,-0.7499328,11.5913,242.6423,1.232729,0.848487,-0.1882412,-0.7938426,14.25704,241.1925,355.3966
2018/06/21 - 04:00:07.677775,165.5322,1.024412,0.2992942,-0.7503037,11.54659,241.9001,1.22161,0.8480887,-0.1878665,-0.7949302,14.31746,240.9345,355.2862
2018/06/21 - 04:00:07.690741,165.5437,1.025384,0.2993702,-0.7506443,11.46124,241.0822,1.175642,0.8477322,-0.1870894,-0.7960266,14.16388,240.8232,355.4779
2018/06/21 - 04:00:07.700714,165.5544,1.026401,0.2994784,-0.7510019,11.38611,240.2067,1.089658,0.8476932,-0.1861142,-0.7973279,13.97315,240.5799,355.7235
2018/06/21 - 04:00:07.713680,165.5664,1.027601,0.2996157,-0.7514748,11.30104,239.3297,0.91662,0.8479421,-0.1846917,-0.7989056,13.80515,240.0928,355.8304
2018/06/21 - 04:00:07.723653,165.5775,1.028872,0.2997603,-0.7519092,11.20172,238.3103,0.7516128,0.8486357,-0.1830114,-0.800739,13.54861,239.3624,355.7825
2018/06/21 - 04:00:07.734624,165.588,1.0301,0.3000432,-0.75242,11.08276,237.2365,0.5893527,0.8501464,-0.1809391,-0.8030933,13.09416,238.2616,355.8499
2018/06/21 - 04:00:07.746592,165.6,1.031388,0.3002674,-0.7530275,10.77686,235.8732,0.4022133,0.8521506,-0.178896,-0.8057906,12.6691,237.1809,356.0247
2018/06/21 - 04:00:07.756565,165.6102,1.03278,0.3006286,-0.7537717,10.52343,234.4071,0.0694478,0.8552103,-0.1769411,-0.8092084,12.29052,235.8604,356.4364
2018/06/21 - 04:00:07.767535,165.621,1.034384,0.3009789,-0.7547015,10.25844,232.8515,359.5934,0.859054,-0.175113,-0.8132327,12.06219,234.234,356.9564
2018/06/21 - 04:00:07.778507,165.6327,1.036014,0.3012162,-0.7554702,10.00776,231.218,359.0717,0.8634089,-0.1733155,-0.8175142,11.89707,232.3379,357.3571
2018/06/21 - 04:00:07.791471,165.6447,1.037859,0.3014024,-0.7562134,9.873072,229.7194,358.681,0.8688812,-0.1715758,-0.8223971,11.86767,229.8562,357.6939
2018/06/21 - 04:00:07.801444,165.655,1.039834,0.3014572,-0.7569121,9.804274,228.2823,358.2489,0.874719,-0.1700207,-0.8273197,11.92558,227.2078,358.0096
2018/06/21 - 04:00:07.813412,165.6663,1.041663,0.301378,-0.7575005,9.758685,226.9483,357.977,0.8811943,-0.168383,-0.8323167,12.00583,224.371,358.2742
2018/06/21 - 04:00:07.823386,165.6774,1.043558,0.3011741,-0.7580644,9.765043,225.6769,357.7533,0.8873656,-0.1665294,-0.8368706,11.93927,221.8561,358.359
2018/06/21 - 04:00:07.835355,165.6879,1.045462,0.3010001,-0.7586455,9.861496,224.4311,357.5858,0.8933899,-0.1646289,-0.8411032,11.83883,219.6526,358.2629
2018/06/21 - 04:00:07.845327,165.6993,1.047357,0.3007088,-0.7592281,9.969167,223.1808,357.4865,0.8993288,-0.1628309,-0.8450279,11.73379,217.8112,358.1371
2018/06/21 - 04:00:07.856298,165.7099,1.049226,0.3003429,-0.7598636,10.02723,221.8842,357.3607,0.9050569,-0.1611455,-0.8489223,11.77289,216.014,358.0999
2018/06/21 - 04:00:07.867269,165.7204,1.051167,0.3000329,-0.7605622,10.17294,220.6419,357.1942,0.9107838,-0.1599161,-0.8523658,12.04498,214.4869,358.1592
2018/06/21 - 04:00:07.877156,165.7315,1.053077,0.2995608,-0.7612325,10.31824,219.4163,357.1113,0.9165358,-0.159026,-0.855748,12.37298,212.9232,358.2772
2018/06/21 - 04:00:07.889125,165.7427,1.055036,0.2990911,-0.7619733,10.52163,218.2956,357.0075,0.9221876,-0.1582826,-0.8589167,12.65753,211.4231,358.4157
2018/06/21 - 04:00:07.900095,165.7538,1.056932,0.2986182,-0.762703,10.80734,217.1643,356.8664,0.9278651,-0.1576898,-0.8617997,12.74648,209.9555,358.5176
2018/06/21 - 04:00:07.912062,165.7652,1.058774,0.2980718,-0.7634687,11.06765,216.0285,356.7759,0.9334483,-0.1574328,-0.8643047,12.93354,208.4262,358.5054
2018/06/21 - 04:00:07.923035,165.777,1.060591,0.2974926,-0.7642037,11.35833,214.9368,356.6815,0.938888,-0.1574623,-0.8665166,13.23184,206.8744,358.2019
2018/06/21 - 04:00:07.935000,165.7879,1.062339,0.29695,-0.7649099,11.73848,213.8969,356.5995,0.9442813,-0.157959,-0.868414,13.71237,205.3934,357.8446
2018/06/21 - 04:00:07.943977,165.7981,1.06418,0.2963068,-0.7656106,12.11063,212.9196,356.4698,0.949289,-0.1588368,-0.8698601,14.25457,204.1363,357.5298
2018/06/21 - 04:00:07.955945,165.8084,1.066031,0.2955558,-0.7662069,12.51604,212.0376,356.4109,0.9540958,-0.1598936,-0.870993,14.63351,203.0281,357.6246
2018/06/21 - 04:00:07.966916,165.8204,1.067872,0.2948537,-0.7667864,13.02115,211.3142,356.243,0.9578497,-0.1607813,-0.87155,14.58829,202.4827,358.2381
2018/06/21 - 04:00:07.978905,165.8326,1.06955,0.2943365,-0.7671461,13.58205,210.6899,356.2258,0.9603441,-0.1614768,-0.8715733,14.06637,202.6329,359.0402
2018/06/21 - 04:00:07.989855,165.843,1.070911,0.2938483,-0.7675046,13.88947,210.1591,356.2946,0.9619352,-0.1624589,-0.8714051,13.8343,202.9544,359.9402
2018/06/21 - 04:00:07.998830,165.8533,1.072178,0.2936149,-0.7678594,14.13767,209.6737,356.3466,0.963094,-0.1634266,-0.8711982,13.80295,203.0651,0.5304431
2018/06/21 - 04:00:08.011795,165.8653,1.073279,0.2935592,-0.7682335,14.23042,209.3202,356.5462,0.9631631,-0.1644229,-0.8705911,13.86693,202.9604,0.5692486
2018/06/21 - 04:00:08.021769,165.8762,1.07422,0.2935081,-0.7685516,14.22598,208.9881,356.8005,0.9627895,-0.165559,-0.8700494,14.26993,202.7954,0.3695078
2018/06/21 - 04:00:08.033737,165.8874,1.075195,0.2934533,-0.7688386,14.26596,208.6363,356.9376,0.9614269,-0.1669599,-0.8693862,14.92753,202.5967,359.7144
2018/06/21 - 04:00:08.044707,165.8983,1.075969,0.293365,-0.7690774,14.34355,208.3983,357.1566,0.9599106,-0.1685633,-0.8687772,15.54651,202.5659,359.3301
2018/06/21 - 04:00:08.056676,165.9098,1.076591,0.2932061,-0.7692119,14.4612,208.1561,357.306,0.9577668,-0.1705122,-0.8681534,16.3294,202.8784,359.2143
2018/06/21 - 04:00:08.067646,165.9207,1.077233,0.2929632,-0.7693201,14.60801,207.9937,357.463,0.9554254,-0.1727183,-0.867463,17.10696,203.4156,359.1342
2018/06/21 - 04:00:08.077619,165.9318,1.077829,0.2926793,-0.7692728,14.86929,207.7978,357.5473,0.9534492,-0.1748999,-0.8666168,17.76844,204.0027,359.1762
2018/06/21 - 04:00:08.089587,165.9434,1.07844,0.2922062,-0.769346,15.05538,207.7139,357.6523,0.9520227,-0.1773162,-0.8654643,18.4787,204.3643,359.2338
2018/06/21 - 04:00:08.100558,165.9544,1.078634,0.2917819,-0.7692875,15.36217,207.5755,357.7099,0.9512777,-0.1798047,-0.8641668,19.29778,204.3513,359.2702
2018/06/21 - 04:00:08.112526,165.9657,1.078995,0.2912902,-0.7692393,15.64806,207.4412,357.7531,0.951465,-0.1825047,-0.8624817,20.21768,203.8552,359.3501
2018/06/21 - 04:00:08.122500,165.9764,1.079432,0.2906613,-0.7693362,15.97683,207.2563,357.7485,0.9519504,-0.1851494,-0.860729,21.23079,203.2643,359.4013
2018/06/21 - 04:00:08.134468,165.9878,1.079855,0.2899404,-0.7695658,16.26406,207.0879,357.7719,0.953114,-0.1877738,-0.8586208,22.29307,202.3247,359.1786
2018/06/21 - 04:00:08.144441,165.9986,1.080343,0.2892551,-0.7697944,16.59513,206.8799,357.738,0.9542639,-0.1901884,-0.8564652,23.55429,201.1827,358.3481
2018/06/21 - 04:00:08.156410,166.0098,1.080738,0.2885124,-0.7700263,16.91323,206.5357,357.6231,0.9557935,-0.1923152,-0.8542031,24.68176,199.8563,357.2071
2018/06/21 - 04:00:08.167380,166.0211,1.081218,0.2877959,-0.7703595,17.32045,206.248,357.5219,0.9581395,-0.1940537,-0.8518437,25.52919,198.543,356.5576
2018/06/21 - 04:00:08.177353,166.0318,1.081816,0.2870567,-0.7707001,17.67931,205.908,357.4037,0.960925,-0.1952281,-0.8495196,25.90548,197.5229,356.6428
2018/06/21 - 04:00:08.190336,166.043,1.082415,0.2863813,-0.7710776,18.04579,205.5618,357.3243,0.9639748,-0.1959628,-0.8472059,25.99086,196.5249,357.0231
2018/06/21 - 04:00:08.200292,166.0542,1.082914,0.2856371,-0.771574,18.30091,205.184,357.2896,0.9668787,-0.1965382,-0.8450401,26.20454,195.4306,357.095
2018/06/21 - 04:00:08.212259,166.0651,1.083542,0.2849121,-0.7720789,18.52277,204.8017,357.2824,0.969825,-0.1966687,-0.8428885,26.52686,194.0436,356.6828
2018/06/21 - 04:00:08.222232,166.0764,1.084022,0.2842806,-0.77272,18.75116,204.3024,357.183,0.9727529,-0.1967477,-0.8408781,27.06077,192.3834,355.8418
2018/06/21 - 04:00:08.234201,166.0876,1.084611,0.2835623,-0.7733406,18.96655,203.7224,357.1624,0.9758821,-0.1968329,-0.8389707,27.67394,190.5833,354.9128
2018/06/21 - 04:00:08.245172,166.099,1.085355,0.2827586,-0.7741987,19.14654,203.1263,357.0801,0.9793645,-0.1968041,-0.8372073,28.36885,188.7865,354.3157
2018/06/21 - 04:00:08.256142,166.1096,1.086297,0.2818992,-0.7750408,19.36512,202.4281,356.9462,0.9829041,-0.1967468,-0.835625,29.03021,187.308,353.9271
2018/06/21 - 04:00:08.267113,166.1207,1.087284,0.2809967,-0.7758895,19.60826,201.6783,356.7605,0.9866137,-0.1966252,-0.8339934,29.64907,185.7496,353.7108
2018/06/21 - 04:00:08.278084,166.132,1.088002,0.2800208,-0.7768009,19.88585,200.9436,356.6197,0.9903173,-0.1961586,-0.8325849,30.15152,184.2745,353.4995
2018/06/21 - 04:00:08.289054,166.1428,1.088669,0.2790094,-0.7776799,20.26303,200.1134,356.4379,0.9937985,-0.1953479,-0.8312176,30.3961,182.8751,353.1706
2018/06/21 - 04:00:08.300025,166.1541,1.089521,0.2779964,-0.7785024,20.68617,199.259,356.1922,0.9966598,-0.1938846,-0.8301608,30.18867,181.7617,352.8218
2018/06/21 - 04:00:08.311992,166.1653,1.090919,0.276857,-0.779349,21.19258,198.3246,355.912,0.999134,-0.1924069,-0.8293503,29.98905,181.1245,352.8094
2018/06/21 - 04:00:08.322963,166.1767,1.092365,0.2755894,-0.7802323,21.61488,197.3332,355.6391,1.001445,-0.1908839,-0.8286914,29.81896,180.4288,352.8261
2018/06/21 - 04:00:08.333934,166.1873,1.093694,0.2743931,-0.781208,22.07342,196.3145,355.4042,1.003517,-0.1891339,-0.828306,29.52856,179.8414,352.8065
2018/06/21 - 04:00:08.344905,166.1985,1.095062,0.2731813,-0.7821687,22.39166,195.2323,355.1469,1.005592,-0.1870274,-0.8280537,29.04783,179.1853,352.852
2018/06/21 - 04:00:08.356896,166.21,1.096371,0.2720893,-0.7831801,22.70085,194.0448,354.7831,1.007738,-0.1849099,-0.8279185,28.69947,178.0324,352.5485
2018/06/21 - 04:00:08.367844,166.2211,1.097853,0.2709266,-0.7842003,22.967,192.901,354.4597,1.009914,-0.1828377,-0.8276927,28.46192,176.7927,352.1086
2018/06/21 - 04:00:08.377817,166.2323,1.099426,0.269741,-0.7851614,23.19957,191.7861,354.0861,1.012163,-0.1806036,-0.8276823,28.32183,175.0466,351.1198
2018/06/21 - 04:00:08.389796,166.2432,1.100647,0.268717,-0.7859991,23.49348,190.5908,353.6555,1.014521,-0.1783771,-0.8276759,28.13425,173.011,350.0845
2018/06/21 - 04:00:08.399758,166.2542,1.102218,0.267736,-0.7866789,23.78842,189.4915,353.2732,1.016794,-0.1763809,-0.8277708,28.02176,171.6188,349.8011
2018/06/21 - 04:00:08.416713,166.27,1.103147,0.2669205,-0.787266,24.05394,188.3628,352.875,1.019083,-0.1745508,-0.8280484,28.0305,170.6862,350.1331
2018/06/21 - 04:00:08.423719,166.2776,1.104644,0.2659082,-0.7878563,24.23017,187.2889,352.5285,1.021464,-0.1728194,-0.8283633,28.14817,169.5644,350.3494
2018/06/21 - 04:00:08.433674,166.2871,1.106053,0.2651107,-0.7883884,24.46553,186.1936,352.1502,1.023834,-0.1710065,-0.8285838,28.27584,168.1331,350.1716
2018/06/21 - 04:00:08.444638,166.2984,1.107503,0.2643112,-0.7888966,24.63459,185.1225,351.8419,1.026317,-0.1692245,-0.828733,28.4118,166.4163,349.8009
2018/06/21 - 04:00:08.456628,166.3092,1.108971,0.2635464,-0.7893332,24.73246,184.1378,351.6147,1.028871,-0.1675379,-0.8288627,28.62523,164.6652,349.4799
2018/06/21 - 04:00:08.466580,166.3204,1.110466,0.2629563,-0.7897134,24.91106,183.1473,351.3097,1.031722,-0.1659416,-0.8289545,28.83047,162.8493,349.3113
2018/06/21 - 04:00:08.477550,166.3321,1.11187,0.2623203,-0.7900452,25.01596,182.1673,351.0564,1.034219,-0.1641043,-0.8292845,28.86859,161.1754,348.9736
2018/06/21 - 04:00:08.489519,166.343,1.11344,0.2616974,-0.7904463,25.11203,181.2992,350.7959,1.036105,-0.1622325,-0.8299904,28.62128,160.3805,348.9688
2018/06/21 - 04:00:08.500495,166.3541,1.115065,0.2611569,-0.7906026,25.14071,180.3872,350.5308,1.037761,-0.1607215,-0.8311171,28.60729,160.2777,349.5739
2018/06/21 - 04:00:08.512457,166.3653,1.116475,0.2606144,-0.7908049,25.11387,179.6272,350.4723,1.039392,-0.1593416,-0.8323434,28.5295,160.4491,350.5947
2018/06/21 - 04:00:08.522430,166.3767,1.118049,0.2601136,-0.7909433,25.09323,178.729,350.183,1.041207,-0.1580525,-0.8335751,28.52164,160.3125,351.5214
2018/06/21 - 04:00:08.534399,166.3876,1.119527,0.2596751,-0.7910199,25.12407,177.9431,350.0239,1.043058,-0.1567922,-0.8350784,28.70849,159.8084,351.8112
2018/06/21 - 04:00:08.545369,166.3995,1.120831,0.2592525,-0.7909551,25.09734,177.1206,349.8427,1.04516,-0.1552279,-0.8364043,28.73685,158.8929,351.8445
2018/06/21 - 04:00:08.557337,166.4112,1.122239,0.258967,-0.7907338,25.11817,176.3934,349.6535,1.047636,-0.1534535,-0.8375809,28.6943,157.5673,351.783
2018/06/21 - 04:00:08.567310,166.4204,1.123767,0.2586882,-0.7905122,25.16856,175.7152,349.4309,1.050152,-0.151263,-0.8383991,28.5599,156.1491,351.7704
2018/06/21 - 04:00:08.577285,166.4315,1.1252,0.2583534,-0.7902361,25.14492,175.0656,349.2458,1.052648,-0.1488776,-0.8392899,28.21244,154.9844,352.0752
2018/06/21 - 04:00:08.590250,166.4429,1.126552,0.2582529,-0.7899661,25.23323,174.5432,349.1771,1.054728,-0.1458926,-0.8406466,27.6507,154.4733,352.7871
2018/06/21 - 04:00:08.600242,166.4543,1.127918,0.2581713,-0.7895941,25.14605,174.0141,349.1708,1.056505,-0.1430482,-0.8421057,27.14237,154.2857,353.3192
2018/06/21 - 04:00:08.612209,166.4651,1.129345,0.2582287,-0.7893113,25.07376,173.5262,349.1682,1.058157,-0.1404326,-0.8437674,26.89944,154.1348,353.7345
2018/06/21 - 04:00:08.622164,166.4763,1.130684,0.2583282,-0.7891543,24.88973,173.0669,349.2775,1.059553,-0.1378275,-0.8454581,26.68553,153.8822,354.1771
2018/06/21 - 04:00:08.634131,166.4881,1.131956,0.258546,-0.7888097,24.69648,172.5615,349.3406,1.060741,-0.1351334,-0.847163,26.36161,153.4929,354.4773
2018/06/21 - 04:00:08.645122,166.4989,1.13324,0.2588632,-0.7883231,24.54833,172.0505,349.3542,1.062464,-0.1326258,-0.8486475,26.1083,152.9996,354.6502
2018/06/21 - 04:00:08.657072,166.5099,1.134422,0.2591962,-0.78777,24.37132,171.526,349.3904,1.064295,-0.130095,-0.849928,25.83912,152.47,354.8949
2018/06/21 - 04:00:08.668041,166.5211,1.13565,0.2595834,-0.7871574,24.21869,170.997,349.3948,1.066315,-0.1273922,-0.8508824,25.45706,151.7933,355.2603
2018/06/21 - 04:00:08.678015,166.5323,1.136826,0.2600329,-0.786591,24.03013,170.4712,349.3915,1.068418,-0.1246201,-0.8518298,25.12941,151.107,355.5828
2018/06/21 - 04:00:08.689983,166.5436,1.138053,0.2605032,-0.7859058,23.80726,169.9271,349.439,1.070424,-0.1219435,-0.8528109,24.85363,150.5438,355.6154
2018/06/21 - 04:00:08.701969,166.5557,1.139266,0.2610634,-0.7852501,23.57935,169.3337,349.4265,1.072435,-0.1193334,-0.8537154,24.60438,149.9828,355.6372
2018/06/21 - 04:00:08.712921,166.5664,1.140515,0.261542,-0.7846059,23.26888,168.821,349.4805,1.074695,-0.1169997,-0.8544117,24.36398,149.2314,355.5347
