Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:44:13.7655476,136.6573,0, ,User missed, , , 
2018/07/10 - 10:44:14.1545076,137.0459,1, ,User hit user's target,-0.4481728,1.9904,3.910686
2018/07/10 - 10:44:14.5757252,137.4676,2, ,User hit user's target,-2.101907,3.443784,4.173227
2018/07/10 - 10:44:15.9425054,138.8356,3, ,User hit user's target,0.7539031,4.911584,5.760195
2018/07/10 - 10:44:17.6006678,140.492,4, ,User hit user's target,-3.389846,3.144341,3.101208
2018/07/10 - 10:44:18.3878575,141.2807,5, ,User hit user's target,-3.615894,3.225327,3.781719
2018/07/10 - 10:44:20.4654907,143.3582,6, ,User hit user's target,2.870018,3.173224,4.122483
2018/07/10 - 10:44:23.3003885,146.1918,7, ,User hit user's target,-3.010267,3.746,3.151516
2018/07/10 - 10:44:23.8416746,146.735,8, ,User hit user's target,-4.742411,2.488575,1.936298
2018/07/10 - 10:44:25.1004539,147.9927,9, ,User hit user's target,-2.954065,8.700152,1.908762
2018/07/10 - 10:44:27.9778515,150.8697,10, ,User hit user's target,-0.6650876,4.184311,5.102588
2018/07/10 - 10:44:29.5656331,152.4583,11, ,User hit user's target,3.562729,3.680414,3.180829
2018/07/10 - 10:44:30.4779454,153.3698,12, ,User hit user's target,3.044035,5.20515,3.575165
2018/07/10 - 10:44:31.1780714,154.0698,13, ,User hit user's target,2.888924,4.350231,3.474358
2018/07/10 - 10:44:31.8341022,154.7256,14, ,User hit user's target,3.198914,8.453064,1.104784
2018/07/10 - 10:44:33.1338305,156.026,13, ,User missed, , , 
2018/07/10 - 10:44:33.5118186,156.4038,14, ,User hit user's target,-0.9903603,2.409374,4.882215
2018/07/10 - 10:44:36.0003356,158.8926,15, ,User hit user's target,-0.3232076,6.777252,4.452521
2018/07/10 - 10:44:37.5333692,160.4248,16, ,User hit user's target,4.435084,4.253572,2.415347
2018/07/10 - 10:44:37.9871872,160.8801,17, ,User hit user's target,2.758689,4.468647,4.190382
2018/07/10 - 10:44:38.6220844,161.5136,16, ,User missed, , , 
2018/07/10 - 10:44:39.0120590,161.9036,17, ,User hit user's target,3.855156,5.390537,4.063668
2018/07/10 - 10:44:40.4120696,163.3031,18, ,User hit user's target,2.602784,8.250301,3.106296
2018/07/10 - 10:44:41.8719321,164.7589,19, ,User hit user's target,0.1429973,4.530611,5.2923
2018/07/10 - 10:44:42.3895457,165.2815,20, ,User hit user's target,-0.7661226,6.215289,5.008016
2018/07/10 - 10:44:42.9010645,165.7926,21, ,User hit user's target,1.098577,3.982603,4.691874
2018/07/10 - 10:44:46.2006361,169.0922,22, ,User hit user's target,-5.155796,5.000767,0.3082088
2018/07/10 - 10:44:47.7348382,170.6265,23, ,User hit user's target,-2.11402,8.277916,3.22332
2018/07/10 - 10:44:48.1397549,171.0267,22, ,User missed, , , 
2018/07/10 - 10:44:48.4341447,171.3258,23, ,User hit user's target,-4.436772,7.240151,2.308054
2018/07/10 - 10:44:49.2221258,172.1144,24, ,User hit user's target,-4.239398,6.329202,2.090172
2018/07/10 - 10:44:49.9345097,172.8259,25, ,User hit user's target,-0.1815692,3.699425,6.136044
2018/07/10 - 10:44:50.4012702,173.2926,24, ,User missed, , , 
2018/07/10 - 10:44:50.6575747,173.5487,25, ,User hit user's target,3.398001,5.309588,2.872177
2018/07/10 - 10:44:51.7787201,174.6703,24, ,User missed, , , 
2018/07/10 - 10:44:52.4447127,175.3364,25, ,User hit user's target,-1.631868,7.170301,4.55157
2018/07/10 - 10:44:53.1409163,176.0261,26, ,User hit user's target,-3.170286,8.064733,-0.2212651
2018/07/10 - 10:44:55.4006549,178.2914,27, ,User hit user's target,1.331635,4.313151,5.224384
2018/07/10 - 10:44:55.9212611,178.8131,28, ,User hit user's target,-1.595315,4.001267,4.632223
