Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:22:51.3036442,3.433866,0,1,Peer hit peer's target,3.328201,3.652201,-3.348822
2018/06/28 - 02:22:51.7026897,3.83533,0,0,Peer missed, , , 
2018/06/28 - 02:22:58.8556619,10.98855,2,0,Peer hit user's target,-2.606818,4.561572,3.922396
2018/06/28 - 02:22:59.5777296,11.71076,2,1,Peer hit peer's target,1.682331,2.967625,-4.440317
2018/06/28 - 02:22:59.8993735,12.03248,2,2,Peer hit peer's target,-2.921625,4.615329,-4.332862
2018/06/28 - 02:23:02.8465417,14.97892,2,3,Peer hit peer's target,-0.4662348,4.05869,5.592191
2018/06/28 - 02:23:03.3014458,15.43455,2,2,Peer missed, , , 
2018/06/28 - 02:23:03.5346646,15.66779,1,1,Peer missed, , , 
2018/06/28 - 02:23:04.2139668,16.34579,1,0,Peer missed, , , 
2018/06/28 - 02:23:11.3017413,23.43443,1,1,Peer hit peer's target,4.210464,4.313617,-1.78649
2018/06/28 - 02:23:15.4357837,27.56888,1,0,Peer missed, , , 
2018/06/28 - 02:23:22.0464943,34.1789,0,0,Peer missed, , , 
2018/06/28 - 02:23:28.7926365,40.92519,0,1,Peer hit peer's target,2.839771,5.629156,4.785376
2018/06/28 - 02:23:32.1359925,44.26897,1,2,Peer hit peer's target,-3.680631,7.518791,2.483876
2018/06/28 - 02:23:32.5817995,44.71441,1,1,Peer missed, , , 
2018/06/28 - 02:23:35.8040240,47.93644,3,0,Peer missed, , , 
2018/06/28 - 02:23:35.8808326,48.01427,3,1,Peer hit peer's target,-0.1827278,5.629452,4.956853
2018/06/28 - 02:23:36.4353482,48.56857,4,2,Peer hit peer's target,2.089781,7.745892,-4.160152
2018/06/28 - 02:23:36.7704804,48.90249,4,3,Peer hit peer's target,-4.021189,4.604104,2.789521
2018/06/28 - 02:23:37.4579492,49.59136,4,4,Peer hit peer's target,0.1874874,7.625871,-4.391361
2018/06/28 - 02:23:38.3467519,50.47945,4,5,Peer hit peer's target,4.487414,4.218598,1.218096
2018/06/28 - 02:23:40.8358333,52.96897,4,6,Peer hit peer's target,3.55481,8.528422,0.2525905
2018/06/28 - 02:23:42.5926840,54.72532,4,5,Peer missed, , , 
2018/06/28 - 02:23:48.3699102,60.50196,4,6,Peer hit peer's target,4.421523,2.697931,-0.7762877
2018/06/28 - 02:23:50.2149092,62.34818,4,7,Peer hit peer's target,-4.167472,3.132596,2.599999
2018/06/28 - 02:23:50.7001141,62.83304,4,6,Peer hit user's target,3.940375,7.838946,1.309481
2018/06/28 - 02:23:50.8237831,62.95602,4,5,Peer missed, , , 
2018/06/28 - 02:23:51.2247791,63.35691,3,4,Peer missed, , , 
2018/06/28 - 02:23:51.3364813,63.46956,3,3,Peer missed, , , 
2018/06/28 - 02:23:52.0241054,64.15682,3,2,Peer missed, , , 
2018/06/28 - 02:23:52.0919239,64.2239,3,1,Peer missed, , , 
2018/06/28 - 02:23:52.6145167,64.74707,3,0,Peer missed, , , 
2018/06/28 - 02:23:54.3279989,66.4592,3,0,Peer hit user's target,5.425612,7.010729,-0.7907149
2018/06/28 - 02:23:57.3814649,69.51429,5,0,Peer hit user's target,1.669406,7.898148,-4.130743
2018/06/28 - 02:23:58.4499387,70.58202,6,1,Peer hit peer's target,-1.386916,3.915294,5.20527
2018/06/28 - 02:23:59.0154256,71.14846,5,2,Peer hit peer's target,-3.524467,3.008678,2.671192
2018/06/28 - 02:23:59.0274155,71.15944,5,3,Peer hit peer's target,4.157075,6.716886,1.85452
2018/06/28 - 02:23:59.9368011,72.07006,7,4,Peer hit peer's target,3.852209,5.051027,3.044007
2018/06/28 - 02:24:01.3791885,73.51207,4,5,Peer hit peer's target,-0.9917001,9.201197,-2.360694
2018/06/28 - 02:24:03.4134608,75.54733,1,4,Peer missed, , , 
2018/06/28 - 02:24:04.3489589,76.48074,1,3,Peer missed, , , 
2018/06/28 - 02:24:04.6132706,76.74627,0,2,Peer missed, , , 
2018/06/28 - 02:24:07.4147900,79.54839,0,3,Peer hit peer's target,-2.008487,6.788333,-3.981943
2018/06/28 - 02:24:07.5155209,79.64832,0,2,Peer missed, , , 
2018/06/28 - 02:24:08.0062068,80.13799,1,1,Peer missed, , , 
2018/06/28 - 02:24:09.2814272,81.41492,1,0,Peer missed, , , 
