Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/10 - 10:36:33.9052674,134.9724,-0.06621712,-0.05668047,-0.1811602,18.19801,7.120561,1.931846,-0.04142955,-0.6414193,0.06276419,339.9609,10.88019,18.18758,0,0
2018/07/10 - 10:36:33.9232204,134.9847,-0.06603919,-0.05669956,-0.1812582,18.19383,7.141657,1.929494,-0.04142736,-0.6414382,0.06274469,339.8621,10.80932,18.21926,0,0
2018/07/10 - 10:36:33.9351869,135.0034,-0.06582155,-0.05664229,-0.181363,18.22109,7.196599,1.898968,-0.0414195,-0.6414472,0.06273259,339.8181,10.71276,18.2532,0,0
2018/07/10 - 10:36:33.9451661,135.0157,-0.06570869,-0.05664892,-0.1814166,18.18521,7.219349,1.898012,-0.04141885,-0.641449,0.06273066,339.8104,10.69607,18.26239,0,0
2018/07/10 - 10:36:33.9531638,135.0254,-0.06559588,-0.05662393,-0.1814755,18.16205,7.268425,1.895318,-0.04141657,-0.6414467,0.06273199,339.8232,10.68398,18.26328,0,0
2018/07/10 - 10:36:33.9591411,135.033,-0.0655518,-0.05658754,-0.1815076,18.16553,7.265479,1.877538,-0.04140842,-0.6414416,0.0627337,339.8516,10.6392,18.26507,0,0
2018/07/10 - 10:36:33.9710914,135.0399,-0.06540333,-0.0565647,-0.1816002,18.10104,7.305727,1.839473,-0.04139143,-0.6414243,0.06274392,339.9463,10.56518,18.25839,0,0
2018/07/10 - 10:36:33.9820840,135.051,-0.06538736,-0.0565389,-0.1816416,18.11727,7.288524,1.849069,-0.0413688,-0.6413726,0.06278608,340.231,10.50246,18.24354,0,0
2018/07/10 - 10:36:33.9940298,135.0622,-0.06526532,-0.05652778,-0.1817454,18.05794,7.332074,1.823495,-0.04136862,-0.6413184,0.06284022,340.5316,10.57084,18.23211,0,0
2018/07/10 - 10:36:34.0040024,135.0737,-0.06518385,-0.05651984,-0.1818158,18.03314,7.315945,1.778095,-0.04137006,-0.6412764,0.06288318,340.748,10.74724,18.13164,0,0
2018/07/10 - 10:36:34.0149731,135.0841,-0.06516719,-0.05650796,-0.181856,18.04244,7.32797,1.802343,-0.04136981,-0.6412793,0.06288017,340.7205,10.81867,18.07016,0,0
2018/07/10 - 10:36:34.0249471,135.0946,-0.06511863,-0.05648975,-0.1819008,18.04062,7.326953,1.790668,-0.04136395,-0.6412681,0.06288921,340.7651,10.91935,17.97026,0,0
2018/07/10 - 10:36:34.0369154,135.1058,-0.06506,-0.0564885,-0.1819627,18.03209,7.328721,1.796358,-0.04136635,-0.6412622,0.06289613,340.793,10.97364,17.943,0,0
2018/07/10 - 10:36:34.0478850,135.1164,-0.06502362,-0.05647879,-0.1820159,18.03445,7.321236,1.78294,-0.04137884,-0.6412478,0.06291588,340.8815,11.01415,17.98318,0,0
2018/07/10 - 10:36:34.0578604,135.1275,-0.06499834,-0.05647753,-0.1820671,18.03002,7.328583,1.783967,-0.04138129,-0.641229,0.06293607,340.9886,11.04024,17.9906,0,0
2018/07/10 - 10:36:34.0688294,135.139,-0.0649553,-0.05647531,-0.1821229,18.02067,7.326694,1.786954,-0.04134981,-0.6412053,0.06294768,341.1033,11.00813,17.88606,0,0
2018/07/10 - 10:36:34.0798126,135.1493,-0.06493072,-0.0564669,-0.1821622,18.01339,7.323962,1.782993,-0.04130781,-0.6411868,0.0629499,341.1874,10.91815,17.77293,0,0
2018/07/10 - 10:36:34.0907708,135.1602,-0.0648859,-0.05645677,-0.1822174,17.98195,7.291227,1.737008,-0.0412663,-0.64117,0.0629507,341.2562,10.86848,17.62824,0,0
2018/07/10 - 10:36:34.1017418,135.1712,-0.06488918,-0.05645509,-0.18222,17.96702,7.289379,1.728746,-0.0412384,-0.6411495,0.06296098,341.3537,10.85828,17.52082,0,0
2018/07/10 - 10:36:34.1127122,135.1821,-0.06488398,-0.05648192,-0.1822176,17.92011,7.25527,1.705845,-0.04120963,-0.6411219,0.06297844,341.4957,10.8231,17.43555,0,0
2018/07/10 - 10:36:34.1236832,135.1933,-0.06488891,-0.05647193,-0.1822123,17.91484,7.22023,1.68921,-0.04117017,-0.6410953,0.0629908,341.629,10.74417,17.33298,0,0
2018/07/10 - 10:36:34.1356512,135.2044,-0.06490938,-0.056445,-0.1822014,17.92436,7.163281,1.65456,-0.0411344,-0.6410643,0.06300944,341.7944,10.64357,17.26918,0,0
2018/07/10 - 10:36:34.1456244,135.2155,-0.06492114,-0.05645868,-0.1821767,17.91769,7.131517,1.677795,-0.04111742,-0.6410455,0.06302281,341.8945,10.62047,17.22294,0,0
2018/07/10 - 10:36:34.1575926,135.2268,-0.06494101,-0.05644296,-0.1821733,17.94433,7.115916,1.680738,-0.04115411,-0.6410349,0.06304806,341.9724,10.72704,17.32336,0,0
2018/07/10 - 10:36:34.1685622,135.2377,-0.06494607,-0.05648787,-0.182175,17.93758,7.078982,1.677926,-0.04119256,-0.6410238,0.06307488,342.062,10.78985,17.4679,0,0
2018/07/10 - 10:36:34.1785365,135.2489,-0.06494562,-0.056499,-0.1821981,17.97412,7.040933,1.677243,-0.04122311,-0.6410066,0.06310516,342.1825,10.83986,17.5905,0,0
2018/07/10 - 10:36:34.1915012,135.2599,-0.06494665,-0.056517,-0.1822103,17.98714,7.033237,1.698862,-0.04122193,-0.6410038,0.06310768,342.1946,10.86369,17.56856,0,0
2018/07/10 - 10:36:34.2024719,135.2713,-0.06497588,-0.05650499,-0.1822071,17.98958,7.019104,1.648896,-0.04112867,-0.6410227,0.06305116,342.0143,10.79155,17.16156,0,0
2018/07/10 - 10:36:34.2134429,135.2831,-0.06498365,-0.05650881,-0.1821878,17.96949,7.020273,1.65956,-0.0410143,-0.6410169,0.0630141,341.9821,10.6019,16.77075,0,0
2018/07/10 - 10:36:34.2234160,135.2943,-0.06500349,-0.0564869,-0.1821659,17.96342,6.987312,1.630322,-0.04091737,-0.6409878,0.06300934,342.1415,10.10679,16.72563,0,0
2018/07/10 - 10:36:34.2353846,135.3042,-0.06501634,-0.05648396,-0.1821628,17.96125,6.977078,1.643235,-0.04091874,-0.6409397,0.0630611,342.5022,9.543365,17.21483,0,0
2018/07/10 - 10:36:34.2463553,135.3156,-0.06506301,-0.05647971,-0.1822046,17.99695,6.945459,1.636822,-0.04097336,-0.6408949,0.06312929,342.8707,9.158949,17.81043,0,0
2018/07/10 - 10:36:34.2563282,135.3271,-0.06508417,-0.05650279,-0.1822205,17.99577,6.948705,1.636453,-0.04109633,-0.6408432,0.06323243,343.3226,8.999539,18.56071,0,0
2018/07/10 - 10:36:34.2693130,135.3375,-0.06514851,-0.05651705,-0.1822774,18.0258,6.952746,1.643524,-0.04109647,-0.6408086,0.06327064,343.5317,9.001621,18.58697,0,0
2018/07/10 - 10:36:34.2792859,135.3491,-0.06526562,-0.05650637,-0.1823166,18.02612,6.93096,1.610946,-0.04099877,-0.6407785,0.06326643,343.5947,9.160935,18.02217,0,0
2018/07/10 - 10:36:34.2913127,135.3603,-0.0655015,-0.05651569,-0.1823507,17.95758,6.81788,1.613819,-0.04089638,-0.6407456,0.06326468,343.6912,9.224435,17.51281,0,0
2018/07/10 - 10:36:34.3012856,135.3712,-0.06603025,-0.05638986,-0.1822885,17.85783,6.527287,1.586666,-0.04076402,-0.6406749,0.06329589,344.0224,9.111135,17.02905,0,0
2018/07/10 - 10:36:34.3152746,135.3825,-0.06648438,-0.05631666,-0.182171,17.76823,6.215199,1.592851,-0.04066804,-0.640579,0.06337097,344.5623,8.864314,16.83955,0,0
2018/07/10 - 10:36:34.3242237,135.395,-0.06691504,-0.05625097,-0.1821088,17.70774,5.803685,1.509745,-0.04058142,-0.6405071,0.06342409,344.9572,8.697358,16.61378,0,0
2018/07/10 - 10:36:34.3361920,135.4049,-0.06753062,-0.05616518,-0.1820309,17.71236,5.493135,1.433752,-0.04050336,-0.6404451,0.06347002,345.3002,8.532528,16.41825,0,0
2018/07/10 - 10:36:34.3451685,135.4155,-0.06813221,-0.05604835,-0.1819997,17.77572,5.036114,1.350275,-0.04041812,-0.6403961,0.06349964,345.5629,8.341161,16.19797,0,0
2018/07/10 - 10:36:34.3571362,135.4263,-0.06876314,-0.0560147,-0.181957,17.78334,4.649297,1.380269,-0.04033772,-0.6403486,0.06353015,345.8307,8.076441,16.05262,0,0
2018/07/10 - 10:36:34.3691235,135.4373,-0.0694773,-0.05595675,-0.1818849,17.74359,4.116178,1.330985,-0.04023701,-0.6402715,0.06359107,346.2888,7.668215,15.93754,0,0
2018/07/10 - 10:36:34.3790770,135.4496,-0.0703358,-0.05583966,-0.1817414,17.67312,3.569833,1.36532,-0.04010038,-0.6401975,0.06363989,346.7159,7.165517,15.71756,0,0
2018/07/10 - 10:36:34.3910453,135.4602,-0.07121189,-0.05563852,-0.1816472,17.62025,2.892144,1.348133,-0.03994511,-0.6401305,0.06367771,347.092,6.628087,15.42734,0,0
2018/07/10 - 10:36:34.4020160,135.4712,-0.07223185,-0.05539485,-0.18155,17.52819,2.038271,1.298945,-0.03975818,-0.6400638,0.06371037,347.4514,6.072333,15.00038,0,0
2018/07/10 - 10:36:34.4129867,135.4823,-0.07337617,-0.05523251,-0.1814589,17.34821,1.134438,1.209236,-0.0395789,-0.6399988,0.06374738,347.8005,5.631463,14.524,0,0
2018/07/10 - 10:36:34.4229610,135.4937,-0.07471271,-0.05504143,-0.181395,17.19355,0.1456922,1.046741,-0.03941733,-0.6399369,0.0637886,348.1372,5.302812,14.04673,0,0
2018/07/10 - 10:36:34.4349278,135.5044,-0.07600912,-0.05480576,-0.1813824,17.1146,359.0953,0.8560905,-0.0393296,-0.639892,0.06382696,348.3947,5.152251,13.77356,0,0
2018/07/10 - 10:36:34.4478925,135.5155,-0.07752868,-0.05459803,-0.1813907,16.98547,357.9897,0.7003523,-0.03924336,-0.6398501,0.06386311,348.6439,4.913133,13.56627,0,0
2018/07/10 - 10:36:34.4568689,135.5274,-0.07913532,-0.05436609,-0.1813966,16.83834,356.7451,0.505277,-0.03919745,-0.6398128,0.06390233,348.8811,4.722385,13.50634,0,0
2018/07/10 - 10:36:34.4688372,135.5382,-0.08083582,-0.05419931,-0.1814192,16.67347,355.4717,0.3181832,-0.03911114,-0.6397539,0.06396286,349.2536,4.392871,13.36572,0,0
2018/07/10 - 10:36:34.4788107,135.549,-0.08265842,-0.0539584,-0.1814692,16.51649,354.0892,0.09181593,-0.03902823,-0.6396783,0.0640481,349.7422,4.080355,13.23328,0,0
2018/07/10 - 10:36:34.4907846,135.5599,-0.08442701,-0.05379589,-0.1815331,16.35513,352.7113,359.9688,-0.03898383,-0.639613,0.06412848,350.1743,3.920531,13.16607,0,0
2018/07/10 - 10:36:34.5017681,135.5712,-0.08627129,-0.05361215,-0.1816799,16.23698,351.2226,359.8214,-0.03893381,-0.63955,0.06420618,350.5958,3.707183,13.10605,0,0
2018/07/10 - 10:36:34.5137167,135.5825,-0.08818021,-0.05342091,-0.1818463,16.14133,349.8028,359.6084,-0.03887026,-0.6394873,0.06428263,351.0165,3.436633,13.0195,0,0
2018/07/10 - 10:36:34.5246874,135.5934,-0.09007511,-0.05330113,-0.1820607,16.00829,348.3246,359.3495,-0.03879751,-0.6394405,0.06433676,351.3329,3.065895,12.9474,0,0
2018/07/10 - 10:36:34.5357230,135.6052,-0.09199009,-0.05315945,-0.182284,15.91294,346.9514,359.2657,-0.03872865,-0.6394052,0.06437628,351.5773,2.62639,12.93049,0,0
2018/07/10 - 10:36:34.5456746,135.6158,-0.09390239,-0.05295381,-0.1826617,15.83406,345.3982,359.0856,-0.03867231,-0.6393776,0.06440747,351.7743,2.190114,12.96322,0,0
2018/07/10 - 10:36:34.5576417,135.6269,-0.09581675,-0.05286846,-0.1830031,15.6655,343.9645,358.9733,-0.03862353,-0.639365,0.06441861,351.8724,1.711297,13.05191,0,0
2018/07/10 - 10:36:34.5676151,135.638,-0.09771518,-0.05270883,-0.1834341,15.52063,342.5351,358.7841,-0.03857823,-0.6393532,0.06442948,351.97,1.196117,13.17817,0,0
2018/07/10 - 10:36:34.5795959,135.6485,-0.09954941,-0.05242712,-0.1839683,15.42996,341.1641,358.6157,-0.03852549,-0.6393345,0.06444958,352.1236,0.532774,13.36432,0,0
2018/07/10 - 10:36:34.5915852,135.6602,-0.1014037,-0.05229706,-0.1845194,15.21733,339.8482,358.4579,-0.03845593,-0.6393036,0.06448596,352.3651,359.758,13.54222,0,0
2018/07/10 - 10:36:34.6015237,135.671,-0.1031478,-0.05215203,-0.1850375,15.04462,338.5214,358.3343,-0.0383383,-0.6392726,0.06451795,352.5879,358.894,13.5548,0,0
2018/07/10 - 10:36:34.6135201,135.6821,-0.1047265,-0.05185738,-0.1856613,14.96995,337.2163,358.2582,-0.03819964,-0.6392466,0.06454273,352.7635,358.0387,13.46332,0,0
2018/07/10 - 10:36:34.6234656,135.6934,-0.1065033,-0.05166982,-0.1862709,14.77291,336.0466,358.2418,-0.03808555,-0.6392252,0.06456503,352.9111,357.299,13.40722,0,0
2018/07/10 - 10:36:34.6354365,135.7045,-0.1080172,-0.05144961,-0.1869099,14.53426,334.8276,358.1472,-0.03799943,-0.6391911,0.06460996,353.1599,356.6441,13.41565,0,0
2018/07/10 - 10:36:34.6454073,135.7154,-0.1094561,-0.05114811,-0.1876237,14.38824,333.774,358.0638,-0.03793639,-0.639141,0.0646817,353.5356,356.0316,13.48865,0,0
2018/07/10 - 10:36:34.6573881,135.7269,-0.1108279,-0.05089106,-0.1882998,14.2168,332.766,357.9884,-0.03787993,-0.6391022,0.06473798,353.837,355.3985,13.60238,0,0
2018/07/10 - 10:36:34.6693421,135.7377,-0.1120152,-0.05063381,-0.1889979,14.02344,331.8352,357.984,-0.03783264,-0.6390704,0.06478471,354.0984,354.7106,13.78854,0,0
2018/07/10 - 10:36:34.6793170,135.7493,-0.1132217,-0.05035374,-0.1897361,13.80574,330.8947,357.9669,-0.03778324,-0.639048,0.06481744,354.2906,354.0285,13.96314,0,0
