Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.5336584,0,-1,Peer missed,-0.5591267,0.2332169,0.1084959,20.19213,74.89531,355.041,-0.3720374,-0.1110915,0.08105566,0.833572,57.17744,341.1015
2.200638,-1,0,User hit peer's target,-0.687084,0.2798777,0.09549368,354.341,26.83589,357.2937,-0.5246224,-0.0180268,0.1614759,350.6703,32.74852,347.6535
2.700886,-1,-1,Peer missed,-0.6920326,0.2747094,0.1024951,357.3149,25.60728,358.2158,-0.543272,-0.04781881,0.1678722,355.7402,26.73171,347.2683
3.655835,0,-1,User hit user's target,-0.6930189,0.2588324,0.1415727,6.333943,9.917649,359.2787,-0.5590265,-0.1215018,0.1936147,23.9974,15.47867,354.7517
5.044881,1,-2,Peer hit user's target,-0.6381938,0.1761454,0.1541917,35.21776,41.55655,4.676612,-0.5849774,-0.08988253,0.1545352,6.670699,10.51151,351.7618
6.608314,1,-1,Peer hit peer's target,-0.6352836,0.2681191,0.1228422,359.3012,64.88287,4.023224,-0.4509,-0.06773788,0.08520067,3.578867,70.34007,356.6203
6.841589,1,0,Peer hit peer's target,-0.6394829,0.2733214,0.1208131,357.2156,65.35027,2.45982,-0.4487901,-0.02434731,0.08104762,351.1199,73.25726,358.7073
7.253284,1,1,Peer hit peer's target,-0.6418594,0.2738079,0.1208743,357.3447,65.992,2.615689,-0.4334765,0.01553775,0.0419055,331.0383,100.9116,357.1474
8.565472,1,2,Peer hit peer's target,-0.6526849,0.2346954,0.1130303,22.43933,58.80944,5.850939,-0.4970431,-0.03292192,0.1134467,356.3247,55.82184,353.7451
9.510275,2,2,User hit user's target,-0.8000981,0.25635,-0.02682969,9.10384,58.25578,5.092026,-0.5750887,-0.03344893,-0.01437482,0.9433503,62.50327,358.0411
10.45472,2,3,Peer hit peer's target,-0.7940682,0.2445492,-0.005715696,14.46459,41.5997,4.518898,-0.6365581,-0.07095435,0.009826984,4.970978,43.92411,356.9792
10.96591,1,3,User missed,-0.8035785,0.2838173,-0.02897023,352.1437,51.10477,4.72843,-0.6151392,0.06907148,-0.005237008,336.863,50.29147,357.4811
11.33242,2,3,User hit user's target,-0.8119856,0.2968101,-0.0481923,344.1878,59.27527,4.366223,-0.6058723,0.1234912,-0.08026188,321.9844,67.19765,351.7925
12.84443,3,3,User hit user's target,-0.7960498,0.2379359,0.0002618022,18.85332,38.63237,2.300178,-0.6555887,-0.1384833,0.02231757,20.85854,34.90118,0.7364134
13.87724,3,4,Peer hit peer's target,-0.758219,0.2908396,-0.009874897,344.6374,61.04453,0.9500271,-0.5230281,-0.07441231,0.03763899,346.6928,56.96298,0.1489168
15.43334,3,5,Peer hit peer's target,-0.5734925,0.3003405,0.1181114,339.029,75.38174,350.8352,-0.2895983,-0.1543139,0.3693013,317.2024,35.45774,353.2938
