Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
68.68011,8,13,User missed,-0.04091455,-0.02528678,-0.558107,4.880245,350.1385,357.437,0.01180877,-0.3727427,-0.2515682,0.4933608,345.7706,4.16738
69.00223,9,13,User hit user's target,-0.03315647,-0.03813386,-0.5372508,10.64291,352.6577,356.6934,0.02874898,-0.4598196,-0.2542424,18.88582,341.9683,359.1219
70.16903,10,12,Peer hit user's target,-0.1070163,-0.05576647,-0.4960676,14.73673,293.0753,356.3093,-0.1147049,-0.4617175,-0.3099805,16.17485,295.2825,4.357175
70.33548,11,12,User hit user's target,-0.09829239,-0.05426783,-0.4809182,15.17276,307.2209,357.5623,-0.1022357,-0.4880661,-0.2568354,21.10454,313.4796,6.528277
70.56835,11,13,Peer hit peer's target,-0.08194698,-0.0488891,-0.4653437,12.92226,319.0758,358.4108,-0.0852495,-0.4650938,-0.2218578,15.13253,322.5716,2.148418
70.94722,11,14,Peer hit peer's target,-0.06717727,-0.01866244,-0.4823459,353.5478,313.0657,358.4702,-0.08779549,-0.393563,-0.248483,359.3459,311.9626,0.7170923
71.94677,11,15,Peer hit peer's target,-0.02603779,-0.0005186717,-0.5001976,340.7094,335.5915,354.9269,-0.0575598,-0.3306387,-0.2401146,347.6037,322.6344,354.387
72.72476,10,15,User missed,0.0181508,-0.004454302,-0.5073824,346.7349,19.90888,349.5993,0.2122338,-0.2715233,-0.2066408,340.6171,21.82906,350.8622
73.03607,9,16,User hit peer's target,0.03396808,-0.007089624,-0.5262057,349.8599,35.28417,348.2382,0.3277821,-0.2976052,-0.2448032,346.6861,44.24427,353.7781
73.60204,8,17,User hit peer's target,0.04215414,-0.01619642,-0.5508375,358.4247,43.42937,350.4933,0.3144918,-0.4121129,-0.2780409,6.096256,37.07833,359.1236
75.11423,7,18,User hit peer's target,-0.002721276,-0.004955368,-0.534687,349.1201,41.61821,354.6129,0.3479882,-0.3101796,-0.3035651,354.2297,48.3286,353.799
75.2364,7,19,Peer hit peer's target,0.0007973444,-0.006731521,-0.5368406,350.6426,44.60827,354.3328,0.3653519,-0.3336483,-0.317472,357.7149,51.45805,355.2291
75.2915,7,18,Peer missed,0.002030635,-0.00735499,-0.5382958,351.0378,45.49864,354.1408,0.3698195,-0.3388135,-0.3226786,358.2758,52.81193,355.7071
75.40289,7,17,Peer missed,0.001812672,-0.00689774,-0.5410929,350.8765,45.12624,354.2682,0.3601039,-0.3425708,-0.3249522,357.0657,50.36861,356.796
75.87023,8,16,Peer hit user's target,-0.03333659,0.006332413,-0.5502754,337.9861,25.05537,358.2993,0.2442126,-0.3369632,-0.2702132,351.5724,25.32489,359.5323
75.9706,7,16,User missed,-0.03277311,0.003015681,-0.5443665,341.5699,25.28117,357.9885,0.2193976,-0.3089543,-0.2814222,345.8215,20.69052,6.56944
76.01515,7,15,Peer missed,-0.0316348,0.00234851,-0.5416833,342.4622,26.22259,357.5476,0.211177,-0.2922141,-0.2934718,344.2107,20.13776,7.240097
76.24715,6,15,User missed,-0.02532014,-0.002417074,-0.5419714,347.3443,34.56476,355.4491,0.299179,-0.361212,-0.2752623,0.6276474,34.56185,3.090356
76.58055,7,15,User hit user's target,-0.004696595,-0.003706639,-0.5519962,348.907,46.65485,352.973,0.3838873,-0.3612169,-0.3126634,358.2159,52.8236,5.310031
77.31501,6,15,User missed,-0.0399398,0.01477451,-0.5878751,331.5506,31.53429,354.8392,0.2076937,-0.08954955,-0.2602043,325.9589,27.60637,1.096841
77.43653,6,14,Peer missed,-0.05454531,0.0137561,-0.5846972,331.5519,26.79091,356.4547,0.1730979,-0.09522484,-0.237629,327.851,23.98717,0.9524575
77.6255,7,14,User hit user's target,-0.06586786,0.01170552,-0.576665,333.1774,22.37371,357.3308,0.1428787,-0.1124748,-0.2057084,331.499,19.82328,1.95672
78.70277,7,13,Peer missed,-0.06061603,-0.01050256,-0.5255963,357.2007,347.5021,358.3224,-0.04105689,-0.3322941,-0.2078321,355.9541,337.5234,6.837934
80.04749,8,13,User hit user's target,-0.01078805,0.004045733,-0.5107561,344.6477,2.621205,347.5636,0.04752231,-0.1671517,-0.1302458,337.4886,1.180474,352.3982
83.36932,8,14,Peer hit peer's target,-0.02325603,0.001480152,-0.531812,345.5777,33.9141,356.3617,0.2500911,-0.1700375,-0.2547617,330.4415,37.94744,356.8506
83.46995,9,14,User hit user's target,-0.02022028,0.0009208838,-0.5318155,346.3063,36.65175,355.6701,0.2867293,-0.1619348,-0.2698908,330.8043,46.55821,354.6374
84.14736,10,14,User hit user's target,-0.01900221,0.01131994,-0.5707088,337.532,47.45092,351.1776,0.3020229,-0.09880111,-0.3333372,323.7076,49.3358,353.5042
84.96999,10,15,Peer hit peer's target,-0.03543232,-0.005408794,-0.6214351,354.145,101.4278,355.0331,0.3287498,-0.2979689,-0.7002584,348.0486,94.4361,359.3057
85.89228,11,15,User hit user's target,-0.1306284,0.002690869,-0.4690855,314.2358,162.9418,348.5872,-0.08516702,-0.01327515,-0.8165177,300.813,178.9167,332.8395
85.93898,11,16,Peer hit peer's target,-0.1283775,0.001700449,-0.4619805,313.6274,166.1699,348.0205,-0.1013316,-0.01436935,-0.8151091,301.4107,184.5411,331.1377
86.68068,11,15,Peer missed,-0.09236089,0.0009867884,-0.494648,333.8045,210.7988,347.9199,-0.313638,-0.1674951,-0.7985586,327.0685,217.7577,344.1485
89.45837,12,15,User hit user's target,-0.08286511,-0.05274753,-0.6294153,11.94235,194.1909,2.087812,-0.2563853,-0.4681367,-0.9819704,20.5649,217.9174,5.633516
90.90426,13,15,User hit user's target,-0.05143613,0.005166435,-0.5050076,324.3811,181.6839,350.2491,-0.1313952,-0.0958388,-0.8981047,320.3303,208.9455,340.8542
92.95863,13,16,Peer hit peer's target,-0.02583829,-0.02877617,-0.4869273,3.081512,38.89563,2.662598,0.2413512,-0.3539774,-0.4025744,358.0067,42.97466,359.7194
93.32566,14,16,User hit user's target,-0.03304308,-0.03462412,-0.4899186,6.980265,24.33953,0.323839,0.1136999,-0.4437452,-0.3265659,8.035134,21.71524,4.069968
93.78085,14,17,Peer hit peer's target,-0.03937327,-0.03628411,-0.4812633,7.483766,12.57233,0.5720271,0.1112836,-0.4623634,-0.291198,13.4059,13.32158,1.103404
93.79265,14,18,Peer hit peer's target,-0.04019006,-0.0364396,-0.4810957,7.482348,11.84616,0.6131036,0.1069976,-0.4619569,-0.2904229,13.29544,12.17904,0.9336689
93.95905,14,19,Peer hit peer's target,-0.05378802,-0.03649261,-0.4799401,7.27612,0.5535637,359.7621,0.04811722,-0.4562564,-0.2877912,9.592943,0.5010664,3.050561
95.71435,14,20,Peer hit peer's target,-0.1193632,-0.04832924,-0.536279,10.75253,288.678,357.9826,-0.1578802,-0.4436307,-0.4361662,8.695441,272.1815,359.7255
95.9711,15,20,User hit user's target,-0.1163848,-0.04642397,-0.5328518,9.522107,292.3322,357.8196,-0.1593474,-0.4021413,-0.4249485,2.091663,280.0866,1.353529
97.09181,15,19,Peer missed,-0.04910108,-0.07356139,-0.4915952,26.63603,7.850814,7.760479,0.1207309,-0.428148,-0.3176359,6.611475,358.566,5.641582
