Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.7210481,0,1,Peer hit peer's target,-0.006683141,-0.03353058,-0.126534,13.26453,331.1478,356.8691,-0.07693101,-0.3865502,0.1557477,342.8794,321.7846,24.97575
2.077425,0,2,Peer hit peer's target,0.002562433,-0.04261884,-0.1516984,20.86306,348.5339,357.2697,0.03518129,-0.536855,0.07844561,23.32092,345.1748,2.492631
2.288228,1,2,User hit user's target,-0.02640272,-0.04065373,-0.1563139,19.80312,334.6994,356.3822,-0.03169138,-0.5199355,0.0746463,23.6527,330.3796,3.77099
3.400387,1,3,Peer hit peer's target,-0.01205005,-0.008659683,-0.159828,3.006871,326.1441,359.0247,-0.06038055,-0.3946907,0.112656,352.9116,331.5175,2.73893
4.722737,2,2,Peer hit user's target,0.01554327,-0.0008288113,-0.2094688,357.2863,70.66396,3.203,0.3429825,-0.3542489,-0.1005421,341.6292,65.30398,357.6619
7.212196,2,3,Peer hit peer's target,0.06831386,0.007062824,-0.2451844,355.1528,71.69674,359.6226,0.4585388,-0.3242029,-0.1487449,345.4256,78.64598,359.1626
7.601182,2,2,Peer missed,0.03285182,0.02236945,-0.2626654,345.8634,85.1147,357.2987,0.4454492,-0.2181082,-0.2668889,330.6928,94.14394,357.754
8.001447,1,2,User missed,0.005845637,0.03079145,-0.2851683,340.0074,103.1512,353.2135,0.4239382,-0.1499352,-0.4306403,320.4806,125.783,349.7238
8.445835,2,2,User hit user's target,-0.00822757,0.03503818,-0.3081045,342.7702,120.7838,349.7345,0.4012364,-0.1590776,-0.5938967,341.9577,150.5943,339.4189
9.155865,2,1,Peer missed,0.01332215,0.0227611,-0.2606826,351.8388,74.37477,2.491832,0.3600732,-0.248818,-0.2705176,326.6259,74.01614,12.72691
10.09057,3,1,User hit user's target,0.02676728,0.04974167,-0.3051204,329.8548,89.93821,345.3962,0.4073202,-0.1247215,-0.3154075,316.5457,114.1773,340.7068
11.84569,4,1,User hit user's target,0.07436347,0.0200758,-0.2563945,351.263,65.12684,356.1363,0.4204586,-0.2097128,-0.1059467,334.248,67.95385,1.950367
