Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
5.311362,0,1,Peer hit peer's target,0.4084097,0.4480931,0.3511349,349.714,238.1925,6.960966,0.01574007,0.1720656,0.3472251,354.0418,248.2217,359.8026
5.78878,0,2,Peer hit peer's target,0.3226819,0.399287,0.4456159,17.70512,283.5446,358.9577,0.07506681,-0.06832851,0.6238348,31.73363,287.3347,4.202269
5.866717,1,2,User hit user's target,0.3208354,0.3943406,0.4564372,19.73806,288.8907,359.6807,0.08465236,-0.08207324,0.6575894,33.6519,293.6887,6.170236
5.866717,1,3,Peer hit peer's target,0.3208354,0.3943406,0.4564372,19.73806,288.8907,359.6807,0.08465236,-0.08207324,0.6575894,33.6519,293.6887,6.170236
6.577885,1,4,Peer hit peer's target,0.3773884,0.449276,0.4446195,348.1553,277.5934,354.2162,-0.009435281,0.3060124,0.5437114,343.4583,277.062,352.9014
6.599873,2,4,User hit user's target,0.3789309,0.4496483,0.4458469,347.787,278.4508,354.0802,-0.008744981,0.3125692,0.5508618,342.6102,277.3225,352.4419
7.867151,3,4,User hit user's target,0.340207,0.4508122,0.4373595,345.3503,241.6866,357.8234,0.01543851,0.2687276,0.3169852,346.735,236.4291,358.7648
9.000042,3,5,Peer hit peer's target,0.3795761,0.4314379,0.4276761,356.6962,179.5676,4.148022,0.2453626,0.1502837,0.1759492,358.0423,177.2116,0.6118058
10.20068,4,5,User hit user's target,0.3587903,0.4457606,0.525166,332.8401,146.35,1.619468,0.3846085,0.3617019,0.2865532,324.9574,147.5893,357.2064
11.5336,4,6,Peer hit peer's target,0.3488071,0.4474815,0.4367136,353.1647,328.7773,354.6337,0.1787757,0.2215813,0.7921061,354.0161,328.6194,354.9343
11.63348,3,6,User missed,0.3590399,0.4463101,0.43093,353.6798,336.2753,354.3621,0.2096463,0.2000655,0.8064166,359.6637,332.748,354.5191
12.03343,4,6,User hit user's target,0.3764483,0.4389729,0.4055745,356.1401,0.7291077,356.9097,0.3596807,0.1341775,0.8096525,10.42601,351.5782,358.5732
12.67793,4,7,Peer hit peer's target,0.3484181,0.4543758,0.3390542,336.6,15.64015,358.3341,0.4930288,0.2259967,0.7479407,349.4566,13.39646,0.4527642
13.43353,3,7,User missed,0.3328103,0.4567722,0.3267929,337.596,338.5887,5.53213,0.2296266,0.3524014,0.716807,335.8642,328.296,3.465842
13.63408,2,7,User missed,0.3371287,0.4593539,0.3261707,335.7197,337.4863,5.15099,0.2095045,0.3645799,0.7113949,333.8255,324.3674,5.5444
14.69896,2,8,Peer hit peer's target,0.3493484,0.4516764,0.3469526,349.7164,279.3077,5.695211,0.07012616,0.2383728,0.4644561,346.8615,272.6458,359.5292
14.71048,2,7,Peer missed,0.3505958,0.4520262,0.3484054,349.3868,279.5619,5.464594,0.07046945,0.2447779,0.4639252,345.4655,273.1956,359.6943
15.14393,3,7,User hit user's target,0.3747253,0.4508206,0.3963895,350.6951,298.9066,357.1055,0.07330938,0.206369,0.612335,354.3284,299.0209,352.5809
