Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.4661974,-1,0,User missed,-0.4549373,0.3465038,-0.02405132,18.65269,72.35512,359.6779,-0.1383223,0.004614202,0.02094792,334.2414,96.77799,4.374882
1.302681,-1,-1,Peer missed,-0.4503489,0.3800654,-0.02956683,353.6088,90.81208,358.9449,-0.1664399,0.004915066,-0.09072614,336.7171,114.4842,338.0013
2.655915,0,-2,Peer hit user's target,-0.4746063,0.387735,-0.01837768,347.5658,55.40479,1.171287,-0.2157558,0.02467898,-0.02053683,336.0503,74.76408,0.3089969
5.400283,0,-1,Peer hit peer's target,-0.5086164,0.3599662,-0.003462695,10.78518,83.11964,0.9118766,-0.3329844,-0.0499518,0.04357463,2.12455,50.89052,8.715741
6.544573,0,0,Peer hit peer's target,-0.5560037,0.3664791,-0.009443544,6.318812,101.2807,0.7790515,-0.3579427,-0.05908591,-0.06823066,0.04256745,78.9329,12.83535
8.632213,0,1,Peer hit peer's target,-0.5241315,0.3424766,0.02189551,17.43752,105.4534,2.769569,-0.3585329,-0.05584126,-0.1212485,357.0169,96.68623,12.70411
10.688,0,2,Peer hit peer's target,-0.5065781,0.3284657,0.01134481,23.76038,100.1877,2.339242,-0.3620853,-0.02468996,-0.1876982,352.6126,102.9221,14.12659
12.23318,0,3,Peer hit peer's target,-0.5099681,0.3476848,-0.0621573,18.8184,123.662,358.1912,-0.3957358,-0.08582547,-0.1504224,4.765856,97.12334,11.65882
16.2226,1,3,User hit user's target,-0.5602103,0.335427,-0.06335378,20.0258,164.6363,2.090958,-0.6165319,-0.1655579,-0.3007718,19.46882,172.0377,20.14941
17.04542,1,4,Peer hit peer's target,-0.5391698,0.3497431,-0.04367486,11.20516,165.4001,1.857757,-0.5659006,-0.09766001,-0.2918906,6.946715,158.4942,9.23425
19.4347,2,4,User hit user's target,-0.4975451,0.3468587,0.1501951,24.05297,76.02116,7.436221,-0.3773619,-0.1511688,0.02168887,37.1307,72.4038,5.610975
20.03393,2,5,Peer hit peer's target,-0.5021752,0.3405699,0.1670652,26.37565,67.88385,6.786493,-0.4323881,-0.1614989,0.05323405,36.73061,75.10064,18.12221
20.40071,2,6,Peer hit peer's target,-0.4929543,0.334261,0.1496182,29.94576,79.53589,6.633956,-0.4474322,-0.1869357,-0.02515323,38.52446,98.19861,25.92821
21.22297,1,6,User missed,-0.5052447,0.3713697,0.1253567,7.224728,89.70641,3.402354,-0.3716901,0.02155228,-0.03222243,352.4752,96.97787,12.50632
21.63538,0,6,User missed,-0.5120264,0.3797663,0.1263005,2.806493,85.96272,3.173948,-0.3815416,0.03935303,0.008131793,350.0305,82.05948,9.444834
22.10078,-1,6,User missed,-0.5368889,0.396964,0.147586,348.5802,65.55653,3.613168,-0.4003893,0.07101404,0.09632587,336.6013,70.81576,2.526175
22.43489,-1,7,Peer hit peer's target,-0.5488898,0.4034585,0.1495673,342.5729,60.29128,3.783749,-0.4204705,0.09508474,0.1210967,324.5908,61.39094,3.592475
22.46824,-1,6,Peer missed,-0.55054,0.4043384,0.1493379,341.7873,59.46192,3.784046,-0.4232157,0.09732559,0.1241953,323.7845,59.98554,3.878264
22.49162,0,6,User hit user's target,-0.5517783,0.4049633,0.1492948,341.3983,58.83774,3.850446,-0.4251395,0.09803139,0.1258025,322.9112,58.58921,4.28159
22.50163,0,5,Peer missed,-0.5522347,0.40517,0.1493185,341.2462,58.55396,3.879849,-0.4258858,0.0984107,0.1269016,322.8355,58.04809,4.503174
23.34584,-1,5,User missed,-0.5621172,0.3714163,0.2026097,8.545636,24.99718,4.022243,-0.4937333,-0.02510627,0.2285461,359.0007,29.96777,6.834829
23.77902,0,5,User hit user's target,-0.55998,0.3616609,0.2083236,15.45796,24.87422,4.308846,-0.4931611,-0.06048109,0.2183269,16.65633,25.58216,4.220145
