Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
1.215848,-1,0,User missed,0.04937554,0.03303985,-0.05742239,328.9982,268.8989,351.0343,-0.2335629,-0.3340458,-0.329974,341.1882,229.3126,9.411409
1.515914,0,0,User hit user's target,0.05271438,0.03519911,-0.05834796,328.006,270.2578,351.0162,-0.2531075,-0.3330203,-0.2211518,353.1247,271.1085,8.135188
1.771496,-1,0,User missed,0.05106348,0.03703387,-0.05876926,327.2249,271.8662,350.7272,-0.2595222,-0.3207244,-0.1949441,353.806,275.5202,7.888682
2.060135,-2,0,User missed,0.04844141,0.03755688,-0.06144161,327.0497,271.8014,350.7299,-0.2587553,-0.304796,-0.2339885,339.4925,253.6946,5.164642
2.40485,-3,0,User missed,0.05187675,0.03854545,-0.06311055,326.5611,270.4746,350.6598,-0.2485469,-0.3059928,-0.3136585,335.9034,227.1541,12.08804
3.027714,-3,-1,Peer missed,0.06014969,0.04153434,-0.06011757,325.5856,270.5557,349.8427,-0.2563495,-0.2786068,-0.268564,331.2531,243.5995,4.655962
3.439317,-4,-1,User missed,0.05852936,0.04214453,-0.05696568,325.2981,272.5508,349.6802,-0.2811469,-0.3261652,-0.2215772,2.09611,264.6091,14.49959
3.82761,-5,-1,User missed,0.05992494,0.04284266,-0.05649614,324.9596,272.4865,349.7493,-0.2641552,-0.3383857,-0.1707991,4.112453,281.8068,12.74674
4.272823,-4,-2,Peer hit user's target,0.05028085,0.04159279,-0.05698085,325.5305,271.8218,349.3123,-0.2683818,-0.3085263,-0.1139583,323.0307,281.5008,325.5183
