Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.01159166,-0.0004702322,0.01937114,-0.02512914,342.5064,0.4234988,3.633685,0.09176084,-0.4220745,0.05842064,324.136,7.744733,4.240567
0.02222162,-0.0005619079,0.01937521,-0.02515353,342.4927,0.4240695,3.649759,0.09145782,-0.4216255,0.05876822,324.8423,6.399166,4.060421
0.03372937,-0.0006668828,0.01939143,-0.02519166,342.4875,0.4162903,3.667404,0.09112669,-0.4211899,0.0589162,325.467,5.779245,4.492966
0.06113072,-0.0009131655,0.01944929,-0.02536475,342.4458,0.3237681,3.730519,0.09106188,-0.4201981,0.05987125,325.4439,6.374707,4.708646
0.06907838,-0.0009845272,0.01946348,-0.02540533,342.4366,0.3086829,3.757264,0.09120781,-0.4186028,0.06042412,324.802,7.141001,4.761128
0.07769276,-0.001048621,0.01947901,-0.02544556,342.4438,0.2947687,3.753296,0.09137139,-0.4176999,0.06112923,324.6469,7.828331,4.650826
0.08883955,-0.001149375,0.01946246,-0.02550096,342.4224,0.2726708,3.757947,0.09165901,-0.416792,0.0623604,325.1447,8.627155,4.412509
0.1004474,-0.001263924,0.019466,-0.02562124,342.4395,0.2456005,3.735206,0.09192012,-0.4164923,0.06260744,325.8167,8.705986,4.348205
0.112026,-0.001362268,0.01945193,-0.02559497,342.4298,0.2633176,3.741901,0.09202026,-0.4165386,0.06273444,326.933,8.910273,4.237444
0.1226187,-0.001469977,0.01943171,-0.02565021,342.4196,0.2616325,3.741792,0.0922684,-0.41586,0.06326316,327.9638,9.357904,3.527218
0.1336347,-0.001548979,0.01938586,-0.025791,342.3944,0.2695498,3.750366,0.09204963,-0.4158007,0.06258246,328.2532,7.816718,3.295586
0.1442655,-0.001613963,0.01938999,-0.02582246,342.4043,0.2541977,3.75941,0.09179277,-0.4158995,0.06197508,328.3517,6.386267,3.454248
0.1561464,-0.001698315,0.0193656,-0.02593037,342.3967,0.2577528,3.787061,0.0916943,-0.4156713,0.06187543,328.7973,5.813933,3.449451
0.1666077,-0.001759596,0.01936536,-0.02599215,342.3962,0.2486778,3.79332,0.09163327,-0.4154558,0.06192029,329.3106,5.729232,3.295859
0.1780512,-0.001838386,0.01936516,-0.02606764,342.3881,0.2547436,3.815449,0.09155284,-0.4154299,0.06189752,329.5539,5.749107,3.119314
0.1888899,-0.001893546,0.01935058,-0.02614639,342.3655,0.254804,3.829792,0.0914826,-0.4154604,0.06192519,329.5865,5.790733,2.950262
0.2000984,-0.001981452,0.01935447,-0.0262229,342.3699,0.2719616,3.8339,0.09140078,-0.4154775,0.06202305,329.6467,5.924744,2.828963
0.2112589,-0.00203988,0.01936248,-0.02631058,342.3782,0.2730818,3.838878,0.09120089,-0.4156189,0.06218861,329.669,6.116326,2.882867
0.2226614,-0.002115279,0.01936051,-0.02638492,342.363,0.2919406,3.845218,0.0908919,-0.4158518,0.06227431,329.5963,6.158043,3.019656
0.2338181,-0.002169115,0.0193632,-0.02644518,342.3533,0.2945497,3.848519,0.09070094,-0.4159537,0.06218059,329.2975,6.101001,3.13885
0.2447368,-0.002198659,0.01936347,-0.02658591,342.3391,0.3055574,3.863542,0.09012453,-0.4164067,0.06216703,328.955,5.949481,3.217732
0.2559243,-0.002243145,0.01937575,-0.02671141,342.3077,0.329055,3.856868,0.08974732,-0.4167026,0.0620992,328.7142,5.82718,3.306347
0.2667883,-0.002283133,0.01940667,-0.0268189,342.2915,0.3717726,3.852348,0.08941212,-0.4170036,0.06205386,328.5966,5.725946,3.425201
0.2780711,-0.0023325,0.01945149,-0.02686941,342.2971,0.3758134,3.854254,0.08919725,-0.4172517,0.06204583,328.5914,5.702201,3.456809
0.288992,-0.002354563,0.01943032,-0.02695413,342.1986,0.4184456,3.843913,0.08926089,-0.4171803,0.06205766,328.7408,5.804572,3.337829
0.2999468,-0.002422483,0.01947705,-0.02695285,342.2393,0.4023215,3.853402,0.08912083,-0.4173837,0.0620442,328.8277,5.837724,3.23511
0.3122331,-0.002474735,0.01950021,-0.02697943,342.224,0.406426,3.849285,0.08870158,-0.4180244,0.06202098,328.9935,5.760113,3.037198
0.322501,-0.002496082,0.01951328,-0.02700733,342.2134,0.4114435,3.86267,0.08850466,-0.4183472,0.06196457,329.1342,5.690748,2.889561
0.3339837,-0.002556075,0.01953279,-0.02702374,342.2078,0.4197105,3.829774,0.08829169,-0.4186818,0.06192994,329.2787,5.63291,2.816905
0.3444936,-0.002587672,0.01952862,-0.02699742,342.2008,0.4232868,3.838735,0.08801918,-0.4189786,0.0619182,329.4769,5.569266,2.887179
0.3557844,-0.002610806,0.01952233,-0.02698301,342.1963,0.4237454,3.837365,0.0878021,-0.4191928,0.06187276,329.603,5.532957,3.000477
0.366746,-0.002626371,0.01951132,-0.02697381,342.2059,0.4198214,3.808841,0.08768228,-0.419332,0.06180136,329.644,5.585964,2.983459
0.378586,-0.002654549,0.01950045,-0.02692098,342.1931,0.4196068,3.817642,0.08777723,-0.4191626,0.06174105,329.4966,5.693092,2.922212
0.3891531,-0.002665612,0.01946953,-0.02685915,342.19,0.4089763,3.805038,0.08765471,-0.4193593,0.06151908,329.3032,5.963547,2.788767
0.400334,-0.00270018,0.01945899,-0.02680674,342.2016,0.4158192,3.796415,0.08758887,-0.4194442,0.0613666,329.054,6.273415,2.785847
0.4114765,-0.002713277,0.01941504,-0.02672308,342.2007,0.413674,3.80231,0.08761868,-0.4195645,0.06130332,328.8592,6.524889,2.85432
0.4225804,-0.00272692,0.01939319,-0.02668019,342.2249,0.4110491,3.782634,0.08760561,-0.4196851,0.06117423,328.6572,6.685507,2.868018
0.433773,-0.00273029,0.0193524,-0.02660733,342.2327,0.4166975,3.806144,0.0874479,-0.4199149,0.06101938,328.4219,6.697025,2.946947
0.4446376,-0.002775304,0.01933136,-0.02653585,342.2228,0.4310093,3.800661,0.08718565,-0.4202604,0.06091223,328.2211,6.631063,3.095375
0.4557704,-0.002777145,0.01931161,-0.02648135,342.2324,0.427999,3.809095,0.08681873,-0.4208078,0.06096857,328.1009,6.451454,3.352613
0.4665634,-0.002797514,0.01928811,-0.02641456,342.2327,0.4403523,3.818948,0.08652558,-0.4213632,0.06113983,328.0538,6.31946,3.629414
0.4779514,-0.002826743,0.01926739,-0.02634557,342.2417,0.4523484,3.828,0.08634967,-0.4218788,0.06143603,327.9491,6.334949,3.97326
0.4890723,-0.002848,0.01925711,-0.02628978,342.25,0.4553136,3.835544,0.08629925,-0.4222893,0.06170619,327.6444,6.590809,4.285106
0.5002692,-0.002877236,0.01924141,-0.026225,342.2595,0.45092,3.838886,0.08630973,-0.4226072,0.0618403,326.9622,6.974892,4.541975
0.5110744,-0.002902016,0.01921978,-0.02615705,342.2709,0.4585251,3.845845,0.08616962,-0.4228612,0.0616412,325.9248,7.111463,4.811142
0.5226797,-0.002932832,0.01920746,-0.02610365,342.2756,0.4599065,3.848674,0.08598698,-0.4231512,0.06126406,324.9279,6.973192,5.176332
0.5332954,-0.002950184,0.01918778,-0.02602679,342.3047,0.4816311,3.841581,0.08572025,-0.4234231,0.06078352,324.2782,6.583262,5.81262
0.5448157,-0.002989029,0.01917646,-0.02597079,342.2993,0.4699973,3.854328,0.08542972,-0.4236694,0.0605142,323.9586,6.416722,6.395762
0.5556999,-0.003010386,0.01916766,-0.02592216,342.2971,0.4707649,3.857923,0.08516557,-0.4239202,0.06049505,323.7032,6.610531,6.800761
0.567012,-0.003033135,0.01916656,-0.02587282,342.2972,0.4677103,3.866622,0.08509484,-0.4242862,0.06077183,323.4052,7.285719,6.898329
0.578072,-0.003036406,0.01916092,-0.0258221,342.2819,0.4745921,3.877126,0.08509999,-0.4246711,0.06095968,323.001,7.901562,6.906479
0.5889671,-0.003044091,0.01916591,-0.02577312,342.2763,0.4572466,3.885098,0.08517303,-0.4251536,0.06080516,322.3103,8.477586,6.557395
0.5998576,-0.003069259,0.01917298,-0.02572935,342.2797,0.4539047,3.886469,0.08515183,-0.4257322,0.06042757,321.5814,9.025791,6.107996
0.6114919,-0.003083203,0.01917267,-0.02566701,342.2749,0.4535204,3.88782,0.08497951,-0.4263675,0.05986219,320.4753,9.871501,5.318731
