Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 11:44:38.4242975,46.48869,0,1,Peer hit peer's target,2.469455,8.808766,-1.791506
2018/07/02 - 11:44:39.4708456,47.53389,0,2,Peer hit peer's target,4.541887,3.16671,-1.328876
2018/07/02 - 11:44:41.4809920,49.54532,0,3,Peer hit peer's target,2.471054,3.134238,3.771902
2018/07/02 - 11:44:42.4257394,50.48971,0,4,Peer hit peer's target,4.078228,5.787534,2.916072
2018/07/02 - 11:44:43.9591206,52.02255,0,5,Peer hit peer's target,-2.221478,6.121491,4.422997
2018/07/02 - 11:44:45.3265169,53.38952,0,6,Peer hit peer's target,4.019112,5.972445,-2.591426
2018/07/02 - 11:44:45.6377071,53.70047,0,7,Peer hit peer's target,5.445385,6.306386,-0.9201716
2018/07/02 - 11:44:51.2128489,59.27821,0,6,Peer missed, , , 
2018/07/02 - 11:44:51.5140424,59.57874,0,5,Peer missed, , , 
2018/07/02 - 11:44:55.6599538,63.72338,0,4,Peer missed, , , 
2018/07/02 - 11:44:56.0691394,64.13436,0,3,Peer missed, , , 
2018/07/02 - 11:44:58.4055658,66.46876,0,4,Peer hit peer's target,-0.045726,4.010527,-4.9621
2018/07/02 - 11:45:01.0920533,69.15737,0,5,Peer hit peer's target,4.267791,6.681499,-1.326341
2018/07/02 - 11:45:02.5594936,70.62365,1,4,Peer hit user's target,-1.497587,6.635058,-5.207623
2018/07/02 - 11:45:03.2046055,71.26823,1,3,Peer missed, , , 
2018/07/02 - 11:45:06.0475755,74.11304,1,2,Peer missed, , , 
2018/07/02 - 11:45:06.3609479,74.42401,1,3,Peer hit peer's target,-3.315343,8.417892,0.5202079
2018/07/02 - 11:45:06.6700970,74.73524,1,4,Peer hit peer's target,0.6461613,4.111379,5.108175
2018/07/02 - 11:45:07.2047036,75.26853,1,5,Peer hit peer's target,-4.493395,3.82398,1.170676
2018/07/02 - 11:45:08.2602870,76.32413,1,6,Peer hit peer's target,-3.657715,4.524751,-2.864298
2018/07/02 - 11:45:10.4929423,78.55773,1,7,Peer hit peer's target,-3.309643,4.937508,-5.171249
2018/07/02 - 11:45:11.6515587,79.71721,1,6,Peer missed, , , 
2018/07/02 - 11:45:14.0161097,82.08043,1,7,Peer hit peer's target,-3.447608,4.241589,-2.774702
2018/07/02 - 11:45:15.9831381,84.04757,1,8,Peer hit peer's target,-3.705923,5.725569,-3.74017
2018/07/02 - 11:45:20.4259846,88.49172,1,7,Peer missed, , , 
