Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/10 - 10:42:22.1190149,45.00001,0.2138366,-0.05892197,-0.2193819,6.176971,353.9403,359.0735,0.2601735,-0.6732036,-0.02937125,0.4098637,342.2723,8.289225,0,0
2018/07/10 - 10:42:22.1279903,45.0116,0.2138257,-0.05889218,-0.2194513,6.176714,353.9294,359.0818,0.2601648,-0.6732087,-0.02938524,0.3624842,342.308,8.327913,0,0
2018/07/10 - 10:42:22.1399577,45.02249,0.2137855,-0.05886503,-0.2195108,6.166905,353.9529,359.1045,0.2601674,-0.6732105,-0.02938822,0.3462709,342.314,8.317799,0,0
2018/07/10 - 10:42:22.1509293,45.03412,0.2137555,-0.05882301,-0.2195309,6.170582,353.9533,359.0971,0.2601795,-0.6732133,-0.02938992,0.3223722,342.2996,8.275313,0,0
2018/07/10 - 10:42:22.1619002,45.04509,0.2137311,-0.0587905,-0.2195753,6.146575,353.956,359.0926,0.2601958,-0.6732146,-0.02938705,0.3118516,342.2563,8.223382,0,0
2018/07/10 - 10:42:22.1726770,45.05606,0.2136975,-0.05874687,-0.2196015,6.131509,353.9681,359.1079,0.2602003,-0.6732139,-0.02938393,0.3187843,342.2456,8.204887,0,0
2018/07/10 - 10:42:22.1836278,45.06654,0.2136368,-0.05868434,-0.2196195,6.134044,353.9869,359.1003,0.2602015,-0.6732116,-0.02937878,0.339294,342.2497,8.191052,0,0
2018/07/10 - 10:42:22.1945976,45.07844,0.2136139,-0.05865422,-0.2196386,6.130947,353.9758,359.1106,0.2602017,-0.6732073,-0.02936938,0.3789792,342.2467,8.178492,0,0
2018/07/10 - 10:42:22.2055680,45.08877,0.2135442,-0.05863537,-0.2196896,6.116654,353.9988,359.1331,0.260204,-0.6732008,-0.02935452,0.4387783,342.2217,8.160561,0,0
2018/07/10 - 10:42:22.2175372,45.09983,0.2135136,-0.05862505,-0.2196981,6.115506,353.9882,359.1059,0.260204,-0.6731887,-0.02932839,0.5494782,342.1848,8.142864,0,0
2018/07/10 - 10:42:22.2275097,45.11102,0.2134537,-0.05861238,-0.2197482,6.091437,353.9852,359.095,0.2602019,-0.6731789,-0.02930778,0.6400273,342.1777,8.127384,0,0
2018/07/10 - 10:42:22.2394771,45.12206,0.2134312,-0.05859552,-0.2197746,6.102069,353.9837,359.1111,0.2602062,-0.6731798,-0.02930824,0.6323305,342.1887,8.104091,0,0
2018/07/10 - 10:42:22.2494520,45.13315,0.2133973,-0.05859454,-0.2197933,6.096112,353.9853,359.1049,0.2602154,-0.6731839,-0.02931392,0.5955487,342.1861,8.073792,0,0
2018/07/10 - 10:42:22.2604290,45.14435,0.2133239,-0.058554,-0.2198425,6.097858,353.981,359.0909,0.2602291,-0.6731889,-0.02931984,0.5515954,342.1782,8.027434,0,0
2018/07/10 - 10:42:22.2723901,45.15486,0.2132457,-0.05851374,-0.2198747,6.09957,353.9906,359.0804,0.2602444,-0.673197,-0.02933182,0.4794799,342.1745,7.980034,0,0
2018/07/10 - 10:42:22.2823630,45.16647,0.2131908,-0.05848524,-0.2198788,6.093925,353.9849,359.0801,0.2602505,-0.6731976,-0.0293308,0.4757793,342.1881,7.945927,0,0
2018/07/10 - 10:42:22.2943523,45.17747,0.2130868,-0.05841408,-0.2199126,6.103411,353.9893,359.083,0.2602792,-0.6731995,-0.02932453,0.4645782,342.2509,7.783674,0,0
2018/07/10 - 10:42:22.3043041,45.18851,0.2130056,-0.05837131,-0.2199175,6.096359,353.9864,359.083,0.2603109,-0.6732058,-0.02932634,0.4147552,342.3019,7.624895,0,0
2018/07/10 - 10:42:22.3172691,45.19947,0.2129048,-0.05830541,-0.2199416,6.090027,353.9799,359.0819,0.2603329,-0.6732168,-0.02934182,0.3196909,342.3312,7.537811,0,0
2018/07/10 - 10:42:22.3282401,45.2108,0.2127213,-0.05816359,-0.2199808,6.091331,353.9637,359.0619,0.2603511,-0.6732259,-0.0293545,0.2428805,342.4108,7.437329,0,0
2018/07/10 - 10:42:22.3392105,45.22271,0.2125034,-0.05801561,-0.2200155,6.081613,353.9258,359.0304,0.2603645,-0.6732296,-0.02935757,0.2146782,342.5187,7.330255,0,0
2018/07/10 - 10:42:22.3511785,45.23343,0.2123351,-0.05794578,-0.2200285,6.070517,353.9012,359.0244,0.2603695,-0.6732227,-0.02934059,0.2856984,342.6818,7.20511,0,0
2018/07/10 - 10:42:22.3611522,45.24451,0.2120943,-0.05787729,-0.2200669,6.055243,353.83,359.0631,0.2603997,-0.6732265,-0.02933725,0.2630889,342.782,7.021001,0,0
2018/07/10 - 10:42:22.3731196,45.25614,0.2118913,-0.0578276,-0.2200994,6.066243,353.7961,359.0585,0.2604433,-0.6732288,-0.02932505,0.2610919,342.8715,6.7734,0,0
2018/07/10 - 10:42:22.3830936,45.26716,0.2116544,-0.0577662,-0.2201685,6.060786,353.6982,359.0507,0.2605481,-0.673237,-0.02930018,0.2342293,342.9739,6.239106,0,0
2018/07/10 - 10:42:22.3950613,45.27806,0.2114397,-0.05774817,-0.2202313,6.042648,353.6328,359.0744,0.2606237,-0.6732165,-0.02922329,0.4668695,343.0116,5.794188,0,0
2018/07/10 - 10:42:22.4050348,45.2893,0.2112675,-0.05770394,-0.2202877,6.052039,353.5778,359.0955,0.2606469,-0.6731724,-0.02911482,0.8985472,342.9773,5.568376,0,0
2018/07/10 - 10:42:22.4170025,45.29959,0.2110782,-0.05769436,-0.2202798,6.030845,353.5549,359.1155,0.2606821,-0.6731536,-0.02905638,1.10019,342.9469,5.354693,0,0
2018/07/10 - 10:42:22.4279806,45.31104,0.210883,-0.05764268,-0.2202806,6.039533,353.4899,359.1212,0.2607335,-0.6731768,-0.02908541,0.9114303,342.9781,5.156764,0,0
2018/07/10 - 10:42:22.4389439,45.32264,0.2106259,-0.05760572,-0.2202037,6.021443,353.3933,359.1441,0.2607863,-0.6731989,-0.02911052,0.7490293,343.1713,4.867792,0,0
2018/07/10 - 10:42:22.4509121,45.33308,0.2104678,-0.05759015,-0.2201504,6.028135,353.3581,359.1867,0.2608392,-0.6732036,-0.02909601,0.7771022,343.6057,4.407964,0,0
2018/07/10 - 10:42:22.4608987,45.34482,0.2102872,-0.05765281,-0.2201,6.012964,353.2812,359.2326,0.2609369,-0.6732125,-0.02906785,0.8311678,344.2191,3.649376,0,0
2018/07/10 - 10:42:22.4728533,45.35555,0.2102348,-0.05766889,-0.2200774,6.039853,353.3201,359.2382,0.2610689,-0.6732472,-0.02907832,0.6992435,344.9073,2.749805,0,0
