Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:54:23.5574334,44.98619,0.0174899,0.002725162,-0.09322503,350.5052,356.9573,4.552073,0.08757441,-0.6230219,0.001711179,352.0115,5.4331,9.054571
2018/07/02 - 10:54:23.5674063,44.99742,0.01708879,0.002685005,-0.09274919,350.457,356.9422,4.510071,0.08746687,-0.6230366,0.001700834,351.9095,5.665638,9.38275
2018/07/02 - 10:54:23.5783764,45.00851,0.01682805,0.002570599,-0.09247086,350.5283,356.9405,4.511426,0.08740915,-0.6230569,0.001677948,351.769,5.752993,9.574714
2018/07/02 - 10:54:23.5903464,45.01986,0.0164912,0.00247183,-0.09212326,350.6228,356.8886,4.486001,0.08737232,-0.6230705,0.001662719,351.6763,5.765662,9.724344
2018/07/02 - 10:54:23.6003193,45.0308,0.01576833,0.002210605,-0.09126154,350.7168,356.8692,4.395498,0.08735516,-0.6230825,0.001647534,351.5941,5.738892,9.811352
2018/07/02 - 10:54:23.6122864,45.0418,0.01529251,0.002026984,-0.09059083,350.763,356.7098,4.300154,0.08733008,-0.6231045,0.001619106,351.4429,5.725973,9.918992
2018/07/02 - 10:54:23.6222593,45.05296,0.01469626,0.001856487,-0.0900249,350.854,356.5656,4.247256,0.08727396,-0.6231474,0.001565265,351.1506,5.743177,10.1345
2018/07/02 - 10:54:23.6342270,45.06399,0.01406101,0.001624398,-0.08953438,350.9048,356.4083,4.280896,0.08716568,-0.6231874,0.001523975,350.8878,5.913396,10.48862
2018/07/02 - 10:54:23.6451980,45.0749,0.01344003,0.001415201,-0.08898845,350.936,356.2079,4.290535,0.08700088,-0.62323,0.001489542,350.6173,6.261821,10.97993
2018/07/02 - 10:54:23.6551711,45.08604,0.01277585,0.001216638,-0.08833933,351.0163,356.0116,4.379802,0.08685747,-0.6232572,0.00147643,350.4568,6.573943,11.40799
2018/07/02 - 10:54:23.6681366,45.09718,0.01199019,0.001005126,-0.0876582,351.1078,355.8817,4.400447,0.08678405,-0.6232429,0.001509931,350.5716,6.705701,11.66627
2018/07/02 - 10:54:23.6801043,45.10928,0.01054497,0.0004867835,-0.08607917,351.2112,355.5431,4.475515,0.08674172,-0.6232274,0.001539572,350.6927,6.681494,11.88674
2018/07/02 - 10:54:23.6910762,45.12178,0.009667014,0.0002709341,-0.08534684,351.3716,355.4466,4.528263,0.08684421,-0.6232018,0.001556091,350.8492,6.398235,11.62323
2018/07/02 - 10:54:23.7030447,45.13223,0.008817789,6.487174E-05,-0.08460561,351.5416,355.1409,4.481122,0.08692942,-0.6231908,0.001556409,350.9115,6.124769,11.42158
2018/07/02 - 10:54:23.7140137,45.14471,0.008080546,-0.0001508647,-0.0839093,351.6415,354.933,4.567976,0.08698658,-0.6231874,0.001551516,350.9301,5.847617,11.3449
2018/07/02 - 10:54:23.7259820,45.15543,0.007179279,-0.0002259624,-0.08326638,351.7124,354.7488,4.501763,0.08701323,-0.6231882,0.001546063,350.9252,5.650918,11.35177
2018/07/02 - 10:54:23.7369666,45.16734,0.006373375,-0.0002292318,-0.0826177,351.7403,354.5092,4.438544,0.08704992,-0.6231819,0.001549024,350.9656,5.471449,11.30615
2018/07/02 - 10:54:23.7509157,45.17933,0.005541287,-0.0003282439,-0.08198033,351.6567,354.3235,4.443433,0.08708394,-0.623183,0.00154221,350.9578,5.243238,11.30008
2018/07/02 - 10:54:23.7618864,45.19181,0.004726686,-0.0003857205,-0.08140103,351.6212,354.1802,4.453867,0.08708598,-0.6231973,0.001521806,350.8645,5.088365,11.38394
2018/07/02 - 10:54:23.7738550,45.20343,0.004044797,-0.0004454777,-0.08097281,351.6469,353.9809,4.414096,0.08707011,-0.6231988,0.001522204,350.861,5.039485,11.48715
2018/07/02 - 10:54:23.7858232,45.21492,0.00341399,-0.0004941036,-0.08056636,351.6427,353.8229,4.327618,0.08706924,-0.6231968,0.001525063,350.8789,4.941733,11.55615
2018/07/02 - 10:54:23.7967931,45.2267,0.002918508,-0.0005323556,-0.08018003,351.6316,353.6638,4.283971,0.08709373,-0.623198,0.001519602,350.8704,4.775101,11.55341
2018/07/02 - 10:54:23.8087602,45.23893,0.002396606,-0.0006040875,-0.07967483,351.6303,353.5314,4.252881,0.0871495,-0.6231906,0.001521706,350.9156,4.528614,11.46551
2018/07/02 - 10:54:23.8197312,45.25015,0.001976024,-0.0007155375,-0.07914823,351.5766,353.3608,4.218585,0.08721524,-0.6231697,0.001541735,351.0539,4.22497,11.37586
2018/07/02 - 10:54:23.8316992,45.2615,0.001527843,-0.0007401323,-0.07865983,351.5997,353.2729,4.154073,0.08728537,-0.6231521,0.001557142,351.1692,3.90423,11.27501
2018/07/02 - 10:54:23.8426702,45.27281,0.001213402,-0.00072882,-0.07821643,351.672,353.101,4.123369,0.08737194,-0.6231394,0.001564414,351.2491,3.532238,11.13031
