Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 10:54:30.1135405,51.55295,2,1,Peer hit peer's target,3.3251,8.44971,0.5250139
2018/07/02 - 10:54:33.0357201,54.4759,3,2,Peer hit peer's target,3.336664,6.105305,3.82531
2018/07/02 - 10:54:33.7908897,55.23114,4,1,Peer missed, , , 
2018/07/02 - 10:54:36.0678864,57.50856,5,0,Peer missed, , , 
2018/07/02 - 10:54:37.2680395,58.7087,5,1,Peer hit peer's target,-2.283194,2.906943,-3.167191
2018/07/02 - 10:55:13.8315936,60.02559,5,2,Peer hit peer's target,-4.00757,7.580897,-1.558383
2018/07/02 - 10:55:15.1217680,61.31601,5,3,Peer hit peer's target,-1.805684,5.609921,4.263381
2018/07/02 - 10:55:16.5893764,62.78447,5,2,Peer missed, , , 
2018/07/02 - 10:55:17.6796577,63.87382,6,1,Peer missed, , , 
2018/07/02 - 10:55:22.1481471,68.34245,6,0,Peer missed, , , 
2018/07/02 - 10:55:23.1468457,69.34164,6,1,Peer hit peer's target,-2.484768,3.376136,3.124922
2018/07/02 - 10:55:23.6245604,69.81895,6,2,Peer hit peer's target,-4.503936,6.962455,1.544614
2018/07/02 - 10:55:23.9247581,70.11938,6,3,Peer hit peer's target,1.97278,1.895452,-3.919251
2018/07/02 - 10:55:25.2690923,71.46408,6,5,Peer hit peer's target,0.4955838,1.164464,-3.513357
2018/07/02 - 10:55:25.9696973,72.16424,7,6,Peer hit peer's target,2.020062,6.588656,4.306479
2018/07/02 - 10:55:29.1588649,75.35331,9,7,Peer hit peer's target,-0.7305192,5.794172,5.20431
2018/07/02 - 10:55:29.7592912,75.95346,8,6,Peer missed, , , 
2018/07/02 - 10:55:30.3931498,76.58678,8,5,Peer missed, , , 
2018/07/02 - 10:55:30.7023231,76.89764,8,4,Peer missed, , , 
2018/07/02 - 10:55:31.0145888,77.20869,8,5,Peer hit peer's target,-4.715306,3.365613,0.9221007
2018/07/02 - 10:55:32.1375422,78.3311,8,6,Peer hit peer's target,-1.181392,1.483665,3.529037
2018/07/02 - 10:55:35.4591251,81.65296,8,7,Peer hit peer's target,-1.951758,8.077705,2.871931
2018/07/02 - 10:55:37.0819075,83.2756,8,6,Peer missed, , , 
2018/07/02 - 10:55:37.9477061,84.14227,8,5,Peer hit user's target,-5.610068,6.642254,-0.3332473
2018/07/02 - 10:55:38.6471160,84.84237,5,6,Peer hit peer's target,-5.088235,4.929068,-0.8843216
2018/07/02 - 10:55:38.9812548,85.17582,5,5,Peer missed, , , 
2018/07/02 - 10:55:39.2935271,85.48701,5,4,Peer missed, , , 
2018/07/02 - 10:55:39.7256879,85.92022,4,3,Peer missed, , , 
2018/07/02 - 10:55:40.0921614,86.28672,4,2,Peer missed, , , 
2018/07/02 - 10:55:40.4702830,86.66508,3,1,Peer missed, , , 
2018/07/02 - 10:55:41.4013225,87.59451,3,0,Peer missed, , , 
