Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.8889367,1,0,User hit user's target,-0.9057475,0.3646613,0.05060532,0.6601867,62.86538,358.7526,-0.6881803,0.09754743,0.05503563,347.641,65.24081,356.3152
1.82118,1,1,Peer hit peer's target,-0.9376236,0.3549695,0.08729484,5.940359,26.09806,359.7071,-0.8027508,0.005787455,0.122538,2.091511,24.38409,355.5696
4.584442,0,1,User missed,-0.8864346,0.3669102,0.05929533,356.5009,2.147712,354.1432,-0.7036383,0.01773289,0.1649245,2.104698,15.13137,353.6425
4.604815,0,2,Peer hit peer's target,-0.8866695,0.3667939,0.0601487,356.9056,3.785399,354.0607,-0.7004419,0.01846802,0.1638548,1.576166,17.47979,354.8859
4.916353,1,2,User hit user's target,-0.8879063,0.3627565,0.07209454,0.9177738,19.78475,354.1961,-0.6781387,-0.01017343,0.1630949,11.38826,28.68182,355.3184
6.985503,0,2,User missed,-1.093146,0.3550136,0.05380332,4.630682,106.6434,0.8800372,-0.8764875,0.006273221,-0.122084,3.638076,109.0678,3.298037
7.274334,1,2,User hit user's target,-1.137667,0.3480769,0.06632193,7.93399,107.917,1.420027,-0.9275733,-0.04987061,-0.1083697,18.74527,104.9854,1.577021
7.524459,2,1,Peer hit user's target,-1.154022,0.3477184,0.05926685,6.377004,115.9449,2.537183,-0.9595721,-0.06450575,-0.1430935,21.9407,110.979,0.3191394
7.717934,2,2,Peer hit peer's target,-1.173431,0.3553519,0.03438297,358.7098,141.484,3.116473,-1.018595,0.02764247,-0.2634451,358.6046,142.5887,3.655013
8.165117,2,3,Peer hit peer's target,-1.174093,0.3664572,0.03743919,350.5226,160.8871,3.130863,-1.16797,0.132804,-0.3096568,340.7849,169.3278,359.2307
8.415624,2,4,Peer hit peer's target,-1.152508,0.3650989,0.03510858,351.8935,153.8414,5.318743,-1.124341,0.09942884,-0.299478,345.1776,159.8499,0.8480897
11.42125,1,4,User missed,-1.096468,0.3382224,0.05717866,10.10238,72.66563,358.0049,-0.9532795,-0.06287784,0.01270335,11.77724,65.85822,359.375
11.44975,1,5,Peer hit peer's target,-1.096446,0.338194,0.05709708,10.14536,72.84609,357.9982,-0.9518729,-0.06509749,0.01125158,12.40206,66.68076,359.2489
11.82408,2,5,User hit user's target,-1.092905,0.3361588,0.051121,11.71754,78.53046,358.505,-0.9317873,-0.08841362,-0.02750044,18.37821,78.76397,0.8675374
13.90974,3,5,User hit user's target,-1.088247,0.3269311,0.04448764,17.22296,83.85099,357.2416,-0.9559999,-0.137605,-0.01290013,27.93591,74.69285,2.064877
13.95629,3,6,Peer hit peer's target,-1.088264,0.3263951,0.04438508,17.48514,84.67965,357.4348,-0.9486802,-0.1377808,-0.02388166,27.43288,78.91593,4.116808
16.50522,4,6,User hit user's target,-1.082179,0.317798,0.04329529,21.71439,85.51012,356.0538,-0.9357379,-0.143342,-0.0521384,25.88493,79.36781,1.46334
17.38966,5,6,User hit user's target,-1.135165,0.3702793,0.01238451,346.5339,121.7591,358.0249,-0.9132142,0.09415819,-0.2374769,343.0676,124.0609,0.4771604
17.97674,6,6,User hit user's target,-1.173398,0.3794077,0.003690172,339.9758,135.9312,355.7789,-1.008004,0.1707711,-0.3297281,328.6769,143.7869,355.3189
17.97674,6,7,Peer hit peer's target,-1.173398,0.3794077,0.003690172,339.9758,135.9312,355.7789,-1.008004,0.1707711,-0.3297281,328.6769,143.7869,355.3189
18.35493,6,8,Peer hit peer's target,-1.195676,0.3826206,-0.0002121795,337.7946,145.6572,355.0636,-1.083871,0.181707,-0.3659415,325.6537,155.2451,354.0312
19.24692,6,9,Peer hit peer's target,-1.194905,0.3662724,0.01383735,350.1157,163.3821,359.3371,-1.225955,0.08530302,-0.3821607,341.2027,171.2804,358.7636
22.07663,6,10,Peer hit peer's target,-1.143315,0.3448387,0.03114379,7.296475,105.3942,1.960597,-0.9641202,-0.0916595,-0.1398714,355.5085,104.2263,2.746772
23.42805,6,11,Peer hit peer's target,-1.129947,0.3416609,0.04737642,8.384307,89.0685,0.3817979,-0.9770743,-0.1580938,-0.1146218,19.72437,90.96194,7.323959
23.4902,7,11,User hit user's target,-1.130142,0.3419302,0.0449059,8.209646,90.94754,0.3592533,-0.9764521,-0.1637934,-0.1222653,21.73909,91.88963,6.151121
24.27203,6,11,User missed,-1.166131,0.3732071,0.02372255,344.4644,101.0443,357.3806,-0.9749295,0.06602391,-0.1510424,338.2171,99.47859,358.2774
24.90673,6,12,Peer hit peer's target,-1.171157,0.36903,0.004753921,348.1098,118.7903,354.8654,-0.9793615,0.004152817,-0.2522335,350.5007,124.8174,353.926
24.97665,5,12,User missed,-1.173506,0.3680214,0.001138808,349.0034,122.2356,354.549,-0.9877632,-0.005400602,-0.2754748,352.8871,128.6953,352.233
25.0664,5,11,Peer missed,-1.176572,0.3673054,-0.002563491,349.6378,125.7322,354.5027,-1.002359,-0.01260849,-0.2997436,353.459,133.935,352.1627
25.33146,4,11,User missed,-1.186113,0.366522,-0.01211054,350.4052,135.105,354.1143,-1.047245,-0.01855533,-0.357153,353.3525,146.264,351.0703
25.59976,3,11,User missed,-1.193827,0.3668511,-0.01741019,350.3776,141.5879,354.3521,-1.084075,-0.0006122616,-0.3854649,347.534,155.6727,351.1576
25.8662,4,11,User hit user's target,-1.207858,0.3690748,-0.01677057,348.3965,152.5374,354.6123,-1.136572,0.02573698,-0.4147906,341.1412,171.17,346.1897
26.86909,5,11,User hit user's target,-1.152185,0.3351151,0.002312748,12.99913,130.6832,1.307849,-1.126352,-0.1968975,-0.2852396,30.73505,134.7831,6.613072
27.20323,6,10,Peer hit user's target,-1.162902,0.3330484,-0.01748266,13.89121,140.0819,0.7223905,-1.14216,-0.1801705,-0.3209558,22.12706,144.4776,8.343304
27.36059,7,10,User hit user's target,-1.169368,0.3337433,-0.02464792,13.16571,145.388,0.7315517,-1.160231,-0.1778814,-0.3480733,18.70375,153.3902,9.43877
30.51417,7,11,Peer hit peer's target,-1.08496,0.470644,0.07385577,347.6275,126.9529,33.16615,-1.042104,-0.1338992,-0.1956445,14.16823,123.8896,7.174025
31.95397,7,12,Peer hit peer's target,-0.7474375,0.2700793,0.2670433,43.96885,68.14069,43.92804,-0.7270892,-0.1268844,-0.0289497,11.33551,83.44369,1.715069
38.28425,7,11,Peer missed,-0.2101373,-0.02471803,-0.02139117,355.3445,8.649112,359.9497,-0.1050853,-0.105104,-0.241814,324.2238,119.8117,92.57412
