Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
0.005688603,0,0,0,0,0,0,0.1786466,-0.1050275,-0.06805998,330.705,205.2132,359.2638
0.0134582,0,0,0,0,0,0,0.1791394,-0.1051729,-0.06810272,329.9051,206.811,359.8683
0.01760142,0,0,0,0,0,0,0.1793529,-0.105235,-0.06812906,329.5746,207.5592,0.08142341
0.02253567,0,0,0,0,0,0,0.1795641,-0.1053001,-0.06815695,329.2366,208.3309,0.2587546
0.04602623,0,0,0,0,0,0,0.179769,-0.1054542,-0.06812893,328.5614,209.5772,359.8267
0.05063707,0,0,0,0,0,0,0.1797368,-0.1054498,-0.06812014,328.6179,209.6746,359.5863
0.05788529,0,0,0,0,0,0,0.1797161,-0.105444,-0.06811643,328.6721,209.7688,359.4064
0.06474153,0,0,0,0,0,0,0.1796505,-0.1054005,-0.06812131,328.948,209.9651,358.9708
0.0718478,0,0,0,0,0,0,0.1795838,-0.105334,-0.06814145,329.3352,210.172,358.5566
0.07868414,0,0,0,0,0,0,0.1794982,-0.1052219,-0.06818635,329.9508,210.379,358.1266
0.0856149,0,0,0,0,0,0,0.1793973,-0.1050893,-0.06824202,330.6617,210.4743,357.7678
0.09282614,0,0,0,0,0,0,0.1792728,-0.1049355,-0.06830757,331.4611,210.3573,357.5371
0.1007021,0,0,0,0,0,0,0.1791363,-0.1047637,-0.06838626,332.353,210.1794,357.3427
0.1077415,0,0,0,0,0,0,0.1790216,-0.1045851,-0.06848158,333.2759,210.0566,357.2191
0.1120566,0,0,0,0,0,0,0.1789141,-0.1044587,-0.06854402,333.9253,209.7831,357.1815
0.1165863,0,0,0,0,0,0,0.1788589,-0.1044087,-0.06856574,334.1691,209.5325,357.2358
0.1208385,0,0,0,0,0,0,0.1788219,-0.1043771,-0.06857916,334.2945,209.2062,357.4106
0.1262458,0,0,0,0,0,0,0.1787956,-0.10435,-0.06859246,334.3965,208.9189,357.5917
0.1317353,0,0,0,0,0,0,0.1787689,-0.1043154,-0.06861153,334.505,208.4636,357.9329
0.1357294,0,0,0,0,0,0,0.1787641,-0.1042992,-0.06862279,334.5397,208.1926,358.1799
0.1397731,0,0,0,0,0,0,0.1787731,-0.1042848,-0.06863663,334.5555,207.9256,358.4835
0.1445973,0,0,0,0,0,0,0.1787986,-0.1042754,-0.06865145,334.5432,207.7083,358.8113
0.149434,0,0,0,0,0,0,0.1788598,-0.104271,-0.06867292,334.4832,207.5199,359.2721
0.1549226,0,0,0,0,0,0,0.1789567,-0.1042734,-0.06870038,334.3746,207.3834,359.8428
0.1607568,0,0,0,0,0,0,0.1790592,-0.1042816,-0.06872596,334.2504,207.326,0.3611268
0.1666366,0,0,0,0,0,0,0.1792557,-0.1043078,-0.06876963,334.0018,207.4325,1.149127
0.1735182,0,0,0,0,0,0,0.1793457,-0.1043209,-0.06879004,333.889,207.5018,1.491421
0.1774918,0,0,0,0,0,0,0.1796245,-0.104367,-0.06885403,333.5419,207.8712,2.412416
0.1843893,0,0,0,0,0,0,0.1797763,-0.1043944,-0.06889036,333.3521,208.1108,2.879981
0.1914842,0,0,0,0,0,0,0.1800867,-0.1044537,-0.06896939,332.9607,208.5966,3.844297
0.1957057,0,0,0,0,0,0,0.1804733,-0.1045268,-0.06908254,332.4985,209.1553,5.109762
0.2033945,0,0,0,0,0,0,0.1806712,-0.1045628,-0.06914771,332.2794,209.4375,5.773363
0.2103639,0,0,0,0,0,0,0.1812185,-0.1046585,-0.06935396,331.7342,210.1818,7.689406
