Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/11 - 02:47:15.5646509,2.86509,0, ,User hit peer's target,-4.649502,5.186891,2.06284
2018/07/11 - 02:47:16.0513714,3.353101,1, ,User hit user's target,-3.519593,7.289096,3.20994
2018/07/11 - 02:47:18.5090467,5.810299,2, ,User hit user's target,-1.938938,6.383992,4.36188
2018/07/11 - 02:47:19.6077956,6.909749,3, ,User hit user's target,0.4299535,6.514874,5.15484
2018/07/11 - 02:47:22.2542398,9.555498,4, ,User hit user's target,-1.065913,6.569445,5.300707
2018/07/11 - 02:47:23.6968723,10.99946,3, ,User missed, , , 
2018/07/11 - 02:47:24.0382813,11.34031,4, ,User hit user's target,-3.867807,4.619884,3.537032
2018/07/11 - 02:47:26.8193745,14.12157,5, ,User hit user's target,-0.9063619,4.31665,4.452593
2018/07/11 - 02:47:27.2522163,14.55369,4, ,User missed, , , 
2018/07/11 - 02:47:27.5175044,14.82044,5, ,User hit user's target,-4.058486,6.515557,1.935668
2018/07/11 - 02:47:28.5563122,15.85874,6, ,User hit user's target,-3.478054,3.820831,3.965691
2018/07/11 - 02:47:30.8535633,18.15522,7, ,User hit user's target,3.684015,3.113001,2.380734
2018/07/11 - 02:47:31.3971090,18.69921,8, ,User hit user's target,0.3109668,3.03276,4.55348
2018/07/11 - 02:47:32.0623279,19.36515,9, ,User hit user's target,-0.6255608,3.01745,5.42533
2018/07/11 - 02:47:32.1261579,19.42836,8, ,User missed, , , 
