Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
15.27686,-4,1,User missed,-0.1658546,0.5113713,-0.247719,19.0873,314.4236,2.034403,-0.09169276,0.06256894,-0.09961869,15.06334,306.8674,16.52762
15.75485,-5,1,User missed,-0.1191434,0.531335,-0.2522328,8.119077,332.6121,2.319575,-0.02699892,0.1082157,-0.07523473,355.5864,334.0263,14.14981
16.32515,-4,1,User hit user's target,-0.07841324,0.5582618,-0.2674308,344.9937,347.4701,0.7463083,0.02131968,0.199291,-0.0896166,328.0723,346.3239,6.891677
17.54496,-4,0,Peer missed,0.05084315,0.5114611,-0.2670756,14.21401,75.99589,358.3944,0.2832159,0.05376481,-0.340676,12.49092,83.29844,15.77606
17.82406,-3,0,User hit user's target,0.06961384,0.5064322,-0.2944325,16.82339,93.11564,0.3746921,0.2850911,0.02228587,-0.4562635,19.64199,103.1227,20.16923
19.06551,-3,1,Peer hit peer's target,0.0414832,0.537467,-0.2509919,358.8884,63.78578,0.5903174,0.2927295,0.1229182,-0.3025294,355.5476,70.98624,13.79289
20.00106,-4,1,User missed,0.05781864,0.5055099,-0.226325,16.53094,69.36945,4.429802,0.2857356,-0.01333826,-0.336457,23.1019,76.57162,26.21268
20.88962,-5,1,User missed,0.0426366,0.4995844,-0.2211834,22.14592,43.5645,1.268335,0.1870281,0.02901286,-0.2048709,24.30874,27.98988,7.790144
22.45726,-5,0,Peer missed,0.07049763,0.4821956,-0.217005,27.44993,66.81522,4.69868,0.2781562,-0.04560637,-0.3651043,37.09181,84.29417,30.27094
22.46858,-6,0,User missed,0.07125387,0.4821042,-0.2171119,27.51038,66.96506,4.599361,0.278526,-0.04587823,-0.3676286,36.44907,85.20623,31.08229
23.42316,-5,0,User hit user's target,0.08041227,0.488765,-0.3049281,19.39209,129.3037,11.09079,0.1899026,0.06808586,-0.6801836,6.737273,149.1361,31.69133
24.64494,-5,1,Peer hit peer's target,0.03833369,0.5142513,-0.2178619,12.28852,52.06903,3.95779,0.2543034,0.1328957,-0.191488,356.8325,44.0152,10.54932
26.84587,-5,0,Peer missed,0.04596165,0.5535896,-0.262006,338.6836,55.47127,353.8005,0.2931104,0.2272497,-0.1890218,345.6082,58.05211,4.718842
27.24567,-6,0,User missed,0.1063952,0.5010776,-0.2262739,7.974109,62.32714,359.6656,0.3024026,0.08640992,-0.23535,10.01669,65.50972,12.44512
27.69021,-6,-1,Peer missed,0.1643149,0.4510685,-0.2286054,20.84198,73.10733,1.421015,0.3377638,-0.006987755,-0.3484779,22.42364,88.91198,20.96851
28.03399,-5,-1,User hit user's target,0.1689554,0.4336163,-0.2459756,34.26545,82.02361,6.086625,0.2835091,-0.115531,-0.4194318,39.94495,103.2617,27.09887
30.2348,-4,-1,User hit user's target,-0.02271681,0.5454147,-0.241641,344.843,28.08021,4.184527,0.1195775,0.2336511,-0.1514753,334.3244,6.759819,16.3739
30.52332,-4,0,Peer hit peer's target,-0.03712433,0.5464381,-0.2347741,343.8793,18.00188,4.80605,0.08682732,0.2254727,-0.1346147,331.199,355.7184,16.22138
31.26762,-4,1,Peer hit peer's target,0.007030627,0.5263305,-0.2253885,2.428211,43.30144,0.497357,0.2056554,0.1464934,-0.1626088,350.9598,39.93145,11.22485
31.55715,-4,2,Peer hit peer's target,0.02481646,0.5145338,-0.218206,9.681816,51.17627,0.7498596,0.2339784,0.07820583,-0.2098665,6.335836,53.43776,13.5858
32.52317,-5,2,User missed,0.08370633,0.5009703,-0.2651154,14.82933,92.73033,5.087135,0.3051451,0.05199501,-0.4717478,6.736177,107.5656,22.46358
32.5339,-5,1,Peer missed,0.08385047,0.5010155,-0.2661966,14.84809,93.13777,5.084972,0.3042124,0.05001413,-0.4759625,7.661397,108.8317,22.55846
32.74586,-4,1,User hit user's target,0.089582,0.4949642,-0.2855956,18.22527,102.5788,5.392977,0.2599352,-0.008184536,-0.5602763,15.52822,125.6849,27.75205
34.3016,-4,2,Peer hit peer's target,0.02057038,0.5278295,-0.196472,3.750891,24.86523,0.2497496,0.1752424,0.1602015,-0.1044462,345.6346,16.92421,12.26353
36.41203,-4,1,Peer missed,-0.0734154,0.522111,-0.1957078,7.116052,341.9455,2.035848,-0.005035148,0.1168612,-0.09194872,12.51429,330.1098,18.41821
36.94594,-4,0,Peer missed,-0.06638002,0.4862365,-0.1641017,27.14148,350.7683,0.434489,0.06318255,0.02149392,-0.103546,36.01489,348.578,25.05806
37.70139,-5,0,User missed,-0.02357742,0.5005232,-0.1880947,21.61421,14.97215,0.6941565,0.1561176,0.1351021,-0.1058913,1.768767,17.23978,20.79126
38.1567,-4,0,User hit user's target,-0.001773918,0.5009005,-0.2051333,20.80274,33.71492,2.918784,0.2447424,0.1310151,-0.1847204,0.05928862,43.26644,20.16562
38.56836,-3,0,User hit user's target,0.02371222,0.505529,-0.2217232,17.98996,53.5452,3.210774,0.2858035,0.1365307,-0.2553583,356.8836,65.53374,15.62547
39.40163,-4,0,User missed,0.02748232,0.4972853,-0.2027991,23.21416,42.30322,1.890809,0.1894949,0.09572253,-0.1663668,9.230119,31.54018,7.939081
39.57831,-4,-1,Peer missed,0.01718531,0.505151,-0.2067169,19.64807,40.18529,1.536229,0.192766,0.1242374,-0.1422688,7.244977,29.01129,6.867849
40.16834,-3,-1,User hit user's target,-0.003501955,0.5241161,-0.2197365,8.772161,36.79406,0.3281489,0.1780914,0.1806544,-0.1569922,347.5711,27.32426,8.187177
41.22331,-2,-1,User hit user's target,-0.004227277,0.5149176,-0.2251292,13.08208,35.41004,0.7085098,0.2299324,0.006033771,-0.1913107,22.51654,44.07248,18.80239
41.37996,-2,0,Peer hit peer's target,0.001250418,0.5139345,-0.2260172,13.84311,37.16595,0.8147107,0.2447872,0.02319206,-0.2017643,14.41505,49.55914,20.98561
42.0356,-3,0,User missed,0.01050063,0.5152085,-0.2351888,13.38641,40.08443,0.3543079,0.2145964,0.1165651,-0.1860714,346.1471,41.02391,12.45308
42.20281,-3,1,Peer hit peer's target,0.006687925,0.5173708,-0.2368315,12.08317,37.97604,359.9469,0.2051458,0.1246539,-0.1705967,350.3266,39.54553,10.90565
42.39064,-4,1,User missed,0.002322435,0.5180867,-0.2360312,11.91748,35.35973,0.01571432,0.1879288,0.1307375,-0.1644408,345.3897,34.29734,10.51108
43.41353,-5,1,User missed,-0.003161435,0.5112714,-0.2209204,14.61911,27.88201,1.375322,0.1625487,0.06762091,-0.1550395,6.830649,25.13078,9.466316
43.81432,-4,1,User hit user's target,-0.01242402,0.5147421,-0.2200428,13.49199,23.79683,1.183252,0.1297591,0.0903165,-0.1393796,356.8135,12.81189,10.96026
44.53505,-4,2,Peer hit peer's target,-0.02009946,0.5224536,-0.2332262,9.179475,20.05097,0.9540752,0.1761248,0.09094508,-0.1340399,1.756134,30.95241,8.740969
44.66846,-3,2,User hit user's target,-0.01227647,0.5183905,-0.2332217,11.5693,25.06534,1.258754,0.2118884,0.07444578,-0.1561854,5.671482,36.53051,10.45249
45.09069,-2,2,User hit user's target,0.006937119,0.5140514,-0.2391526,14.13953,37.73661,1.053499,0.2453555,0.0656065,-0.2174828,9.091072,51.82624,14.47987
46.65717,-1,2,User hit user's target,-0.02997569,0.5291714,-0.2491987,3.853368,14.20095,359.0192,0.06775776,0.1983083,-0.1138366,338.5402,2.472519,8.997126
47.37869,0,1,Peer hit user's target,-0.02372034,0.5218405,-0.2233711,10.70268,14.58641,358.8532,0.1129248,0.09449521,-0.128296,7.835854,14.71411,5.308139
47.49103,-1,1,User missed,-0.02101541,0.5218598,-0.2230463,10.70024,15.21733,358.5189,0.1180907,0.1142101,-0.1296774,358.4011,15.33379,3.926391
47.50184,-1,2,Peer hit peer's target,-0.0207461,0.5219285,-0.2231916,10.59112,15.35004,358.5149,0.1175697,0.1165498,-0.130297,357.0625,14.78252,3.903667
47.89045,-2,2,User missed,-0.01843324,0.5236561,-0.2267545,8.748176,14.07104,357.5458,0.0780879,0.1234029,-0.1340526,353.3171,358.1745,6.127632
48.57921,-3,2,User missed,-0.01600902,0.5135747,-0.2157265,14.1175,8.482718,358.2215,0.1328503,0.002152275,-0.1045416,24.35398,17.59168,12.86164
48.63559,-3,3,Peer hit peer's target,-0.01251246,0.5120233,-0.2145718,14.97517,10.6048,358.5832,0.1475486,0.000701343,-0.1078642,24.67952,21.64097,11.59293
49.07886,-2,3,User hit user's target,0.01323739,0.5115553,-0.2192153,15.88148,28.53381,359.7725,0.2073165,0.02068891,-0.1421962,13.96069,40.26196,10.5318
49.85754,-2,2,Peer missed,-0.02445348,0.5177349,-0.2262939,13.28343,17.93234,0.5046394,0.07262911,0.1033814,-0.1356683,5.231449,359.9471,9.416202
50.02475,-1,2,User hit user's target,-0.03866206,0.5151055,-0.2239507,14.90483,11.09054,1.368202,0.03759231,0.08629952,-0.1174959,8.763245,355.3681,14.23311
51.48923,-2,2,User missed,0.03516245,0.5215122,-0.2384477,9.172284,75.66384,2.988264,0.3130428,0.09728546,-0.3688862,358.614,96.87135,7.10985
51.76668,-3,2,User missed,0.03759453,0.5287903,-0.2383675,4.290448,81.57098,3.32445,0.3001698,0.1802016,-0.3405282,338.1488,91.94228,2.354146
52.32325,-2,2,User hit user's target,0.01643242,0.531064,-0.2156312,2.971441,59.85435,4.273954,0.2390339,0.1442159,-0.2015112,351.6524,49.54208,9.533613
52.87997,-2,3,Peer hit peer's target,0.01140812,0.523826,-0.2114693,7.354659,47.17053,3.976742,0.260081,0.09982528,-0.1819153,5.384408,53.23057,5.822963
52.89007,-2,2,Peer missed,0.01166011,0.5237077,-0.2116611,7.419148,47.32806,4.003395,0.2616454,0.0988095,-0.1837808,5.567321,53.64016,5.815089
53.26809,-1,2,User hit user's target,0.01551703,0.5290916,-0.2312925,4.136806,57.207,3.482229,0.2952768,0.1822941,-0.2498574,336.5159,74.14703,2.088358
55.13554,-1,3,Peer hit peer's target,-0.02745559,0.5239838,-0.2299706,8.505807,21.70356,3.759873,0.1237623,0.08869122,-0.1486485,5.717366,11.18859,13.10918
58.61224,-1,4,Peer hit peer's target,-0.1289712,0.6709033,-0.2092476,17.54175,17.88575,37.0958,0.1169452,0.5488597,-0.2109189,308.6009,81.0742,302.2898
