Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 11:03:33.9536681,3.789629,1, ,User hit user's target,-3.812183,9.21983,1.114566
2018/07/10 - 11:03:35.3752239,5.212914,0, ,User missed, , , 
2018/07/10 - 11:03:35.6744240,5.512702,0, ,User missed, , , 
2018/07/10 - 11:03:36.0205644,5.857449,1, ,User hit user's target,-3.868327,9.036248,3.011158
2018/07/10 - 11:03:36.8414605,6.678298,2, ,User hit user's target,2.466215,3.090558,5.393013
2018/07/10 - 11:03:38.0430921,7.879583,3, ,User hit user's target,-3.991458,7.324802,-1.574161
2018/07/10 - 11:03:39.1077541,8.945999,2, ,User missed, , , 
2018/07/10 - 11:03:39.4418603,9.278788,3, ,User hit user's target,0.6078228,7.834683,4.256477
2018/07/10 - 11:03:42.1276572,11.96538,4, ,User hit user's target,-3.339175,3.809458,-3.153974
2018/07/10 - 11:03:43.5076276,13.34421,5, ,User hit user's target,-2.152934,3.360832,3.787752
2018/07/10 - 11:03:46.3201895,16.1571,6, ,User hit user's target,2.600919,7.932859,2.62008
2018/07/10 - 11:03:46.8085227,16.64605,7, ,User hit user's target,1.880186,6.939197,4.577513
2018/07/10 - 11:03:47.5875435,17.42406,8, ,User hit user's target,-0.07372954,8.047352,4.206689
2018/07/10 - 11:03:48.1865797,18.02371,9, ,User hit user's target,4.144139,5.071599,2.7966
2018/07/10 - 11:03:49.1086905,18.94637,10, ,User hit user's target,-0.74376,8.367425,2.299641
2018/07/10 - 11:03:49.7311759,19.56859,11, ,User hit user's target,-4.573756,5.473259,2.147653
2018/07/10 - 11:03:51.2085999,21.04596,10, ,User missed, , , 
2018/07/10 - 11:03:51.5746193,21.41259,9, ,User missed, , , 
2018/07/10 - 11:03:51.9526740,21.79029,10, ,User hit user's target,-5.063618,5.774139,-0.5319329
2018/07/10 - 11:03:53.4755871,23.31296,11, ,User hit user's target,1.799412,6.785434,4.942904
2018/07/10 - 11:03:58.1651062,28.00221,12, ,User hit user's target,0.8992249,3.353059,4.504817
2018/07/10 - 11:03:58.9982922,28.83529,13, ,User hit user's target,1.272343,3.045928,3.801894
2018/07/10 - 11:03:59.6206917,29.45746,14, ,User hit user's target,1.705113,3.455178,4.21831
2018/07/10 - 11:04:00.8536244,30.69086,15, ,User hit user's target,1.754908,4.579568,4.111407
2018/07/10 - 11:04:03.2759041,33.11349,16, ,User hit user's target,-3.820315,3.171727,1.931748
2018/07/10 - 11:04:06.1428877,35.97961,15, ,User missed, , , 
2018/07/10 - 11:04:06.7979320,36.6355,16, ,User hit user's target,3.020175,8.546971,-0.818828
2018/07/10 - 11:04:07.3305333,37.16875,17, ,User hit user's target,4.086046,6.958339,0.763664
2018/07/10 - 11:04:08.6881854,38.52508,18, ,User hit user's target,0.7507954,8.920814,3.394273
2018/07/10 - 11:04:09.8210109,39.65801,19, ,User hit user's target,0.1071345,2.731078,4.571818
2018/07/10 - 11:04:14.5877520,44.4251,20, ,User hit user's target,-0.7696255,4.439891,4.617923
