Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 04:01:23.495014,240.0126,1.1364,0.3336673,-0.682831,349.2333,4.180431,359.2855,1.217618,0.05033722,-0.426511,340.735,354.3017,3.335037
2018/06/21 - 04:01:23.504986,240.0238,1.137183,0.3336033,-0.6830136,349.3387,4.089282,359.2531,1.215815,0.04768689,-0.424555,341.4708,354.2632,3.77321
2018/06/21 - 04:01:23.517951,240.0358,1.137764,0.3335469,-0.6831168,349.4184,3.980738,359.1485,1.214557,0.04559403,-0.4227917,341.9353,354.6546,3.414298
2018/06/21 - 04:01:23.528923,240.0473,1.138366,0.3334015,-0.6831165,349.4117,3.940477,359.132,1.213572,0.04369067,-0.4212153,342.2609,355.2258,2.833225
2018/06/21 - 04:01:23.537918,240.0567,1.138996,0.3333367,-0.6832027,349.4319,3.812719,359.0227,1.21261,0.04186208,-0.4196942,342.7832,355.4981,2.432503
2018/06/21 - 04:01:23.548870,240.0674,1.139555,0.3332414,-0.6832289,349.4118,3.711888,359.001,1.211494,0.04010192,-0.4182324,343.4264,355.6235,1.930371
2018/06/21 - 04:01:23.559862,240.0786,1.139943,0.3333311,-0.6832721,349.4591,3.628933,358.9466,1.211018,0.03848666,-0.4170409,344.2363,355.503,1.121265
2018/06/21 - 04:01:23.571809,240.0902,1.140404,0.3333604,-0.6832259,349.3947,3.483277,358.9059,1.209984,0.03685532,-0.4158984,345.0213,355.2378,0.687712
2018/06/21 - 04:01:23.581782,240.1012,1.140735,0.3334225,-0.6831746,349.3843,3.363307,358.8793,1.209121,0.03529265,-0.4153034,345.6269,354.8066,0.4138696
2018/06/21 - 04:01:23.593748,240.1117,1.141116,0.3334859,-0.6830438,349.3373,3.228179,358.86,1.208085,0.03378229,-0.4147803,346.1646,354.434,0.02351883
2018/06/21 - 04:01:23.603723,240.1225,1.141446,0.333595,-0.6829342,349.3438,3.082524,358.8458,1.207264,0.03257544,-0.414663,346.5838,353.7607,359.6061
2018/06/21 - 04:01:23.616687,240.1347,1.14165,0.3337675,-0.6827623,349.3288,2.945762,358.765,1.206327,0.03147324,-0.4145656,346.836,353.1981,359.0074
2018/06/21 - 04:01:23.626660,240.1448,1.141908,0.3339582,-0.6826591,349.3991,2.828302,358.7481,1.205391,0.03047102,-0.4148816,346.9923,352.1876,358.2613
2018/06/21 - 04:01:23.637649,240.1563,1.142446,0.3339773,-0.6825578,349.3571,2.725817,358.7004,1.204345,0.02915532,-0.4152971,347.2028,351.0308,357.7696
2018/06/21 - 04:01:23.649599,240.1674,1.142742,0.3340427,-0.6824626,349.3974,2.623927,358.6706,1.203581,0.02792469,-0.4155133,347.5925,350.4662,357.5769
2018/06/21 - 04:01:23.660570,240.1793,1.143226,0.3340576,-0.6823484,349.4107,2.519059,358.6654,1.202714,0.02701215,-0.4155926,347.7245,350.4685,357.3921
2018/06/21 - 04:01:23.672542,240.19,1.143693,0.3340831,-0.6822108,349.4156,2.392987,358.6687,1.201875,0.02607173,-0.415793,347.6984,350.3629,357.3526
2018/06/21 - 04:01:23.682512,240.2012,1.144092,0.3341511,-0.6820977,349.4804,2.230268,358.6628,1.200749,0.02519821,-0.4160901,347.5391,350.2269,357.6851
2018/06/21 - 04:01:23.694480,240.2117,1.14456,0.3340973,-0.6818757,349.4748,2.077201,358.6499,1.199599,0.02437022,-0.4163641,347.3845,350.1198,358.058
2018/06/21 - 04:01:23.703456,240.2224,1.144832,0.3341068,-0.6816761,349.5555,1.924874,358.5778,1.198559,0.02360423,-0.4166525,347.2412,350.0793,358.3412
2018/06/21 - 04:01:23.716420,240.2345,1.145188,0.334011,-0.6813784,349.5811,1.799635,358.5912,1.197648,0.02287296,-0.4169188,347.1717,349.9347,358.4235
2018/06/21 - 04:01:23.727392,240.2455,1.145399,0.333977,-0.6810953,349.6797,1.639685,358.5584,1.196967,0.02216927,-0.417091,347.1767,349.8031,358.3584
2018/06/21 - 04:01:23.737364,240.2562,1.145623,0.3338857,-0.6807643,349.802,1.462285,358.5943,1.1961,0.02149452,-0.4171631,347.2877,349.7859,358.2469
2018/06/21 - 04:01:23.750332,240.2682,1.145679,0.3337536,-0.6804278,349.9472,1.242481,358.608,1.195294,0.0208686,-0.4171729,347.5491,349.7331,358.0565
2018/06/21 - 04:01:23.760303,240.2787,1.145775,0.3335766,-0.6800651,350.0778,0.991431,358.6651,1.194836,0.02037929,-0.4172814,347.8904,349.5711,357.6227
2018/06/21 - 04:01:23.772272,240.2899,1.145823,0.3334534,-0.6796702,350.2992,0.7468513,358.6738,1.194303,0.01989498,-0.417478,348.1013,349.3726,357.1777
2018/06/21 - 04:01:23.782267,240.3013,1.145683,0.3332894,-0.6791978,350.4613,0.490675,358.7419,1.193679,0.01944152,-0.4177288,348.2607,349.1544,356.6954
2018/06/21 - 04:01:23.794213,240.3128,1.145353,0.3332141,-0.6787047,350.6781,0.1928152,358.8353,1.192984,0.01895286,-0.417996,348.3898,348.9499,356.3166
2018/06/21 - 04:01:23.807178,240.3255,1.145075,0.3329798,-0.6781577,350.8629,359.9345,358.9081,1.192211,0.01843884,-0.4183971,348.5072,348.6867,356.0968
2018/06/21 - 04:01:23.816154,240.3344,1.144826,0.3327796,-0.6776545,351.0403,359.6812,358.953,1.191191,0.01792108,-0.4188178,348.5929,348.3934,355.9419
2018/06/21 - 04:01:23.830116,240.3483,1.144795,0.3326075,-0.6772366,351.1635,359.3837,358.9959,1.190065,0.01738414,-0.4193475,348.5774,348.0558,355.8523
2018/06/21 - 04:01:23.840090,240.3592,1.144838,0.3324736,-0.6768491,351.2528,359.1502,359.0871,1.188691,0.01680782,-0.4200104,348.4482,347.7022,355.9028
2018/06/21 - 04:01:23.850066,240.3684,1.14475,0.3323528,-0.6764771,351.2967,358.8773,359.0902,1.187238,0.01610318,-0.4207021,348.3118,347.3307,356.0859
2018/06/21 - 04:01:23.860037,240.3793,1.144544,0.3323954,-0.6761281,351.3755,358.6247,359.169,1.185693,0.01540409,-0.421317,348.2985,346.9129,356.3622
2018/06/21 - 04:01:23.872026,240.3894,1.144025,0.3324386,-0.6756928,351.3844,358.3562,359.1494,1.184205,0.01477663,-0.4219338,348.3459,346.4532,356.6494
2018/06/21 - 04:01:23.881979,240.4005,1.143794,0.3323507,-0.6752908,351.3358,358.0264,359.236,1.182779,0.0142238,-0.4225557,348.3402,345.9942,356.8365
2018/06/21 - 04:01:23.892949,240.4113,1.143487,0.3324058,-0.6750054,351.4063,357.7844,359.2028,1.181391,0.01369159,-0.4231405,348.2461,345.6013,356.94
2018/06/21 - 04:01:23.903920,240.4231,1.14326,0.3323565,-0.6747236,351.3462,357.4707,359.1839,1.180139,0.01314983,-0.4236264,348.1295,345.2908,356.9778
2018/06/21 - 04:01:23.915887,240.434,1.143053,0.3323652,-0.6744667,351.336,357.2114,359.1805,1.178858,0.01256336,-0.4239125,348.0992,345.0485,356.9637
2018/06/21 - 04:01:23.925863,240.4446,1.143115,0.3322886,-0.67427,351.3254,356.953,359.2309,1.177765,0.01183415,-0.4240451,348.1839,344.8344,356.8941
2018/06/21 - 04:01:23.936832,240.4562,1.143178,0.3322238,-0.6741087,351.3222,356.7297,359.2551,1.176646,0.01105072,-0.4238815,348.4547,344.6802,356.7502
2018/06/21 - 04:01:23.950795,240.4683,1.143249,0.3321587,-0.6739846,351.3426,356.4813,359.2393,1.175584,0.01028882,-0.4236461,348.7861,344.5467,356.5782
2018/06/21 - 04:01:23.959792,240.4787,1.143176,0.3320365,-0.673823,351.3274,356.2887,359.2967,1.174794,0.009534764,-0.4233603,349.0987,344.4432,356.3205
2018/06/21 - 04:01:23.971738,240.4899,1.14311,0.3319505,-0.6737171,351.3549,356.0858,359.3436,1.173772,0.008950356,-0.4231477,349.2888,344.2873,356.093
2018/06/21 - 04:01:23.983728,240.5026,1.142833,0.3319404,-0.6735885,351.4044,355.8801,359.303,1.173012,0.008424113,-0.4230049,349.3691,344.0946,355.9685
2018/06/21 - 04:01:23.994678,240.5134,1.142557,0.3319161,-0.6734281,351.4024,355.6329,359.3353,1.172108,0.008043169,-0.4228389,349.4106,343.9309,355.9449
2018/06/21 - 04:01:24.004651,240.5235,1.142222,0.331866,-0.6731873,351.3388,355.4294,359.3752,1.171555,0.007772832,-0.4226492,349.3604,343.8971,355.9748
2018/06/21 - 04:01:24.015621,240.5337,1.141727,0.3320068,-0.6729907,351.3606,355.178,359.3386,1.170829,0.007501945,-0.4224454,349.3295,343.8835,355.9482
2018/06/21 - 04:01:24.026592,240.5449,1.14112,0.3321463,-0.6727011,351.3095,354.9188,359.3635,1.170256,0.007365185,-0.4221984,349.2762,343.955,355.8957
2018/06/21 - 04:01:24.036564,240.5552,1.140538,0.3321997,-0.6724665,351.2875,354.6819,359.3771,1.169557,0.007289976,-0.4219809,349.2514,343.9691,355.8222
2018/06/21 - 04:01:24.048534,240.5663,1.139883,0.3322625,-0.6722196,351.2855,354.4975,359.3891,1.168935,0.007247067,-0.4218407,349.1828,343.8906,355.7426
2018/06/21 - 04:01:24.058507,240.5779,1.139225,0.3322598,-0.6719594,351.231,354.2485,359.4263,1.168401,0.007109387,-0.4217424,349.117,343.7645,355.6639
2018/06/21 - 04:01:24.070474,240.5892,1.138442,0.3323566,-0.6717529,351.2248,354.0327,359.4535,1.167701,0.006981259,-0.4216025,349.1105,343.6729,355.569
2018/06/21 - 04:01:24.081467,240.5998,1.137647,0.3324701,-0.6715709,351.1967,353.8194,359.4669,1.167233,0.006762206,-0.4215249,349.1493,343.5887,355.5019
2018/06/21 - 04:01:24.093413,240.6118,1.137356,0.3323873,-0.6715325,351.158,353.6228,359.5489,1.166573,0.006579141,-0.4215083,349.1602,343.4695,355.4977
2018/06/21 - 04:01:24.103387,240.6225,1.137372,0.3322843,-0.6716378,351.1832,353.3717,359.5624,1.165879,0.006395006,-0.4216257,349.1247,343.272,355.5619
2018/06/21 - 04:01:24.116372,240.634,1.137201,0.3321629,-0.6715931,351.1906,353.1099,359.5997,1.165221,0.00619494,-0.4217614,349.0635,343.0747,355.6105
2018/06/21 - 04:01:24.129340,240.6472,1.136888,0.3320335,-0.6715039,351.1727,352.8645,359.6685,1.164564,0.005938666,-0.4219351,348.9945,342.903,355.6721
2018/06/21 - 04:01:24.138293,240.6574,1.136425,0.3319488,-0.6714514,351.2075,352.6543,359.7582,1.163805,0.005676467,-0.4220568,348.9614,342.7637,355.7235
2018/06/21 - 04:01:24.150283,240.6683,1.136072,0.3318361,-0.6714396,351.2288,352.3662,359.7667,1.163092,0.005374621,-0.4222129,348.9162,342.6405,355.7798
2018/06/21 - 04:01:24.159260,240.6783,1.135751,0.331709,-0.6714536,351.2555,352.1248,359.8274,1.162616,0.004975894,-0.4224333,348.9172,342.5099,355.8784
2018/06/21 - 04:01:24.171205,240.6895,1.135671,0.3315809,-0.6715704,351.3343,351.85,359.9295,1.162132,0.004637865,-0.4226717,348.9374,342.336,355.9384
2018/06/21 - 04:01:24.181178,240.7001,1.135609,0.3313808,-0.6716636,351.3673,351.6193,0.01294439,1.161719,0.004343663,-0.4229586,348.9222,342.1125,355.9153
2018/06/21 - 04:01:24.193164,240.7112,1.135378,0.3312101,-0.671706,351.4143,351.3251,0.1378556,1.161387,0.004036061,-0.4232451,348.923,341.8808,355.8389
2018/06/21 - 04:01:24.203138,240.7223,1.13513,0.3310701,-0.6717597,351.4685,351.0027,0.2230824,1.161187,0.003605393,-0.423538,348.9581,341.6195,355.752
2018/06/21 - 04:01:24.215088,240.7334,1.134807,0.3309509,-0.6717969,351.5469,350.6412,0.3433383,1.160907,0.003217582,-0.4238119,348.9933,341.4189,355.7234
2018/06/21 - 04:01:24.227055,240.7449,1.134506,0.3308466,-0.6718915,351.7061,350.2722,0.4545504,1.160613,0.00273797,-0.4240954,348.9801,341.269,355.7161
2018/06/21 - 04:01:24.237029,240.7556,1.134418,0.3305818,-0.6719165,351.7859,349.9037,0.6523415,1.160337,0.002172644,-0.4243801,348.9816,341.0996,355.7523
2018/06/21 - 04:01:24.248997,240.7667,1.134162,0.3302966,-0.671943,351.9115,349.5583,0.7814316,1.160193,0.001467314,-0.4245647,349.039,341.0076,355.786
2018/06/21 - 04:01:24.258970,240.7784,1.133823,0.3300345,-0.672005,352.1217,349.1996,0.9235269,1.159858,0.0007330131,-0.4246147,349.2007,341.0498,355.7521
2018/06/21 - 04:01:24.270939,240.7892,1.13354,0.329718,-0.6719739,352.2392,348.7717,1.087502,1.159526,-6.874846E-05,-0.4247634,349.3359,341.0763,355.7437
2018/06/21 - 04:01:24.281909,240.8005,1.133208,0.3294843,-0.6719957,352.4599,348.4084,1.191497,1.159109,-0.001007732,-0.4250166,349.4541,341.0155,355.7372
2018/06/21 - 04:01:24.292906,240.8114,1.132841,0.3292364,-0.6719862,352.6588,348.0419,1.268095,1.158629,-0.002014421,-0.4253703,349.5804,340.8871,355.7341
2018/06/21 - 04:01:24.303851,240.823,1.132444,0.3288623,-0.671873,352.8293,347.6663,1.44596,1.158086,-0.003198524,-0.4258476,349.7569,340.6813,355.7746
2018/06/21 - 04:01:24.315840,240.8338,1.131954,0.3285769,-0.6717981,353.0909,347.3257,1.615114,1.157378,-0.004410528,-0.4263437,349.9521,340.4482,355.8296
2018/06/21 - 04:01:24.326812,240.8449,1.13169,0.3282201,-0.6717523,353.3395,346.9105,1.772386,1.156634,-0.005750904,-0.4269196,350.1404,340.1402,355.8987
2018/06/21 - 04:01:24.337760,240.8567,1.131415,0.3278502,-0.6716799,353.6342,346.5359,1.92668,1.155912,-0.007152065,-0.4274972,350.2938,339.8261,355.976
2018/06/21 - 04:01:24.348731,240.8672,1.131021,0.3274754,-0.6716245,353.9178,346.0851,2.156412,1.155152,-0.008594131,-0.4280622,350.443,339.5654,356.0613
2018/06/21 - 04:01:24.359701,240.8781,1.130662,0.3270534,-0.6715472,354.2542,345.6706,2.408848,1.154408,-0.01012598,-0.4286202,350.5738,339.3296,356.1354
2018/06/21 - 04:01:24.371691,240.8893,1.130365,0.3266151,-0.6714975,354.6321,345.2413,2.627771,1.153683,-0.01169979,-0.4291321,350.7132,339.0896,356.1975
2018/06/21 - 04:01:24.381643,240.9003,1.130014,0.3261322,-0.6714435,355.0265,344.8182,2.836824,1.153002,-0.01340393,-0.4295293,350.9208,338.8399,356.2975
2018/06/21 - 04:01:24.393633,240.9117,1.129703,0.3255283,-0.6713288,355.4003,344.3933,3.13806,1.152347,-0.01509865,-0.4297542,351.2481,338.6456,356.4091
2018/06/21 - 04:01:24.403607,240.9221,1.12945,0.3250086,-0.6712956,355.8826,343.9993,3.375374,1.152024,-0.01678692,-0.4298939,351.5613,338.6111,356.4774
2018/06/21 - 04:01:24.415567,240.9341,1.129183,0.3243589,-0.6711853,356.3101,343.5585,3.669432,1.151759,-0.01841053,-0.4300534,351.7983,338.5719,356.5819
2018/06/21 - 04:01:24.426523,240.9449,1.128814,0.3238197,-0.6710663,356.7917,343.1212,4.001029,1.151754,-0.0199965,-0.4301259,352.03,338.5301,356.6781
2018/06/21 - 04:01:24.437515,240.9567,1.128408,0.3232486,-0.6708766,357.2063,342.7048,4.230334,1.15205,-0.02158666,-0.4299724,352.2696,338.6018,356.6992
2018/06/21 - 04:01:24.449461,240.9681,1.128006,0.3227168,-0.6706375,357.6623,342.3682,4.45553,1.152256,-0.02316702,-0.4296778,352.5376,338.7868,356.6934
2018/06/21 - 04:01:24.459434,240.9782,1.127823,0.3221241,-0.6704747,358.1033,342.08,4.600073,1.152668,-0.0247853,-0.4293179,352.7985,339.0245,356.735
2018/06/21 - 04:01:24.471403,240.9899,1.127674,0.3214429,-0.6702279,358.5037,341.8376,4.759776,1.153051,-0.02637534,-0.4289843,353.0734,339.1414,356.7962
2018/06/21 - 04:01:24.482374,241.0009,1.127594,0.3207142,-0.6698488,358.8654,341.6229,4.946745,1.153583,-0.02796168,-0.4286031,353.4589,339.123,356.7555
2018/06/21 - 04:01:24.493345,241.0115,1.127335,0.3201753,-0.6695539,359.3693,341.507,5.018271,1.154181,-0.02948912,-0.4282601,353.8538,339.0173,356.6711
2018/06/21 - 04:01:24.504336,241.0234,1.12714,0.3195199,-0.6690378,359.7484,341.368,5.120104,1.154998,-0.03097919,-0.4279898,354.191,338.8839,356.6099
2018/06/21 - 04:01:24.515308,241.0337,1.126979,0.3188649,-0.6685297,0.165771,341.2887,5.273064,1.155827,-0.03241711,-0.4277557,354.4349,338.8156,356.6702
2018/06/21 - 04:01:24.527275,241.045,1.126946,0.3181397,-0.6678826,0.5393688,341.2365,5.436378,1.156855,-0.03378187,-0.42759,354.562,338.8467,356.8178
2018/06/21 - 04:01:24.537226,241.0561,1.126851,0.3174516,-0.6672373,0.9366612,341.2083,5.530716,1.158041,-0.03510769,-0.4274082,354.6463,338.9615,356.9729
2018/06/21 - 04:01:24.578118,241.0951,1.126897,0.316942,-0.6660869,1.219233,341.3548,5.586988,1.159526,-0.03647225,-0.427232,354.8733,339.191,357.1078
2018/06/21 - 04:01:24.585099,241.1037,1.125978,0.3143145,-0.6636024,2.660399,341.3959,5.787868,1.163817,-0.04229614,-0.4266791,355.8311,339.3932,357.2893
2018/06/21 - 04:01:24.595072,241.113,1.125885,0.3136133,-0.6630214,3.108242,341.4649,5.69562,1.164752,-0.04401721,-0.4267633,356.1216,339.2591,357.2171
2018/06/21 - 04:01:24.607045,241.1255,1.125857,0.3127534,-0.6624871,3.587513,341.4428,5.635014,1.165409,-0.04591371,-0.4268607,356.4655,339.1256,357.1493
2018/06/21 - 04:01:24.618010,241.136,1.1257,0.3118868,-0.661919,4.059217,341.3779,5.588323,1.165953,-0.0478231,-0.4268895,356.9215,339.0285,357.1068
2018/06/21 - 04:01:24.629003,241.1468,1.125487,0.3111043,-0.6613737,4.52851,341.333,5.545474,1.166295,-0.0497319,-0.4269339,357.4823,338.986,357.0461
2018/06/21 - 04:01:24.637958,241.1571,1.125299,0.3103181,-0.6608208,4.905002,341.2604,5.544848,1.166589,-0.05159979,-0.4271685,357.9814,338.8953,357.0526
2018/06/21 - 04:01:24.651920,241.1695,1.125088,0.3096332,-0.6603361,5.304386,341.1299,5.465052,1.166625,-0.05346514,-0.4276192,358.5251,338.7226,357.2674
2018/06/21 - 04:01:24.660896,241.1799,1.124912,0.3089198,-0.6599802,5.715797,340.965,5.352766,1.166698,-0.05512358,-0.4280423,359.067,338.6997,357.4245
2018/06/21 - 04:01:24.671868,241.1903,1.124811,0.3080844,-0.6596849,6.063112,340.7075,5.299802,1.16659,-0.05640255,-0.4286611,359.5385,338.8311,357.4716
2018/06/21 - 04:01:24.682837,241.2017,1.124641,0.3073706,-0.6595449,6.576623,340.5148,5.285387,1.16623,-0.05746041,-0.429428,359.885,338.7946,357.5493
2018/06/21 - 04:01:24.694811,241.2128,1.124453,0.3066241,-0.659398,6.975598,340.2153,5.176128,1.165617,-0.05812676,-0.4304924,0.07035991,338.515,357.5518
2018/06/21 - 04:01:24.704802,241.2237,1.124364,0.3059115,-0.6592583,7.293109,339.8231,5.062338,1.164942,-0.05867366,-0.4317043,0.2271953,337.969,357.3769
2018/06/21 - 04:01:24.716293,241.2344,1.124296,0.3052614,-0.6591361,7.538878,339.4226,4.919881,1.164108,-0.05900271,-0.4331363,0.4807184,337.0578,357.0239
2018/06/21 - 04:01:24.726256,241.2448,1.124223,0.3054956,-0.6590703,7.386622,339.3004,4.848087,1.163515,-0.05838702,-0.4337548,0.5605946,336.4267,356.7054
2018/06/21 - 04:01:24.736230,241.2552,1.124019,0.3049523,-0.6589831,7.608077,338.9652,4.73987,1.162207,-0.05870686,-0.435377,1.02975,335.4301,356.2608
2018/06/21 - 04:01:24.748198,241.2663,1.123911,0.3045211,-0.6589978,7.766816,338.5892,4.517915,1.160419,-0.05894963,-0.4372573,1.53113,334.4224,355.9077
2018/06/21 - 04:01:24.769142,241.2873,1.123967,0.3041933,-0.6592211,7.845706,338.2707,4.348472,1.157836,-0.05906698,-0.4397813,1.66828,333.5251,356.0538
2018/06/21 - 04:01:24.781133,241.2994,1.12405,0.3033857,-0.6598581,8.150439,337.6537,3.913532,1.153452,-0.05943298,-0.4440555,1.781376,331.8293,356.5506
2018/06/21 - 04:01:24.792080,241.311,1.124313,0.303225,-0.6603541,8.290203,337.3765,3.7338,1.151047,-0.05910488,-0.4461308,1.402192,331.1928,357.1211
2018/06/21 - 04:01:24.802054,241.3215,1.12444,0.3030607,-0.660903,8.309953,337.1448,3.553895,1.148881,-0.05865577,-0.4477018,0.9798293,330.6697,357.423
2018/06/21 - 04:01:24.814023,241.3324,1.124534,0.303118,-0.6614078,8.237066,336.8782,3.369025,1.146676,-0.05805415,-0.4483491,0.7790551,330.5475,357.5091
2018/06/21 - 04:01:24.823982,241.343,1.124898,0.3031321,-0.661954,8.150917,336.6925,3.203464,1.144482,-0.05741407,-0.4486088,0.8020363,330.5699,357.5151
2018/06/21 - 04:01:24.836948,241.3548,1.125439,0.3031357,-0.6624841,8.002298,336.4891,3.075199,1.14227,-0.05645007,-0.4483516,0.9747764,330.5694,357.4702
2018/06/21 - 04:01:24.846921,241.3652,1.125734,0.3031292,-0.6630145,7.895121,336.3166,2.972423,1.139994,-0.05509496,-0.448205,0.9658273,330.3795,357.3527
2018/06/21 - 04:01:24.856895,241.3759,1.126193,0.3032399,-0.6636811,7.878407,336.1519,2.841528,1.137635,-0.05296743,-0.4478759,0.686204,330.0319,357.0983
2018/06/21 - 04:01:24.868863,241.3875,1.12676,0.3034033,-0.6644529,7.828298,336.0253,2.725032,1.135152,-0.0503779,-0.4476939,0.1700464,329.6357,356.9501
2018/06/21 - 04:01:24.878836,241.3983,1.127336,0.3037303,-0.665184,7.610458,335.7809,2.611128,1.132238,-0.04692689,-0.44766,359.3092,329.0966,357.0298
2018/06/21 - 04:01:24.890805,241.4089,1.12789,0.3041434,-0.6659355,7.340232,335.4657,2.538374,1.128972,-0.04307997,-0.4476687,358.4809,328.5232,357.3004
2018/06/21 - 04:01:24.901776,241.4207,1.128643,0.3047484,-0.6668323,7.058091,335.1054,2.507245,1.125371,-0.03850232,-0.4476691,357.6653,327.8105,357.7205
2018/06/21 - 04:01:24.913744,241.4319,1.129337,0.3054293,-0.6677603,6.735015,334.789,2.334976,1.121742,-0.03391613,-0.447533,356.9919,327.031,358.191
2018/06/21 - 04:01:24.923977,241.4429,1.129959,0.306113,-0.6686755,6.405272,334.404,2.137927,1.118063,-0.0287736,-0.4470903,356.4301,326.4085,358.6056
2018/06/21 - 04:01:24.935946,241.4539,1.130566,0.3068998,-0.6696419,6.092598,334.1307,1.950206,1.114511,-0.02341495,-0.4464994,355.8748,325.9369,358.7065
2018/06/21 - 04:01:24.946918,241.4651,1.13118,0.3076903,-0.6706271,5.773717,333.8027,1.660653,1.111043,-0.0176128,-0.4458292,355.3299,325.4557,358.3673
2018/06/21 - 04:01:24.957887,241.4765,1.132051,0.3084577,-0.6716741,5.407922,333.4662,1.458408,1.107491,-0.01179955,-0.4453093,354.8118,324.8627,357.8897
2018/06/21 - 04:01:24.969883,241.4878,1.133054,0.3092114,-0.672761,5.055252,333.1041,1.343343,1.103601,-0.006068008,-0.4451755,354.3355,324.0426,357.6915
2018/06/21 - 04:01:24.978831,241.4981,1.134,0.3098894,-0.6738455,4.652353,332.6576,1.179075,1.099413,-0.0003033932,-0.4452239,353.8777,323.4124,357.9459
2018/06/21 - 04:01:24.990799,241.5095,1.134827,0.3105506,-0.6750236,4.306238,332.3078,1.072425,1.095166,0.005616474,-0.4459002,353.0132,322.6937,358.5196
2018/06/21 - 04:01:25.001770,241.5208,1.135672,0.3111424,-0.676171,3.899114,331.8554,0.7991538,1.091094,0.01158877,-0.4466456,352.0605,321.8345,359.1066
2018/06/21 - 04:01:25.013737,241.532,1.136523,0.3118014,-0.6773836,3.6882,331.4562,0.6217974,1.087362,0.01768679,-0.4474479,351.0285,321.2378,359.5162
2018/06/21 - 04:01:25.025242,241.5441,1.13722,0.3123532,-0.6786082,3.462816,331.1442,0.4961331,1.083864,0.02370602,-0.4482275,350.1234,320.7045,359.8226
2018/06/21 - 04:01:25.036187,241.5538,1.137887,0.3129004,-0.679863,3.225163,330.7721,0.2762259,1.080544,0.02960614,-0.4489225,349.3591,320.1949,359.9566
2018/06/21 - 04:01:25.047178,241.5653,1.138485,0.3133783,-0.6810785,2.969533,330.4406,0.1677236,1.077643,0.03525494,-0.4496969,348.6332,319.6537,0.1307052
2018/06/21 - 04:01:25.056134,241.5756,1.139152,0.3139355,-0.6822916,2.697283,330.0207,0.06543262,1.074758,0.04096719,-0.4503872,347.7689,319.3354,0.2846731
2018/06/21 - 04:01:25.071094,241.5888,1.139591,0.3145433,-0.6834785,2.462316,329.7244,0.03391593,1.071962,0.04625185,-0.4510885,346.9013,319.064,0.5526502
2018/06/21 - 04:01:25.081067,241.5997,1.140123,0.3150857,-0.6846298,2.222324,329.2971,0.01402653,1.069031,0.05126386,-0.4517188,346.2637,318.6846,0.8954864
2018/06/21 - 04:01:25.092038,241.6094,1.140283,0.3156265,-0.685775,1.993786,328.9713,0.04649099,1.066184,0.05585338,-0.4522278,345.7288,318.195,1.076325
2018/06/21 - 04:01:25.102011,241.6203,1.140282,0.3162318,-0.6868737,1.811984,328.5982,0.0299998,1.063346,0.06030979,-0.4525687,345.3664,317.7459,1.060344
2018/06/21 - 04:01:25.112982,241.6313,1.140048,0.3167612,-0.6877992,1.577416,328.2884,0.043651,1.060751,0.06433452,-0.4528708,345.1984,317.3433,0.8042331
2018/06/21 - 04:01:25.123463,241.6425,1.139936,0.317373,-0.6887626,1.42033,327.9872,0.0290638,1.058159,0.06811502,-0.4532335,345.0534,316.8827,0.70082
2018/06/21 - 04:01:25.134433,241.6529,1.139716,0.3179318,-0.6895888,1.211359,327.7433,0.0444135,1.055843,0.07132682,-0.4535748,345.0369,316.5565,0.6202604
2018/06/21 - 04:01:25.151388,241.6693,1.139496,0.3184036,-0.690451,1.059458,327.55,0.01286107,1.053825,0.07429245,-0.4537775,344.9369,316.4352,0.7176168
2018/06/21 - 04:01:25.157372,241.6763,1.139622,0.318911,-0.6915075,0.9520875,327.3195,0.009741275,1.052197,0.07710516,-0.4538935,344.4564,316.6687,0.7942243
2018/06/21 - 04:01:25.168343,241.687,1.139425,0.3193059,-0.6923669,0.7180487,327.0833,359.9723,1.050469,0.07981025,-0.4540208,344.0066,316.843,0.9806117
2018/06/21 - 04:01:25.178316,241.6973,1.139175,0.3197537,-0.6933042,0.5320792,326.9087,359.9285,1.048986,0.08187426,-0.4539705,343.701,317.0555,1.233638
2018/06/21 - 04:01:25.191281,241.7097,1.139268,0.3201469,-0.6942462,0.355699,326.7079,359.9438,1.047559,0.08367861,-0.4538793,343.6005,316.9774,1.237684
2018/06/21 - 04:01:25.201256,241.7199,1.139464,0.3204464,-0.6951208,0.1733126,326.4327,0.08541244,1.046135,0.08530927,-0.4538382,343.6676,316.6167,1.060148
2018/06/21 - 04:01:25.212226,241.7308,1.139377,0.3208763,-0.6960368,0.1124272,326.2645,0.143696,1.044646,0.08707283,-0.4538697,343.6465,316.178,0.9219087
2018/06/21 - 04:01:25.222629,241.7416,1.139474,0.3212236,-0.6969147,359.9789,326.0178,0.2035459,1.043378,0.08855551,-0.4538011,343.6246,315.6913,0.6925551
2018/06/21 - 04:01:25.234598,241.7532,1.139545,0.3215268,-0.6977482,359.8,325.832,0.2143068,1.042381,0.09029277,-0.4535715,343.5196,315.6018,0.2741071
