Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 04:01:27.668817,244.1874,1.046143,0.3509469,-0.6123367,328.3494,3.441919,8.364156,0.8967983,-0.1041157,-0.4814232,334.594,319.1953,5.746775
2018/06/21 - 04:01:27.679789,244.199,1.040201,0.349543,-0.6091784,328.3174,2.997931,8.566069,0.89306,-0.1081393,-0.4808152,333.5918,319.3612,5.278239
2018/06/21 - 04:01:27.691756,244.2098,1.034351,0.3480704,-0.6061358,328.3456,2.514143,8.704413,0.8891684,-0.1117834,-0.4799896,332.5134,319.557,4.769853
2018/06/21 - 04:01:27.701730,244.2206,1.028337,0.3465967,-0.6030743,328.3083,2.019038,8.797959,0.8849193,-0.1154785,-0.4793473,331.7388,319.4287,4.813413
2018/06/21 - 04:01:27.714695,244.2329,1.022195,0.34532,-0.6001756,328.2958,1.370751,8.820918,0.8805838,-0.1188919,-0.4786849,331.2566,318.996,5.21034
2018/06/21 - 04:01:27.726663,244.2449,1.016202,0.344182,-0.5973802,328.2854,0.5534222,8.825044,0.8762678,-0.1220267,-0.4782605,331.0739,318.2862,5.724
2018/06/21 - 04:01:27.737277,244.2561,1.010233,0.343079,-0.5946123,328.2832,359.6161,8.805252,0.8719167,-0.1251335,-0.4778738,331.1454,317.5155,6.259606
2018/06/21 - 04:01:27.748227,244.2665,1.00436,0.3420473,-0.591942,328.3775,358.5925,8.784124,0.8675022,-0.127946,-0.4774079,331.2954,316.9081,6.993752
2018/06/21 - 04:01:27.759199,244.2783,0.9984843,0.3412082,-0.5893921,328.6026,357.18,8.682447,0.8630273,-0.1306704,-0.4769255,331.0754,316.7197,7.547627
2018/06/21 - 04:01:27.771167,244.2895,0.9926085,0.3404499,-0.586871,328.8829,355.6308,8.552585,0.8587474,-0.1331427,-0.4763571,330.5395,316.8242,7.633986
2018/06/21 - 04:01:27.780142,244.2993,0.9869845,0.339819,-0.5845163,329.2347,353.7724,8.375749,0.8544408,-0.1356055,-0.4759325,330.002,316.6748,7.959825
2018/06/21 - 04:01:27.793127,244.3111,0.9814985,0.339475,-0.582553,329.6662,351.5471,8.094473,0.8495012,-0.1378327,-0.4756256,330.3983,315.5884,9.920947
2018/06/21 - 04:01:27.802083,244.3214,0.9764256,0.3393179,-0.5808737,330.0498,349.3505,7.718115,0.8443072,-0.1396213,-0.4751401,331.9905,314.7424,12.23702
2018/06/21 - 04:01:27.815050,244.3331,0.9716853,0.3395389,-0.5795532,330.3278,347.0066,7.32529,0.8397591,-0.1407501,-0.4748819,333.0084,314.4562,13.2322
2018/06/21 - 04:01:27.825022,244.3444,0.9669706,0.3400155,-0.5784944,330.4915,344.6379,6.867036,0.8354049,-0.1412107,-0.4749061,334.2663,314.5319,12.94301
2018/06/21 - 04:01:27.837564,244.3555,0.9625143,0.3403369,-0.5777567,330.702,342.1991,6.35885,0.8312341,-0.1416649,-0.4751561,335.3704,314.3015,12.50368
2018/06/21 - 04:01:27.848535,244.3663,0.9585004,0.3404187,-0.5774408,330.8112,339.4286,5.825955,0.8273789,-0.1418646,-0.4757111,336.1486,313.7839,11.61918
2018/06/21 - 04:01:27.858508,244.3773,0.95447,0.3405154,-0.5769442,330.889,336.5343,5.333839,0.8236117,-0.1418963,-0.4762096,336.8356,313.4185,10.43745
2018/06/21 - 04:01:27.870476,244.3892,0.9506868,0.3408334,-0.5766441,331.1092,333.4,4.919468,0.8199719,-0.1414653,-0.4767265,337.5981,313.3135,8.821692
2018/06/21 - 04:01:27.881447,244.4002,0.9470758,0.3413361,-0.5765731,331.6434,330.3157,4.52218,0.8163581,-0.1409346,-0.4774263,338.303,313.2193,7.436317
2018/06/21 - 04:01:27.892417,244.4109,0.9436035,0.3419206,-0.5765069,332.2047,327.3829,4.134368,0.8128675,-0.1401522,-0.4786733,338.4611,312.4381,6.58218
2018/06/21 - 04:01:27.903388,244.4223,0.9405674,0.342595,-0.5768277,332.7315,324.6571,3.820955,0.8091581,-0.1390349,-0.4804395,338.1466,311.0381,6.756037
2018/06/21 - 04:01:27.915357,244.4342,0.9379054,0.3432516,-0.5775275,333.1119,322.1729,3.510155,0.8055933,-0.1376928,-0.482323,337.8923,310.6251,6.673549
2018/06/21 - 04:01:27.925329,244.4438,0.9357267,0.3437458,-0.5784902,333.4896,319.6667,3.35663,0.8023849,-0.1359718,-0.484558,338.0472,310.7635,6.638457
2018/06/21 - 04:01:27.937297,244.4552,0.9338664,0.3442551,-0.5797154,333.8379,317.184,3.346077,0.7989602,-0.1341349,-0.486933,338.4792,310.9076,6.529609
2018/06/21 - 04:01:27.948297,244.4668,0.9324703,0.3448018,-0.5813322,334.1165,314.6609,3.423859,0.7956807,-0.1318214,-0.4895225,339.1293,311.1298,6.106073
2018/06/21 - 04:01:27.958241,244.4777,0.9313738,0.345214,-0.5830618,334.4688,312.0812,3.479361,0.7926779,-0.1294123,-0.4922637,339.4684,311.2842,5.386756
2018/06/21 - 04:01:27.970209,244.4888,0.9309233,0.3454773,-0.5849921,334.7458,309.5773,3.508431,0.7900328,-0.12688,-0.4952574,339.4579,311.5866,4.33175
2018/06/21 - 04:01:27.981181,244.5004,0.9307664,0.345948,-0.5869654,335.0464,307.4002,3.393495,0.787375,-0.1243213,-0.4983113,339.3308,311.9819,3.103242
2018/06/21 - 04:01:27.993148,244.5111,0.9307598,0.3463326,-0.5888863,335.3006,305.3948,3.236477,0.784648,-0.1217183,-0.5015926,338.9857,312.5083,1.901367
2018/06/21 - 04:01:28.003123,244.5219,0.9311962,0.3466693,-0.5908613,335.5074,303.7979,3.166877,0.780991,-0.1196654,-0.5051944,338.9213,312.5255,0.9065673
2018/06/21 - 04:01:28.015090,244.5331,0.9316295,0.3471584,-0.5927914,335.6923,302.3298,3.018171,0.7768203,-0.1181275,-0.5090545,339.1177,311.8494,0.1706709
2018/06/21 - 04:01:28.025063,244.5444,0.9322109,0.347632,-0.5947427,335.7145,301.1633,2.946428,0.772397,-0.1170993,-0.5134771,339.2734,310.599,0.02993065
2018/06/21 - 04:01:28.037031,244.5558,0.9328306,0.3483334,-0.5965776,335.7752,300.0523,2.90235,0.7681602,-0.1162104,-0.5180699,339.2369,309.2632,0.1368827
2018/06/21 - 04:01:28.048021,244.5665,0.9332917,0.3490432,-0.5984043,335.7767,299.0782,2.837251,0.7637981,-0.1158417,-0.5232903,338.9275,307.3776,0.9380366
2018/06/21 - 04:01:28.058972,244.5781,0.9339846,0.3497784,-0.6002445,335.8468,298.1929,2.749145,0.7609245,-0.1138385,-0.5282596,337.1395,307.5116,2.429279
2018/06/21 - 04:01:28.070940,244.589,0.9346313,0.3504714,-0.6019734,335.8182,297.3589,2.654544,0.7575942,-0.1133652,-0.5324208,337.352,306.9609,1.958298
2018/06/21 - 04:01:28.170824,244.6888,0.9357973,0.3567943,-0.6115959,334.6293,294.3921,1.573972,0.7322017,-0.1108825,-0.5573143,340.2042,305.1965,355.3
2018/06/21 - 04:01:28.180798,244.7001,0.934142,0.3619064,-0.6218159,332.2669,291.5328,0.447145,0.6977608,-0.1192902,-0.5846643,344.9507,298.2482,351.1803
2018/06/21 - 04:01:28.215704,244.7332,0.926849,0.3631173,-0.6242654,331.4717,290.458,0.3227224,0.6739392,-0.1286077,-0.599887,347.8666,294.2617,354.2637
2018/06/21 - 04:01:28.248626,244.7662,0.9186884,0.3627241,-0.6246511,331.5206,289.8328,0.4540841,0.6592456,-0.1385333,-0.6131167,349.5194,290.553,2.26925
2018/06/21 - 04:01:28.270568,244.7883,0.913798,0.3620627,-0.6246195,331.3938,289.3322,0.5237395,0.6536356,-0.1440818,-0.6183407,350.8657,287.9563,3.523378
2018/06/21 - 04:01:28.281539,244.8006,0.9098553,0.361776,-0.6250677,331.2777,288.8877,0.4376397,0.6477008,-0.1482167,-0.6231721,351.7707,286.0905,4.050987
2018/06/21 - 04:01:28.292509,244.8103,0.90578,0.3615135,-0.6254424,331.183,288.4694,0.4879654,0.6419155,-0.1522994,-0.6278166,352.4931,284.3951,4.361314
2018/06/21 - 04:01:28.301486,244.8208,0.9012191,0.3611496,-0.6258774,331.1736,288.2292,0.4197684,0.6364891,-0.1563722,-0.6322235,353.0267,282.7786,4.543092
2018/06/21 - 04:01:28.313465,244.8323,0.8967938,0.3606428,-0.6262484,331.2177,287.951,0.3991387,0.6317583,-0.1605141,-0.636254,353.2288,281.3555,4.483177
2018/06/21 - 04:01:28.329410,244.8438,0.8918716,0.360241,-0.6264775,331.249,287.7838,0.3940553,0.6272807,-0.1646025,-0.6401019,353.3988,280.0165,4.277719
2018/06/21 - 04:01:28.337389,244.8558,0.8867182,0.3599572,-0.6266332,331.1533,287.4988,0.4258575,0.6236491,-0.1686932,-0.6433983,353.339,278.7496,3.514152
2018/06/21 - 04:01:28.347362,244.8653,0.8816301,0.359867,-0.6268372,331.1354,287.2253,0.5606534,0.6204356,-0.1726379,-0.6465309,353.1276,277.5279,2.515574
2018/06/21 - 04:01:28.357337,244.8764,0.8808859,0.360048,-0.6265842,331.0927,287.2634,0.6044688,0.6217089,-0.1722659,-0.6455132,352.5457,277.8163,1.460674
2018/06/21 - 04:01:28.369304,244.8871,0.8755335,0.3598737,-0.6268456,330.9456,287.0093,0.6355281,0.6183279,-0.1756719,-0.648388,352.2273,276.8558,0.3429191
2018/06/21 - 04:01:28.379277,244.8985,0.8700003,0.3595325,-0.6268176,330.7773,286.6506,0.7837888,0.6148432,-0.178795,-0.6510847,351.8118,276.3579,359.3777
2018/06/21 - 04:01:28.391245,244.91,0.8641307,0.3591495,-0.6267935,330.5472,286.3695,0.8416268,0.6112539,-0.1819559,-0.6538205,351.5186,275.8707,358.7471
2018/06/21 - 04:01:28.401219,244.9204,0.8580898,0.3587173,-0.6267067,330.3109,286.0435,0.9352675,0.6078998,-0.1852639,-0.6565217,351.2729,275.3192,358.5314
2018/06/21 - 04:01:28.413215,244.9314,0.8519492,0.3582804,-0.6265505,330.1672,285.7843,1.005948,0.6049081,-0.1888785,-0.6592129,351.1182,274.4193,358.4947
2018/06/21 - 04:01:28.423160,244.9426,0.8456474,0.3576978,-0.6261803,330.013,285.5792,1.045122,0.6024544,-0.1927719,-0.6616186,351.2067,273.151,358.6349
2018/06/21 - 04:01:28.435128,244.9535,0.8393469,0.356829,-0.6257696,329.8075,285.4022,1.101852,0.6000789,-0.1965859,-0.6637552,351.4606,271.9451,358.5967
2018/06/21 - 04:01:28.447095,244.9653,0.8331451,0.355601,-0.6251864,329.5407,285.0717,1.133044,0.5977489,-0.2001343,-0.6653213,351.8946,271.0278,358.3858
2018/06/21 - 04:01:28.457092,244.9757,0.8267504,0.3542339,-0.6245371,329.1342,284.7872,1.188061,0.5952106,-0.2033661,-0.6666122,352.2212,270.5238,358.1432
2018/06/21 - 04:01:28.469057,244.9869,0.8202181,0.3527243,-0.6236675,328.7866,284.4492,1.293563,0.5926882,-0.2062809,-0.6674787,352.481,270.5704,358.0625
2018/06/21 - 04:01:28.479014,244.9984,0.8138618,0.351227,-0.6226761,328.6979,284.0997,1.445586,0.59018,-0.2089805,-0.6681948,352.6375,270.7877,358.0284
2018/06/21 - 04:01:28.490979,245.0092,0.8074349,0.3496257,-0.6215844,328.5573,283.781,1.632046,0.5876213,-0.2116462,-0.6689038,352.8292,270.7742,357.9003
2018/06/21 - 04:01:28.500974,245.0199,0.8010418,0.3479254,-0.6202737,328.5478,283.6006,1.726905,0.585008,-0.2142402,-0.6694506,353.053,270.5898,357.9098
2018/06/21 - 04:01:28.512939,245.0314,0.7947953,0.3462766,-0.6188441,328.5646,283.4626,1.776442,0.5824778,-0.2169129,-0.6700853,353.2567,270.3532,358.1795
2018/06/21 - 04:01:28.523891,245.0432,0.7885842,0.3446107,-0.6171566,328.5205,283.5343,1.681899,0.5801591,-0.219578,-0.670553,353.5582,269.9188,358.6245
2018/06/21 - 04:01:28.534861,245.0533,0.7826512,0.3431089,-0.6154627,328.5761,283.6578,1.557618,0.5778629,-0.2221574,-0.6708456,353.9981,269.3555,359.0076
2018/06/21 - 04:01:28.546849,245.0648,0.7769502,0.3417235,-0.613601,328.582,283.8649,1.331133,0.5756478,-0.2243685,-0.6706848,354.4791,268.8811,359.2728
2018/06/21 - 04:01:28.556823,245.0757,0.7712477,0.3403412,-0.6117224,328.5074,284.0695,1.152748,0.5734012,-0.2261599,-0.6702804,354.683,268.8064,359.2749
2018/06/21 - 04:01:28.568770,245.0866,0.7655378,0.3390381,-0.6097971,328.4242,284.2646,0.8511849,0.5709717,-0.2272418,-0.6693958,354.5947,269.1865,358.9264
2018/06/21 - 04:01:28.578745,245.0976,0.7599081,0.3377935,-0.607919,328.378,284.3871,0.6813502,0.568411,-0.2280736,-0.6684969,354.3934,269.7646,358.4339
2018/06/21 - 04:01:28.590712,245.1093,0.7546215,0.3367193,-0.6060685,328.4071,284.4188,0.4415024,0.5657135,-0.2283994,-0.667517,354.1438,270.5039,357.7386
2018/06/21 - 04:01:28.600686,245.1202,0.7493208,0.3356933,-0.6042486,328.371,284.5715,0.1954136,0.5630018,-0.2284847,-0.6666892,354.0212,271.0453,357.0876
2018/06/21 - 04:01:28.613650,245.1315,0.7442147,0.334716,-0.6024075,328.3547,284.646,359.9703,0.5604284,-0.2285925,-0.6660459,353.7256,271.4494,356.5612
2018/06/21 - 04:01:28.622627,245.1419,0.7391459,0.3338259,-0.6006098,328.3142,284.8371,359.6577,0.5579796,-0.2285492,-0.6655364,353.0569,271.5453,356.0044
2018/06/21 - 04:01:28.634606,245.1531,0.7342788,0.3330081,-0.5988325,328.3452,284.9332,359.4349,0.5558193,-0.2286509,-0.665045,352.354,271.2939,355.4364
2018/06/21 - 04:01:28.646563,245.1647,0.7297141,0.3324302,-0.5972558,328.3904,285.075,359.1535,0.5537995,-0.2286435,-0.6645495,351.5041,270.791,354.8889
2018/06/21 - 04:01:28.657555,245.1761,0.7250769,0.3319514,-0.5956537,328.3722,285.2125,358.9407,0.5517076,-0.2286183,-0.6640254,350.81,270.463,354.4333
2018/06/21 - 04:01:28.668504,245.1869,0.7205824,0.3315082,-0.5941085,328.3609,285.2553,358.8003,0.5493713,-0.2284327,-0.6634296,350.2249,270.3413,354.1694
2018/06/21 - 04:01:28.679485,245.198,0.7162078,0.3311312,-0.5927957,328.2545,285.2961,358.5437,0.5468092,-0.2281747,-0.6627627,349.7327,270.5285,354.0206
2018/06/21 - 04:01:28.691443,245.2098,0.7119373,0.3308036,-0.5914649,328.1049,285.2253,358.4522,0.5440515,-0.2278432,-0.6619936,349.287,270.9691,353.9792
2018/06/21 - 04:01:28.700419,245.2198,0.7077079,0.3305652,-0.5901787,328.0824,285.1009,358.3892,0.5412649,-0.2275722,-0.6612021,348.8632,271.4196,354.005
2018/06/21 - 04:01:28.713405,245.2315,0.7034565,0.3305058,-0.5889364,328.1382,284.9647,358.3335,0.5385866,-0.227412,-0.660482,348.4193,271.8165,354.1272
2018/06/21 - 04:01:28.723359,245.2423,0.6993416,0.3305268,-0.5877013,328.1805,284.8035,358.3216,0.5358686,-0.2272528,-0.6601487,347.7717,272.2261,355.2154
2018/06/21 - 04:01:28.735344,245.2537,0.695447,0.3307592,-0.5865998,328.2459,284.7429,358.2041,0.5333492,-0.227302,-0.6597779,347.0207,272.4597,356.0357
2018/06/21 - 04:01:28.747315,245.2652,0.6917315,0.3310259,-0.5854247,328.2438,284.7199,358.0985,0.5307592,-0.2273754,-0.6590141,346.5464,272.2195,355.9989
2018/06/21 - 04:01:28.757268,245.276,0.6881412,0.3312127,-0.5842993,328.2897,284.723,357.9964,0.5281333,-0.2275616,-0.6580665,345.9419,272.0864,355.7021
2018/06/21 - 04:01:28.767258,245.2859,0.6845074,0.3313396,-0.5831958,328.2623,284.7361,357.8551,0.5253028,-0.2278278,-0.656956,345.4355,272.2079,355.3296
2018/06/21 - 04:01:28.779208,245.2978,0.6811925,0.3314734,-0.5821765,328.3414,284.7139,357.7932,0.5219551,-0.228033,-0.6555204,345.2549,272.8878,354.929
2018/06/21 - 04:01:28.791187,245.3093,0.6777048,0.331551,-0.5811146,328.3005,284.6986,357.7589,0.5182701,-0.227982,-0.6538748,345.7834,273.8598,354.2112
2018/06/21 - 04:01:28.801161,245.3204,0.6742298,0.3316534,-0.5800216,328.3073,284.6404,357.7801,0.5144621,-0.2276457,-0.6521358,346.5675,274.6927,353.2443
2018/06/21 - 04:01:28.814137,245.3318,0.6708961,0.3318726,-0.5789189,328.4109,284.5856,357.7982,0.5109358,-0.2271502,-0.6506751,346.9257,275.6232,352.762
2018/06/21 - 04:01:28.823110,245.3422,0.6676795,0.3321994,-0.5777876,328.502,284.553,357.8392,0.5078225,-0.2264467,-0.6495245,347.0793,276.546,352.7964
2018/06/21 - 04:01:28.835058,245.3531,0.6644919,0.3325889,-0.5766569,328.5455,284.6469,357.8379,0.5049054,-0.2256628,-0.6484802,347.094,277.2745,352.9395
2018/06/21 - 04:01:28.846836,245.3649,0.6614601,0.3330424,-0.5754451,328.654,284.6728,357.8451,0.501984,-0.2246555,-0.6475444,346.7282,277.8291,353.2096
2018/06/21 - 04:01:28.857808,245.3768,0.6586098,0.3335474,-0.57418,328.7431,284.7174,357.867,0.4989934,-0.2237418,-0.6465827,346.1646,278.2101,353.2611
2018/06/21 - 04:01:28.868777,245.3872,0.6561347,0.3341517,-0.5730943,328.8434,284.7535,357.8481,0.4958892,-0.2230012,-0.6456535,345.6547,278.2316,353.1026
2018/06/21 - 04:01:28.879747,245.3981,0.6536426,0.3348453,-0.5718297,328.8221,284.7424,357.9326,0.4925798,-0.2225343,-0.6447613,345.4488,278.0479,353.0358
2018/06/21 - 04:01:28.891715,245.4093,0.651313,0.3356811,-0.5706082,328.7751,284.8109,357.9001,0.4889758,-0.2223797,-0.6440062,345.4559,277.6276,353.2296
2018/06/21 - 04:01:28.901689,245.4203,0.649105,0.336487,-0.5693178,328.7496,284.7717,357.9264,0.4852996,-0.2222959,-0.6432368,345.6659,277.2637,353.5526
2018/06/21 - 04:01:28.913657,245.4314,0.6468797,0.3373056,-0.5679607,328.7255,284.7682,358.0017,0.4814491,-0.2222238,-0.6423868,346.0835,277.0165,353.9239
2018/06/21 - 04:01:28.923632,245.4421,0.6446842,0.3380534,-0.5666658,328.7473,284.7662,357.993,0.4774504,-0.2219005,-0.6413543,346.6997,276.958,354.1029
2018/06/21 - 04:01:28.935599,245.4535,0.6424756,0.3387813,-0.5653089,328.8773,284.8119,358.0101,0.4734835,-0.2213686,-0.6402661,347.108,277.0638,354.2464
2018/06/21 - 04:01:28.946570,245.4649,0.6401991,0.3394737,-0.5638636,329.0541,284.8078,358.0824,0.4695752,-0.2205782,-0.639166,347.2265,277.2467,354.3125
2018/06/21 - 04:01:28.956542,245.4754,0.6379632,0.3401399,-0.5625375,329.1826,284.8777,358.0718,0.4658802,-0.219739,-0.6381727,347.2867,277.2614,354.3519
2018/06/21 - 04:01:28.969508,245.4875,0.6358166,0.3407508,-0.5610434,329.4213,284.9854,358.053,0.4624101,-0.2188245,-0.6373041,347.2202,277.0786,354.5179
2018/06/21 - 04:01:28.978485,245.4977,0.633774,0.3413226,-0.5595835,329.6682,285.1277,357.9942,0.4589849,-0.2179439,-0.636472,346.9472,276.8723,354.7477
2018/06/21 - 04:01:28.990453,245.5088,0.6316586,0.341763,-0.5580815,329.8788,285.3204,357.9189,0.4556976,-0.2170947,-0.6355914,346.5672,276.6277,354.9641
2018/06/21 - 04:01:29.001423,245.5206,0.6294854,0.3421628,-0.5565354,330.2088,285.6212,357.8295,0.4524029,-0.2162409,-0.6344809,346.4986,276.6576,355.1576
2018/06/21 - 04:01:29.014387,245.5322,0.627206,0.3424121,-0.5549132,330.3493,285.8893,357.8015,0.4488816,-0.2152944,-0.6331657,346.7852,277.0931,355.351
2018/06/21 - 04:01:29.025360,245.5441,0.6251703,0.3426497,-0.5535566,330.4731,286.2146,357.7246,0.4451524,-0.2141808,-0.6314564,347.2119,278.1012,355.4903
2018/06/21 - 04:01:29.035355,245.5539,0.6230996,0.3429145,-0.5521936,330.5718,286.4868,357.6948,0.4413527,-0.2130279,-0.6295775,347.5627,279.4124,355.6035
2018/06/21 - 04:01:29.046885,245.565,0.6207902,0.3430846,-0.5508689,330.5719,286.7759,357.659,0.4371765,-0.2118155,-0.6273987,347.002,281.0481,355.1529
2018/06/21 - 04:01:29.056858,245.5756,0.6185479,0.3432341,-0.5495746,330.7454,286.9496,357.6125,0.4330874,-0.2109472,-0.6249922,346.7954,282.5644,354.3479
2018/06/21 - 04:01:29.067829,245.5867,0.6161579,0.3433314,-0.5484458,330.9989,287.2237,357.5382,0.429129,-0.2103293,-0.6222412,348.8887,284.1763,353.201
2018/06/21 - 04:01:29.078799,245.5981,0.6136675,0.3434638,-0.5472482,331.1679,287.3787,357.5224,0.4254432,-0.2097575,-0.6195968,350.5245,285.4866,352.3477
2018/06/21 - 04:01:29.090768,245.609,0.611413,0.3437207,-0.5462058,331.3568,287.5757,357.4149,0.422249,-0.2090422,-0.6171209,350.9857,286.6864,351.3198
2018/06/21 - 04:01:29.100762,245.6198,0.6092281,0.3439894,-0.5452366,331.43,287.8125,357.3041,0.4195919,-0.2082744,-0.6148037,350.8322,287.6763,349.7649
2018/06/21 - 04:01:29.112708,245.6311,0.6071538,0.3442425,-0.5443572,331.384,288.0744,357.1601,0.4169041,-0.2075592,-0.6127169,350.8354,288.5172,348.2145
2018/06/21 - 04:01:29.123698,245.6424,0.6051668,0.3445062,-0.5436655,331.2477,288.3629,356.9232,0.4139473,-0.207068,-0.6110323,351.0155,289.2169,346.8429
2018/06/21 - 04:01:29.135667,245.6534,0.6031594,0.3447109,-0.5430285,331.2073,288.6008,356.685,0.4105484,-0.2068351,-0.6096216,351.5624,289.9785,346.0027
2018/06/21 - 04:01:29.146180,245.6646,0.6008639,0.3448882,-0.5425051,331.1705,288.8898,356.454,0.4067152,-0.2067896,-0.6087129,352.5458,290.625,346.0007
2018/06/21 - 04:01:29.157146,245.6757,0.5984083,0.3450047,-0.5420533,331.1208,289.1405,356.2674,0.4030178,-0.2067355,-0.6083153,353.4136,291.2098,346.6498
2018/06/21 - 04:01:29.173127,245.6908,0.5956152,0.345081,-0.541678,331.1134,289.3695,356.1158,0.3996809,-0.2067096,-0.6082371,353.7452,291.7202,347.5184
2018/06/21 - 04:01:29.180084,245.6994,0.5929182,0.3451195,-0.5413383,331.1127,289.6392,355.954,0.3967586,-0.2067168,-0.6086547,353.4475,291.799,348.5822
2018/06/21 - 04:01:29.192053,245.7099,0.589733,0.3450991,-0.5411035,331.218,289.8584,355.74,0.3938672,-0.2066474,-0.60886,353.1942,291.6096,349.0992
2018/06/21 - 04:01:29.201030,245.7201,0.5864891,0.3450206,-0.5408289,331.3499,290.1137,355.6562,0.3911408,-0.2064496,-0.609338,352.8851,290.5767,349.0262
2018/06/21 - 04:01:29.212997,245.7317,0.5831057,0.3449319,-0.5407222,331.5225,290.4937,355.5367,0.3883047,-0.2062301,-0.6097416,352.7213,289.766,348.9245
2018/06/21 - 04:01:29.225963,245.7437,0.5795031,0.3447181,-0.5408115,331.7483,290.8704,355.4127,0.3854909,-0.2059907,-0.6104125,352.5276,288.9463,348.9242
2018/06/21 - 04:01:29.235935,245.7545,0.5760918,0.3444828,-0.5409138,331.8933,291.1453,355.3774,0.3826794,-0.2055823,-0.6112752,352.5564,288.329,349.3247
2018/06/21 - 04:01:29.246488,245.765,0.5726181,0.3442364,-0.5411923,332.0447,291.441,355.3629,0.3799773,-0.2051461,-0.6122763,352.5165,287.947,350.123
2018/06/21 - 04:01:29.256454,245.7759,0.5690911,0.343949,-0.541715,332.1559,291.6466,355.3475,0.3773988,-0.204705,-0.6133799,352.4968,287.6782,351.2651
2018/06/21 - 04:01:29.268423,245.7869,0.5656867,0.3436646,-0.5423245,332.3171,291.8077,355.4315,0.3748898,-0.204221,-0.6144212,352.5192,287.5958,352.5627
2018/06/21 - 04:01:29.281393,245.8008,0.5620106,0.3434435,-0.543201,332.5005,291.9261,355.5076,0.3723978,-0.2036695,-0.6151105,352.5858,287.5819,353.4805
