Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.291112,0,1,Peer hit peer's target,0.003535653,-0.03615176,-0.02290037,32.79869,343.6897,0.9133462,-0.09996834,-0.3213515,0.3498139,348.8151,300.9192,317.6745
6.104665,1,1,User hit user's target,0.04863646,0.03036087,-0.04788055,354.4672,1.891904,356.4611,0.1259311,-0.2804221,0.3525701,352.5475,3.684927,347.8506
6.582144,1,2,Peer hit peer's target,0.06579646,0.03395947,-0.0562483,350.6547,15.36313,356.6566,0.1854545,-0.2689368,0.3149522,350.0784,8.814289,346.6622
6.904799,0,2,User missed,0.06020215,0.03169319,-0.05391145,352.6602,15.61068,356.7536,0.2130504,-0.2296408,0.301157,344.2271,16.89038,346.1369
7.183537,1,2,User hit user's target,0.06742426,0.02575898,-0.0551788,356.9775,24.8,356.6301,0.3073123,-0.3157535,0.3238972,2.794211,30.25778,346.7269
9.88453,1,3,Peer hit peer's target,-0.01935674,0.02774065,-0.06452809,354.9949,316.443,1.995456,0.1518111,-0.3645784,0.3576902,356.1249,356.2115,359.8535
11.69308,2,3,User hit user's target,0.0387978,0.04712681,-0.05610623,340.2882,347.7384,353.472,-0.01270302,-0.02625524,0.3290194,330.154,339.0993,352.4885
12.07221,2,4,Peer hit peer's target,0.05619137,0.05264997,-0.08266824,333.951,353.7677,352.8578,0.03351029,-0.02995996,0.3146012,328.302,344.1477,351.4632
12.87154,2,5,Peer hit peer's target,0.0326947,0.01824919,-0.01833041,0.1941755,354.5951,358.2877,0.04069408,-0.2237573,0.3405405,347.188,342.7239,354.071
15.68144,2,6,Peer hit peer's target,0.01210103,-0.01335622,0.02415726,20.69927,354.8392,0.6865048,0.04875841,-0.3360801,0.3316683,1.058151,342.4695,351.4304
17.99341,1,6,User missed,0.01730966,-0.005699522,0.01875294,17.57351,354.8913,0.07327675,0.06837489,-0.327275,0.3415965,0.3223163,349.8919,352.0591
18.34922,2,6,User hit user's target,0.02435432,-0.005988508,0.01236092,18.33813,0.2671048,0.4961839,0.1535129,-0.4304327,0.3571448,18.88867,4.499746,354.2843
18.45965,2,7,Peer hit peer's target,0.02572027,-0.003957879,0.01148786,17.21458,1.972134,0.7572696,0.1736439,-0.4384271,0.3554971,19.45581,9.515086,355.2523
19.85392,3,7,User hit user's target,-0.002903609,0.003764411,0.01099017,12.58531,337.8487,357.7631,0.00458774,-0.4112664,0.3079386,13.18679,331.958,2.308897
21.11611,3,8,Peer hit peer's target,0.03342097,0.04899697,0.02392608,344.1013,15.98564,348.59,0.2051093,-0.3504011,0.2341742,352.7936,36.09089,0.345076
21.4235,3,9,Peer hit peer's target,0.02085305,0.05124713,0.02462373,343.5928,8.952215,348.3561,0.1884985,-0.3296888,0.2644642,11.81095,19.18087,326.8605
22.80277,4,9,User hit user's target,0.01118257,0.02969315,-0.03112395,0.6315143,359.4665,359.3559,0.09832955,-0.2411553,0.3360994,353.6708,6.019825,352.2831
23.45916,5,9,User hit user's target,0.02908788,0.0261636,-0.04047797,4.769727,31.52549,359.4962,0.3593092,-0.2217132,0.2608018,351.0298,43.7077,355.2118
24.22614,6,9,User hit user's target,0.04644498,0.01925763,-0.02592668,8.52065,29.85923,0.6819406,0.2949454,-0.3365511,0.2744825,8.249323,26.60739,0.4921298
24.64813,5,9,User missed,0.0477778,0.02505635,-0.02835484,4.057984,39.72459,1.549099,0.3934363,-0.2290955,0.2503699,339.4601,60.4451,2.95901
