Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/22 - 01:54:20.3695819,3.501878,1,0,User hit user's target,0.10137,-0.04034613,-0.3075239,359.7502,305.7319,2.313693,0.0880324,-0.5266004,-0.1893938,5.02401,291.7996,6.596275
2018/06/22 - 01:54:21.6325876,4.768104,0,0,User missed,0.1323495,-0.02054675,-0.306867,348.05,322.9672,358.807,0.1453776,-0.4050341,-0.1476102,334.6758,318.7925,359.3288
2018/06/22 - 01:54:21.9876385,5.12309,1,0,User hit user's target,0.135268,-0.02275459,-0.3055688,349.6054,323.2011,358.6757,0.1255284,-0.4505382,-0.1550773,351.2314,308.1816,359.2275
2018/06/22 - 01:54:24.6103913,7.745821,2,0,User hit user's target,0.1070584,-0.03433483,-0.2953506,355.8827,325.7521,0.8415537,0.1442069,-0.4517946,-0.118156,348.4792,320.4434,351.7083
2018/06/22 - 01:54:26.5875717,9.723375,3,0,User hit user's target,0.0975516,-0.03882357,-0.3134733,0.0457878,315.5181,0.02885668,0.08046476,-0.4877048,-0.2168256,359.3379,291.9012,358.0186
2018/06/22 - 01:54:28.5066136,11.63494,4,0,User hit user's target,0.1444767,-0.02407305,-0.3034922,349.4921,345.8422,359.3915,0.1943003,-0.3893933,-0.1052961,331.4684,340.2809,339.2555
2018/06/22 - 01:54:29.8657568,13.00185,5,0,User hit user's target,0.1661883,-0.03827289,-0.2875356,359.0269,6.126234,359.4838,0.3555204,-0.4825613,-0.01768542,357.4377,21.21008,327.548
