Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/22 - 01:54:16.8770885,0,0.1189805,-0.06526932,-0.3173449,18.21514,343.7293,1.832017,0.1337508,-0.4548687,-0.0828599,348.5069,330.6141,348.2322
2018/06/22 - 01:54:16.8910513,0.01059698,0.1181462,-0.06512017,-0.3163662,18.15356,343.8103,1.913264,0.1336307,-0.4541806,-0.08266411,348.7259,330.4612,348.0271
2018/06/22 - 01:54:16.9119967,0.02639106,0.1172948,-0.06491281,-0.3151537,17.99814,343.7989,2.052462,0.1338489,-0.4533796,-0.08191812,349.1448,330.9913,347.3605
2018/06/22 - 01:54:16.9229891,0.04733158,0.1159827,-0.06479011,-0.3133242,17.77658,343.9594,2.218915,0.134009,-0.4521905,-0.08141501,349.4329,331.6422,346.9972
2018/06/22 - 01:54:16.9867945,0.05840245,0.1152564,-0.06470536,-0.3122568,17.7202,343.9839,2.314682,0.1340842,-0.4516424,-0.08094224,349.605,332.1484,346.9016
2018/06/22 - 01:54:16.9977661,0.06742276,0.109932,-0.06471608,-0.3026865,17.05187,343.7575,2.91479,0.1332837,-0.4502012,-0.08041402,350.0185,332.45,348.0564
2018/06/22 - 01:54:17.0057471,0.1316973,0.1093871,-0.06472065,-0.3013571,16.98354,343.6009,3.004468,0.1320591,-0.4475454,-0.08103657,350.9636,331.5478,348.4785
2018/06/22 - 01:54:17.0316748,0.1419339,0.1078508,-0.06472719,-0.2975044,16.76112,343.1501,3.224911,0.1326057,-0.4465035,-0.08243106,351.6672,328.4631,346.7709
2018/06/22 - 01:54:17.0655851,0.1667881,0.1068255,-0.06482609,-0.2954158,16.7159,342.6879,3.125603,0.1338443,-0.4456079,-0.08288197,350.5223,329.6217,346.1045
2018/06/22 - 01:54:17.0875474,0.2005238,0.1062987,-0.06474809,-0.2945269,16.70976,342.4814,3.178992,0.1329682,-0.4462829,-0.08278289,350.6181,329.9386,346.9724
2018/06/22 - 01:54:17.0984968,0.2231679,0.1058263,-0.06469025,-0.2935414,16.63853,342.273,3.198932,0.1323022,-0.446345,-0.08324796,350.8405,329.6483,347.2979
2018/06/22 - 01:54:17.1064763,0.2341534,0.1054039,-0.06463995,-0.2925891,16.53735,341.9964,3.198809,0.1318409,-0.4463322,-0.08353171,350.9528,329.4637,347.4546
2018/06/22 - 01:54:17.1184725,0.2433942,0.1049438,-0.06464993,-0.2916355,16.38405,341.7144,3.27617,0.131429,-0.4462125,-0.08381447,350.968,329.3621,347.5229
2018/06/22 - 01:54:17.1284343,0.2546067,0.1045456,-0.06456355,-0.2907396,16.26874,341.4189,3.317924,0.1308936,-0.4460014,-0.08411558,350.9979,329.2671,347.6974
2018/06/22 - 01:54:17.1404023,0.265444,0.104163,-0.06438274,-0.2898264,16.10074,341.0715,3.313649,0.1304036,-0.4456449,-0.08449371,350.9899,329.1039,347.9334
2018/06/22 - 01:54:17.1513733,0.2760811,0.1037409,-0.06397644,-0.2889605,15.9465,340.729,3.310213,0.1299517,-0.4451348,-0.0849886,350.8911,328.8361,348.2332
