Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/29 - 01:17:00.3076785,1.144943,1,0,Peer hit user's target,4.759573,6.649853,0.7297698
2018/06/29 - 01:17:04.7038807,5.54452,2,1,Peer hit peer's target,-4.707111,4.571117,1.763859
2018/06/29 - 01:17:09.3930961,10.23409,3,2,Peer hit peer's target,1.924174,7.598606,3.714896
2018/06/29 - 01:17:13.4477866,14.28911,4,1,Peer missed, , , 
2018/06/29 - 01:17:14.1247743,14.96516,4,0,Peer missed, , , 
2018/06/29 - 01:17:16.7058476,17.54605,4,1,Peer hit peer's target,-3.873202,2.715621,1.467263
2018/06/29 - 01:17:18.1154022,18.95606,4,2,Peer hit peer's target,-2.855901,2.632436,-3.262217
2018/06/29 - 01:17:19.4939265,20.33419,4,3,Peer hit peer's target,5.059621,4.961004,-0.392834
2018/06/29 - 01:17:20.7710091,21.61261,4,2,Peer missed, , , 
2018/06/29 - 01:17:24.0600853,24.90012,4,2,Peer missed, , , 
2018/06/29 - 01:17:24.1817609,25.02233,4,1,Peer missed, , , 
2018/06/29 - 01:17:25.0385245,25.8787,5,0,Peer missed, , , 
2018/06/29 - 01:17:28.2616151,29.10154,6,1,Peer hit peer's target,-4.322964,2.459933,-0.4011565
2018/06/29 - 01:17:28.6514466,29.49225,7,0,Peer missed, , , 
2018/06/29 - 01:17:28.9057655,29.74606,7,1,Peer hit peer's target,1.748957,6.742222,-3.51467
2018/06/29 - 01:17:29.2488478,30.0897,7,2,Peer hit peer's target,2.844796,6.866178,-2.694473
2018/06/29 - 01:17:29.9927962,30.834,7,3,Peer hit peer's target,3.536597,1.461141,1.221254
2018/06/29 - 01:17:30.9177232,31.75772,7,4,Peer hit peer's target,4.057371,4.719082,-3.207994
2018/06/29 - 01:17:31.8825628,32.72284,7,5,Peer hit peer's target,4.18796,4.744752,-2.412766
2018/06/29 - 01:17:31.9822948,32.82279,8,4,Peer missed, , , 
2018/06/29 - 01:17:35.1378007,35.97872,8,3,Peer missed, , , 
2018/06/29 - 01:17:35.3601236,36.2006,8,4,Peer hit peer's target,0.297795,6.068367,5.51967
2018/06/29 - 01:17:36.7154009,37.5561,9,3,Peer missed, , , 
2018/06/29 - 01:17:39.9393534,40.77962,11,4,Peer hit peer's target,2.460125,2.688653,-3.627327
2018/06/29 - 01:17:41.1936501,42.03439,12,5,Peer hit peer's target,3.026991,8.699249,1.876461
2018/06/29 - 01:17:41.4948225,42.33547,12,6,Peer hit peer's target,4.723806,6.428833,0.2184322
2018/06/29 - 01:17:44.7604460,45.60051,11,7,Peer hit peer's target,4.790963,4.007558,-0.1508456
2018/06/29 - 01:17:45.2158239,46.05663,11,6,Peer missed, , , 
2018/06/29 - 01:17:45.4601824,46.30065,10,5,Peer missed, , , 
2018/06/29 - 01:17:45.5160449,46.35676,10,4,Peer missed, , , 
2018/06/29 - 01:17:47.8487957,48.68943,9,3,Peer missed, , , 
2018/06/29 - 01:17:50.8065885,51.6466,11,2,Peer hit user's target,4.773706,2.991599,0.4075145
2018/06/29 - 01:17:51.2623637,52.10261,11,3,Peer hit peer's target,4.987018,6.008347,1.253188
2018/06/29 - 01:17:51.4059788,52.24615,11,4,Peer hit peer's target,4.292383,4.246447,0.3233264
2018/06/29 - 01:17:52.8182914,53.65833,11,5,Peer hit peer's target,4.154683,7.096588,-1.986586
2018/06/29 - 01:17:55.1945637,56.03527,10,6,Peer hit peer's target,4.303229,4.766704,3.262176
2018/06/29 - 01:17:55.6942631,56.53505,9,5,Peer missed, , , 
2018/06/29 - 01:17:56.3938808,57.23514,7,4,Peer missed, , , 
2018/06/29 - 01:17:56.5614330,57.40158,9,3,Peer hit user's target,-1.418999,2.193157,-3.09844
2018/06/29 - 01:17:58.5714187,59.4129,8,2,Peer missed, , , 
2018/06/29 - 01:18:00.2172134,61.0578,9,1,Peer missed, , , 
2018/06/29 - 01:18:00.5288872,61.36965,9,2,Peer hit peer's target,1.970358,8.5512,3.855722
2018/06/29 - 01:18:01.0285385,61.87005,9,3,Peer hit peer's target,-2.939389,8.644357,0.1670139
2018/06/29 - 01:18:01.0853974,61.9258,8,4,Peer hit peer's target,-4.206853,5.260664,2.368896
2018/06/29 - 01:18:01.3843759,62.22435,9,5,Peer hit peer's target,-2.382205,9.601573,0.3723584
2018/06/29 - 01:18:04.6470366,65.48856,8,6,Peer hit peer's target,-2.820456,2.818008,-3.653077
2018/06/29 - 01:18:05.1836676,66.02433,9,5,Peer missed, , , 
2018/06/29 - 01:18:07.6402452,68.48026,8,6,Peer hit peer's target,-3.666716,2.392763,1.306425
2018/06/29 - 01:18:11.5278459,72.36874,9,7,Peer hit peer's target,0.6478749,7.144532,5.214097
2018/06/29 - 01:18:11.9279606,72.76864,10,6,Peer missed, , , 
2018/06/29 - 01:18:13.2280408,74.06937,10,5,Peer missed, , , 
2018/06/29 - 01:18:15.4950933,76.33598,10,4,Peer missed, , , 
2018/06/29 - 01:18:17.6417753,78.48161,11,5,Peer hit peer's target,-1.607207,3.154656,-5.598532
2018/06/29 - 01:18:18.7418374,79.58204,11,6,Peer hit peer's target,3.753065,5.534142,2.596774
2018/06/29 - 01:18:18.7737608,79.6148,11,7,Peer hit peer's target,-4.400585,8.30298,-1.041678
2018/06/29 - 01:18:21.8071901,82.64746,11,8,Peer hit peer's target,1.412275,4.770726,-4.712593
2018/06/29 - 01:18:23.5396321,84.3801,12,9,Peer hit peer's target,-4.675066,5.844716,-1.240281
2018/06/29 - 01:18:24.1176738,84.95824,12,8,Peer missed, , , 
2018/06/29 - 01:18:26.2511521,87.09241,11,7,Peer missed, , , 
2018/06/29 - 01:18:28.3505404,89.19158,15,8,Peer hit peer's target,2.059309,6.115752,-5.25136
2018/06/29 - 01:18:29.3950411,90.23597,15,9,Peer hit peer's target,4.490751,4.65246,3.225513
2018/06/29 - 01:18:29.6847729,90.52473,15,10,Peer hit peer's target,-0.4593032,4.504549,-5.377724
2018/06/29 - 01:18:33.4965158,94.33729,15,9,Peer missed, , , 
2018/06/29 - 01:18:33.5962227,94.43669,15,10,Peer hit peer's target,-4.841537,5.325957,-2.346348
2018/06/29 - 01:18:34.5277403,95.36932,13,11,Peer hit peer's target,-4.062617,2.84674,0.499286
2018/06/29 - 01:18:36.4506450,97.29155,16,10,Peer missed, , , 
2018/06/29 - 01:18:37.0181537,97.85888,17,11,Peer hit peer's target,1.496238,2.598097,-3.790128
2018/06/29 - 01:18:37.2515017,98.09245,17,12,Peer hit peer's target,-0.3956542,5.580665,5.051365
2018/06/29 - 01:18:37.5521007,98.39317,17,13,Peer hit peer's target,0.8547913,1.399901,-3.272951
2018/06/29 - 01:18:40.0642734,100.9045,19,14,Peer hit peer's target,-4.196113,4.519887,-3.126843
2018/06/29 - 01:18:41.1267336,101.9683,20,15,Peer hit peer's target,2.355066,3.255141,-4.087788
2018/06/29 - 01:18:41.6510766,102.492,20,16,Peer hit peer's target,4.856475,3.042859,-0.2045589
2018/06/29 - 01:18:45.0294257,105.8705,20,17,Peer hit peer's target,2.613642,7.045541,-3.577577
2018/06/29 - 01:18:45.9878841,106.8283,20,16,Peer missed, , , 
2018/06/29 - 01:18:51.2852455,112.1261,19,15,Peer missed, , , 
2018/06/29 - 01:18:52.0862999,112.9262,18,16,Peer hit peer's target,2.456832,5.122921,3.934271
2018/06/29 - 01:18:53.2417512,114.0818,18,15,Peer missed, , , 
2018/06/29 - 01:18:53.5916406,114.4265,18,16,Peer hit peer's target,2.275149,6.110012,-4.381231
2018/06/29 - 01:18:56.8527349,117.6941,18,17,Peer hit peer's target,4.18127,3.451448,0.7412093
2018/06/29 - 01:18:58.0537834,118.8947,18,16,Peer missed, , , 
2018/06/29 - 01:18:58.5424757,119.3828,19,15,Peer missed, , , 
