Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/29 - 01:16:59.1710565,0,0.1585323,-0.03072933,-0.3336418,9.238336,340.0526,4.867734,0.2034739,-0.4087626,-0.08816171,7.08764,331.7668,348.9561
2018/06/29 - 01:16:59.1810091,0.01083816,0.1587259,-0.03092874,-0.3335624,9.367352,340.0977,4.851504,0.2034322,-0.4087181,-0.08811529,7.424024,331.7346,348.8506
2018/06/29 - 01:16:59.1920063,0.02207596,0.1589967,-0.03104636,-0.3335989,9.550863,340.0718,4.799449,0.2034706,-0.4087031,-0.08806165,7.722257,331.6855,348.7267
2018/06/29 - 01:16:59.2029494,0.03337321,0.1592236,-0.0312344,-0.3336093,9.639643,340.0979,4.79379,0.2036376,-0.4088416,-0.08806095,7.981571,331.616,348.557
2018/06/29 - 01:16:59.2139196,0.04379125,0.1594235,-0.03133562,-0.3336748,9.743292,340.1426,4.823027,0.2038426,-0.4090708,-0.0880832,8.159432,331.4921,348.3142
2018/06/29 - 01:16:59.2278821,0.05556779,0.1595876,-0.03130447,-0.3337791,9.841282,340.1349,4.739817,0.2040379,-0.4093601,-0.0881613,8.319812,331.2962,348.0313
2018/06/29 - 01:16:59.2378552,0.06835438,0.1597853,-0.03145152,-0.3338048,9.817338,340.1625,4.800286,0.2042615,-0.409818,-0.08834328,8.435672,330.9834,347.706
2018/06/29 - 01:16:59.2478292,0.07853434,0.1598784,-0.03143373,-0.3338157,9.813141,340.1225,4.81443,0.2044282,-0.4104629,-0.08854878,8.451967,330.6326,347.3728
2018/06/29 - 01:16:59.2588091,0.08955426,0.1598945,-0.03138807,-0.3338331,9.81561,340.1042,4.753881,0.2045627,-0.4111706,-0.08869337,8.536279,330.4386,347.1253
2018/06/29 - 01:16:59.2727866,0.09979395,0.159849,-0.03139698,-0.3338057,9.767335,340.1029,4.790109,0.2045845,-0.4120132,-0.08866531,8.796112,330.4235,347.0388
