Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:34:27.6438201,38.73449,20,23,User missed, , , 
2018/07/10 - 10:34:27.9589866,39.0494,20,24,Peer hit peer's target,-1.452603,3.305602,4.674544
2018/07/10 - 10:34:28.0886295,39.1786,19,24,User missed, , , 
2018/07/10 - 10:34:28.4975797,39.58884,20,24,User hit user's target,-3.03027,3.031569,3.075349
2018/07/10 - 10:34:29.6773586,40.76772,21,24,User hit user's target,4.279675,2.579834,-1.374122
2018/07/10 - 10:34:30.1660486,41.25677,22,24,User hit user's target,2.591416,3.890593,-3.798252
2018/07/10 - 10:34:30.4424991,41.53354,23,23,Peer hit user's target,1.999637,5.745786,4.237958
2018/07/10 - 10:34:31.0867969,42.17771,23,22,Peer missed, , , 
2018/07/10 - 10:34:31.4099241,42.50028,23,23,Peer hit peer's target,0.09125189,8.234563,3.772289
2018/07/10 - 10:34:32.9651926,44.05601,24,23,User hit user's target,-2.295443,3.028264,4.568757
