Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:33:49.9680857,1.056091,1,0,User hit user's target,2.084982,6.494941,3.938021
2018/07/10 - 10:33:51.7637155,2.854972,1,1,Peer hit peer's target,3.924639,2.331284,2.359058
2018/07/10 - 10:33:52.2863498,3.377217,2,1,User hit user's target,-0.7299021,4.906142,4.383662
2018/07/10 - 10:33:54.5857231,5.676627,2,2,Peer hit peer's target,-4.203929,8.567662,0.3525904
2018/07/10 - 10:33:54.7629910,5.854655,3,2,User hit user's target,2.863254,4.379534,4.506374
2018/07/10 - 10:33:56.6649637,7.755782,3,3,Peer hit peer's target,-2.176578,5.995796,-2.675637
2018/07/10 - 10:33:57.1753684,8.265189,3,4,Peer hit peer's target,2.392217,7.71445,4.015349
2018/07/10 - 10:33:57.5636161,8.654217,4,4,User hit user's target,-0.3898757,2.551823,3.904494
2018/07/10 - 10:33:58.3534825,9.444024,5,4,User hit user's target,2.951842,7.53781,2.660335
2018/07/10 - 10:33:58.3983594,9.488433,5,5,Peer hit peer's target,0.8118068,7.574729,-4.137068
2018/07/10 - 10:33:59.1207802,10.2118,5,6,Peer hit peer's target,5.616664,3.967237,-0.8915299
2018/07/10 - 10:34:00.0638437,11.15551,6,6,User hit user's target,-3.721977,6.80059,0.2929886
2018/07/10 - 10:34:00.6981227,11.78872,7,6,User hit user's target,-0.1953005,4.21684,4.691068
2018/07/10 - 10:34:01.3977123,12.48921,7,7,Peer hit peer's target,-4.451132,5.076176,1.76798
2018/07/10 - 10:34:01.6979364,12.78942,7,8,Peer hit peer's target,-4.517563,4.612442,-0.087606
2018/07/10 - 10:34:01.8644904,12.95519,8,8,User hit user's target,-4.749542,5.931833,-2.601633
2018/07/10 - 10:34:02.7533151,13.84408,9,8,User hit user's target,0.910971,5.800164,5.5286
2018/07/10 - 10:34:03.3977308,14.48814,8,8,User missed, , , 
2018/07/10 - 10:34:03.8653571,14.95614,9,8,User hit user's target,-1.418728,7.956974,1.305545
2018/07/10 - 10:34:04.9195761,16.01036,9,9,Peer hit peer's target,-4.156145,6.842675,2.482621
2018/07/10 - 10:34:06.3427729,17.43357,9,10,Peer hit peer's target,4.778714,5.904373,-0.7756441
2018/07/10 - 10:34:06.4760999,17.56657,10,10,User hit user's target,0.8808852,8.363653,3.162264
2018/07/10 - 10:34:06.9328701,18.02268,9,10,User missed, , , 
2018/07/10 - 10:34:07.2520137,18.34273,8,10,User missed, , , 
2018/07/10 - 10:34:07.6200412,18.71092,9,10,User hit user's target,4.570748,8.477891,1.057387
2018/07/10 - 10:34:08.3642552,19.45525,8,10,User missed, , , 
2018/07/10 - 10:34:08.7322793,19.82257,9,10,User hit user's target,-2.819596,7.976222,2.646961
2018/07/10 - 10:34:08.7981024,19.88933,9,11,Peer hit peer's target,5.082736,4.093458,-0.1456078
2018/07/10 - 10:34:09.2108755,20.30089,10,11,User hit user's target,-4.254594,7.877617,2.115585
2018/07/10 - 10:34:09.2324557,20.32285,11,10,Peer hit user's target,-0.7047701,2.913413,4.588851
2018/07/10 - 10:34:09.8864882,20.97766,11,9,Peer missed, , , 
2018/07/10 - 10:34:11.2429701,22.33419,12,9,User hit user's target,-4.151523,7.306791,1.359104
2018/07/10 - 10:34:12.4090022,23.49895,13,9,User hit user's target,-4.799791,4.254282,1.185705
2018/07/10 - 10:34:12.8189049,23.91015,14,9,User hit user's target,-4.144413,4.484222,2.666426
2018/07/10 - 10:34:14.3194821,25.41097,15,9,User hit user's target,4.768677,5.012365,1.863851
2018/07/10 - 10:34:14.4321690,25.52225,14,9,User missed, , , 
2018/07/10 - 10:34:14.7105458,25.80007,14,10,Peer hit peer's target,-0.4967584,4.872524,-5.018863
2018/07/10 - 10:34:14.9199590,26.0111,15,10,User hit user's target,4.698013,6.149913,1.895881
2018/07/10 - 10:34:15.3323722,26.42237,15,11,Peer hit peer's target,-3.454066,6.786504,0.4942721
2018/07/10 - 10:34:16.0424709,27.13407,15,12,Peer hit peer's target,5.106453,3.928361,0.482998
2018/07/10 - 10:34:17.0990621,28.18934,16,12,User hit user's target,-3.661211,6.290102,3.84673
2018/07/10 - 10:34:18.8326908,29.92287,16,13,Peer hit peer's target,2.603847,5.287348,4.329091
2018/07/10 - 10:34:19.1330164,30.22293,16,14,Peer hit peer's target,-0.8878235,8.484026,2.788527
2018/07/10 - 10:34:20.4876426,31.578,16,15,Peer hit peer's target,2.274503,3.492676,-3.659765
2018/07/10 - 10:34:21.9786602,33.068,17,15,User hit user's target,-1.540334,7.066394,4.302045
2018/07/10 - 10:34:22.2220470,33.31257,17,16,Peer hit peer's target,4.932704,3.086887,0.3137133
2018/07/10 - 10:34:22.5332131,33.62326,17,17,Peer hit peer's target,-2.767451,3.304777,3.803606
2018/07/10 - 10:34:22.6334357,33.72351,18,17,User hit user's target,0.367346,6.503636,5.988176
2018/07/10 - 10:34:23.9333887,35.02386,19,17,User hit user's target,-1.022599,7.583779,2.700754
2018/07/10 - 10:34:24.7327202,35.82338,20,17,User hit user's target,1.067426,4.914608,4.607195
2018/07/10 - 10:34:25.2652921,36.35697,20,18,Peer hit peer's target,-1.593389,3.147101,-4.102256
2018/07/10 - 10:34:25.5775064,36.66708,20,19,Peer hit peer's target,4.394653,2.812785,-2.297707
2018/07/10 - 10:34:25.8762462,36.96696,21,19,User hit user's target,-2.733458,4.774162,4.394269
2018/07/10 - 10:34:25.8882145,36.978,21,20,Peer hit peer's target,-4.08834,2.104514,2.633847
2018/07/10 - 10:34:26.3196598,37.41125,21,21,Peer hit peer's target,-1.086822,3.125342,-4.655392
2018/07/10 - 10:34:27.0547054,38.14529,21,22,Peer hit peer's target,-3.549672,2.207487,1.76754
2018/07/10 - 10:34:27.6099105,38.70029,21,23,Peer hit peer's target,-3.63182,6.71575,-1.294048
