Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/27 - 01:54:43.9978840,0,0.6285003,0.3067657,-0.2089601,353.5247,262.2496,358.9617,0.4762279,-0.1192461,-0.1787113,352.5232,259.6241,340.1587
2018/06/27 - 01:54:44.0158375,0.008354112,0.6284431,0.3067852,-0.209109,353.5361,262.2249,358.9709,0.4762062,-0.1193538,-0.1789153,352.5226,259.5476,340.268
2018/06/27 - 01:54:44.0258107,0.03005688,0.6284009,0.3067892,-0.20919,353.5346,262.2018,358.9717,0.4762053,-0.119428,-0.1789988,352.5311,259.4644,340.2872
2018/06/27 - 01:54:44.0378091,0.04068967,0.6283256,0.3067784,-0.2092771,353.5272,262.1928,358.9928,0.4761752,-0.1194904,-0.1790146,352.5686,259.4191,340.2701
2018/06/27 - 01:54:44.0477518,0.05206373,0.6282727,0.306781,-0.2093513,353.5332,262.1682,358.9935,0.4761362,-0.1195364,-0.1790258,352.584,259.4073,340.2645
2018/06/27 - 01:54:44.0587226,0.06262796,0.6282177,0.3067779,-0.2094274,353.5392,262.1526,359.0042,0.4760976,-0.1196055,-0.1790664,352.6157,259.3714,340.2848
2018/06/27 - 01:54:44.0706891,0.07430978,0.6281711,0.3067453,-0.2094885,353.5298,262.1243,359.0123,0.4760767,-0.1196681,-0.179077,352.6715,259.3202,340.2775
2018/06/27 - 01:54:44.0806626,0.08456171,0.628139,0.306726,-0.2095471,353.5514,262.1149,359.0245,0.4760775,-0.1196684,-0.1790427,352.6721,259.3211,340.2328
2018/06/27 - 01:54:44.0946248,0.09555802,0.6280963,0.3066819,-0.2096055,353.5682,262.0864,359.0235,0.4760469,-0.1196762,-0.1790101,352.6778,259.3383,340.1964
2018/06/27 - 01:54:44.1026037,0.1066971,0.6280348,0.3066575,-0.2096486,353.5681,262.0847,359.0208,0.476016,-0.1196889,-0.1790003,352.6915,259.3676,340.2013
2018/06/27 - 01:54:44.1145717,0.117558,0.6280236,0.3065667,-0.2096853,353.5987,262.0451,359.0406,0.4760109,-0.1197235,-0.1790049,352.6942,259.3794,340.2255
2018/06/27 - 01:54:44.1275375,0.1286095,0.6279924,0.3065003,-0.2097549,353.6491,262.0327,359.0221,0.4760225,-0.1197675,-0.1790128,352.7001,259.3702,340.2462
2018/06/27 - 01:54:44.1353429,0.1421459,0.6279497,0.3064653,-0.2097886,353.6448,262.0324,359.0201,0.4760347,-0.1198091,-0.1790197,352.6977,259.3553,340.2504
2018/06/27 - 01:54:44.1473106,0.1504733,0.6279366,0.3064,-0.2098214,353.6806,262.0048,359.0231,0.4760501,-0.1199082,-0.1790598,352.7083,259.3188,340.2534
2018/06/27 - 01:54:44.1572834,0.1619295,0.6279126,0.3063654,-0.2098674,353.7025,261.9958,359.0312,0.4760335,-0.1200319,-0.1791264,352.773,259.2778,340.2537
2018/06/27 - 01:54:44.1682542,0.1727649,0.6278815,0.3063341,-0.2099171,353.7099,261.9724,359.0176,0.4759882,-0.1201516,-0.1791636,352.892,259.2718,340.2133
2018/06/27 - 01:54:44.1792251,0.1835652,0.6278239,0.3063101,-0.2099905,353.7281,261.957,359.0285,0.4759741,-0.1201945,-0.1791752,352.9465,259.2899,340.1643
2018/06/27 - 01:54:44.1911931,0.1948898,0.6277525,0.3062824,-0.2100731,353.7438,261.922,359.0332,0.4759824,-0.1202063,-0.1792241,352.9473,259.2887,340.1656
2018/06/27 - 01:54:44.2021633,0.2062587,0.6276771,0.3062426,-0.2101497,353.7582,261.8877,359.0451,0.4760065,-0.1202326,-0.1792815,352.9355,259.2615,340.1818
2018/06/27 - 01:54:44.2141309,0.2177917,0.6276116,0.3062207,-0.2102329,353.7777,261.8766,359.0446,0.4760507,-0.1203275,-0.1794308,352.9328,259.2073,340.2159
2018/06/27 - 01:54:44.2251025,0.2289135,0.6275278,0.3061703,-0.2103359,353.8209,261.8393,359.0533,0.4760566,-0.1204225,-0.179602,352.978,259.1526,340.2546
2018/06/27 - 01:54:44.2370739,0.2398338,0.627465,0.3061048,-0.210435,353.8596,261.8252,359.073,0.475998,-0.1203981,-0.1796126,352.9981,259.1682,340.2279
2018/06/27 - 01:54:44.2480574,0.2508868,0.6274207,0.3060287,-0.2105276,353.9134,261.7656,359.0855,0.47596,-0.1203773,-0.1796208,353.0136,259.1978,340.1915
2018/06/27 - 01:54:44.2580138,0.2621325,0.6273668,0.3059922,-0.2106177,353.9493,261.735,359.0625,0.475948,-0.1203714,-0.1796316,353.0069,259.2385,340.1754
2018/06/27 - 01:54:44.2689899,0.2733982,0.6273034,0.3059159,-0.2106839,353.9706,261.7012,359.0941,0.4759269,-0.120351,-0.1796713,352.9957,259.257,340.1977
2018/06/27 - 01:54:44.2799598,0.284004,0.6272745,0.3058333,-0.2107701,354.0377,261.6307,359.1144,0.4759059,-0.1203183,-0.1796958,353.0016,259.2615,340.2132
2018/06/27 - 01:54:44.2919294,0.295568,0.6272656,0.3057882,-0.2108688,354.1028,261.5881,359.0788,0.4758566,-0.1202665,-0.1797145,353.0035,259.2635,340.2084
2018/06/27 - 01:54:44.3029277,0.3063883,0.62721,0.3056902,-0.2109305,354.1417,261.5447,359.1022,0.4758468,-0.1201623,-0.1796979,353.0084,259.2684,340.1726
2018/06/27 - 01:54:44.3148670,0.3181235,0.627171,0.3055999,-0.2109822,354.2265,261.4788,359.1085,0.475841,-0.1200728,-0.1796769,353.0136,259.2663,340.1467
2018/06/27 - 01:54:44.3248393,0.3290772,0.6271207,0.3055147,-0.2110347,354.2915,261.4514,359.1149,0.4758295,-0.1199886,-0.1796706,353.0025,259.2614,340.1393
2018/06/27 - 01:54:44.3368087,0.3398923,0.6270218,0.3053988,-0.2110877,354.3032,261.4318,359.1231,0.475848,-0.1199103,-0.1796617,352.98,259.2538,340.1436
2018/06/27 - 01:54:44.3477788,0.350993,0.6269689,0.3053164,-0.2111166,354.4202,261.3511,359.1206,0.4758845,-0.1198166,-0.1796645,352.9482,259.2333,340.1705
2018/06/27 - 01:54:44.3577520,0.3622172,0.6267793,0.3052178,-0.2111653,354.4325,261.2758,359.0994,0.4759137,-0.1197558,-0.1796573,352.9359,259.2198,340.1901
2018/06/27 - 01:54:44.3697208,0.3730462,0.6266062,0.3052136,-0.2112691,354.4399,261.3109,359.1036,0.4759509,-0.1196767,-0.1796203,352.9171,259.2163,340.1904
2018/06/27 - 01:54:44.3806912,0.3842749,0.6264311,0.305144,-0.2112886,354.4996,261.2521,359.104,0.4760019,-0.1195811,-0.1795512,352.8941,259.2092,340.1717
2018/06/27 - 01:54:44.3916614,0.3955065,0.6263359,0.3050889,-0.2112975,354.5841,261.204,359.0538,0.4760329,-0.1195165,-0.179478,352.8774,259.2193,340.1482
2018/06/27 - 01:54:44.4026315,0.4063879,0.6262231,0.3050268,-0.2113389,354.6093,261.2175,359.0318,0.4760432,-0.1194701,-0.1794157,352.8761,259.2465,340.1389
2018/06/27 - 01:54:44.4146000,0.4180421,0.6261214,0.3049307,-0.2113078,354.661,261.1797,359.0453,0.4760436,-0.1194401,-0.1793856,352.8759,259.257,340.1498
2018/06/27 - 01:54:44.4245735,0.4288939,0.626025,0.3048699,-0.2113198,354.7183,261.186,359.0562,0.4760565,-0.1194083,-0.1793478,352.8568,259.264,340.1683
2018/06/27 - 01:54:44.4365406,0.4399534,0.6259199,0.30479,-0.2113266,354.7264,261.1736,359.056,0.4760701,-0.1194099,-0.1793309,352.8409,259.2588,340.1786
2018/06/27 - 01:54:44.4475119,0.4509013,0.6258197,0.3047149,-0.2113037,354.7894,261.1507,359.0696,0.476082,-0.1194294,-0.1793142,352.8362,259.2512,340.1831
2018/06/27 - 01:54:44.4584826,0.4620592,0.6256996,0.3046487,-0.2113119,354.8535,261.1348,359.038,0.4760838,-0.1194705,-0.1792992,352.8408,259.2472,340.1844
2018/06/27 - 01:54:44.4694658,0.4733112,0.6256104,0.3045787,-0.2113378,354.8403,261.1326,359.0382,0.4760526,-0.1195785,-0.1792813,352.8669,259.2567,340.1776
2018/06/27 - 01:54:44.4824194,0.484353,0.6255102,0.3044562,-0.2113284,354.926,261.1158,359.0186,0.4760138,-0.1197021,-0.1792638,352.9035,259.2763,340.176
2018/06/27 - 01:54:44.4923928,0.4972818,0.6254575,0.3043558,-0.2112679,355.0987,261.0827,358.9651,0.476003,-0.1197533,-0.1792586,352.916,259.2822,340.1748
2018/06/27 - 01:54:44.5023646,0.5068679,0.6253881,0.304222,-0.211289,355.0943,261.0903,358.9864,0.475982,-0.1198289,-0.1792537,352.9248,259.2877,340.1664
2018/06/27 - 01:54:44.5143334,0.5178053,0.6253148,0.3040749,-0.2112498,355.1587,261.0399,358.9845,0.4759629,-0.1199015,-0.1792592,352.9431,259.2873,340.1613
2018/06/27 - 01:54:44.5243066,0.5291194,0.625258,0.3039474,-0.211211,355.2644,260.9758,358.9601,0.4759656,-0.1199961,-0.1792834,352.9727,259.2751,340.1578
2018/06/27 - 01:54:44.5372721,0.5398816,0.6251718,0.303849,-0.2112281,355.2701,260.9529,358.9854,0.475982,-0.1200657,-0.1793322,352.9863,259.2487,340.1512
2018/06/27 - 01:54:44.5472464,0.5513685,0.6250789,0.3037891,-0.2112737,355.2819,260.9343,358.9852,0.4760095,-0.1201575,-0.1794487,353.017,259.1841,340.1204
