Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 03:04:24.9297902,0,-0.01920679,0.07479664,-0.1678585,345.594,9.383911,359.1574,0.07341579,-0.2895915,0.2357633,345.7029,1.581801,347.1257
2018/06/28 - 03:04:24.9387467,0.01105604,-0.01923786,0.07474911,-0.1672758,345.6013,9.345054,359.1007,0.07298802,-0.2892185,0.2312368,345.2554,1.292216,347.648
2018/06/28 - 03:04:24.9496486,0.02298163,-0.01928743,0.07472924,-0.1668096,345.5843,9.300166,359.0189,0.0728496,-0.2886433,0.2266638,344.6304,1.113534,347.6029
2018/06/28 - 03:04:24.9606079,0.03285979,-0.0193248,0.07477909,-0.1665254,345.6201,9.25997,359,0.07316119,-0.2880817,0.222131,344.1437,1.053622,346.8904
2018/06/28 - 03:04:24.9725887,0.04431349,-0.01935553,0.07473785,-0.1664487,345.5816,9.214663,358.9302,0.07349581,-0.2876887,0.2178901,344.0659,1.065598,346.0592
2018/06/28 - 03:04:24.9885341,0.05622315,-0.01931929,0.07474742,-0.1668088,345.666,9.162607,358.9232,0.07380302,-0.2875832,0.2137606,344.4813,1.213416,345.2719
2018/06/28 - 03:04:24.9965124,0.07129867,-0.01927282,0.07464331,-0.1670553,345.6342,9.158483,358.9604,0.07382451,-0.2878432,0.2096599,345.072,1.28899,344.8417
2018/06/28 - 03:04:25.0074828,0.08044239,-0.01931829,0.07459949,-0.1671349,345.6557,9.136435,358.9289,0.073718,-0.2881591,0.205577,345.4389,1.234457,344.5824
2018/06/28 - 03:04:25.0164587,0.09067611,-0.01929379,0.0744805,-0.167383,345.605,9.143697,358.9483,0.07341945,-0.2890363,0.2014332,345.8451,1.100693,344.7133
2018/06/28 - 03:04:25.0294243,0.1008228,-0.0193711,0.07442712,-0.1673634,345.5654,9.137193,358.9589,0.07311778,-0.2900239,0.1971404,346.1333,0.9770841,345.0558
