2018/06/28 - 03:04:25.8636391,0.9446387,0,1,Peer hit peer's target,-3.604319,6.703525,3.738059
2018/06/28 - 03:04:27.4956827,2.577084,1,2,Peer hit peer's target,-3.35815,7.661537,-2.829713
2018/06/28 - 03:04:27.6293257,2.710356,1,3,Peer hit peer's target,-2.968829,5.808873,4.110961
2018/06/28 - 03:04:28.9964450,4.078123,1,4,Peer hit peer's target,-3.74797,8.418103,-1.18886
2018/06/28 - 03:04:30.0288346,5.109197,1,5,Peer hit peer's target,3.815805,7.211734,-2.678332
2018/06/28 - 03:04:31.0819875,6.163526,0,4,Peer missed, , , 
2018/06/28 - 03:04:33.8847238,8.965372,0,5,Peer hit peer's target,-1.094709,4.352187,-4.102322
2018/06/28 - 03:04:34.8387346,9.920743,1,4,Peer missed, , , 
2018/06/28 - 03:04:35.0942439,10.17633,2,5,Peer hit peer's target,5.569082,4.923098,-0.5825295
2018/06/28 - 03:04:38.4521898,13.5326,3,4,Peer missed, , , 
2018/06/28 - 03:04:39.3884127,14.4685,2,5,Peer hit peer's target,-4.938765,4.452146,2.646749
2018/06/28 - 03:04:40.2311586,15.3117,3,4,Peer missed, , , 
2018/06/28 - 03:04:41.4311327,16.51128,3,5,Peer hit peer's target,-3.716388,6.741276,2.803093
2018/06/28 - 03:04:44.8961831,19.97793,3,4,Peer missed, , , 
2018/06/28 - 03:04:45.1634752,20.24413,2,5,Peer hit peer's target,3.195352,5.714985,3.072243
2018/06/28 - 03:04:47.9181755,22.99914,4,4,Peer missed, , , 
2018/06/28 - 03:04:48.4537622,23.53368,4,5,Peer hit peer's target,-0.06997086,4.605502,-4.953824
2018/06/28 - 03:04:48.6753482,23.75648,4,6,Peer hit peer's target,-2.228617,4.76242,-5.229994
2018/06/28 - 03:04:48.8409035,23.92292,4,7,Peer hit peer's target,-3.177983,2.641217,-3.592429
2018/06/28 - 03:04:52.0742560,27.15482,4,8,Peer hit peer's target,-2.877501,5.197676,-3.421486
2018/06/28 - 03:04:55.9739316,31.05548,5,9,Peer hit peer's target,-1.398825,7.879086,4.884634
2018/06/28 - 03:04:56.2652153,31.34546,6,10,Peer hit peer's target,-2.076174,3.156604,-4.355298
2018/06/28 - 03:04:59.2439073,34.32383,6,11,Peer hit peer's target,-0.880311,3.252191,4.007727
2018/06/28 - 03:04:59.9081545,34.9888,7,10,Peer missed, , , 
2018/06/28 - 03:05:00.4088142,35.4855,7,9,Peer hit user's target,0.486349,5.560465,-5.247793
2018/06/28 - 03:05:02.7376530,37.81897,5,8,Peer missed, , , 
2018/06/28 - 03:05:03.2070432,38.28795,6,7,Peer missed, , , 
2018/06/28 - 03:05:04.9076292,39.98821,5,6,Peer missed, , , 
2018/06/28 - 03:05:05.0083601,40.08831,5,5,Peer missed, , , 
2018/06/28 - 03:05:05.5948278,40.67796,6,6,Peer hit peer's target,-2.415845,4.762225,-4.439681
2018/06/28 - 03:05:06.8665299,41.94645,5,5,Peer missed, , , 
2018/06/28 - 03:05:07.2534945,42.33413,5,6,Peer hit peer's target,-1.773073,8.483953,-3.988793
2018/06/28 - 03:05:07.5188105,42.6005,5,7,Peer hit peer's target,4.791658,6.094722,-0.219077
2018/06/28 - 03:05:07.8978005,42.97867,5,8,Peer hit peer's target,2.183706,8.761049,2.701913
2018/06/28 - 03:05:08.7880274,43.86797,5,9,Peer hit peer's target,-3.762116,5.436832,-1.894975
2018/06/28 - 03:05:09.3415461,44.42297,5,10,Peer hit peer's target,-3.631398,4.615757,3.903112
2018/06/28 - 03:05:09.7873894,44.86773,6,11,Peer hit peer's target,-0.3968987,8.292268,3.861548
2018/06/28 - 03:05:10.0177732,45.10147,5,10,Peer missed, , , 
2018/06/28 - 03:05:10.1864673,45.26842,5,9,Peer missed, , , 
2018/06/28 - 03:05:10.3739661,45.45726,5,8,Peer missed, , , 
2018/06/28 - 03:05:11.1193511,46.20021,5,7,Peer missed, , , 
2018/06/28 - 03:05:12.2752678,47.35678,5,6,Peer missed, , , 
2018/06/28 - 03:05:14.0198297,49.10032,5,7,Peer hit peer's target,4.141504,5.480475,2.677523
2018/06/28 - 03:05:17.0889848,52.1687,6,8,Peer hit peer's target,-2.251084,7.728914,4.759251
2018/06/28 - 03:05:17.2535164,52.33483,7,9,Peer hit peer's target,3.482957,9.103236,-1.374936
2018/06/28 - 03:05:17.4326480,52.51455,6,10,Peer hit peer's target,4.183449,2.67173,-0.8351745
2018/06/28 - 03:05:19.7645287,54.84725,3,11,Peer hit peer's target,2.532577,4.078804,-4.211584
2018/06/28 - 03:05:20.0856955,55.16727,2,10,Peer missed, , , 
2018/06/28 - 03:05:20.1520986,55.23456,1,9,Peer missed, , , 
2018/06/28 - 03:05:20.3530111,55.43514,1,8,Peer missed, , , 
2018/06/28 - 03:05:21.4631540,56.54611,2,7,Peer missed, , , 
