Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.8550011,0,1,Peer hit peer's target,-0.01898625,-0.03547614,-0.5146933,14.47641,317.9835,1.577673,-0.1277832,-0.4073397,-0.2229062,358.6222,308.221,350.8849
3.233215,-1,1,User missed,0.01956267,-0.02254829,-0.541438,4.592322,52.45639,356.222,0.3455126,-0.4807477,-0.3730665,20.2621,55.43372,355.9453
3.366484,-1,0,Peer missed,0.02251849,-0.028298,-0.5419307,8.179565,55.0839,357.0882,0.3430345,-0.4806508,-0.3986512,21.20822,53.93882,355.7682
3.566494,-2,0,User missed,0.02891706,-0.03773684,-0.5443559,13.12011,58.37425,358.2667,0.3409803,-0.5134882,-0.4218603,26.49715,58.30131,359.7228
3.855079,-1,0,User hit user's target,0.05149027,-0.0484883,-0.5694683,16.94433,78.03593,359.6477,0.4037416,-0.5456527,-0.5345748,27.30105,81.49245,7.915973
5.955876,0,0,User hit user's target,-0.0194071,-0.0001804698,-0.5941805,348.2332,45.80328,355.2001,0.3138114,-0.3451064,-0.3028949,2.316495,47.03123,359.4496
6.598834,0,-1,Peer missed,0.02038994,-0.01175313,-0.5775962,355.3141,42.8238,355.0304,0.2897339,-0.3331008,-0.2998173,355.7382,36.88335,1.747334
6.632297,0,0,Peer hit peer's target,0.02162879,-0.01097271,-0.5784349,355.0096,43.5623,354.9047,0.2951282,-0.3272276,-0.3014762,354.2217,38.13378,1.585708
6.899187,1,0,User hit user's target,0.03072529,-0.006143245,-0.5862519,352.3027,47.58298,354.0338,0.3473994,-0.2345122,-0.3238853,343.9761,44.47083,359.0927
7.321725,1,1,Peer hit peer's target,0.02828725,0.002821142,-0.6057377,345.4145,48.75769,352.9331,0.3285134,-0.1764408,-0.3464969,335.2185,41.73746,358.5083
7.388945,0,1,User missed,0.02689474,0.003767194,-0.6078265,344.801,49.80333,352.825,0.3381271,-0.1601734,-0.356112,333.6246,43.63656,356.8905
7.766163,0,2,Peer hit peer's target,0.01940034,0.008932659,-0.6201206,339.8623,54.62664,353.0242,0.3465076,-0.07947344,-0.4359503,320.0732,52.03892,354.6537
7.88829,1,2,User hit user's target,0.01326336,0.01340854,-0.6297624,335.6118,56.18722,352.271,0.3352318,-0.04498699,-0.4715644,312.7506,57.34214,352.6898
9.377544,2,2,User hit user's target,0.07222594,-0.04481019,-0.6039214,16.53322,67.62713,358.319,0.3593528,-0.5439591,-0.5562801,21.00006,64.44231,4.799432
10.52239,3,2,User hit user's target,0.007926747,0.004584596,-0.5893164,346.8132,49.44573,354.5357,0.3072875,-0.3097498,-0.3491774,349.9593,44.77116,359.5716
10.66672,3,3,Peer hit peer's target,0.00375504,0.01091337,-0.5953265,340.9791,44.6901,354.1803,0.2844196,-0.256175,-0.3250472,341.7626,39.81063,0.1914308
11.91143,4,3,User hit user's target,-0.02654944,0.006379484,-0.6558769,342.3205,121.7262,346.9507,0.2817852,-0.145249,-0.9508835,324.8215,141.106,341.5533
12.75696,5,3,User hit user's target,-0.0571705,0.01513412,-0.6168548,338.6566,145.1445,351.1871,0.1487899,-0.161959,-0.9727586,332.3856,143.3094,353.5629
13.35493,4,3,User missed,-0.07656294,0.02305776,-0.5830224,325.0594,163.0856,347.1866,-0.03668685,-0.03763123,-0.8890263,300.4378,167.7837,344.6633
15.35605,4,4,Peer hit peer's target,-0.01873716,-0.00778545,-0.5745417,352.1695,25.90775,1.503784,0.2354335,-0.3992114,-0.3658314,357.3254,30.9442,356.8046
15.73361,4,5,Peer hit peer's target,-0.01133657,-0.006408841,-0.5839642,353.0806,8.292697,359.6324,0.135893,-0.3836367,-0.3004598,356.0331,8.043417,357.6343
16.24503,3,5,User missed,-0.0335978,-0.02152111,-0.551589,3.504637,341.9282,359.0709,-0.04840027,-0.4856606,-0.3485145,15.96299,330.6932,1.166854
16.33371,3,6,Peer hit peer's target,-0.0328714,-0.02009194,-0.5467435,2.78203,343.5369,359.1896,-0.05471833,-0.4892105,-0.3489025,17.66997,328.4713,0.009819347
