Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
4.122633,-1,0,User missed,0.1488161,0.1598341,-1.102256,6.556411,346.4375,358.4384,0.1850122,-0.2304307,-0.8848055,2.85344,354.2127,13.61014
4.43685,0,-1,Peer hit user's target,0.1557258,0.1630846,-1.105192,2.943892,353.8331,358.8969,0.2009807,-0.2062777,-0.8816139,350.1056,5.991027,16.77282
4.478937,-1,-1,User missed,0.1568554,0.1630175,-1.105368,2.870198,354.903,358.7135,0.2073528,-0.2070992,-0.8809144,352.3051,9.206941,15.23256
4.801479,-2,-1,User missed,0.1676002,0.1594754,-1.103304,5.617649,3.493482,358.0737,0.2470085,-0.2151289,-0.8691069,359.6282,23.72959,11.82982
6.233087,-2,0,Peer hit peer's target,0.1501385,0.1800098,-1.106277,8.137471,359.1664,0.3040203,0.2723134,-0.2828484,-0.945276,26.98485,2.120462,3.132422
8.890146,-3,0,User missed,0.1807924,0.1483259,-1.093953,22.36187,356.3197,357.8463,0.2460953,-0.243619,-0.8744088,16.52475,2.832821,7.733343
9.244801,-4,0,User missed,0.1850595,0.1464246,-1.093291,23.00063,359.7348,357.8301,0.2706683,-0.2471089,-0.8681777,12.63288,16.8916,8.887514
9.580534,-5,0,User missed,0.1871681,0.1461694,-1.093348,23.18038,359.3344,357.4366,0.2428385,-0.2597415,-0.876553,20.99287,5.517008,8.552094
9.877374,-6,0,User missed,0.1862896,0.1455208,-1.094124,23.6613,359.7715,357.7576,0.2732623,-0.270466,-0.8695779,24.51945,20.63945,7.116675
9.978461,-6,-1,Peer missed,0.1861499,0.1454304,-1.09407,23.61913,359.9618,357.853,0.2676492,-0.259103,-0.8738496,16.98764,22.84844,9.276124
10.17737,-7,-1,User missed,0.1840701,0.1494023,-1.095947,20.93566,357.4289,357.4912,0.1980948,-0.2313758,-0.9092179,6.31906,347.7228,13.93245
10.36583,-7,-2,Peer missed,0.1777987,0.149251,-1.098068,20.59029,349.6566,356.4471,0.1761329,-0.2547846,-0.92203,22.33637,336.7665,18.06386
11.0337,-8,-2,User missed,0.1907052,0.1598363,-1.122576,14.61892,5.259581,358.1569,0.2442858,-0.237252,-0.895842,9.746109,10.47939,5.013504
11.35587,-9,-2,User missed,0.1876312,0.1576393,-1.122812,15.82976,2.37936,357.6816,0.204337,-0.2466124,-0.8692349,21.39234,356.1839,6.393086
11.67754,-10,-2,User missed,0.1806053,0.1660995,-1.13051,9.043616,359.0196,358.1728,0.1746236,-0.1669697,-0.8582936,350.0271,7.037101,15.04441
12.20047,-11,-1,User hit peer's target,0.1799605,0.1770421,-1.147247,358.0343,359.8771,359.6016,0.1696917,-0.1031477,-0.8845071,324.5215,8.594652,10.68057
12.74464,-12,0,User hit peer's target,0.1806066,0.175786,-1.147617,358.4172,0.3094033,359.4,0.1868872,-0.17296,-0.854925,10.08425,0.4187644,355.2468
13.41318,-12,-1,Peer missed,0.1831772,0.1719887,-1.142991,1.978744,358.4198,359.1767,0.1615093,-0.1793581,-0.8814307,12.07164,347.9742,5.445773
13.5783,-12,-2,Peer missed,0.1828723,0.1702978,-1.142037,3.024801,358.6106,359.0308,0.166529,-0.1984815,-0.8731213,13.27409,349.1812,4.568472
13.60026,-11,-2,User hit user's target,0.1828292,0.1701667,-1.141824,3.284024,358.6984,359.0114,0.1710976,-0.1973977,-0.8710974,11.47472,351.3391,1.723126
13.73555,-11,-3,Peer missed,0.1826576,0.1699809,-1.14132,3.448683,358.9258,358.9661,0.1792381,-0.1923364,-0.8633126,2.045252,1.773191,8.056035
13.83379,-11,-4,Peer missed,0.1822633,0.1696326,-1.140292,3.695214,358.7902,359.0233,0.1854054,-0.1900486,-0.8564125,2.367641,7.128602,7.947543
14.11196,-11,-5,Peer missed,0.179126,0.1647116,-1.135699,8.201303,351.4021,358.1221,0.1292182,-0.2135555,-0.9086624,14.64541,328.0954,13.6279
14.16647,-12,-5,User missed,0.1770462,0.1629354,-1.134204,9.624055,348.3518,357.9821,0.1215368,-0.2124333,-0.9197977,14.84,321.4081,9.796254
14.53389,-13,-5,User missed,0.1594781,0.1491515,-1.126142,20.07533,329.3352,355.03,0.07844695,-0.2180921,-0.9659826,13.13083,299.1063,6.902542
14.90004,-14,-5,User missed,0.1495321,0.1507814,-1.127913,17.76296,324.7325,355.4183,0.04278059,-0.221233,-1.015423,15.76075,285.1774,11.0113
15.56664,-13,-6,Peer hit user's target,0.1847572,0.1801648,-1.152241,351.7229,357.7079,358.7616,0.1778563,-0.1450284,-0.9290221,336.2802,353.4347,7.35725
15.60114,-14,-5,User hit peer's target,0.184897,0.1805158,-1.152491,351.1369,357.2555,358.7807,0.1760738,-0.1401879,-0.9349056,333.107,349.9578,8.270708
16.00033,-14,-6,Peer missed,0.1789978,0.1806791,-1.155553,350.9021,352.8642,358.9663,0.1482704,-0.1405294,-0.9547021,332.8993,338.2865,14.63686
16.20067,-14,-7,Peer missed,0.1802846,0.1796098,-1.155069,352.2153,358.4388,358.6933,0.171418,-0.146784,-0.9394206,339.2136,352.4294,8.391941
16.52328,-13,-8,Peer hit user's target,0.192446,0.1699372,-1.145456,3.006482,11.80339,357.5584,0.2144044,-0.1780249,-0.9331369,348.8187,4.257649,5.217611
16.59042,-13,-9,Peer missed,0.194953,0.1683985,-1.143178,3.859649,14.07447,357.8661,0.221539,-0.1870126,-0.9352299,350.6023,5.406101,5.324429
17.64541,-14,-9,User missed,0.1946429,0.1673842,-1.14511,3.543173,14.10972,358.071,0.2646995,-0.2168268,-0.9303748,0.3758493,17.46042,2.302166
17.95578,-15,-8,User hit peer's target,0.1918365,0.1645754,-1.142299,5.113152,10.46148,358.0773,0.2412454,-0.2331578,-0.9176627,7.55759,10.73717,4.324336
19.56616,-16,-8,User missed,0.1819836,0.1773615,-1.168213,353.6485,354.5309,359.6545,0.2118298,-0.1847279,-0.9412501,352.123,1.995964,1.728816
20.64377,-15,-9,Peer hit user's target,0.185745,0.1928595,-1.220759,342.3353,41.89178,356.8311,0.2537914,-0.1935482,-0.9771478,353.8597,10.76252,6.246427
20.66686,-15,-10,Peer missed,0.1861539,0.1924411,-1.220588,342.3812,41.55264,356.8934,0.2530565,-0.1946298,-0.9775841,353.9789,10.40655,6.359465
21.61068,-16,-10,User missed,0.1673292,0.1611897,-1.154063,4.839677,5.513855,2.305842,0.1979617,-0.2702716,-0.9336119,18.81595,355.0966,0.6638767
21.7566,-16,-11,Peer missed,0.1617116,0.1621842,-1.152641,4.233876,359.1483,2.411909,0.1684517,-0.2741173,-0.9277988,22.69312,345.4766,2.398588
21.95665,-17,-11,User missed,0.1582389,0.1632599,-1.153632,4.179894,354.1497,2.282135,0.1512595,-0.2564353,-0.913731,16.00225,348.0684,5.443816
22.24513,-16,-11,User hit user's target,0.1579389,0.1619129,-1.153773,4.87991,351.1436,2.07421,0.118076,-0.2589886,-0.9297795,16.45457,336.1677,7.259607
22.64478,-17,-11,User missed,0.1619858,0.1715448,-1.162035,357.7502,352.556,1.408385,0.1577913,-0.1663749,-0.9077994,340.0209,352.6658,7.972773
22.9673,-18,-11,User missed,0.1688842,0.175227,-1.172622,355.107,354.4614,1.085315,0.1650891,-0.1683901,-0.9022647,348.1875,2.368766,5.637686
23.32313,-19,-11,User missed,0.167981,0.1718498,-1.174071,357.7729,349.6416,1.626722,0.1290533,-0.1769578,-0.928849,351.0642,342.8707,12.94706
24.68731,-19,-12,Peer missed,0.1659348,0.1681233,-1.170334,0.5920134,345.0267,2.47516,0.1109137,-0.2195252,-0.955962,3.677522,333.9852,17.76641
24.90981,-18,-13,Peer hit user's target,0.1662356,0.1682754,-1.169324,0.7240713,344.5924,2.343846,0.1139005,-0.2195126,-0.9550599,3.757843,334.4804,17.42137
25.03247,-18,-14,Peer missed,0.165869,0.1674271,-1.168975,1.04293,344.3002,2.323302,0.1139569,-0.2206698,-0.9559129,3.899003,334.4126,17.22161
28.45651,-19,-14,User missed,0.1024526,0.1457895,-0.8446053,3.025487,347.6348,353.0271,0.07365679,-0.189941,-0.7114908,337.0972,351.2234,3.716367
28.77939,-20,-14,User missed,0.1132713,0.1573022,-0.8756741,358.1077,353.7069,353.8287,0.08063266,-0.1575561,-0.7197132,330.5018,352.2932,5.4172
29.1892,-21,-14,User missed,0.1180379,0.1628973,-0.8977051,355.7132,2.953791,354.9395,0.129951,-0.1605584,-0.7194597,334.7474,17.48128,354.3452
29.31216,-21,-15,Peer missed,0.1193471,0.1620153,-0.9000567,356.4832,4.436115,355.2286,0.1458984,-0.1600928,-0.7310721,333.2935,27.9857,350.5102
29.46153,-21,-16,Peer missed,0.1231719,0.1593395,-0.9021895,358.4065,6.43879,355.1702,0.1636239,-0.1721538,-0.727599,341.501,35.92739,348.1296
29.48282,-22,-16,User missed,0.1239493,0.1586785,-0.9024421,358.851,6.792638,355.1911,0.1616814,-0.174831,-0.7283142,340.494,32.46989,349.1335
29.7995,-23,-16,User missed,0.1323146,0.1512403,-0.9038123,5.09734,11.31485,355.0463,0.1989685,-0.20788,-0.731933,354.1699,45.40065,347.7527
30.07767,-24,-16,User missed,0.128858,0.1482385,-0.9009615,7.566118,8.051646,355.0401,0.1831129,-0.2349944,-0.7220319,8.464593,28.88341,349.4261
