Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:36:42.9941370,2.09955,0,1,Peer hit peer's target,4.118476,3.115074,-2.009292
2018/06/28 - 04:36:43.0150806,2.122439,0,0,Peer missed, , , 
2018/06/28 - 04:36:48.8803871,7.988344,3,1,Peer hit peer's target,-0.7740431,4.964375,4.696509
2018/06/28 - 04:36:49.9555366,9.063377,5,0,Peer missed, , , 
2018/06/28 - 04:36:53.4040628,12.51109,7,1,Peer hit peer's target,4.963998,5.746853,2.043847
2018/06/28 - 04:36:54.6268508,13.73354,8,2,Peer hit peer's target,2.064286,4.240606,3.87991
2018/06/28 - 04:36:56.7715143,15.87797,10,3,Peer hit peer's target,2.053324,3.585897,-4.368644
2018/06/28 - 04:36:57.9805824,17.08869,11,4,Peer hit peer's target,5.006482,5.997015,-0.6808848
2018/06/28 - 04:36:58.9290455,18.03521,11,5,Peer hit peer's target,1.23582,7.647764,-4.038853
2018/06/28 - 04:36:59.0357585,18.14341,11,6,Peer hit peer's target,5.349728,4.782698,0.7397015
2018/06/28 - 04:36:59.3828493,18.48898,11,7,Peer hit peer's target,3.637017,3.925461,3.188963
2018/06/28 - 04:36:59.9493135,19.05634,11,8,Peer hit peer's target,-0.131677,7.526845,5.660174
2018/06/28 - 04:37:00.5588605,19.6661,11,9,Peer hit peer's target,3.291584,4.170248,3.991814
2018/06/28 - 04:37:02.4269602,21.53412,12,10,Peer hit peer's target,-0.9874612,8.223068,2.897384
2018/06/28 - 04:37:05.5928125,24.70087,15,11,Peer hit peer's target,5.020591,4.27499,-0.69457
2018/06/28 - 04:37:06.3729299,25.47883,15,12,Peer hit peer's target,-3.262977,4.887716,-3.46381
2018/06/28 - 04:37:06.6112809,25.71795,15,13,Peer hit peer's target,-5.097592,3.107591,1.571271
2018/06/28 - 04:37:07.1697861,26.27705,15,14,Peer hit peer's target,-2.184895,1.877676,3.704935
2018/06/28 - 04:37:07.8479779,26.9544,16,15,Peer hit peer's target,3.398771,3.606756,-3.303157
2018/06/28 - 04:37:08.9039408,28.0108,16,14,Peer missed, , , 
2018/06/28 - 04:37:09.6252030,28.7326,16,13,Peer missed, , , 
2018/06/28 - 04:37:11.8366858,30.94408,17,12,Peer missed, , , 
2018/06/28 - 04:37:14.5716761,33.67842,19,11,Peer missed, , , 
2018/06/28 - 04:37:15.3497315,34.45612,19,12,Peer hit peer's target,4.308194,5.040731,-1.462994
2018/06/28 - 04:37:18.0362648,37.14375,20,13,Peer hit peer's target,2.174882,7.837967,4.503137
