Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:37:18.7583397,37.86645,20,14,Peer hit peer's target,3.509327,5.763866,2.515828
2018/06/28 - 04:37:20.1489105,39.25569,21,15,Peer hit peer's target,-0.8493883,8.810273,3.495419
2018/06/28 - 04:37:20.6815041,39.78889,22,16,Peer hit peer's target,-3.472977,4.733932,-3.288126
2018/06/28 - 04:37:21.2932936,40.40106,23,17,Peer hit peer's target,-4.887572,6.262976,0.5216639
2018/06/28 - 04:37:21.9046567,41.01131,23,18,Peer hit peer's target,2.172724,6.426025,5.145958
2018/06/28 - 04:37:22.0931826,41.20055,23,19,Peer hit peer's target,-4.509411,5.397426,-2.953178
2018/06/28 - 04:37:24.3952479,43.50291,25,20,Peer hit peer's target,5.453369,5.639488,-0.2162856
2018/06/28 - 04:37:25.7042346,44.81136,26,21,Peer hit peer's target,-0.4455577,6.818974,-4.506355
2018/06/28 - 04:37:26.1929279,45.30056,26,22,Peer hit peer's target,-3.546838,8.467119,0.02505975
2018/06/28 - 04:37:26.2276275,45.33375,26,23,Peer hit peer's target,4.695018,6.833456,1.686552
2018/06/28 - 04:37:29.5929351,48.70064,25,24,Peer hit peer's target,0.2671075,5.624662,-4.999048
2018/06/28 - 04:37:29.6498498,48.75628,26,23,Peer hit user's target,-3.731614,3.232544,1.520268
2018/06/28 - 04:37:29.9950128,49.10323,26,22,Peer missed, , , 
2018/06/28 - 04:37:30.0807829,49.18876,26,21,Peer missed, , , 
2018/06/28 - 04:37:32.5275890,51.63422,27,20,Peer missed, , , 
2018/06/28 - 04:37:35.6507816,54.75751,27,21,Peer hit peer's target,3.484971,2.967741,2.352412
2018/06/28 - 04:37:36.3373457,55.44498,28,22,Peer hit peer's target,2.200824,7.207592,-4.023803
2018/06/28 - 04:37:37.0375207,56.14524,29,23,Peer hit peer's target,-1.0485,4.039128,4.306231
2018/06/28 - 04:37:37.2838816,56.39018,29,24,Peer hit peer's target,-1.626066,4.47044,3.427014
2018/06/28 - 04:37:37.4843320,56.59097,29,25,Peer hit peer's target,-1.702619,7.051058,-3.88915
2018/06/28 - 04:37:38.5381436,57.64625,29,26,Peer hit peer's target,0.744168,7.617875,4.425039
2018/06/28 - 04:37:40.1934729,59.3007,30,27,Peer hit peer's target,-4.859704,6.4397,0.6095483
2018/06/28 - 04:37:44.9514528,64.05821,32,28,Peer hit peer's target,-3.598605,4.132862,1.378647
2018/06/28 - 04:37:48.2833958,67.389,36,29,Peer hit peer's target,3.907316,4.013034,-3.844946
2018/06/28 - 04:37:48.8483411,67.95562,36,30,Peer hit peer's target,-2.703341,3.612185,-4.250471
2018/06/28 - 04:37:49.6826621,68.78909,36,31,Peer hit peer's target,3.280175,5.297865,4.39849
2018/06/28 - 04:37:52.6608478,71.76792,40,32,Peer hit peer's target,-0.8587565,2.064458,-4.601161
2018/06/28 - 04:37:52.9382410,72.0457,40,33,Peer hit peer's target,-3.39938,3.174431,-2.114603
2018/06/28 - 04:37:53.0379937,72.14596,40,34,Peer hit peer's target,-1.482814,4.470745,-4.666558
2018/06/28 - 04:37:53.3401657,72.44814,40,35,Peer hit peer's target,-1.259407,8.484658,3.789596
2018/06/28 - 04:37:53.6942568,72.80235,40,36,Peer hit peer's target,1.072068,2.425636,4.041214
2018/06/28 - 04:37:54.5072761,73.61408,41,37,Peer hit peer's target,-0.3860298,3.476389,-4.381627
2018/06/28 - 04:37:55.7160788,74.82411,43,38,Peer hit peer's target,4.420828,3.563423,-2.25161
2018/06/28 - 04:37:56.1063120,75.21323,43,39,Peer hit peer's target,-2.885057,8.460551,2.025993
2018/06/28 - 04:37:57.2193800,76.3261,43,40,Peer hit peer's target,-4.309914,2.999452,0.8092298
2018/06/28 - 04:37:58.3064932,77.4127,44,41,Peer hit peer's target,4.59033,7.651017,0.5566531
2018/06/28 - 04:38:00.0721392,79.17988,46,42,Peer hit peer's target,2.698444,8.5294,2.806556
2018/06/28 - 04:38:00.3623617,79.46903,46,43,Peer hit peer's target,1.447433,3.261037,-4.187909
2018/06/28 - 04:38:00.6842911,79.79105,46,44,Peer hit peer's target,-3.428366,4.012945,-3.270723
2018/06/28 - 04:38:05.4169376,84.52505,48,45,Peer hit peer's target,-3.53862,4.366545,2.933686
2018/06/28 - 04:38:06.4731112,85.58016,49,44,Peer missed, , , 
2018/06/28 - 04:38:07.9389615,87.04713,49,43,Peer missed, , , 
2018/06/28 - 04:38:08.3628139,87.46959,49,44,Peer hit peer's target,-2.527696,7.612808,-0.8784262
2018/06/28 - 04:38:08.5562957,87.6624,49,45,Peer hit peer's target,-4.715459,5.194681,1.985176
2018/06/28 - 04:38:10.0383091,89.14636,49,46,Peer hit peer's target,3.088154,2.119272,-3.946265
2018/06/28 - 04:38:10.8061015,89.91238,50,47,Peer hit peer's target,2.905255,2.884869,-2.935188
2018/06/28 - 04:38:13.3282099,92.43467,51,48,Peer hit peer's target,-3.698692,7.792064,1.529207
2018/06/28 - 04:38:13.7171685,92.82462,51,47,Peer missed, , , 
2018/06/28 - 04:38:14.3056177,93.41271,52,46,Peer missed, , , 
2018/06/28 - 04:38:16.3612890,95.4686,52,47,Peer hit peer's target,-3.491264,7.060395,-2.607345
2018/06/28 - 04:38:16.8408739,95.94799,53,48,Peer hit peer's target,-4.900526,4.525991,-0.1256027
2018/06/28 - 04:38:17.1290999,96.23626,53,49,Peer hit peer's target,-3.35379,5.047016,3.90799
2018/06/28 - 04:38:17.8850759,96.99182,54,50,Peer hit peer's target,-2.35229,8.375262,3.665297
2018/06/28 - 04:38:18.5430355,97.6496,54,51,Peer hit peer's target,2.19366,5.936189,-4.682562
2018/06/28 - 04:38:20.1086464,99.21529,55,52,Peer hit peer's target,-0.9694039,8.932479,-3.229282
2018/06/28 - 04:38:20.4963617,99.60351,55,53,Peer hit peer's target,-2.753201,5.426338,3.482783
2018/06/28 - 04:38:22.6744112,101.7802,56,52,Peer missed, , , 
2018/06/28 - 04:38:22.8389696,101.9464,56,53,Peer hit peer's target,0.3257225,4.249856,-5.297239
2018/06/28 - 04:38:26.3879971,105.4939,60,54,Peer hit peer's target,-0.3891671,3.749207,4.638585
2018/06/28 - 04:38:26.6623203,105.7694,60,55,Peer hit peer's target,2.993376,2.352109,-2.878197
2018/06/28 - 04:38:26.8179037,105.9257,60,56,Peer hit peer's target,3.310539,2.586679,4.203932
2018/06/28 - 04:38:26.9734881,106.0808,60,57,Peer hit peer's target,2.367023,8.543436,2.557769
2018/06/28 - 04:38:27.9074702,107.0146,60,58,Peer hit peer's target,-3.597509,4.682058,2.486987
2018/06/28 - 04:38:31.1292504,110.2361,63,59,Peer hit peer's target,2.230072,4.744257,3.608867
2018/06/28 - 04:38:32.3735650,111.4813,64,58,Peer missed, , , 
2018/06/28 - 04:38:38.1070996,117.2141,67,59,Peer hit peer's target,-2.776136,4.209398,3.934769
2018/06/28 - 04:38:38.2402864,117.3478,67,60,Peer hit peer's target,-4.673079,3.180754,-3.02219
2018/06/28 - 04:38:38.3400385,117.448,67,61,Peer hit peer's target,-3.659523,5.772418,-3.943407
2018/06/28 - 04:38:38.6521831,117.7594,67,62,Peer hit peer's target,1.944342,8.454897,0.3516826
2018/06/28 - 04:38:39.0630890,118.1705,66,63,Peer hit peer's target,5.404439,6.429309,-1.408643
2018/06/28 - 04:38:40.0187218,119.1264,67,64,Peer hit peer's target,-4.727146,2.962675,-1.439584
