2018/06/28 - 04:37:59.4537941,78.55915,46,41,User hit user's target,-0.0607449,7.852875,-3.447186
2018/06/28 - 04:38:01.2298328,80.33501,45,44,User missed, , , 
2018/06/28 - 04:38:02.0754120,81.18072,46,44,User hit user's target,-3.776329,8.191616,0.9240376
2018/06/28 - 04:38:02.8309264,81.93569,47,44,User hit user's target,-2.504072,8.027386,-3.398908
2018/06/28 - 04:38:04.2975833,83.40277,48,44,User hit user's target,-4.1128,6.705295,-1.596794
2018/06/28 - 04:38:06.2177937,85.32345,49,45,User hit user's target,-3.979079,4.933529,0.05467179
2018/06/28 - 04:38:06.9752204,86.08115,48,44,User missed, , , 
2018/06/28 - 04:38:07.5766106,86.68127,49,44,User hit user's target,-3.367797,6.341549,-2.101039
2018/06/28 - 04:38:10.1749442,89.2795,50,46,User hit user's target,4.74404,6.857658,-1.159226
2018/06/28 - 04:38:10.9198156,90.02489,51,47,User hit user's target,5.309677,3.793769,3.08866
2018/06/28 - 04:38:12.5303205,91.63418,50,47,User missed, , , 
2018/06/28 - 04:38:13.0958339,92.20157,51,47,User hit user's target,3.548741,3.437107,2.655907
2018/06/28 - 04:38:13.8757743,92.98109,52,47,User hit user's target,3.853044,2.541326,2.273757
2018/06/28 - 04:38:16.7421378,95.84753,53,47,User hit user's target,-4.08285,5.939607,0.06016672
2018/06/28 - 04:38:17.5609432,96.65852,54,49,User hit user's target,-3.54509,6.931961,2.949556
2018/06/28 - 04:38:19.6537845,98.75875,55,51,User hit user's target,2.615865,5.867029,4.456804
2018/06/28 - 04:38:22.0101395,101.1142,56,53,User hit user's target,-4.232703,6.246885,-3.63976
2018/06/28 - 04:38:22.9097955,102.0145,57,53,User hit user's target,-4.479823,3.68708,-0.1279575
2018/06/28 - 04:38:24.0651567,103.1697,58,53,User hit user's target,-1.793019,6.917424,4.673131
2018/06/28 - 04:38:25.3402507,104.4458,59,53,User hit user's target,-2.108847,4.198914,3.899497
2018/06/28 - 04:38:26.3121994,105.4165,60,53,User hit user's target,-4.600821,4.870197,0.4541658
2018/06/28 - 04:38:28.2668981,107.3711,61,58,User hit user's target,-4.209904,6.686906,-1.632011
2018/06/28 - 04:38:29.1317893,108.2366,62,58,User hit user's target,-4.867412,4.650731,-0.02661637
2018/06/28 - 04:38:30.6309479,109.7357,63,58,User hit user's target,-4.603275,2.823084,0.86492
2018/06/28 - 04:38:31.9537364,111.0587,64,59,User hit user's target,-4.915681,3.816156,-0.8960024
2018/06/28 - 04:38:34.6331689,113.7377,65,58,User hit user's target,-3.978823,6.068444,-0.2904692
2018/06/28 - 04:38:35.5190529,114.6247,66,58,User hit user's target,-3.058967,3.364825,3.538498
2018/06/28 - 04:38:37.1867128,116.292,67,58,User hit user's target,-4.688333,4.622517,0.4999518
2018/06/28 - 04:38:38.6671434,117.771,66,62,User missed, , , 
2018/06/28 - 04:38:39.4111910,118.5156,67,63,User hit user's target,-3.581401,6.602561,2.694995
2018/06/28 - 04:38:40.1563806,119.2601,68,64,User hit user's target,-4.197851,7.96099,1.241693
