Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 04:36:40.9050154,0,-0.05881087,0.01672395,-0.03243377,350.2328,328.1219,1.640946,-0.03881947,-0.5393575,0.1224387,1.352398,329.7379,6.030808
2018/06/28 - 04:36:40.9139916,0.01061914,-0.05898569,0.01678991,-0.03228467,350.2384,328.0754,1.573027,-0.039387,-0.5399975,0.1224559,1.638986,329.7108,6.088792
2018/06/28 - 04:36:40.9249873,0.02252595,-0.05914872,0.01677182,-0.03212215,350.1605,327.9809,1.540631,-0.03990139,-0.5405453,0.1226071,1.917703,329.6585,6.080628
2018/06/28 - 04:36:40.9359572,0.03278071,-0.05928169,0.01675635,-0.03204601,350.0946,327.8683,1.531486,-0.04045784,-0.5410727,0.1226544,2.046627,329.5163,6.03885
2018/06/28 - 04:36:40.9469285,0.04421876,-0.05939842,0.0168301,-0.0320924,350.1078,327.743,1.454668,-0.04105299,-0.5415903,0.1227039,2.140007,329.3727,6.067762
2018/06/28 - 04:36:40.9588953,0.05494258,-0.05958424,0.01677991,-0.03215967,349.9986,327.6356,1.37648,-0.04170946,-0.5421389,0.1226088,2.085033,329.2722,6.240399
2018/06/28 - 04:36:40.9708630,0.06779716,-0.0597288,0.01678253,-0.03227247,349.9614,327.5834,1.399493,-0.04241844,-0.5428486,0.122358,1.975549,329.1436,6.592242
2018/06/28 - 04:36:40.9818351,0.07824449,-0.05982246,0.01685463,-0.0324253,349.9504,327.419,1.319845,-0.04318003,-0.5436558,0.1221535,1.940191,329.0619,7.052223
2018/06/28 - 04:36:40.9918077,0.08975707,-0.05994423,0.01689608,-0.03249933,349.9063,327.3406,1.286414,-0.04396012,-0.5444888,0.1219802,1.940318,329.0527,7.51573
2018/06/28 - 04:36:41.0028498,0.09980135,-0.05999544,0.0169106,-0.03254789,349.8185,327.2033,1.259964,-0.04468917,-0.5452546,0.1218367,1.946657,328.9858,7.808458
2018/06/28 - 04:36:41.0138200,0.110497,-0.06005751,0.01696166,-0.03269655,349.7679,327.103,1.216332,-0.04540661,-0.5459909,0.1216821,2.028458,328.8614,7.920971
