Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
0.2356753,-1,0,User missed,0.0005953759,0.003586882,-0.00350045,357.3877,359.9877,359.5336,-0.1458038,0.0652913,-0.5122396,334.2439,300.6985,358.4928
0.4372435,-2,0,User missed,0.0005609728,0.003615849,-0.003529147,357.3679,359.9856,359.556,-0.143675,0.06585245,-0.5137919,333.2899,299.7063,359.615
0.6263059,-3,0,User missed,0.0005725697,0.003608867,-0.003521175,357.3723,359.9904,359.5454,-0.1443615,0.06368349,-0.5155824,334.0541,298.5803,359.4905
0.8329002,-4,0,User missed,0.0005587488,0.003610824,-0.003524039,357.3708,359.994,359.5653,-0.1457194,0.05974799,-0.5238512,335.6099,294.4658,358.4392
1.004803,-5,0,User missed,0.0005418584,0.00361215,-0.003525734,357.3705,359.9842,359.5719,-0.1441569,0.06411798,-0.5255379,335.6325,291.6695,355.4439
