Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/29 - 01:25:03.4535059,0,-0.009503033,-0.01798793,0.016859,8.366122,7.189865,2.178327,0.02347041,-0.6664165,0.2718118,47.55637,2.164882,351.9239
2018/06/29 - 01:25:03.4634893,0.01122415,-0.01005587,-0.01782157,0.01684456,8.403985,7.390415,2.25264,0.02352504,-0.666429,0.2718,47.56332,2.137619,351.6548
2018/06/29 - 01:25:03.4704594,0.03038598,-0.01046169,-0.01766387,0.01687339,8.428447,7.545452,2.317631,0.02356517,-0.6664342,0.271779,47.51455,2.115882,351.4539
2018/06/29 - 01:25:03.4774399,0.03762166,-0.01085629,-0.01742805,0.01687442,8.474105,7.641301,2.315691,0.02360968,-0.6664389,0.2717527,47.44311,2.07165,351.2229
2018/06/29 - 01:25:03.4904111,0.04488863,-0.01152959,-0.01704199,0.01690079,8.443627,7.848299,2.415791,0.02366767,-0.6664392,0.2717001,47.26611,1.996777,350.9121
2018/06/29 - 01:25:03.5014034,0.05783395,-0.01213911,-0.0167174,0.01693409,8.382407,7.997813,2.464624,0.02374205,-0.6664409,0.2716346,47.04134,1.872361,350.5035
2018/06/29 - 01:25:03.5113533,0.06864195,-0.01281172,-0.01629606,0.01693151,8.36201,8.142838,2.494872,0.02383057,-0.6664466,0.2715648,46.80571,1.706541,350.0124
2018/06/29 - 01:25:03.5213472,0.07850419,-0.01351174,-0.01580527,0.0169455,8.357209,8.238971,2.54092,0.02395304,-0.6664573,0.2714719,46.47977,1.415545,349.3123
2018/06/29 - 01:25:03.5322980,0.08904824,-0.01426372,-0.01529684,0.01702462,8.324666,8.39624,2.601182,0.02407686,-0.6664672,0.2713692,46.12385,1.175434,348.6243
2018/06/29 - 01:25:03.5432684,0.09970833,-0.0150476,-0.01466195,0.01710764,8.354944,8.543313,2.674902,0.02420956,-0.6664752,0.2712433,45.67546,0.9365956,347.8936
2018/06/29 - 01:25:03.5552364,0.1111344,-0.01579592,-0.01412418,0.01718531,8.308557,8.664734,2.768778,0.02437312,-0.6664868,0.2710823,45.06504,0.5361882,346.9604
2018/06/29 - 01:25:03.5662071,0.1219095,-0.01658526,-0.0135701,0.01720027,8.292302,8.760966,2.846029,0.02456756,-0.6665027,0.2708787,44.23122,359.91,345.8125
2018/06/29 - 01:25:03.5760767,0.1330198,-0.0174445,-0.01315579,0.017257,8.223676,8.880299,2.957557,0.02477724,-0.6665199,0.2706334,43.16505,359.1337,344.5646
2018/06/29 - 01:25:03.5880436,0.1440386,-0.01826234,-0.01289318,0.01728786,8.156176,8.954245,3.112162,0.02497282,-0.6665367,0.2703773,41.93134,358.1532,343.3623
