Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 02:54:37.4753919,0,0.02090897,0.00163114,-0.01305768,353.8155,8.716499,358.9975,0.08373586,-0.5308918,0.2319305,341.5856,5.502324,355.1169
2018/06/28 - 02:54:37.4853463,0.0112489,0.02089126,0.001553266,-0.01297169,353.8511,8.733641,358.9987,0.08360703,-0.5309728,0.2319951,341.6377,5.461883,355.1142
2018/06/28 - 02:54:37.4953215,0.02447496,0.02090696,0.001515671,-0.0129367,353.8415,8.722073,358.9998,0.08353339,-0.531009,0.2319984,341.6464,5.435884,355.1217
2018/06/28 - 02:54:37.5052940,0.03367103,0.02089607,0.001436757,-0.0128489,353.8455,8.734953,359.0255,0.08345253,-0.5310456,0.2319704,341.6314,5.388274,355.1316
2018/06/28 - 02:54:37.5172797,0.04451174,0.02087472,0.001387473,-0.0127356,353.8414,8.738098,359.021,0.08338922,-0.5310689,0.2319283,341.5994,5.368872,355.1493
2018/06/28 - 02:54:37.5272525,0.05511836,0.02085306,0.001366961,-0.01260009,353.8539,8.734818,359.0117,0.083318,-0.5310768,0.231937,341.5732,5.383705,355.1866
2018/06/28 - 02:54:37.5392034,0.06673277,0.0207826,0.001300926,-0.01246378,353.8326,8.748384,359.0228,0.08328438,-0.5310768,0.2319936,341.5814,5.382074,355.2063
2018/06/28 - 02:54:37.5501733,0.07780731,0.02075706,0.001312774,-0.01241196,353.8542,8.744252,359.0141,0.08327119,-0.531071,0.2320453,341.5961,5.369,355.2043
2018/06/28 - 02:54:37.5611434,0.08899306,0.02069614,0.001284147,-0.01234175,353.8519,8.7403,359.031,0.08325216,-0.5310643,0.2321152,341.62,5.344206,355.1862
2018/06/28 - 02:54:37.5731125,0.09995438,0.0206052,0.001288666,-0.01228184,353.8857,8.738492,359.0606,0.08326001,-0.5310596,0.2321576,341.6268,5.343077,355.1757
2018/06/28 - 02:54:37.5830849,0.1109467,0.02054683,0.001279415,-0.01221052,353.9152,8.697926,359.0879,0.08327019,-0.5310403,0.232263,341.6362,5.341206,355.1648
2018/06/28 - 02:54:37.5950557,0.1221649,0.02048049,0.001270278,-0.01214087,353.9888,8.644982,359.1104,0.08330223,-0.531015,0.2324007,341.6521,5.348292,355.1596
2018/06/28 - 02:54:37.6060235,0.1335478,0.02042757,0.001295503,-0.0120917,354.1158,8.598807,359.1619,0.08335986,-0.5309767,0.2325543,341.6539,5.377652,355.1634
2018/06/28 - 02:54:37.6189890,0.145262,0.02045458,0.00135323,-0.01197806,354.1775,8.564308,359.1892,0.08347993,-0.5309016,0.2327286,341.6334,5.456182,355.207
2018/06/28 - 02:54:37.6289628,0.1572157,0.02054261,0.001365429,-0.01187722,354.1618,8.509813,359.2105,0.08356732,-0.5308434,0.2327756,341.6201,5.492898,355.2119
2018/06/28 - 02:54:37.6399335,0.1678022,0.02058351,0.001405406,-0.0118378,354.1732,8.506221,359.2131,0.08364614,-0.5307959,0.2327847,341.6227,5.498519,355.1786
2018/06/28 - 02:54:37.6499058,0.178049,0.02063793,0.001432942,-0.01177414,354.1771,8.501758,359.2024,0.08378588,-0.5307112,0.2328329,341.6356,5.523147,355.1228
2018/06/28 - 02:54:37.6618749,0.1888166,0.02076438,0.001471381,-0.0117252,354.2405,8.452959,359.1847,0.08397351,-0.5306113,0.2329345,341.6636,5.548701,355.0417
2018/06/28 - 02:54:37.6728453,0.2001662,0.02093366,0.001475694,-0.01168098,354.3555,8.388021,359.1339,0.08408652,-0.5305986,0.2329891,341.6743,5.594716,355.0356
2018/06/28 - 02:54:37.6828191,0.210814,0.02110223,0.001440694,-0.01159257,354.4706,8.413821,359.1496,0.08421053,-0.5306001,0.233064,341.6796,5.648574,355.0555
2018/06/28 - 02:54:37.6967810,0.2221386,0.02141811,0.001478575,-0.01148162,354.6647,8.394954,359.2072,0.08434721,-0.5306349,0.2331217,341.6766,5.677731,355.0811
2018/06/28 - 02:54:37.7057577,0.2341751,0.02175092,0.001515476,-0.01134299,354.7931,8.35999,359.2945,0.0844559,-0.5306743,0.2331764,341.696,5.692536,355.0885
2018/06/28 - 02:54:37.7177249,0.2443118,0.02213519,0.001481303,-0.01114456,354.9227,8.322112,359.4084,0.08477305,-0.5307211,0.2333427,341.734,5.751619,355.0819
2018/06/28 - 02:54:37.7276980,0.2557872,0.02246765,0.001361743,-0.01095561,355.0453,8.287552,359.4433,0.08516903,-0.5307416,0.2335392,341.7587,5.858841,355.0559
2018/06/28 - 02:54:37.7456504,0.2669672,0.02275988,0.001065271,-0.01055572,355.1247,8.312914,359.4702,0.08571756,-0.5307747,0.2337584,341.7923,6.040687,355.0078
2018/06/28 - 02:54:37.7526324,0.277746,0.02300177,0.0008340832,-0.01026447,355.3834,8.272309,359.4166,0.08620133,-0.5308273,0.233849,341.8467,6.172557,354.9595
