Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:54:44.0406245,6.578125,0,1,Peer hit peer's target,-2.961908,8.541078,-0.4663567
2018/06/28 - 02:54:45.1731019,7.710355,0,0,Peer missed, , , 
2018/06/28 - 02:54:54.9834098,17.52201,3,0,Peer hit user's target,1.112014,3.005633,-4.565844
2018/06/28 - 02:55:11.6981358,34.2355,2,0,Peer hit user's target,3.686702,8.477985,1.069692
2018/06/28 - 02:55:15.9744114,38.51217,1,0,Peer missed, , , 
2018/06/28 - 02:55:31.8994597,54.43607,1,0,Peer hit user's target,-4.23631,7.489749,1.731739
2018/06/28 - 02:55:32.0979692,54.63567,3,0,Peer hit user's target,-3.361325,4.564098,4.074486
2018/06/28 - 02:55:47.7202900,70.2578,3,1,Peer hit peer's target,4.785462,4.687426,-0.723978
2018/06/28 - 02:55:49.9537287,72.49091,4,2,Peer hit peer's target,-2.316273,2.061594,-2.942492
2018/06/28 - 02:55:51.3974759,73.93528,4,1,Peer missed, , , 
2018/06/28 - 02:55:51.9415562,74.48002,4,2,Peer hit peer's target,4.544798,6.47171,-1.756973
2018/06/28 - 02:55:57.2228912,79.75971,0,3,Peer missed, , , 
2018/06/28 - 02:55:57.3764991,79.91403,0,2,Peer missed, , , 
2018/06/28 - 02:55:57.4423347,79.98135,0,1,Peer missed, , , 
2018/06/28 - 02:55:57.5849451,80.12405,0,0,Peer missed, , , 
2018/06/28 - 02:56:04.6774653,87.21426,3,0,Peer hit user's target,-0.9161016,4.190208,-4.956412
2018/06/28 - 02:56:19.6351839,102.171,7,1,Peer hit peer's target,-5.105832,3.354494,1.190693
2018/06/28 - 02:56:21.6767866,104.2142,6,0,Peer missed, , , 
2018/06/28 - 02:56:25.1344210,107.6716,6,1,Peer hit peer's target,-4.162621,5.844533,-1.455851
2018/06/28 - 02:56:25.6111452,108.1486,6,2,Peer hit peer's target,3.395407,6.528133,3.470461
2018/06/28 - 02:56:25.7099101,108.2483,6,3,Peer hit peer's target,-2.029546,7.356941,-2.41041
2018/06/28 - 02:56:29.1422304,111.6806,5,4,Peer hit peer's target,1.478321,9.776169,-0.3911785
2018/06/28 - 02:56:31.8128761,114.3503,5,3,Peer missed, , , 
2018/06/28 - 02:56:32.1250409,114.6593,6,2,Peer missed, , , 
2018/06/28 - 02:56:32.2128057,114.7491,6,1,Peer missed, , , 
2018/06/28 - 02:56:32.4770980,115.0145,5,0,Peer missed, , , 
2018/06/28 - 02:56:33.8771632,116.4148,6,0,Peer hit user's target,-1.999241,6.755857,4.566313
2018/06/28 - 02:56:34.1334610,116.6707,5,1,Peer hit peer's target,-4.371318,3.065223,-0.7248689
2018/06/28 - 02:56:35.5566444,118.0943,5,2,Peer hit peer's target,4.416886,5.830091,-2.292184
2018/06/28 - 02:56:35.7670852,118.3052,5,3,Peer hit peer's target,4.683852,5.332787,-1.925204
