Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 04:30:25.3474628,0,0.1726723,0.1125407,-0.7079051,356.855,359.1681,357.3165,0.2792768,-0.3206597,-0.4996859,339.8144,356.521,354.479
2018/06/28 - 04:30:25.3567792,0.01063592,0.1726776,0.1125564,-0.7079822,356.8435,359.1951,357.3076,0.2793556,-0.320648,-0.4996815,339.8357,356.5777,354.4419
2018/06/28 - 04:30:25.3677499,0.02303482,0.172737,0.1125828,-0.7079782,356.849,359.1857,357.3144,0.2794113,-0.3206159,-0.4996892,339.8385,356.642,354.4164
2018/06/28 - 04:30:25.3777230,0.03333993,0.1727746,0.1126239,-0.7080257,356.8482,359.1894,357.3059,0.2793859,-0.3206276,-0.4997373,339.8397,356.6196,354.4134
2018/06/28 - 04:30:25.3916858,0.04393376,0.1728482,0.112661,-0.7080136,356.8268,359.2137,357.3098,0.2793823,-0.3206244,-0.4998022,339.8439,356.5836,354.4215
2018/06/28 - 04:30:25.4006617,0.05739193,0.1729266,0.112665,-0.7079392,356.813,359.2069,357.3134,0.2793722,-0.320617,-0.4998832,339.8323,356.5666,354.4402
2018/06/28 - 04:30:25.4116321,0.06675183,0.1729892,0.1126764,-0.7078974,356.8048,359.2227,357.3122,0.2794133,-0.3205783,-0.4999639,339.8074,356.5768,354.4731
2018/06/28 - 04:30:25.4216059,0.07745402,0.1730453,0.1126853,-0.707884,356.7954,359.2272,357.2884,0.2794886,-0.3205398,-0.5000189,339.7696,356.6085,354.4956
2018/06/28 - 04:30:25.4345725,0.08796564,0.1731723,0.1126956,-0.7077779,356.7787,359.2272,357.3076,0.2795455,-0.3205236,-0.5000922,339.744,356.6265,354.4902
2018/06/28 - 04:30:25.4445443,0.1008381,0.1732484,0.112711,-0.7076707,356.7661,359.235,357.2943,0.2796292,-0.3204895,-0.5001533,339.7486,356.6614,354.4499
2018/06/28 - 04:30:25.4545177,0.1105328,0.1733511,0.1127334,-0.707516,356.7602,359.2328,357.289,0.2797177,-0.3204478,-0.5001914,339.7493,356.6823,354.3959
2018/06/28 - 04:30:25.4674832,0.1213215,0.1734767,0.112754,-0.70737,356.7397,359.2471,357.2704,0.2797905,-0.3204258,-0.5002048,339.7618,356.6667,354.3627
