Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:30:26.8797298,1.542903,0,1,Peer hit peer's target,3.368477,2.802273,3.610724
2018/06/28 - 04:30:26.9345822,1.599775,0,2,Peer hit peer's target,-1.842703,9.961335,1.236447
2018/06/28 - 04:30:29.0828516,3.743085,0,3,Peer hit peer's target,3.751387,2.390341,1.836408
2018/06/28 - 04:30:30.3214396,4.987552,0,2,Peer missed, , , 
2018/06/28 - 04:30:32.7771153,7.443179,1,1,Peer missed, , , 
2018/06/28 - 04:30:35.1010691,9.766667,1,2,Peer hit peer's target,-4.425361,3.961427,-1.691177
2018/06/28 - 04:30:35.9015751,10.56694,1,1,Peer missed, , , 
2018/06/28 - 04:30:36.1000448,10.76577,1,0,Peer missed, , , 
2018/06/28 - 04:30:39.1904237,13.85545,2,1,Peer hit peer's target,-2.32584,5.241636,-4.111567
2018/06/28 - 04:30:39.6252852,14.29017,2,2,Peer hit peer's target,-5.124853,6.039545,-0.6542866
2018/06/28 - 04:30:39.9334831,14.59971,2,3,Peer hit peer's target,0.09997029,6.046153,-5.698903
2018/06/28 - 04:30:41.3010529,15.96661,2,4,Peer hit peer's target,3.485831,3.431171,-3.338167
2018/06/28 - 04:30:43.4244637,18.0896,3,5,Peer hit peer's target,3.043732,8.886058,-1.042249
2018/06/28 - 04:30:43.7904756,18.45583,3,4,Peer missed, , , 
2018/06/28 - 04:30:43.8682684,18.53385,3,3,Peer missed, , , 
2018/06/28 - 04:30:45.2464702,19.91076,2,2,Peer missed, , , 
2018/06/28 - 04:30:46.2994407,20.96569,0,1,Peer missed, , , 
2018/06/28 - 04:30:49.7465794,24.41191,1,0,Peer missed, , , 
2018/06/28 - 04:30:51.8139948,26.47873,2,1,Peer hit peer's target,1.712239,4.333795,3.998058
2018/06/28 - 04:30:52.6462177,27.31157,2,2,Peer hit peer's target,1.796845,4.499731,-4.622909
