Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:30:53.9118987,28.57734,2,3,Peer hit peer's target,-0.4501394,6.932532,4.474786
2018/06/28 - 04:30:56.2794591,30.94492,4,4,Peer hit peer's target,4.94801,5.112517,-0.4532688
2018/06/28 - 04:30:57.0461999,31.71181,4,3,Peer missed, , , 
2018/06/28 - 04:31:00.1118967,34.77698,5,4,Peer hit peer's target,-3.734275,5.561676,-3.322743
2018/06/28 - 04:31:02.1798870,36.84572,5,3,Peer missed, , , 
2018/06/28 - 04:31:03.2912598,37.95605,6,4,Peer hit peer's target,-2.071746,7.594955,-4.785875
2018/06/28 - 04:31:05.4015176,40.06683,7,5,Peer hit peer's target,-1.788177,4.777353,5.317988
2018/06/28 - 04:31:08.1811827,42.84717,7,6,Peer hit peer's target,1.209593,6.506148,-4.481384
2018/06/28 - 04:31:11.4914937,46.15644,8,5,Peer missed, , , 
2018/06/28 - 04:31:13.4910665,48.15642,7,6,Peer hit peer's target,-1.834234,6.155574,3.55048
2018/06/28 - 04:31:13.9563103,48.62194,7,7,Peer hit peer's target,4.059185,7.306075,-2.174285
2018/06/28 - 04:31:14.3027778,48.96772,8,8,Peer hit peer's target,1.498103,4.271544,-5.157656
2018/06/28 - 04:31:14.3695760,49.03439,8,9,Peer hit peer's target,-4.697357,3.90868,-2.304958
2018/06/28 - 04:31:15.3789609,50.04479,8,10,Peer hit peer's target,1.231981,4.780354,4.716819
2018/06/28 - 04:31:17.9346843,52.60076,9,11,Peer hit peer's target,2.826043,8.377679,-1.684044
2018/06/28 - 04:31:18.8801607,53.54569,9,10,Peer missed, , , 
2018/06/28 - 04:31:20.6471367,55.31275,10,9,Peer missed, , , 
2018/06/28 - 04:31:20.9704133,55.63527,11,8,Peer missed, , , 
2018/06/28 - 04:31:23.8845016,58.54921,12,9,Peer hit peer's target,-3.146706,3.681858,4.364895
2018/06/28 - 04:31:27.3364585,62.00219,14,10,Peer hit peer's target,0.7796462,4.930869,4.603942
2018/06/28 - 04:31:27.4491850,62.11389,14,11,Peer hit peer's target,1.321165,2.864922,-4.820286
2018/06/28 - 04:31:28.9133658,63.57979,15,12,Peer hit peer's target,0.1061721,5.16753,4.996065
2018/06/28 - 04:31:29.6921181,64.35776,14,13,Peer hit peer's target,1.679893,4.236519,-4.224592
2018/06/28 - 04:31:32.0805342,66.74682,13,14,Peer hit peer's target,-2.25423,7.357161,3.907729
2018/06/28 - 04:31:35.3151921,69.98076,15,13,Peer hit user's target,-1.744021,7.670015,-2.038548
2018/06/28 - 04:31:35.3261625,69.99158,15,12,Peer missed, , , 
2018/06/28 - 04:31:35.8587151,70.52433,15,13,Peer hit peer's target,-2.327021,5.088759,-4.15147
2018/06/28 - 04:31:36.6585805,71.32478,15,14,Peer hit peer's target,-1.022401,4.647727,5.387537
2018/06/28 - 04:31:37.9708343,72.63529,15,15,Peer hit peer's target,3.809565,3.276272,-3.588316
2018/06/28 - 04:31:39.1370876,73.80247,15,16,Peer hit peer's target,1.7707,8.576948,3.464286
2018/06/28 - 04:31:40.2809763,74.94685,15,15,Peer missed, , , 
2018/06/28 - 04:31:40.8694011,75.53431,16,14,Peer missed, , , 
2018/06/28 - 04:31:41.8582489,76.52422,17,15,Peer hit peer's target,-2.529731,8.707369,0.5350732
2018/06/28 - 04:31:44.4817213,79.14734,18,16,Peer hit peer's target,-1.587635,8.687856,-1.647664
2018/06/28 - 04:31:45.5596914,80.22573,19,17,Peer hit peer's target,-3.845618,8.252549,2.042378
2018/06/28 - 04:31:47.9297486,82.59388,20,18,Peer hit peer's target,-0.2236082,5.481377,-4.035252
2018/06/28 - 04:31:48.1032641,82.76776,20,19,Peer hit peer's target,0.4789455,5.065521,5.021785
2018/06/28 - 04:31:48.5369572,83.20255,20,20,Peer hit peer's target,-4.839337,4.210477,-0.2561159
2018/06/28 - 04:31:48.8364551,83.50286,20,21,Peer hit peer's target,-3.982426,6.190062,-1.443629
2018/06/28 - 04:31:49.8478749,84.51276,20,22,Peer hit peer's target,-0.9184487,4.091124,-5.031741
2018/06/28 - 04:31:51.1030431,85.76819,19,24,Peer hit peer's target,3.245033,1.938684,-2.51247
2018/06/28 - 04:31:51.3593582,86.0251,20,23,Peer missed, , , 
2018/06/28 - 04:31:51.4580676,86.12421,20,22,Peer missed, , , 
2018/06/28 - 04:31:51.5478249,86.21305,20,21,Peer missed, , , 
2018/06/28 - 04:31:52.7698267,87.43539,21,20,Peer missed, , , 
2018/06/28 - 04:31:54.2838939,88.94801,22,21,Peer hit peer's target,-4.707392,6.588596,-2.518263
2018/06/28 - 04:31:58.2144137,92.88052,23,22,Peer hit peer's target,-2.416153,5.875512,3.328326
2018/06/28 - 04:32:01.2477735,95.91317,25,23,Peer hit peer's target,4.057223,7.57319,-3.213405
2018/06/28 - 04:32:02.7488783,97.41405,25,24,Peer hit peer's target,1.035724,7.475029,-4.25469
2018/06/28 - 04:32:03.2054614,97.87013,26,25,Peer hit peer's target,1.473926,1.927802,3.740687
2018/06/28 - 04:32:05.0804270,99.74588,26,26,Peer hit peer's target,-3.878094,7.143168,1.655331
2018/06/28 - 04:32:05.4374795,100.1035,27,27,Peer hit peer's target,0.8210897,7.970856,4.293139
2018/06/28 - 04:32:07.3718012,102.0371,27,28,Peer hit peer's target,-0.6109006,5.369215,-5.100289
2018/06/28 - 04:32:10.0039950,104.6692,28,27,Peer missed, , , 
2018/06/28 - 04:32:11.8058637,106.4708,28,28,Peer hit peer's target,2.677659,2.911193,2.86794
2018/06/28 - 04:32:17.0508867,111.7154,31,29,Peer hit peer's target,-3.839669,6.468233,3.416173
2018/06/28 - 04:32:20.5712858,115.2362,34,30,Peer hit peer's target,-2.532314,2.670787,2.861439
2018/06/28 - 04:32:20.7278673,115.393,34,31,Peer hit peer's target,0.5976017,4.220449,4.211987
2018/06/28 - 04:32:21.0490074,115.7142,34,32,Peer hit peer's target,2.398853,2.613811,-4.348755
2018/06/28 - 04:32:21.3162917,115.9821,34,33,Peer hit peer's target,4.004114,5.714539,2.263967
2018/06/28 - 04:32:22.1381150,116.8045,35,34,Peer hit peer's target,-4.008713,7.680191,-1.321662
2018/06/28 - 04:32:24.2707588,118.9363,36,35,Peer hit peer's target,2.630996,9.48798,0.7422371
