Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/27 - 01:55:21.5611110,21.98355,0.6178333,0.2944714,-0.200345,359.3451,262.2899,3.733892,0.4648671,-0.2413416,-0.2027837,326.6048,267.0181,8.280226
2018/06/27 - 01:55:21.5720903,21.99437,0.617691,0.2945131,-0.2002765,359.3569,262.2838,3.685627,0.4648673,-0.2413422,-0.2027808,326.6017,266.9746,8.308991
2018/06/27 - 01:55:21.5820438,22.00564,0.6175807,0.2945274,-0.2002425,359.3517,262.2902,3.659846,0.4648649,-0.2413393,-0.2027704,326.6148,266.8976,8.336543
2018/06/27 - 01:55:21.5940124,22.01704,0.6175005,0.2945279,-0.200193,359.3449,262.2787,3.655904,0.4648609,-0.2413338,-0.2027584,326.6404,266.8648,8.313618
2018/06/27 - 01:55:21.6049833,22.02839,0.6174251,0.2945214,-0.200136,359.3397,262.292,3.637989,0.4648613,-0.2413345,-0.202757,326.6371,266.874,8.298603
2018/06/27 - 01:55:21.6159683,22.03917,0.6173816,0.2945197,-0.200089,359.3474,262.2972,3.6129,0.4648652,-0.2413407,-0.2027625,326.6083,266.8839,8.314589
2018/06/27 - 01:55:21.6269236,22.05013,0.6172826,0.2944943,-0.1999773,359.3347,262.2857,3.566846,0.4648731,-0.2413529,-0.202775,326.5514,266.8909,8.365934
2018/06/27 - 01:55:21.6378943,22.0614,0.6172215,0.2944579,-0.1999084,359.3281,262.2755,3.530045,0.4648713,-0.2413504,-0.2027711,326.5632,266.8705,8.367453
2018/06/27 - 01:55:21.6488648,22.07217,0.6171493,0.2944013,-0.1998423,359.3195,262.2828,3.475595,0.4648639,-0.2413387,-0.2027603,326.6171,266.8008,8.384807
2018/06/27 - 01:55:21.6598352,22.08311,0.6171051,0.2943427,-0.1997408,359.3263,262.2697,3.428701,0.4648529,-0.2413213,-0.2027468,326.6977,266.7251,8.394855
2018/06/27 - 01:55:21.6718034,22.09422,0.6170595,0.2942485,-0.1996619,359.3137,262.2898,3.388474,0.4648471,-0.2413119,-0.2027419,326.7409,266.6935,8.40185
2018/06/27 - 01:55:21.6827742,22.10527,0.6170056,0.2941769,-0.199536,359.335,262.3281,3.326924,0.4648479,-0.2413129,-0.2027451,326.7366,266.7016,8.408853
2018/06/27 - 01:55:21.6927473,22.11698,0.6169433,0.2941274,-0.1993824,359.3885,262.4138,3.323256,0.4648484,-0.2413136,-0.2027468,326.7331,266.7031,8.414995
2018/06/27 - 01:55:21.7037445,22.12737,0.6168423,0.2940685,-0.1992535,359.3856,262.5074,3.310128,0.4648482,-0.2413135,-0.2027447,326.7337,266.7034,8.405366
2018/06/27 - 01:55:21.7146890,22.13838,0.6167291,0.2940433,-0.1991533,359.3711,262.5801,3.292016,0.464851,-0.2413183,-0.2027442,326.7116,266.738,8.370278
2018/06/27 - 01:55:21.7256631,22.14895,0.6166548,0.2940925,-0.1990825,359.3817,262.6072,3.280298,0.4648569,-0.2413271,-0.202756,326.6708,266.7994,8.365068
2018/06/27 - 01:55:21.7366304,22.16053,0.6165864,0.2941048,-0.1991508,359.3621,262.5742,3.305683,0.4648595,-0.2413309,-0.2027614,326.653,266.7999,8.389494
2018/06/27 - 01:55:21.7535844,22.17115,0.6164351,0.2941055,-0.1991941,359.3461,262.5693,3.292775,0.4648589,-0.24133,-0.20276,326.6571,266.7907,8.392053
2018/06/27 - 01:55:21.7605661,22.18254,0.6162509,0.2941038,-0.1992145,359.3461,262.5461,3.273978,0.4648562,-0.2413256,-0.2027595,326.6778,266.7795,8.39986
2018/06/27 - 01:55:21.7705398,22.19506,0.6161306,0.2940759,-0.199235,359.3519,262.5198,3.224168,0.464847,-0.24131,-0.2027573,326.7498,266.7303,8.435447
2018/06/27 - 01:55:21.7815137,22.20487,0.6160083,0.2940452,-0.1992475,359.3644,262.4758,3.16869,0.4648304,-0.2412818,-0.2027539,326.8799,266.6252,8.517729
2018/06/27 - 01:55:21.7934779,22.21623,0.6158782,0.2939836,-0.1992908,359.3414,262.4774,3.063402,0.4648145,-0.2412564,-0.2027386,326.9975,266.504,8.561738
2018/06/27 - 01:55:21.8044492,22.22752,0.6158865,0.2939918,-0.1992914,359.3658,262.4808,3.096893,0.4648139,-0.2412562,-0.2027326,326.9989,266.519,8.520286
2018/06/27 - 01:55:21.8154194,22.23908,0.6158044,0.2939594,-0.1992979,359.3633,262.5087,3.07689,0.4648153,-0.2412585,-0.202732,326.9884,266.5359,8.50166
2018/06/27 - 01:55:21.8263901,22.24944,0.6157093,0.2939121,-0.1992879,359.3611,262.5465,3.085986,0.4648163,-0.2412602,-0.2027328,326.9804,266.5278,8.513038
2018/06/27 - 01:55:21.8373687,22.26115,0.6156042,0.2938899,-0.1992549,359.3938,262.58,3.115002,0.4648168,-0.241261,-0.202734,326.9766,266.5175,8.528898
2018/06/27 - 01:55:21.8483309,22.27197,0.6155843,0.2938867,-0.1992988,359.391,262.561,3.117014,0.4648175,-0.2412618,-0.2027363,326.9727,266.4935,8.562339
2018/06/27 - 01:55:21.8593025,22.28276,0.6154654,0.2938398,-0.1992805,359.3955,262.5379,3.141262,0.4648176,-0.2412621,-0.2027359,326.971,266.4825,8.571172
2018/06/27 - 01:55:21.8712705,22.29403,0.615339,0.2938313,-0.1993368,359.4014,262.4803,3.11779,0.4648146,-0.2412568,-0.2027373,326.9957,266.4543,8.603632
2018/06/27 - 01:55:21.8822406,22.30535,0.6151491,0.2938246,-0.1994052,359.3936,262.33,3.028246,0.4648084,-0.2412462,-0.2027368,327.0446,266.4189,8.633893
2018/06/27 - 01:55:21.8932107,22.31653,0.6150436,0.2938124,-0.1994713,359.3644,262.2623,2.997829,0.4648015,-0.2412345,-0.2027375,327.0988,266.388,8.665175
2018/06/27 - 01:55:21.9041832,22.32767,0.6148902,0.2938128,-0.199622,359.314,262.2011,2.861627,0.4647914,-0.2412174,-0.2027372,327.1786,266.3365,8.710485
2018/06/27 - 01:55:21.9151522,22.33862,0.6148676,0.2938437,-0.1995984,359.3392,262.1508,2.889529,0.4647866,-0.2412102,-0.202729,327.212,266.2969,8.710333
2018/06/27 - 01:55:21.9261234,22.34978,0.6148062,0.2938842,-0.1996811,359.3675,262.112,2.811248,0.4647841,-0.2412062,-0.2027281,327.2309,266.2965,8.706262
2018/06/27 - 01:55:21.9380905,22.36094,0.6147857,0.2938872,-0.1997418,359.3668,262.1308,2.817636,0.4647813,-0.2412018,-0.2027258,327.2513,266.2778,8.713135
2018/06/27 - 01:55:21.9490621,22.37206,0.6147284,0.2938972,-0.1997902,359.3608,262.1053,2.815145,0.4647793,-0.2411989,-0.2027213,327.2645,266.2638,8.70587
2018/06/27 - 01:55:21.9600331,22.38314,0.6146482,0.2939073,-0.1998384,359.3711,262.0701,2.78791,0.4647787,-0.2411981,-0.2027193,327.2685,266.2675,8.69297
2018/06/27 - 01:55:21.9720005,22.39457,0.6146486,0.2939166,-0.1998836,359.3773,262.0641,2.803614,0.4647772,-0.2411957,-0.2027183,327.2794,266.2546,8.700582
2018/06/27 - 01:55:21.9819742,22.40571,0.6146045,0.293934,-0.1999482,359.386,262.0412,2.775335,0.4647728,-0.2411889,-0.202713,327.3114,266.1978,8.730306
2018/06/27 - 01:55:21.9939414,22.41661,0.6146036,0.2939259,-0.1999783,359.3618,262.0275,2.797916,0.4647674,-0.2411807,-0.2027063,327.3494,266.1484,8.745933
2018/06/27 - 01:55:22.0039148,22.42831,0.6145201,0.2939233,-0.19998,359.3578,261.9667,2.802927,0.4647596,-0.2411686,-0.2026988,327.4059,266.0742,8.781212
2018/06/27 - 01:55:22.0158825,22.4388,0.6144647,0.2939094,-0.2000317,359.3392,261.9454,2.764744,0.4647512,-0.2411551,-0.2026928,327.4689,265.9896,8.833266
2018/06/27 - 01:55:22.0278559,22.44983,0.6144674,0.2939157,-0.2000679,359.369,261.9277,2.75545,0.4647404,-0.2411392,-0.2026758,327.5428,265.8701,8.868546
2018/06/27 - 01:55:22.0368269,22.4616,0.6144509,0.2938926,-0.2001,359.3572,261.913,2.74657,0.4647399,-0.2411392,-0.2026698,327.5428,265.8451,8.86556
2018/06/27 - 01:55:22.0487949,22.47207,0.6144098,0.2938662,-0.2001085,359.3519,261.8817,2.746682,0.4647372,-0.2411352,-0.2026656,327.5615,265.7749,8.913217
2018/06/27 - 01:55:22.0597659,22.48308,0.6143544,0.2938635,-0.2001207,359.3688,261.8561,2.759899,0.4647323,-0.2411287,-0.2026531,327.5919,265.6666,8.959479
2018/06/27 - 01:55:22.0707483,22.49442,0.6143178,0.2938831,-0.2001605,359.3918,261.8266,2.739022,0.4647252,-0.2411181,-0.2026431,327.6417,265.5683,9.006183
2018/06/27 - 01:55:22.0817150,22.50527,0.6142638,0.2938935,-0.2002127,359.3945,261.7965,2.734631,0.4647177,-0.2411087,-0.20262,327.6857,265.4565,9.007622
2018/06/27 - 01:55:22.0936744,22.5164,0.6141199,0.2938648,-0.2002114,359.3883,261.6877,2.707403,0.4647105,-0.2410979,-0.2026118,327.7363,265.3994,9.022934
2018/06/27 - 01:55:22.1046457,22.5274,0.6140864,0.2938879,-0.2002746,359.4225,261.668,2.700697,0.464691,-0.2410672,-0.2026004,327.8801,265.2324,9.124861
2018/06/27 - 01:55:22.1156161,22.53931,0.6140504,0.2938806,-0.200326,359.4232,261.6635,2.690269,0.4646756,-0.2410449,-0.2025795,327.9852,265.0671,9.18315
2018/06/27 - 01:55:22.1265868,22.54963,0.6139872,0.2938684,-0.2003488,359.4281,261.6243,2.671112,0.464664,-0.2410283,-0.2025622,328.0635,264.9275,9.234817
