Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.9338593,1,-1,Peer hit user's target,0.05173607,-0.03051322,-0.2405985,23.83975,329.8638,0.706155,-0.02137018,-0.3831305,0.00942204,358.4275,329.9513,5.913116
3.219979,1,0,Peer hit peer's target,0.02800533,-0.0295871,-0.2666942,20.63653,297.868,355.827,-0.08330884,-0.3652917,-0.1327363,1.083472,285.9182,352.4933
4.400647,2,0,User hit user's target,0.08301044,-0.01771805,-0.2599,16.66331,28.06571,2.509966,0.2531893,-0.3726614,-0.06022601,10.0373,19.84937,359.4857
6.255068,2,1,Peer hit peer's target,0.0941067,-0.0003601519,-0.2569246,3.974484,87.64429,3.274654,0.406264,-0.3240094,-0.2564376,358.261,77.16806,356.8392
6.484952,2,2,Peer hit peer's target,0.09052182,0.001761909,-0.2655496,0.9245631,98.03841,3.770258,0.4065546,-0.3202186,-0.2761719,358.1742,80.27836,356.5196
6.998969,2,3,Peer hit peer's target,0.1021111,-0.007117766,-0.2853977,5.434165,110.6045,4.016537,0.4352333,-0.4215198,-0.4916803,20.43241,117.8261,4.043305
7.034837,3,3,User hit user's target,0.1026898,-0.007608737,-0.2886295,5.743626,111.8788,4.017686,0.4342966,-0.4254335,-0.5079993,20.9976,120.1859,4.326895
8.761347,3,4,Peer hit peer's target,0.08470344,0.007034737,-0.2329971,2.132112,45.68746,0.04133867,0.3187647,-0.3529195,-0.1252558,5.2692,45.7585,357.4142
8.905174,2,4,User missed,0.09002324,0.006797343,-0.2334301,2.34585,47.81344,359.5045,0.3177201,-0.3537324,-0.1227371,9.202692,43.82474,356.9702
9.262255,3,4,User hit user's target,0.1000195,0.007546448,-0.2402666,2.255623,54.19867,358.9239,0.3650981,-0.3462457,-0.1575598,1.716822,61.58699,0.3870943
10.46508,3,5,Peer hit peer's target,0.09346914,0.01349898,-0.2253692,356.6788,43.1348,359.9183,0.3203127,-0.3462,-0.1087251,2.846998,40.41422,354.0655
11.8782,4,5,User hit user's target,0.07383735,0.0106784,-0.1969153,357.6425,12.34569,358.2962,0.182934,-0.2650202,-0.09432951,349.392,8.796992,350.5023
13.42409,5,5,User hit user's target,0.1181573,0.01468149,-0.2627777,354.8246,71.73418,355.1708,0.4241193,-0.2546492,-0.2690865,345.5405,80.26221,352.9143
14.03858,5,6,Peer hit peer's target,0.09005105,0.02443262,-0.2517872,349.0837,39.70671,359.8254,0.3278635,-0.2781495,-0.1582049,351.3511,43.20257,348.271
14.57504,4,6,User missed,0.1050275,0.02462193,-0.2712187,348.4675,54.18721,353.5814,0.387954,-0.2308855,-0.1731515,345.6783,64.09341,345.7061
14.93076,3,6,User missed,0.1126838,0.0183848,-0.2843185,353.6075,65.35325,353.4772,0.4126709,-0.3226151,-0.1991279,3.746043,66.19912,349.133
15.22115,3,7,Peer hit peer's target,0.1217375,0.007624346,-0.2938951,2.114922,74.3778,354.1016,0.4371389,-0.4119792,-0.2534112,20.60189,78.45898,353.696
