Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 03:21:08.8025138,81.09601,49,42,Peer hit peer's target,-4.765667,5.380252,1.611157
2018/06/28 - 03:21:08.9869386,81.28053,49,43,Peer hit peer's target,-0.8219483,3.9372,-3.889493
2018/06/28 - 03:21:10.0876331,82.38116,49,44,Peer hit peer's target,-2.366148,2.065469,-3.725568
2018/06/28 - 03:21:11.2435927,83.53716,49,43,Peer missed, , , 
2018/06/28 - 03:21:12.9428897,85.23698,51,44,Peer hit peer's target,1.630255,2.284666,3.203796
2018/06/28 - 03:21:13.1327351,85.42597,51,45,Peer hit peer's target,0.1868113,5.007394,-4.366003
2018/06/28 - 03:21:15.9666208,88.25998,54,46,Peer hit peer's target,-3.692563,6.711983,-2.637536
2018/06/28 - 03:21:16.1991194,88.4922,54,47,Peer hit peer's target,-4.223574,3.462999,-3.95968
2018/06/28 - 03:21:16.5876274,88.88126,54,48,Peer hit peer's target,-1.394995,8.073307,-3.850088
2018/06/28 - 03:21:17.8647925,90.15836,54,49,Peer hit peer's target,-4.444359,5.255398,-2.34165
2018/06/28 - 03:21:21.3334223,93.626,57,50,Peer hit peer's target,4.686572,3.85126,0.6202363
2018/06/28 - 03:21:21.7643452,94.05782,57,51,Peer hit peer's target,-0.6872497,3.96358,5.19832
2018/06/28 - 03:21:22.3106228,94.60311,58,52,Peer hit peer's target,5.12982,5.405945,-0.9059511
2018/06/28 - 03:21:24.7769284,97.07013,57,53,Peer hit peer's target,2.829548,3.064106,-2.434758
2018/06/28 - 03:21:25.3883109,97.68246,58,52,Peer missed, , , 
2018/06/28 - 03:21:26.9993290,99.292,59,53,Peer hit peer's target,1.815726,8.0119,2.38624
2018/06/28 - 03:21:27.1878497,99.48109,60,54,Peer hit peer's target,0.7146699,5.19242,-4.793198
2018/06/28 - 03:21:27.4661230,99.76019,60,55,Peer hit peer's target,2.581997,7.901118,-1.76269
2018/06/28 - 03:21:27.6357980,99.92718,60,56,Peer hit peer's target,-4.867027,5.228685,-1.636873
2018/06/28 - 03:21:28.1205014,100.414,60,57,Peer hit peer's target,-1.30668,9.645056,0.8228384
2018/06/28 - 03:21:29.5000031,101.7925,61,58,Peer hit peer's target,-3.596169,6.030767,-3.164663
2018/06/28 - 03:21:30.3206884,102.6143,62,57,Peer missed, , , 
2018/06/28 - 03:21:32.5115615,104.8047,63,56,Peer missed, , , 
2018/06/28 - 03:21:33.9877316,106.2816,63,57,Peer hit peer's target,0.5005531,8.135028,-4.093093
2018/06/28 - 03:21:34.3221134,106.6159,64,58,Peer hit peer's target,-4.192374,4.670151,-2.165205
2018/06/28 - 03:21:34.5329403,106.8261,64,59,Peer hit peer's target,2.63873,3.284497,-3.510757
2018/06/28 - 03:21:35.4336267,107.7267,64,60,Peer hit peer's target,-4.384964,7.106094,0.6667513
2018/06/28 - 03:21:37.2116258,109.5043,64,61,Peer hit peer's target,3.44268,6.966951,-2.660769
2018/06/28 - 03:21:39.3105517,111.6036,66,62,Peer hit peer's target,-0.6106352,5.395653,-4.916449
2018/06/28 - 03:21:39.6984811,111.9915,66,63,Peer hit peer's target,-4.004182,2.744728,-2.324387
2018/06/28 - 03:21:41.7408902,114.0328,68,64,Peer hit peer's target,-4.684283,3.270048,-1.131002
2018/06/28 - 03:21:42.7990806,115.0916,67,63,Peer missed, , , 
2018/06/28 - 03:21:46.1989880,118.491,68,62,Peer missed, , , 
2018/06/28 - 03:21:46.3007150,118.5935,68,63,Peer hit peer's target,4.488753,6.466018,1.451037
2018/06/28 - 03:21:46.4852237,118.7793,68,64,Peer hit peer's target,-4.734161,6.471595,-1.085245
