Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 03:19:59.2993039,11.59111,4,1,Peer hit peer's target,3.980799,2.402792,-1.105508
2018/06/28 - 03:20:01.5287402,13.82257,6,2,Peer hit peer's target,-1.518358,3.681812,-5.097775
2018/06/28 - 03:20:03.3286059,15.62161,7,3,Peer hit peer's target,-1.858568,7.7169,-3.009288
2018/06/28 - 03:20:06.4185996,18.71097,9,4,Peer hit peer's target,-2.286244,4.240267,3.699754
2018/06/28 - 03:20:06.4405603,18.73292,9,5,Peer hit peer's target,-3.529648,1.617933,1.050335
2018/06/28 - 03:20:07.1189435,19.4114,9,6,Peer hit peer's target,0.1991131,6.067333,-4.634521
2018/06/28 - 03:20:07.6964263,19.98919,9,7,Peer hit peer's target,3.861703,8.145991,0.9724153
2018/06/28 - 03:20:09.7408302,22.03383,10,8,Peer hit peer's target,3.723494,7.762444,-2.136709
2018/06/28 - 03:20:09.8844174,22.17798,9,7,Peer missed, , , 
2018/06/28 - 03:20:10.1746581,22.46702,9,6,Peer missed, , , 
2018/06/28 - 03:20:10.2514351,22.54453,9,5,Peer missed, , , 
2018/06/28 - 03:20:10.4519219,22.74474,10,4,Peer missed, , , 
2018/06/28 - 03:20:12.9576833,25.24533,12,5,Peer hit peer's target,1.481102,4.992844,4.270446
2018/06/28 - 03:20:14.9409611,27.23355,13,6,Peer hit peer's target,-4.45594,4.854185,-2.893535
2018/06/28 - 03:20:17.2081622,29.502,14,7,Peer hit peer's target,-3.276044,7.391382,1.818492
2018/06/28 - 03:20:17.4276014,29.72068,14,8,Peer hit peer's target,3.311977,3.9741,4.378412
2018/06/28 - 03:20:17.9761144,30.2684,15,9,Peer hit peer's target,-1.197912,3.083703,3.581632
2018/06/28 - 03:20:18.1751772,30.46738,15,10,Peer hit peer's target,3.555753,8.497034,2.707941
2018/06/28 - 03:20:19.5417609,31.83541,14,11,Peer hit peer's target,-0.9778122,4.225822,-4.934839
2018/06/28 - 03:20:22.5408026,34.83434,16,12,Peer hit peer's target,4.522614,3.487219,-1.599482
2018/06/28 - 03:20:22.7537576,35.04643,16,13,Peer hit peer's target,-1.791135,2.353845,4.000513
2018/06/28 - 03:20:23.5765825,35.86891,16,14,Peer hit peer's target,4.940182,7.665698,-0.4307063
2018/06/28 - 03:20:24.7863495,37.07954,16,15,Peer hit peer's target,4.376388,7.880421,0.08944171
2018/06/28 - 03:20:26.7972135,39.09016,18,16,Peer hit peer's target,-3.680803,2.261106,1.376326
2018/06/28 - 03:20:27.8189871,40.11172,18,15,Peer missed, , , 
2018/06/28 - 03:20:28.7757045,41.06796,20,16,Peer hit peer's target,3.801219,6.091423,2.985225
2018/06/28 - 03:20:31.4409287,43.73479,20,17,Peer hit peer's target,-2.807416,3.788967,3.059
2018/06/28 - 03:20:34.4202326,46.71268,24,16,Peer missed, , , 
2018/06/28 - 03:20:34.5648460,46.85768,24,17,Peer hit peer's target,-3.036855,8.468843,0.7440287
2018/06/28 - 03:20:34.9997042,47.29261,24,18,Peer hit peer's target,-3.442836,5.434347,3.866037
2018/06/28 - 03:20:35.2770283,47.56928,24,19,Peer hit peer's target,-1.773484,4.790373,4.782451
2018/06/28 - 03:20:35.9079705,48.20154,25,20,Peer hit peer's target,-4.304694,5.624342,0.2142219
2018/06/28 - 03:20:36.7412020,49.0345,26,21,Peer hit peer's target,-4.538755,3.001986,0.3294358
2018/06/28 - 03:20:39.2413007,51.53441,28,22,Peer hit peer's target,-2.781404,7.991248,2.805044
2018/06/28 - 03:20:41.7210241,54.01373,28,23,Peer hit peer's target,-2.005459,8.134982,-3.225777
2018/06/28 - 03:20:42.1339186,54.42632,29,24,Peer hit peer's target,-0.2562775,1.96061,-4.112275
2018/06/28 - 03:20:45.3417224,57.63566,30,23,Peer missed, , , 
2018/06/28 - 03:20:45.5202541,57.813,31,24,Peer hit peer's target,-2.228162,7.884072,-3.930263
2018/06/28 - 03:20:45.6638470,57.95736,31,25,Peer hit peer's target,4.253549,6.804005,-2.596705
2018/06/28 - 03:20:45.9091913,58.20225,31,26,Peer hit peer's target,4.94536,2.790106,-0.9245388
2018/06/28 - 03:20:47.0982303,59.39068,32,27,Peer hit peer's target,1.591847,2.675217,-3.817911
2018/06/28 - 03:20:48.7753879,61.06746,34,28,Peer hit peer's target,4.294392,2.993171,-1.935254
2018/06/28 - 03:20:49.2082301,61.50134,34,29,Peer hit peer's target,3.596799,1.691532,-0.2794554
2018/06/28 - 03:20:49.9332635,62.22539,34,30,Peer hit peer's target,-3.14318,1.278667,1.192607
2018/06/28 - 03:20:50.2858494,62.57935,34,29,Peer missed, , , 
2018/06/28 - 03:20:51.1315913,63.42399,35,28,Peer missed, , , 
2018/06/28 - 03:20:53.8331331,66.1253,38,29,Peer hit peer's target,1.482704,8.658692,-2.765494
2018/06/28 - 03:20:54.3655272,66.65891,38,30,Peer hit peer's target,-3.07076,8.871769,1.697191
2018/06/28 - 03:20:55.4858299,67.77974,39,31,Peer hit peer's target,4.256283,7.122238,-0.6842636
2018/06/28 - 03:20:55.6429338,67.9363,39,32,Peer hit peer's target,-5.604017,4.106835,0.05320188
2018/06/28 - 03:20:55.8204807,68.1144,39,33,Peer hit peer's target,0.8712682,8.472609,3.722782
2018/06/28 - 03:20:55.9790334,68.2709,39,34,Peer hit peer's target,-4.765363,4.855832,-1.907553
2018/06/28 - 03:20:56.1994650,68.49223,39,35,Peer hit peer's target,2.308743,6.052342,-4.080479
2018/06/28 - 03:20:56.8546908,69.14752,40,36,Peer hit peer's target,-4.225632,7.905819,0.4719613
2018/06/28 - 03:20:57.9776999,70.27006,41,37,Peer hit peer's target,-1.62369,2.505928,-4.129327
2018/06/28 - 03:20:58.3348852,70.62814,41,38,Peer hit peer's target,4.754826,5.580677,-1.750557
2018/06/28 - 03:21:00.4759213,72.76875,43,39,Peer hit peer's target,2.626106,2.198805,2.813269
2018/06/28 - 03:21:04.4786664,76.77139,46,38,Peer missed, , , 
2018/06/28 - 03:21:05.0429521,77.33646,46,39,Peer hit peer's target,-1.57594,4.719027,-3.888385
2018/06/28 - 03:21:05.3112343,77.60363,46,40,Peer hit peer's target,2.461934,2.668024,-3.775761
2018/06/28 - 03:21:07.5642277,79.8584,48,41,Peer hit peer's target,3.87902,8.183604,0.7572947
