Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
0.6364909,-1,0,User missed,0,0,0,0,0,0,-0.1219711,-0.06759312,-0.02096322,331.1427,281.2725,3.882051
0.943717,-2,0,User missed,0,0,0,0,0,0,-0.135205,-0.07360213,-0.01402128,354.3318,312.4406,17.85567
1.033707,-2,1,Peer hit peer's target,0,0,0,0,0,0,-0.1337646,-0.07151905,-0.01468388,350.8454,310.0669,12.59796
1.172886,-3,1,User missed,0,0,0,0,0,0,-0.1328297,-0.06992733,-0.01442751,346.0036,312.058,9.002798
1.436685,-4,1,User missed,0,0,0,0,0,0,-0.1320948,-0.06809401,-0.01299238,341.8074,318.4205,3.728464
2.29863,-5,1,User missed,0,0,0,0,0,0,-0.1256697,-0.06327149,-0.0127221,327.7433,328.7805,342.9863
2.440322,-5,0,Peer missed,0,0,0,0,0,0,-0.1257763,-0.06322336,-0.01247396,328.3364,329.2772,342.8064
2.529196,-5,-1,Peer missed,0,0,0,0,0,0,-0.125383,-0.06314849,-0.0127377,327.2563,329.2271,342.1135
2.819028,-5,-2,Peer missed,0,0,0,0,0,0,-0.1255196,-0.06314231,-0.01256746,326.4685,331.8614,341.8741
