Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/11 - 02:49:41.5398053,0,0.04316172,-0.2168039,-0.01901635,81.96095,41.65109,37.62026,0.1376842,-0.4501972,0.2408664,341.2261,353.974,358.0642,0,0
2018/07/11 - 02:49:41.5507490,0.01094483,0.04322396,-0.2169111,-0.01901642,81.95477,41.66993,37.63583,0.137685,-0.450197,0.240867,341.23,353.9811,358.0542,0,0
2018/07/11 - 02:49:41.5627361,0.02550692,0.04327465,-0.2170423,-0.01903854,81.96933,41.62921,37.59348,0.1376853,-0.4501976,0.2408665,341.2285,353.9908,358.0452,0,0
2018/07/11 - 02:49:41.5716929,0.03778323,0.0432969,-0.2171216,-0.01904952,81.96977,41.67679,37.63333,0.1376861,-0.4501985,0.2408659,341.2248,353.9945,358.0392,0,0
2018/07/11 - 02:49:41.5816664,0.04605144,0.04324324,-0.2173074,-0.01908686,82.00201,41.78172,37.72997,0.137688,-0.4501997,0.2408653,341.2205,353.9986,358.0274,0,0
2018/07/11 - 02:49:41.5936332,0.05700622,0.04323618,-0.2174644,-0.01911268,82.01638,41.88358,37.8345,0.1376898,-0.4502003,0.2408653,341.2192,354,358.0183,0,0
2018/07/11 - 02:49:41.6036078,0.06790297,0.04322187,-0.2176844,-0.01914245,82.04559,42.0283,37.9852,0.137691,-0.4502009,0.2408652,341.2172,354.0006,358.0125,0,0
2018/07/11 - 02:49:41.6155743,0.07929182,0.04325143,-0.2178463,-0.01915816,82.05298,42.08111,38.05004,0.1376908,-0.4502011,0.2408649,341.2162,354.0023,358.0119,0,0
2018/07/11 - 02:49:41.6265450,0.08970758,0.04320148,-0.2181279,-0.01917617,82.09664,42.32884,38.30952,0.1376907,-0.4502009,0.2408651,341.2177,354.0035,358.0114,0,0
2018/07/11 - 02:49:41.6385130,0.1014281,0.04310136,-0.2184128,-0.01916991,82.1431,42.67896,38.65731,0.1376922,-0.4502008,0.2408656,341.2201,354.0078,358.001,0,0
2018/07/11 - 02:49:41.6504813,0.1132763,0.04302718,-0.2187024,-0.0191604,82.25078,42.90473,38.91196,0.1376933,-0.450202,0.2408648,341.2163,354.0185,357.9875,0,0
2018/07/11 - 02:49:41.6614520,0.125174,0.0429872,-0.2189278,-0.01918998,82.26402,43.15509,39.17087,0.1376933,-0.4502034,0.2408635,341.2094,354.0232,357.9846,0,0
2018/07/11 - 02:49:41.6744192,0.1367355,0.04295158,-0.2190734,-0.01922206,82.31076,43.07643,39.1058,0.1376929,-0.4502056,0.2408612,341.1969,354.0255,357.9855,0,0
2018/07/11 - 02:49:41.6853879,0.1483468,0.04292913,-0.2192178,-0.01920664,82.32077,43.11648,39.1381,0.1376926,-0.4502074,0.2408592,341.1856,354.0251,357.9883,0,0
2018/07/11 - 02:49:41.6963583,0.1602471,0.04293415,-0.2193449,-0.01917907,82.34966,43.05183,39.11209,0.1376925,-0.4502084,0.2408582,341.1803,354.0262,357.988,0,0
2018/07/11 - 02:49:41.7093247,0.1713865,0.04288233,-0.2194927,-0.01913569,82.34988,42.89054,39.01717,0.137692,-0.4502095,0.2408569,341.1744,354.0336,357.9851,0,0
2018/07/11 - 02:49:41.7192981,0.1833072,0.04284132,-0.2195366,-0.01902723,82.37147,42.60973,38.75836,0.1376911,-0.4502092,0.2408569,341.1775,354.044,357.9806,0,0
2018/07/11 - 02:49:41.7312658,0.1948317,0.0426663,-0.2195287,-0.01897087,82.36082,42.13105,38.35374,0.1376908,-0.4502068,0.2408592,341.1929,354.0557,357.9719,0,0
2018/07/11 - 02:49:41.7432329,0.2065528,0.04258642,-0.2193598,-0.01892743,82.37703,41.82991,38.05942,0.1376911,-0.450206,0.2408601,341.1992,354.0623,357.9644,0,0
2018/07/11 - 02:49:41.7552123,0.2180839,0.04251088,-0.2190766,-0.01893976,82.38715,41.5708,37.81843,0.1376896,-0.4502052,0.2408604,341.2049,354.0762,357.9601,0,0
2018/07/11 - 02:49:41.7651744,0.2294793,0.04239233,-0.2184341,-0.01895343,82.37852,41.19076,37.45388,0.1376867,-0.4502049,0.2408597,341.2058,354.0881,357.9639,0,0
2018/07/11 - 02:49:41.7771435,0.240989,0.04215683,-0.2170547,-0.0188704,82.25407,40.20654,36.44947,0.1376868,-0.4502048,0.2408598,341.2066,354.0898,357.9621,0,0
2018/07/11 - 02:49:41.7901070,0.2521887,0.04218426,-0.2155929,-0.01859865,81.97755,38.54361,34.76294,0.1376886,-0.4502053,0.2408599,341.2048,354.0863,357.9565,0,0
2018/07/11 - 02:49:41.8000816,0.2639086,0.0422752,-0.2140314,-0.01818839,81.62482,36.72818,33.0034,0.1376896,-0.4502064,0.2408592,341.1973,354.0735,357.9627,0,0
2018/07/11 - 02:49:41.8120496,0.2752394,0.04241369,-0.2120247,-0.01757971,81.03174,34.13521,30.56102,0.1376881,-0.4502055,0.2408595,341.1977,354.0563,357.9834,0,0
2018/07/11 - 02:49:41.8230194,0.2866693,0.04241402,-0.2096305,-0.01668248,80.24847,31.15546,27.65758,0.1376841,-0.4502019,0.2408617,341.2084,354.0243,358.0264,0,0
2018/07/11 - 02:49:41.8339918,0.2978388,0.04247729,-0.2070468,-0.01565148,79.29562,27.67981,24.24493,0.1376812,-0.4501974,0.2408652,341.2241,353.9839,358.0704,0,0
2018/07/11 - 02:49:41.8449608,0.308929,0.04243321,-0.2038865,-0.01414263,78.0398,24.38686,20.85444,0.1376815,-0.4501947,0.240868,341.2342,353.953,358.0926,0,0
