Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 10:55:57.3063916,93.49745,0,0,User missed, , , 
2018/07/02 - 10:55:57.7063209,93.89999,1,0,User hit user's target,0.5959128,2.817926,3.491288
2018/07/02 - 10:56:01.1039570,97.29721,0,3,User missed, , , 
2018/07/02 - 10:56:01.6036208,97.79531,0,3,User missed, , , 
2018/07/02 - 10:56:02.0374831,98.23038,1,3,User hit user's target,1.3945,5.666473,4.406827
2018/07/02 - 10:56:02.7386491,98.93085,2,3,User hit user's target,-0.7508899,6.717336,5.165453
2018/07/02 - 10:56:27.7706686,107.8134,1,5,User missed, , , 
2018/07/02 - 10:56:28.0592450,108.1026,2,5,User hit user's target,-1.376836,5.673859,4.727698
2018/07/02 - 10:56:28.7043788,108.7474,3,5,User hit user's target,3.351907,5.329443,3.081466
2018/07/02 - 10:56:29.3825810,109.4262,4,5,User hit user's target,0.2167394,4.872354,4.738332
2018/07/02 - 10:56:29.8843443,109.927,5,5,User hit user's target,-2.502677,4.738408,4.63045
2018/07/02 - 10:56:42.6176877,122.661,6,11,User hit user's target,0.5595095,5.005028,5.285464
2018/07/02 - 10:56:43.9171594,123.9609,7,9,User hit user's target,-0.1521721,6.072874,4.742785
2018/07/02 - 10:56:47.2511333,127.2942,6,8,User missed, , , 
2018/07/02 - 10:56:50.8951517,130.9392,5,10,User missed, , , 
2018/07/02 - 10:56:51.5520532,131.5949,4,10,User missed, , , 
