Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/10 - 10:34:43.9122087,44.98966,-0.05648293,-0.02804076,-0.1647393,4.140405,356.7791,359.9366,-0.02464573,-0.6064649,0.02404976,11.58765,354.8226,350.0551,0,0
2018/07/10 - 10:34:43.9222038,45.00189,-0.05687491,-0.02790038,-0.1653499,4.123647,356.8682,0.01763351,-0.02470862,-0.6065242,0.02375688,10.31398,354.837,350.4725,0,0
2018/07/10 - 10:34:43.9331523,45.01303,-0.05690597,-0.02787909,-0.1655744,4.099231,356.8566,359.9823,-0.02468677,-0.6066027,0.02351785,9.22587,354.7438,350.5051,0,0
2018/07/10 - 10:34:43.9431266,45.02351,-0.05704754,-0.02778815,-0.1659599,4.105,356.895,359.9855,-0.02455565,-0.6066985,0.0233588,8.353786,354.3225,350.1141,0,0
2018/07/10 - 10:34:43.9550934,45.0343,-0.05721574,-0.02775683,-0.1665016,4.03276,356.9256,0.00783055,-0.02442133,-0.6067865,0.02323829,7.67272,354,349.6618,0,0
2018/07/10 - 10:34:43.9650680,45.04596,-0.05751972,-0.0277052,-0.1671825,3.943884,357.0363,0.04140466,-0.02434739,-0.6068644,0.02309045,6.953492,353.9002,349.4257,0,0
2018/07/10 - 10:34:43.9770354,45.0564,-0.05748677,-0.02766011,-0.167456,3.971834,356.9861,0.01977916,-0.02430687,-0.6069359,0.02293226,6.19227,353.8025,349.3549,0,0
2018/07/10 - 10:34:43.9890028,45.06807,-0.05762409,-0.02765031,-0.167972,3.918185,357.0065,0.02721066,-0.0242567,-0.6070116,0.02277939,5.463038,353.7499,349.2186,0,0
2018/07/10 - 10:34:43.9999733,45.07937,-0.05781255,-0.02759088,-0.1685387,3.922818,357.0677,0.01011016,-0.024214,-0.60708,0.02264417,4.783746,353.6191,349.1448,0,0
2018/07/10 - 10:34:44.0119412,45.09134,-0.0579441,-0.02749475,-0.1690437,3.950047,357.0893,359.9831,-0.02257174,-0.4865088,0.04980439,4.729288,353.0126,349.2535,0,0
2018/07/10 - 10:34:44.0219150,45.10208,-0.05811624,-0.02742504,-0.1696362,3.930561,357.1505,0.02290402,-0.02254215,-0.4865814,0.04964968,4.007392,353.0116,349.2036,0,0
2018/07/10 - 10:34:44.0328854,45.11316,-0.05827373,-0.02735423,-0.1700982,3.882636,357.1675,0.0002964328,-0.0264188,-0.4645486,0.04845634,2.49006,352.7162,349.04,0,0
2018/07/10 - 10:34:44.0438567,45.12382,-0.05845479,-0.02726481,-0.1705238,3.837048,357.1835,359.9688,-0.03468171,-0.4318847,0.05028237,1.48462,352.8651,348.8795,0,0
2018/07/10 - 10:34:44.0558241,45.13511,-0.05874626,-0.02714163,-0.1710814,3.750609,357.2183,359.9781,-0.03686782,-0.4258621,0.05002449,0.8137234,352.5827,349.0357,0,0
2018/07/10 - 10:34:44.0707847,45.14629,-0.05898841,-0.02699389,-0.1714498,3.718746,357.2224,0.02479143,-0.03870235,-0.4204068,0.04866735,0.2454956,352.2765,349.1394,0,0
2018/07/10 - 10:34:44.0787630,45.16113,-0.0592583,-0.02691018,-0.1718818,3.643735,357.1871,0.04986394,-0.04043752,-0.4149446,0.04669996,359.4967,351.9171,349.0794,0,0
