Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:35:14.3454105,75.4356,20,11,User hit user's target,-1.687646,7.446141,3.563406
2018/07/10 - 10:35:15.3116570,76.40136,20,12,Peer hit peer's target,1.540629,7.170907,3.137981
2018/07/10 - 10:35:16.3986925,77.48933,20,13,Peer hit peer's target,2.925159,2.436758,3.466597
2018/07/10 - 10:35:16.6995896,77.78992,20,14,Peer hit peer's target,2.719055,6.845808,-3.906499
2018/07/10 - 10:35:17.5671111,78.65727,21,14,User hit user's target,-1.254478,5.091011,4.777195
2018/07/10 - 10:35:18.3653893,79.45644,22,14,User hit user's target,-0.5257401,2.271502,3.697234
2018/07/10 - 10:35:19.5449182,80.63538,23,14,User hit user's target,-2.685863,4.92341,4.568395
2018/07/10 - 10:35:19.7334208,80.82354,23,15,Peer hit peer's target,4.586138,5.702526,3.741031
2018/07/10 - 10:35:20.0337393,81.12399,23,16,Peer hit peer's target,-4.484869,5.831728,0.182901
2018/07/10 - 10:35:20.1893317,81.27898,24,16,User hit user's target,1.710084,6.158202,4.388247
2018/07/10 - 10:35:20.3449068,81.43499,24,17,Peer hit peer's target,3.844725,4.688767,-2.605814
2018/07/10 - 10:35:20.6560746,81.74635,24,18,Peer hit peer's target,-4.604472,4.188749,0.2999512
2018/07/10 - 10:35:21.6903051,82.77979,24,19,Peer hit peer's target,3.252586,4.389653,-3.985042
2018/07/10 - 10:35:23.1346008,84.22411,25,19,User hit user's target,2.593265,7.686432,4.451299
2018/07/10 - 10:35:23.5235818,84.61355,25,20,Peer hit peer's target,-2.563519,6.490379,3.761814
2018/07/10 - 10:35:24.7344522,85.82396,26,20,User hit user's target,0.6466516,2.927563,4.320194
2018/07/10 - 10:35:25.1772653,86.26807,27,20,User hit user's target,0.2411136,2.437887,4.251862
2018/07/10 - 10:35:25.5126088,86.60198,28,19,Peer hit user's target,-0.1288074,5.629284,4.625616
2018/07/10 - 10:35:25.6901563,86.78013,29,19,User hit user's target,3.039715,5.34538,2.928501
2018/07/10 - 10:35:26.5369663,87.62611,30,19,User hit user's target,-1.37417,8.958365,3.245456
2018/07/10 - 10:35:26.7911535,87.88062,30,20,Peer hit peer's target,4.350056,5.358902,-3.006358
2018/07/10 - 10:35:27.2130239,88.30302,30,21,Peer hit peer's target,-3.645151,7.609128,-2.281712
2018/07/10 - 10:35:27.5132266,88.60303,30,22,Peer hit peer's target,-4.474315,6.43097,0.9364491
2018/07/10 - 10:35:27.9349736,89.02452,30,23,Peer hit peer's target,-3.763803,2.870789,1.841265
2018/07/10 - 10:35:28.2352941,89.32392,31,23,User hit user's target,-2.904344,3.263273,3.961396
2018/07/10 - 10:35:28.2442700,89.33517,31,24,Peer hit peer's target,0.8856365,2.8438,-4.081236
