Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 01:12:38.3029894,44.99366,-0.008050254,-0.1276554,-0.3164379,8.568701,28.54898,359.8038,0.1753019,-0.4926862,-0.1654645,340.7812,32.3829,343.9879
2018/07/02 - 01:12:38.3139815,45.00469,-0.008079339,-0.1276703,-0.3164806,8.561161,28.52934,359.8067,0.1752812,-0.4926959,-0.1654364,340.7796,32.36641,344.0048
2018/07/02 - 01:12:38.3259491,45.01578,-0.008119633,-0.1276864,-0.31653,8.559234,28.52538,359.8431,0.1752646,-0.4927277,-0.1654199,340.7841,32.34756,344.0158
2018/07/02 - 01:12:38.3349037,45.02744,-0.008152512,-0.1276759,-0.3165085,8.568073,28.53023,359.8132,0.1752703,-0.4927534,-0.1654169,340.7939,32.33369,344.01
2018/07/02 - 01:12:38.3468728,45.03822,-0.008185375,-0.1276957,-0.3165455,8.550225,28.50778,359.8171,0.1752832,-0.4927579,-0.1653994,340.8042,32.33266,344.004
2018/07/02 - 01:12:38.3578432,45.04896,-0.008215608,-0.1277224,-0.3165504,8.540416,28.51181,359.8346,0.1752989,-0.4927861,-0.1653922,340.8148,32.33538,343.9956
2018/07/02 - 01:12:38.3688131,45.06068,-0.008228496,-0.1277346,-0.3165449,8.532113,28.50068,359.8341,0.1753044,-0.4927811,-0.165387,340.8178,32.33542,343.9915
2018/07/02 - 01:12:38.3797830,45.07118,-0.00825277,-0.1277455,-0.3165351,8.532905,28.49259,359.825,0.1753041,-0.4927697,-0.165387,340.8198,32.3349,343.9843
2018/07/02 - 01:12:38.3907537,45.0822,-0.008271721,-0.1277651,-0.3165587,8.53941,28.48018,359.8336,0.1752977,-0.4927777,-0.1654066,340.8183,32.33661,343.9789
2018/07/02 - 01:12:38.4017244,45.09322,-0.008298254,-0.127795,-0.3165689,8.533491,28.46958,359.8321,0.1752846,-0.4927712,-0.1654213,340.8126,32.34198,343.977
